"","Casa","Mes","Ano","energia.x","Energia","Energia_Ajustada","tipo","importe","mes","fecha","energia.y","energia_ajustada","treatment","report_intervention_month","intervention_group","sms_intervention_month","sms_intervention_month_text","information_group","wtp_paper","wtp_values","wtp_lw_md_h","mean_cost","fraction_wtp","fraction_lw_md_h","importe_dl","Lugar","energia","lag_variable","diff_variable","treatment_v2","mbm_paper","sms_dr","all_months_intervention"
"339","A3","Mayo",2015,30.6586608044647,NA,NA,"Recibos de energia electrica",66.55,5,2015-05-01,NA,30,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",2,"pulperia",30,32,-2,"Treatment - Won Information","Other","Other","Other"
"340","A3","Junio",2015,NA,"TD[""00_0_0""] = ""210"";","TD[""00_0_0""] = ""210"";","Recibos de energia electrica",917.76,6,2015-06-01,210,210,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",31,"pulperia",210,30,180,"Treatment - Won Information","Other","Other","Other"
"341","A3","Julio",2015,NA,"TD[""00_1_0""] = ""215"";","TD[""00_1_0""] = ""215"";","Recibos de energia electrica",955.49,7,2015-07-01,215,215,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",32,"pulperia",215,210,5,"Treatment - Won Information","Other","Other","Other"
"342","A3","Agosto",2015,NA,"TD[""00_2_0""] = ""296"";","TD[""00_2_0""] = ""296"";","Recibos de energia electrica",1511.12,8,2015-08-01,296,296,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",52,"pulperia",296,215,81,"Treatment - Won Information","Other","Other","Other"
"343","A3","Septiembre",2015,NA,"TD[""00_3_0""] = ""241"";","TD[""00_3_0""] = ""241"";","Recibos de energia electrica",1141.13,9,2015-09-01,241,241,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",39,"pulperia",241,296,-55,"Treatment - Won Information","Other","Other","Other"
"344","A3","Octubre",2015,NA,"TD[""00_4_0""] = ""255"";","TD[""00_4_0""] = ""255"";","Recibos de energia electrica",1241.97,10,2015-10-01,255,255,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",42,"pulperia",255,241,14,"Treatment - Won Information","Other","Other","Other"
"345","A3","Noviembre",2015,NA,"TD[""00_5_0""] = ""269"";","TD[""00_5_0""] = ""269"";","Recibos de energia electrica",1343.49,11,2015-11-01,269,269,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",46,"pulperia",269,255,14,"Treatment - Won Information","Other","Other","Other"
"346","A3","Diciembre",2015,NA,"TD[""00_6_0""] = ""260"";","TD[""00_6_0""] = ""260"";","Recibos de energia electrica",1286.81,12,2015-12-01,260,260,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",44,"pulperia",260,269,-9,"Treatment - Won Information","Other","Other","Other"
"347","A3","Enero",2016,NA,"TD[""00_7_0""] = ""247"";","TD[""00_7_0""] = ""247"";","Recibos de energia electrica",1202.95,1,2016-01-01,247,247,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",41,"pulperia",247,260,-13,"Treatment - Won Information","Other","Other","Other"
"348","A3","Febrero",2016,NA,"TD[""00_8_0""] = ""243"";","TD[""00_8_0""] = ""243"";","Recibos de energia electrica",1152.28,2,2016-02-01,243,243,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",39,"pulperia",243,247,-4,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"349","A3","Marzo",2016,NA,"TD[""00_9_0""] = ""228"";","TD[""00_9_0""] = ""228"";","Recibos de energia electrica",1021.69,3,2016-03-01,228,228,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",35,"pulperia",228,243,-15,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"350","A3","Abril",2016,NA,"TD[""00_10_0""] = ""229"";","TD[""00_10_0""] = ""229"";","Recibos de energia electrica",1034.89,4,2016-04-01,229,229,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",35,"pulperia",229,228,1,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"351","A3","Mayo",2016,NA,"TD[""00_11_0""] = ""221"";","TD[""00_11_0""] = ""221"";","Recibos de energia electrica",974.84,5,2016-05-01,221,221,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",33,"pulperia",221,229,-8,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"352","A3","Junio",2016,NA,"199","199","Recibos de energia electrica",823.61,6,2016-06-01,199,199,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",28,"pulperia",199,221,-22,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"353","A3","Julio",2016,NA,"225","225","Recibos de energia electrica",1002.72,7,2016-07-01,225,225,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",34,"pulperia",225,199,26,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"354","A3","Agosto",2016,NA,"280","280","Recibos de energia electrica",1370.57,8,2016-08-01,280,280,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",47,"pulperia",280,225,55,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"355","A3","Septiembre",2016,NA,"245","245","Recibos de energia electrica",1181.48,9,2016-09-01,245,245,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",40,"pulperia",245,280,-35,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"356","A3","Octubre",2016,NA,"272","272","Recibos de energia electrica",1368.94,10,2016-10-01,272,272,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",47,"pulperia",272,245,27,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"357","A3","Noviembre",2016,NA,"249","249","Recibos de energia electrica",1218.29,11,2016-11-01,249,249,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",42,"pulperia",249,272,-23,"Treatment - Won Information","Other","Other","DR Intervetnion + SMS All"
"358","A3","Diciembre",2016,NA,"262","262","Recibos de energia electrica",1312.25,12,2016-12-01,262,262,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",45,"pulperia",262,249,13,"Treatment - Won Information","Other","Other","DR Intervetnion + SMS All"
"359","A3","Enero",2017,NA,"252","252","Recibos de energia electrica",1249.2,1,2017-01-01,252,252,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",180,200,"high",1138.70916666667,0.175637472547497,"medium-high",43,"pulperia",252,262,-10,"Treatment - Won Information","Other","Other","Other"
"360","A6","Octubre",2014,151.71274042327,NA,NA,"Recibos de energia electrica",1634.32,10,2014-10-01,NA,151,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",56,"pulperia",151,NA,NA,"Treatment - Won Information","Other","Other","Other"
"361","A6","Noviembre",2014,148.052770574614,NA,NA,"Recibos de energia electrica",1588.45,11,2014-11-01,NA,148,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",54,"pulperia",148,151,-3,"Treatment - Won Information","Other","Other","Other"
"362","A6","Diciembre",2014,152.318148615601,NA,NA,"Recibos de energia electrica",1656.41,12,2014-12-01,NA,152,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",57,"pulperia",152,148,4,"Treatment - Won Information","Other","Other","Other"
"363","A6","Enero",2015,148.866254719737,NA,NA,"Recibos de energia electrica",1612.63,1,2015-01-01,NA,148,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",55,"pulperia",148,152,-4,"Treatment - Won Information","Other","Other","Other"
"364","A6","Febrero",2015,85.9483765198296,NA,NA,"Recibos de energia electrica",798.13,2,2015-02-01,NA,85,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",27,"pulperia",85,148,-63,"Treatment - Won Information","Other","Other","Other"
"365","A6","Marzo",2015,98.3996524675024,NA,NA,"Recibos de energia electrica",917.56,3,2015-03-01,NA,98,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",31,"pulperia",98,85,13,"Treatment - Won Information","Other","Other","Other"
"366","A6","Abril",2015,104.004871787095,NA,NA,"Recibos de energia electrica",878.75,4,2015-04-01,NA,104,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",30,"pulperia",104,98,6,"Treatment - Won Information","Other","Other","Other"
"367","A6","Mayo",2015,99.0481760729964,NA,NA,"Recibos de energia electrica",838.07,5,2015-05-01,NA,99,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",28,"pulperia",99,104,-5,"Treatment - Won Information","Other","Other","Other"
"368","A6","Junio",2015,NA,"TD[""00_0_0""] = ""137"";","TD[""00_0_0""] = ""137"";","Recibos de energia electrica",796.8,6,2015-06-01,137,137,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",27,"pulperia",137,99,38,"Treatment - Won Information","Other","Other","Other"
"369","A6","Julio",2015,NA,"TD[""00_1_0""] = ""125"";","TD[""00_1_0""] = ""125"";","Recibos de energia electrica",732.76,7,2015-07-01,125,125,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",25,"pulperia",125,137,-12,"Treatment - Won Information","Other","Other","Other"
"370","A6","Agosto",2015,NA,"TD[""00_2_0""] = ""143"";","TD[""00_2_0""] = ""143"";","Recibos de energia electrica",837.14,8,2015-08-01,143,143,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",28,"pulperia",143,125,18,"Treatment - Won Information","Other","Other","Other"
"371","A6","Septiembre",2015,NA,"TD[""00_3_0""] = ""148"";","TD[""00_3_0""] = ""148"";","Recibos de energia electrica",868.86,9,2015-09-01,148,148,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",29,"pulperia",148,143,5,"Treatment - Won Information","Other","Other","Other"
"372","A6","Octubre",2015,NA,"TD[""00_4_0""] = ""194"";","TD[""00_4_0""] = ""194"";","Recibos de energia electrica",1861.29,10,2015-10-01,194,194,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",64,"pulperia",194,148,46,"Treatment - Won Information","Other","Other","Other"
"373","A6","Noviembre",2015,NA,"TD[""00_5_0""] = ""143"";","TD[""00_5_0""] = ""143"";","Recibos de energia electrica",847.49,11,2015-11-01,143,143,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",29,"pulperia",143,194,-51,"Treatment - Won Information","Other","Other","Other"
"374","A6","Diciembre",2015,NA,"TD[""00_6_0""] = ""140"";","TD[""00_6_0""] = ""140"";","Recibos de energia electrica",833.81,12,2015-12-01,140,140,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",28,"pulperia",140,143,-3,"Treatment - Won Information","Other","Other","Other"
"375","A6","Enero",2016,NA,"TD[""00_7_0""] = ""141"";","TD[""00_7_0""] = ""141"";","Recibos de energia electrica",842.96,1,2016-01-01,141,141,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",29,"pulperia",141,140,1,"Treatment - Won Information","Other","Other","Other"
"376","A6","Febrero",2016,NA,"TD[""00_8_0""] = ""134"";","TD[""00_8_0""] = ""134"";","Recibos de energia electrica",788.13,2,2016-02-01,134,134,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",27,"pulperia",134,141,-7,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"377","A6","Marzo",2016,NA,"TD[""00_9_0""] = ""138"";","TD[""00_9_0""] = ""138"";","Recibos de energia electrica",799.22,3,2016-03-01,138,138,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",27,"pulperia",138,134,4,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"378","A6","Abril",2016,NA,"TD[""00_10_0""] = ""158"";","TD[""00_10_0""] = ""158"";","Recibos de energia electrica",1544.22,4,2016-04-01,158,158,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",53,"pulperia",158,138,20,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"379","A6","Mayo",2016,NA,"TD[""00_11_0""] = ""181"";","TD[""00_11_0""] = ""181"";","Recibos de energia electrica",1727.67,5,2016-05-01,181,181,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",59,"pulperia",181,158,23,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"380","A6","Junio",2016,NA,"164","164","Recibos de energia electrica",1590.58,6,2016-06-01,164,164,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",54,"pulperia",164,181,-17,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"381","A6","Julio",2016,NA,"128","128","Recibos de energia electrica",749.01,7,2016-07-01,128,128,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",25,"pulperia",128,164,-36,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"382","A6","Agosto",2016,NA,"195","195","Recibos de energia electrica",1845.55,8,2016-08-01,195,195,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",63,"pulperia",195,128,67,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"383","A6","Septiembre",2016,NA,"146","146","Recibos de energia electrica",847.33,9,2016-09-01,146,146,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",29,"pulperia",146,195,-49,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"384","A6","Octubre",2016,NA,"136","136","Recibos de energia electrica",794.89,10,2016-10-01,136,136,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",27,"pulperia",136,146,-10,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"385","A6","Noviembre",2016,NA,"145","145","Recibos de energia electrica",848.59,11,2016-11-01,145,145,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",29,"pulperia",145,136,9,"Treatment - Won Information","Other","Other","DR Intervetnion + SMS All"
"386","A6","Diciembre",2016,NA,"143","143","Recibos de energia electrica",840.9,12,2016-12-01,143,143,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",28,"pulperia",143,145,-2,"Treatment - Won Information","Other","Other","DR Intervetnion + SMS All"
"387","A6","Enero",2017,NA,"136","136","Recibos de energia electrica",804.85,1,2017-01-01,136,136,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",80,100,"medium-low",1101.5875,0.0907780816321899,"medium-low",27,"pulperia",136,143,-7,"Treatment - Won Information","Other","Other","Other"
"388","A7","Octubre",2014,192.517052232436,NA,NA,"Recibos de energia electrica",1371.78,10,2014-10-01,NA,192,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",47,"pulperia",192,NA,NA,"Treatment - Lost Information","Other","Other","Other"
"389","A7","Noviembre",2014,188.884954705853,NA,NA,"Recibos de energia electrica",1347.03,11,2014-11-01,NA,188,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",46,"pulperia",188,192,-4,"Treatment - Lost Information","Other","Other","Other"
"390","A7","Diciembre",2014,299.775269577682,NA,NA,"Recibos de energia electrica",2280.31,12,2014-12-01,NA,299,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",78,"pulperia",299,188,111,"Treatment - Lost Information","Other","Other","Other"
"391","A7","Enero",2015,230.653440552504,NA,NA,"Recibos de energia electrica",1708.28,1,2015-01-01,NA,230,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",58,"pulperia",230,299,-69,"Treatment - Lost Information","Other","Other","Other"
"392","A7","Febrero",2015,205.592032072237,NA,NA,"Recibos de energia electrica",1503.47,2,2015-02-01,NA,205,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",51,"pulperia",205,230,-25,"Treatment - Lost Information","Other","Other","Other"
"393","A7","Marzo",2015,227.555185122429,NA,NA,"Recibos de energia electrica",1695.59,3,2015-03-01,NA,227,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",58,"pulperia",227,205,22,"Treatment - Lost Information","Other","Other","Other"
"394","A7","Abril",2015,245.420983403476,NA,NA,"Recibos de energia electrica",1677.07,4,2015-04-01,NA,245,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",57,"pulperia",245,227,18,"Treatment - Lost Information","Other","Other","Other"
"395","A7","Mayo",2015,205.077074047124,NA,NA,"Recibos de energia electrica",1370.78,5,2015-05-01,NA,205,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",47,"pulperia",205,245,-40,"Treatment - Lost Information","Other","Other","Other"
"396","A7","Junio",2015,NA,"TD[""00_0_0""] = ""164"";","TD[""00_0_0""] = ""164"";","Recibos de energia electrica",1068.93,6,2015-06-01,164,164,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",36,"pulperia",164,205,-41,"Treatment - Lost Information","Other","Other","Other"
"397","A7","Julio",2015,NA,"TD[""00_1_0""] = ""213"";","TD[""00_1_0""] = ""213"";","Recibos de energia electrica",1404.38,7,2015-07-01,213,213,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",48,"pulperia",213,164,49,"Treatment - Lost Information","Other","Other","Other"
"398","A7","Agosto",2015,NA,"TD[""00_2_0""] = ""166"";","TD[""00_2_0""] = ""166"";","Recibos de energia electrica",1096.74,8,2015-08-01,166,166,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",37,"pulperia",166,213,-47,"Treatment - Lost Information","Other","Other","Other"
"399","A7","Septiembre",2015,NA,"TD[""00_3_0""] = ""175"";","TD[""00_3_0""] = ""175"";","Recibos de energia electrica",1154.81,9,2015-09-01,175,175,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",39,"pulperia",175,166,9,"Treatment - Lost Information","Other","Other","Other"
"400","A7","Octubre",2015,NA,"TD[""00_4_0""] = ""167"";","TD[""00_4_0""] = ""167"";","Recibos de energia electrica",1112.42,10,2015-10-01,167,167,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",38,"pulperia",167,175,-8,"Treatment - Lost Information","Other","Other","Other"
"401","A7","Noviembre",2015,NA,"TD[""00_5_0""] = ""183"";","TD[""00_5_0""] = ""183"";","Recibos de energia electrica",1221.41,11,2015-11-01,183,183,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",42,"pulperia",183,167,16,"Treatment - Lost Information","Other","Other","Other"
"402","A7","Diciembre",2015,NA,"TD[""00_6_0""] = ""187"";","TD[""00_6_0""] = ""187"";","Recibos de energia electrica",1252.17,12,2015-12-01,187,187,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",43,"pulperia",187,183,4,"Treatment - Lost Information","Other","Other","Other"
"403","A7","Enero",2016,NA,"TD[""00_7_0""] = ""169"";","TD[""00_7_0""] = ""169"";","Recibos de energia electrica",1140.7,1,2016-01-01,169,169,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",39,"pulperia",169,187,-18,"Treatment - Lost Information","Other","Other","Other"
"404","A7","Febrero",2016,NA,"TD[""00_8_0""] = ""171"";","TD[""00_8_0""] = ""171"";","Recibos de energia electrica",1136.91,2,2016-02-01,171,171,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",39,"pulperia",171,169,2,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"405","A7","Marzo",2016,NA,"TD[""00_9_0""] = ""202"";","TD[""00_9_0""] = ""202"";","Recibos de energia electrica",1326.69,3,2016-03-01,202,202,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",45,"pulperia",202,171,31,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"406","A7","Abril",2016,NA,"TD[""00_10_0""] = ""195"";","TD[""00_10_0""] = ""195"";","Recibos de energia electrica",1285.79,4,2016-04-01,195,195,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",44,"pulperia",195,202,-7,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"407","A7","Mayo",2016,NA,"TD[""00_11_0""] = ""184"";","TD[""00_11_0""] = ""184"";","Recibos de energia electrica",1209.76,5,2016-05-01,184,184,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",41,"pulperia",184,195,-11,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"408","A7","Junio",2016,NA,"178","178","Recibos de energia electrica",1174.67,6,2016-06-01,178,178,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",40,"pulperia",178,184,-6,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"409","A7","Julio",2016,NA,"149","149","Recibos de energia electrica",462.25,7,2016-07-01,149,149,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",15,"pulperia",149,178,-29,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"410","A7","Agosto",2016,NA,"150","150","Recibos de energia electrica",473.04,8,2016-08-01,150,150,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",16,"pulperia",150,149,1,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"411","A7","Septiembre",2016,NA,"145","145","Recibos de energia electrica",452.31,9,2016-09-01,145,145,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",160,150,"medium-high",839.805,0.178612892278565,"medium-high",15,"pulperia",145,150,-5,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
