"","Casa","Mes","Ano","energia.x","Energia","Energia_Ajustada","tipo","importe","mes","fecha","energia.y","energia_ajustada","treatment","report_intervention_month","intervention_group","sms_intervention_month","sms_intervention_month_text","information_group","wtp_paper","wtp_values","wtp_lw_md_h","mean_cost","fraction_wtp","fraction_lw_md_h","importe_dl","Lugar","energia","lag_variable","diff_variable","treatment_v2","mbm_paper","sms_dr","all_months_intervention"
"1","A1","Octubre",2014,357.987171322502,NA,NA,"Recibos de energia electrica",2692.3,10,2014-10-01,NA,357,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",92,"casa",357,NA,NA,"Treatment - Lost Information","Other","Other","Other"
"2","A1","Noviembre",2014,322.87217947529,NA,NA,"Recibos de energia electrica",2415.92,11,2014-11-01,NA,322,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",83,"casa",322,357,-35,"Treatment - Lost Information","Other","Other","Other"
"3","A1","Diciembre",2014,283.786953099444,NA,NA,"Recibos de energia electrica",2104.96,12,2014-12-01,NA,283,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",72,"casa",283,322,-39,"Treatment - Lost Information","Other","Other","Other"
"4","A1","Enero",2015,305.893309330232,NA,NA,"Recibos de energia electrica",2294.88,1,2015-01-01,NA,305,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",79,"casa",305,283,22,"Treatment - Lost Information","Other","Other","Other"
"5","A1","Febrero",2015,266.297771874251,NA,NA,"Recibos de energia electrica",1975.89,2,2015-02-01,NA,266,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",68,"casa",266,305,-39,"Treatment - Lost Information","Other","Other","Other"
"6","A1","Marzo",2015,283.029903039716,NA,NA,"Recibos de energia electrica",2123.11,3,2015-03-01,NA,283,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",73,"casa",283,266,17,"Treatment - Lost Information","Other","Other","Other"
"7","A1","Abril",2015,331.866248368903,NA,NA,"Recibos de energia electrica",2300.33,4,2015-04-01,NA,331,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",79,"casa",331,283,48,"Treatment - Lost Information","Other","Other","Other"
"8","A1","Mayo",2015,329.921440279008,NA,NA,"Recibos de energia electrica",2295.06,5,2015-05-01,NA,329,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",79,"casa",329,331,-2,"Treatment - Lost Information","Other","Other","Other"
"9","A1","Junio",2015,NA,"TD[""00_0_0""] = ""326"";","TD[""00_0_0""] = ""326"";","Recibos de energia electrica",2297.04,6,2015-06-01,326,326,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",79,"casa",326,329,-3,"Treatment - Lost Information","Other","Other","Other"
"10","A1","Julio",2015,NA,"TD[""00_1_0""] = ""336"";","TD[""00_1_0""] = ""336"";","Recibos de energia electrica",2378.99,7,2015-07-01,336,336,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",82,"casa",336,326,10,"Treatment - Lost Information","Other","Other","Other"
"11","A1","Agosto",2015,NA,"TD[""00_2_0""] = ""370"";","TD[""00_2_0""] = ""370"";","Recibos de energia electrica",2647.38,8,2015-08-01,370,370,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",91,"casa",370,336,34,"Treatment - Lost Information","Other","Other","Other"
"12","A1","Septiembre",2015,NA,"TD[""00_3_0""] = ""319"";","TD[""00_3_0""] = ""319"";","Recibos de energia electrica",2275.68,9,2015-09-01,319,319,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",78,"casa",319,370,-51,"Treatment - Lost Information","Other","Other","Other"
"13","A1","Octubre",2015,NA,"TD[""00_4_0""] = ""317"";","TD[""00_4_0""] = ""317"";","Recibos de energia electrica",2273.39,10,2015-10-01,317,317,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",78,"casa",317,319,-2,"Treatment - Lost Information","Other","Other","Other"
"14","A1","Noviembre",2015,NA,"TD[""00_5_0""] = ""309"";","TD[""00_5_0""] = ""309"";","Recibos de energia electrica",2220.66,11,2015-11-01,309,309,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",76,"casa",309,317,-8,"Treatment - Lost Information","Other","Other","Other"
"15","A1","Diciembre",2015,NA,"TD[""00_6_0""] = ""286"";","TD[""00_6_0""] = ""286"";","Recibos de energia electrica",1943.12,12,2015-12-01,286,286,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",67,"casa",286,309,-23,"Treatment - Lost Information","Other","Other","Other"
"16","A1","Enero",2016,NA,"TD[""00_7_0""] = ""236"";","TD[""00_7_0""] = ""236"";","Recibos de energia electrica",1596.68,1,2016-01-01,236,236,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",55,"casa",236,286,-50,"Treatment - Lost Information","Other","Other","Other"
"17","A1","Febrero",2016,NA,"TD[""00_8_0""] = ""230"";","TD[""00_8_0""] = ""230"";","Recibos de energia electrica",1540.12,2,2016-02-01,230,230,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",53,"casa",230,236,-6,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"18","A1","Marzo",2016,NA,"TD[""00_9_0""] = ""238"";","TD[""00_9_0""] = ""238"";","Recibos de energia electrica",1561.62,3,2016-03-01,238,238,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",53,"casa",238,230,8,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"19","A1","Abril",2016,NA,"TD[""00_10_0""] = ""288"";","TD[""00_10_0""] = ""288"";","Recibos de energia electrica",1902.4,4,2016-04-01,288,288,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",65,"casa",288,238,50,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"20","A1","Mayo",2016,NA,"TD[""00_11_0""] = ""276"";","TD[""00_11_0""] = ""276"";","Recibos de energia electrica",1821.85,5,2016-05-01,276,276,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",62,"casa",276,288,-12,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"21","A1","Junio",2016,NA,"326","326","Recibos de energia electrica",2299.17,6,2016-06-01,326,326,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",79,"casa",326,276,50,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"22","A1","Julio",2016,NA,"314","314","Recibos de energia electrica",2222.8,7,2016-07-01,314,314,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",76,"casa",314,326,-12,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"23","A1","Agosto",2016,NA,"286","286","Recibos de energia electrica",1893.77,8,2016-08-01,286,286,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",65,"casa",286,314,-28,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"24","A1","Septiembre",2016,NA,"269","269","Recibos de energia electrica",2263.07,9,2016-09-01,269,269,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",78,"casa",269,286,-17,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"25","A1","Octubre",2016,NA,"283","283","Recibos de energia electrica",1880.88,10,2016-10-01,283,283,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",64,"casa",283,269,14,"Treatment - Lost Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"26","A1","Noviembre",2016,NA,"301","301","Recibos de energia electrica",2135.1,11,2016-11-01,301,301,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",73,"casa",301,283,18,"Treatment - Lost Information","Other","Other","DR Intervetnion + SMS All"
"27","A1","Diciembre",2016,NA,"327","327","Recibos de energia electrica",2333.88,12,2016-12-01,327,327,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",80,"casa",327,301,26,"Treatment - Lost Information","Other","Other","DR Intervetnion + SMS All"
"28","A1","Enero",2017,NA,"354","354","Recibos de energia electrica",2542.27,1,2017-01-01,354,354,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",0,0,"low",1954.27833333333,0,"low",87,"casa",354,327,27,"Treatment - Lost Information","Other","Other","Other"
"29","A12","Octubre",2014,91.6205537199795,NA,NA,"Recibos de energia electrica",575.49,10,2014-10-01,NA,91,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",19,"pulperia",91,NA,NA,"Treatment - Won Information","Other","Other","Other"
"30","A12","Noviembre",2014,93.5258308087547,NA,NA,"Recibos de energia electrica",589.82,11,2014-11-01,NA,93,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",20,"pulperia",93,91,2,"Treatment - Won Information","Other","Other","Other"
"31","A12","Diciembre",2014,110.702125469908,NA,NA,"Recibos de energia electrica",701.04,12,2014-12-01,NA,110,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",24,"pulperia",110,93,17,"Treatment - Won Information","Other","Other","Other"
"32","A12","Enero",2015,98.6117306090449,NA,NA,"Recibos de energia electrica",626.76,1,2015-01-01,NA,98,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",21,"pulperia",98,110,-12,"Treatment - Won Information","Other","Other","Other"
"33","A12","Febrero",2015,84.0750538101313,NA,NA,"Recibos de energia electrica",536.37,2,2015-02-01,NA,84,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",18,"pulperia",84,98,-14,"Treatment - Won Information","Other","Other","Other"
"34","A12","Marzo",2015,85.9772937550559,NA,NA,"Recibos de energia electrica",550.79,3,2015-03-01,NA,85,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",18,"pulperia",85,84,1,"Treatment - Won Information","Other","Other","Other"
"35","A12","Abril",2015,88.6687555495923,NA,NA,"Recibos de energia electrica",513.29,4,2015-04-01,NA,88,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",17,"pulperia",88,85,3,"Treatment - Won Information","Other","Other","Other"
"36","A12","Mayo",2015,84.8418786758027,NA,NA,"Recibos de energia electrica",493.18,5,2015-05-01,NA,84,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",17,"pulperia",84,88,-4,"Treatment - Won Information","Other","Other","Other"
"37","A12","Junio",2015,NA,"TD[""00_0_0""] = ""125"";","TD[""00_0_0""] = ""125"";","Recibos de energia electrica",729.77,6,2015-06-01,125,125,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",25,"pulperia",125,84,41,"Treatment - Won Information","Other","Other","Other"
"38","A12","Julio",2015,NA,"TD[""00_1_0""] = ""120"";","TD[""00_1_0""] = ""120"";","Recibos de energia electrica",704.73,7,2015-07-01,120,120,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",24,"pulperia",120,125,-5,"Treatment - Won Information","Other","Other","Other"
"39","A12","Agosto",2015,NA,"TD[""00_2_0""] = ""138"";","TD[""00_2_0""] = ""138"";","Recibos de energia electrica",809.01,8,2015-08-01,138,138,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",27,"pulperia",138,120,18,"Treatment - Won Information","Other","Other","Other"
"40","A12","Septiembre",2015,NA,"TD[""00_3_0""] = ""136"";","TD[""00_3_0""] = ""136"";","Recibos de energia electrica",801.01,9,2015-09-01,136,136,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",27,"pulperia",136,138,-2,"Treatment - Won Information","Other","Other","Other"
"41","A12","Octubre",2015,NA,"TD[""00_4_0""] = ""145"";","TD[""00_4_0""] = ""145"";","Recibos de energia electrica",855.42,10,2015-10-01,145,145,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",29,"pulperia",145,136,9,"Treatment - Won Information","Other","Other","Other"
"42","A12","Noviembre",2015,NA,"TD[""00_5_0""] = ""141"";","TD[""00_5_0""] = ""141"";","Recibos de energia electrica",836.07,11,2015-11-01,141,141,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",28,"pulperia",141,145,-4,"Treatment - Won Information","Other","Other","Other"
"43","A12","Diciembre",2015,NA,"TD[""00_6_0""] = ""150"";","TD[""00_6_0""] = ""150"";","Recibos de energia electrica",891.07,12,2015-12-01,150,150,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",30,"pulperia",150,141,9,"Treatment - Won Information","Other","Other","Other"
"44","A12","Enero",2016,NA,"TD[""00_7_0""] = ""152"";","TD[""00_7_0""] = ""152"";","Recibos de energia electrica",1535.4,1,2016-01-01,152,152,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",52,"pulperia",152,150,2,"Treatment - Won Information","Other","Other","Other"
"45","A12","Febrero",2016,NA,"TD[""00_8_0""] = ""150"";","TD[""00_8_0""] = ""150"";","Recibos de energia electrica",878.19,2,2016-02-01,150,150,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",30,"pulperia",150,152,-2,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"46","A12","Marzo",2016,NA,"TD[""00_9_0""] = ""147"";","TD[""00_9_0""] = ""147"";","Recibos de energia electrica",849.18,3,2016-03-01,147,147,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",29,"pulperia",147,150,-3,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"47","A12","Abril",2016,NA,"TD[""00_10_0""] = ""150"";","TD[""00_10_0""] = ""150"";","Recibos de energia electrica",869.26,4,2016-04-01,150,150,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",29,"pulperia",150,147,3,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"48","A12","Mayo",2016,NA,"TD[""00_11_0""] = ""149"";","TD[""00_11_0""] = ""149"";","Recibos de energia electrica",862.48,5,2016-05-01,149,149,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",29,"pulperia",149,150,-1,"Treatment - Won Information","Only Paper Intervention","Other","Other"
"49","A12","Junio",2016,NA,"136","136","Recibos de energia electrica",789.75,6,2016-06-01,136,136,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",27,"pulperia",136,149,-13,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"50","A12","Julio",2016,NA,"129","129","Recibos de energia electrica",753.85,7,2016-07-01,129,129,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",25,"pulperia",129,136,-7,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"51","A12","Agosto",2016,NA,"138","138","Recibos de energia electrica",803.18,8,2016-08-01,138,138,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",27,"pulperia",138,129,9,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"52","A12","Septiembre",2016,NA,"128","128","Recibos de energia electrica",746.99,9,2016-09-01,128,128,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",25,"pulperia",128,138,-10,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"53","A12","Octubre",2016,NA,"138","138","Recibos de energia electrica",806.08,10,2016-10-01,138,138,"Treatment",1,"Treatment Post-Intervention",1,"Actively Receiving SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",27,"pulperia",138,128,10,"Treatment - Won Information","Other","DR Intervetnion + SMS","DR Intervetnion + SMS All"
"54","A12","Noviembre",2016,NA,"125","125","Recibos de energia electrica",736.21,11,2016-11-01,125,125,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",25,"pulperia",125,138,-13,"Treatment - Won Information","Other","Other","DR Intervetnion + SMS All"
"55","A12","Diciembre",2016,NA,"148","148","Recibos de energia electrica",869.12,12,2016-12-01,148,148,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",29,"pulperia",148,125,23,"Treatment - Won Information","Other","Other","DR Intervetnion + SMS All"
"56","A12","Enero",2017,NA,"192","192","Recibos de energia electrica",1851.18,1,2017-01-01,192,192,"Treatment",0,"Treatment Post-Intervention",0,"No SMS","Won Willingness to Pay Information Bid",60,80,"medium-low",874.974166666667,0.0914312708279959,"medium-low",63,"pulperia",192,148,44,"Treatment - Won Information","Other","Other","Other"
"57","A14","Octubre",2014,153.956654209674,NA,NA,"Recibos de energia electrica",541.51,10,2014-10-01,NA,153,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",18,"pulperia",153,NA,NA,"Treatment - Lost Information","Other","Other","Other"
"58","A14","Noviembre",2014,109.197912718988,NA,NA,"Recibos de energia electrica",338.63,11,2014-11-01,NA,109,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",11,"pulperia",109,153,-44,"Treatment - Lost Information","Other","Other","Other"
"59","A14","Diciembre",2014,106.100165682338,NA,NA,"Recibos de energia electrica",325.7,12,2014-12-01,NA,106,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",11,"pulperia",106,109,-3,"Treatment - Lost Information","Other","Other","Other"
"60","A14","Enero",2015,91.7176547141291,NA,NA,"Recibos de energia electrica",269.45,1,2015-01-01,NA,91,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",9,"pulperia",91,106,-15,"Treatment - Lost Information","Other","Other","Other"
"61","A14","Febrero",2015,113.169857667995,NA,NA,"Recibos de energia electrica",361.08,2,2015-02-01,NA,113,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",113,91,22,"Treatment - Lost Information","Other","Other","Other"
"62","A14","Marzo",2015,124.817568698992,NA,NA,"Recibos de energia electrica",417.11,3,2015-03-01,NA,124,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",14,"pulperia",124,113,11,"Treatment - Lost Information","Other","Other","Other"
"63","A14","Abril",2015,124.744726897578,NA,NA,"Recibos de energia electrica",376.61,4,2015-04-01,NA,124,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",124,124,0,"Treatment - Lost Information","Other","Other","Other"
"64","A14","Mayo",2015,123.513049348115,NA,NA,"Recibos de energia electrica",372.94,5,2015-05-01,NA,123,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",123,124,-1,"Treatment - Lost Information","Other","Other","Other"
"65","A14","Junio",2015,NA,"TD[""00_0_0""] = ""116"";","TD[""00_0_0""] = ""116"";","Recibos de energia electrica",348.66,6,2015-06-01,116,116,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",116,123,-7,"Treatment - Lost Information","Other","Other","Other"
"66","A14","Julio",2015,NA,"TD[""00_1_0""] = ""127"";","TD[""00_1_0""] = ""127"";","Recibos de energia electrica",387.22,7,2015-07-01,127,127,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",127,116,11,"Treatment - Lost Information","Other","Other","Other"
"67","A14","Agosto",2015,NA,"TD[""00_2_0""] = ""136"";","TD[""00_2_0""] = ""136"";","Recibos de energia electrica",419.18,8,2015-08-01,136,136,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",14,"pulperia",136,127,9,"Treatment - Lost Information","Other","Other","Other"
"68","A14","Septiembre",2015,NA,"TD[""00_3_0""] = ""120"";","TD[""00_3_0""] = ""120"";","Recibos de energia electrica",366.93,9,2015-09-01,120,120,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",120,136,-16,"Treatment - Lost Information","Other","Other","Other"
"69","A14","Octubre",2015,NA,"TD[""00_4_0""] = ""128"";","TD[""00_4_0""] = ""128"";","Recibos de energia electrica",576.91,10,2015-10-01,128,128,"Treatment",1,"Treatment Pre-Intervention",1,"Actively Receiving SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",19,"pulperia",128,120,8,"Treatment - Lost Information","Other","Other","Other"
"70","A14","Noviembre",2015,NA,"TD[""00_5_0""] = ""135"";","TD[""00_5_0""] = ""135"";","Recibos de energia electrica",418.57,11,2015-11-01,135,135,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",14,"pulperia",135,128,7,"Treatment - Lost Information","Other","Other","Other"
"71","A14","Diciembre",2015,NA,"TD[""00_6_0""] = ""145"";","TD[""00_6_0""] = ""145"";","Recibos de energia electrica",459.84,12,2015-12-01,145,145,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",15,"pulperia",145,135,10,"Treatment - Lost Information","Other","Other","Other"
"72","A14","Enero",2016,NA,"TD[""00_7_0""] = ""133"";","TD[""00_7_0""] = ""133"";","Recibos de energia electrica",417.06,1,2016-01-01,133,133,"Treatment",0,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",14,"pulperia",133,145,-12,"Treatment - Lost Information","Other","Other","Other"
"73","A14","Febrero",2016,NA,"TD[""00_8_0""] = ""123"";","TD[""00_8_0""] = ""123"";","Recibos de energia electrica",376.03,2,2016-02-01,123,123,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",12,"pulperia",123,133,-10,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"74","A14","Marzo",2016,NA,"TD[""00_9_0""] = ""133"";","TD[""00_9_0""] = ""133"";","Recibos de energia electrica",407.51,3,2016-03-01,133,133,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",14,"pulperia",133,123,10,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
"75","A14","Abril",2016,NA,"TD[""00_10_0""] = ""127"";","TD[""00_10_0""] = ""127"";","Recibos de energia electrica",388.76,4,2016-04-01,127,127,"Treatment",1,"Treatment Pre-Intervention",0,"No SMS","Lost Willingness to Pay Information Bid",200,125,"medium-high",400.6975,0.311956026678479,"high",13,"pulperia",127,133,-6,"Treatment - Lost Information","Only Paper Intervention","Other","Other"
