,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,955.4,926.79,841.48,439.82,0,1/2/2014
1,955.4,926.78,841.48,439.82,1,1/2/2014
2,955.4,926.77,841.47,439.85,2,1/2/2014
3,955.4,926.76,841.47,439.86,3,1/2/2014
4,955.44,926.75,841.47,439.87,4,1/2/2014
5,955.4,926.74,841.47,439.89,5,1/2/2014
6,955.4,926.74,841.47,439.89,6,1/2/2014
7,955.4,926.74,841.47,439.9,7,1/2/2014
8,955.4,926.74,841.46,439.91,8,1/2/2014
9,955.4,926.74,841.46,439.91,9,1/2/2014
10,955.39,926.74,841.46,439.91,10,1/2/2014
11,955.39,926.74,841.46,439.9,11,1/2/2014
12,955.39,926.76,841.46,439.89,12,1/2/2014
13,955.39,926.76,841.46,439.88,13,1/2/2014
14,955.39,926.76,841.46,439.86,14,1/2/2014
15,955.39,926.76,841.45,439.86,15,1/2/2014
16,955.38,926.77,841.44,439.86,16,1/2/2014
17,955.38,926.77,841.45,439.86,17,1/2/2014
18,955.38,926.77,841.44,439.86,18,1/2/2014
19,955.38,926.77,841.44,439.85,19,1/2/2014
20,955.38,926.77,841.43,439.84,20,1/2/2014
21,955.38,926.78,841.42,439.84,21,1/2/2014
22,955.38,926.78,841.42,439.84,22,1/2/2014
23,955.38,926.78,841.4,439.84,23,1/2/2014
24,955.38,926.78,841.4,439.84,0,2/2/2014
25,955.38,926.77,841.4,439.86,1,2/2/2014
26,955.38,926.77,841.4,439.88,2,2/2/2014
27,955.38,926.76,841.4,439.88,3,2/2/2014
28,955.38,926.76,841.4,439.88,4,2/2/2014
29,955.38,926.74,841.37,439.88,5,2/2/2014
30,955.38,926.73,841.36,439.88,6,2/2/2014
31,955.38,926.72,841.36,439.88,7,2/2/2014
32,955.38,926.71,841.35,439.89,8,2/2/2014
33,955.38,926.7,841.35,439.89,9,2/2/2014
34,955.38,926.69,841.35,439.9,10,2/2/2014
35,955.38,926.68,841.36,439.9,11,2/2/2014
36,955.37,926.67,841.36,439.9,12,2/2/2014
37,955.37,926.66,841.37,439.89,13,2/2/2014
38,955.37,926.65,841.37,439.88,14,2/2/2014
39,955.37,926.63,841.38,439.88,15,2/2/2014
40,955.37,926.62,841.38,439.88,16,2/2/2014
41,955.37,926.61,841.38,439.88,17,2/2/2014
42,955.37,926.6,841.39,439.87,18,2/2/2014
43,955.37,926.6,841.39,439.86,19,2/2/2014
44,955.37,926.6,841.39,439.86,20,2/2/2014
45,955.37,926.6,841.39,439.85,21,2/2/2014
46,955.37,926.6,841.39,439.85,22,2/2/2014
47,955.37,926.59,841.4,439.86,23,2/2/2014
48,955.36,926.58,841.4,439.88,0,3/2/2014
49,955.36,926.58,841.41,439.89,1,3/2/2014
50,955.36,926.57,841.41,439.9,2,3/2/2014
