,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,953.34,926.78,439.77,0,1/4/2012
1,953.34,926.77,439.78,1,1/4/2012
2,953.34,926.76,439.8,2,1/4/2012
3,953.34,926.75,439.81,3,1/4/2012
4,953.34,926.73,439.82,4,1/4/2012
5,943.33,926.72,439.84,5,1/4/2012
6,953.33,926.72,439.83,6,1/4/2012
7,953.33,926.72,439.84,7,1/4/2012
8,953.33,926.72,439.82,8,1/4/2012
9,953.33,926.72,439.81,9,1/4/2012
10,953.33,926.72,439.8,10,1/4/2012
11,953.33,926.72,439.8,11,1/4/2012
12,953.33,926.72,439.8,12,1/4/2012
13,953.32,926.72,439.8,13,1/4/2012
14,953.32,926.72,439.8,14,1/4/2012
15,953.32,926.72,439.79,15,1/4/2012
16,953.32,926.72,439.78,16,1/4/2012
17,953.31,926.72,439.78,17,1/4/2012
18,953.31,926.72,439.78,18,1/4/2012
19,953.31,926.72,439.78,19,1/4/2012
20,953.31,926.72,439.78,20,1/4/2012
21,953.31,926.72,439.78,21,1/4/2012
22,953.31,926.72,439.78,22,1/4/2012
23,953.31,926.71,439.78,23,1/4/2012
24,953.31,926.7,439.78,0,2/4/2012
25,953.3,926.68,439.79,1,2/4/2012
26,953.3,926.67,439.8,2,2/4/2012
27,953.3,926.66,439.82,3,2/4/2012
28,953.3,926.65,439.83,4,2/4/2012
29,953.3,926.63,439.83,5,2/4/2012
30,953.3,926.63,439.83,6,2/4/2012
31,953.29,926.63,439.83,7,2/4/2012
32,953.29,926.63,439.83,8,2/4/2012
33,953.29,926.63,439.82,9,2/4/2012
34,953.29,926.63,439.81,10,2/4/2012
35,953.29,926.63,439.81,11,2/4/2012
36,953.29,926.63,439.79,12,2/4/2012
37,953.29,926.63,439.77,13,2/4/2012
38,953.28,926.63,439.75,14,2/4/2012
39,953.28,926.63,439.73,15,2/4/2012
40,953.28,926.63,439.73,16,2/4/2012
41,953.28,926.63,439.73,17,2/4/2012
42,953.28,926.63,439.75,18,2/4/2012
43,953.28,926.63,439.75,19,2/4/2012
44,953.28,926.63,439.75,20,2/4/2012
45,953.27,926.63,439.74,21,2/4/2012
46,953.27,926.63,439.75,22,2/4/2012
47,953.27,926.63,439.76,23,2/4/2012
48,953.27,926.62,439.76,0,3/4/2012
49,953.27,926.61,439.77,1,3/4/2012
50,953.27,926.59,439.77,2,3/4/2012
51,953.26,926.58,439.78,3,3/4/2012
52,953.26,926.57,439.8,4,3/4/2012
53,953.26,926.56,439.81,5,3/4/2012
54,953.26,926.56,439.82,6,3/4/2012
55,953.26,926.56,439.83,7,3/4/2012
56,953.26,926.56,439.84,8,3/4/2012
57,953.26,926.56,439.84,9,3/4/2012
58,953.25,926.56,439.83,10,3/4/2012
59,953.25,926.56,439.81,11,3/4/2012
60,953.25,926.56,439.8,12,3/4/2012
61,953.25,926.56,439.79,13,3/4/2012
62,953.25,926.56,439.78,14,3/4/2012
63,953.25,926.56,439.77,15,3/4/2012
64,953.25,926.56,439.76,16,3/4/2012
65,953.24,926.56,439.78,17,3/4/2012
66,953.24,926.56,439.79,18,3/4/2012
67,953.24,926.56,439.8,19,3/4/2012
68,953.24,926.56,439.79,20,3/4/2012
69,953.24,926.56,439.78,21,3/4/2012
70,953.24,926.56,439.78,22,3/4/2012
71,953.24,926.56,439.78,23,3/4/2012
72,953.24,926.55,439.78,0,4/4/2012
73,953.24,926.54,439.8,1,4/4/2012
74,953.24,926.53,439.82,2,4/4/2012
75,953.23,926.51,439.83,3,4/4/2012
76,953.23,926.5,439.84,4,4/4/2012
77,953.23,926.5,439.85,5,4/4/2012
78,953.23,926.5,439.85,6,4/4/2012
79,953.23,926.5,439.86,7,4/4/2012
80,953.23,926.5,439.87,8,4/4/2012
81,953.23,926.5,439.87,9,4/4/2012
82,953.23,926.5,439.87,10,4/4/2012
83,953.22,926.5,439.86,11,4/4/2012
84,953.22,926.5,439.85,12,4/4/2012
85,953.22,926.5,439.83,13,4/4/2012
86,953.22,926.5,439.83,14,4/4/2012
87,953.22,926.5,439.82,15,4/4/2012
88,953.22,926.5,439.81,16,4/4/2012
89,953.22,926.5,439.82,17,4/4/2012
90,953.22,926.55,439.83,18,4/4/2012
91,953.22,926.5,439.84,19,4/4/2012
92,953.22,926.5,439.84,20,4/4/2012
93,953.21,926.5,439.84,21,4/4/2012
94,953.21,926.5,439.85,22,4/4/2012
95,953.21,926.5,439.86,23,4/4/2012
96,953.2,926.48,439.87,0,5/4/2012
97,953.2,926.47,439.87,1,5/4/2012
98,953.2,926.46,439.88,2,5/4/2012
99,953.2,926.44,439.89,3,5/4/2012
100,953.2,926.43,439.89,4,5/4/2012
101,953.2,926.42,439.89,5,5/4/2012
102,953.2,926.42,439.9,6,5/4/2012
103,953.2,926.42,439.89,7,5/4/2012
104,953.2,926.42,439.88,8,5/4/2012
105,953.2,926.42,439.87,9,5/4/2012
106,953.2,926.42,439.86,10,5/4/2012
107,953.2,926.42,439.84,11,5/4/2012
108,953.2,926.42,439.83,12,5/4/2012
109,953.19,926.42,439.82,13,5/4/2012
110,953.19,926.42,439.8,14,5/4/2012
111,953.19,926.42,439.78,15,5/4/2012
112,953.19,926.42,439.77,16,5/4/2012
113,953.18,926.42,439.76,17,5/4/2012
114,953.18,926.42,439.75,18,5/4/2012
115,953.18,926.42,439.75,19,5/4/2012
116,953.18,926.42,439.74,20,5/4/2012
117,953.17,926.42,439.73,21,5/4/2012
118,953.17,926.42,439.72,22,5/4/2012
119,953.17,926.42,439.73,23,5/4/2012
120,953.16,926.42,439.75,0,6/4/2012
121,953.16,926.41,439.77,1,6/4/2012
122,953.16,926.4,439.78,2,6/4/2012
123,953.16,926.39,439.79,3,6/4/2012
124,953.16,926.38,439.8,4,6/4/2012
125,953.16,926.37,439.82,5,6/4/2012
126,953.16,926.35,439.84,6,6/4/2012
127,953.16,926.35,439.85,7,6/4/2012
128,953.16,926.35,439.87,8,6/4/2012
129,953.15,926.35,439.87,9,6/4/2012
130,953.15,926.35,439.88,10,6/4/2012
131,953.15,926.35,439.89,11,6/4/2012
132,953.14,926.35,439.88,12,6/4/2012
133,953.14,926.35,439.87,13,6/4/2012
134,953.14,926.35,439.86,14,6/4/2012
135,953.14,926.35,439.85,15,6/4/2012
136,953.14,926.35,439.85,16,6/4/2012
137,953.13,926.35,439.84,17,6/4/2012
138,953.13,926.35,439.83,18,6/4/2012
139,953.13,926.35,439.82,19,6/4/2012
140,953.13,926.35,439.81,20,6/4/2012
141,953.13,926.35,439.8,21,6/4/2012
142,953.13,926.35,439.78,22,6/4/2012
143,953.13,926.35,439.78,23,6/4/2012
144,953.12,926.32,439.77,0,7/4/2012
145,953.12,926.31,439.77,1,7/4/2012
146,953.12,926.3,439.79,2,7/4/2012
147,953.12,926.29,439.78,3,7/4/2012
148,953.12,926.28,439.78,4,7/4/2012
149,953.12,926.27,439.78,5,7/4/2012
150,953.12,926.27,439.77,6,7/4/2012
151,953.12,926.24,439.76,7,7/4/2012
152,953.12,926.24,439.74,8,7/4/2012
153,953.12,926.24,439.73,9,7/4/2012
154,953.12,926.24,439.73,10,7/4/2012
155,953.12,926.24,439.72,11,7/4/2012
156,953.11,926.24,439.71,12,7/4/2012
157,953.11,926.24,439.7,13,7/4/2012
158,953.11,926.24,439.69,14,7/4/2012
159,953.11,926.24,439.68,15,7/4/2012
160,953.11,926.24,439.67,16,7/4/2012
161,953.1,926.24,439.66,17,7/4/2012
162,953.1,926.24,439.66,18,7/4/2012
163,953.1,926.24,439.65,19,7/4/2012
164,953.1,926.24,439.64,20,7/4/2012
165,953.1,926.24,439.63,21,7/4/2012
166,953.1,926.24,439.62,22,7/4/2012
167,953.1,926.24,439.62,23,7/4/2012
168,953.09,926.21,439.62,0,8/4/2012
169,953.09,926.19,439.64,1,8/4/2012
170,953.09,926.18,439.65,2,8/4/2012
171,953.09,926.17,439.67,3,8/4/2012
172,953.09,926.17,439.69,4,8/4/2012
173,953.09,926.14,439.69,5,8/4/2012
174,953.09,926.13,439.7,6,8/4/2012
175,953.09,926.13,439.7,7,8/4/2012
176,953.09,926.13,439.72,8,8/4/2012
177,953.09,926.13,439.73,9,8/4/2012
178,953.09,926.13,439.73,10,8/4/2012
179,953.09,926.13,439.71,11,8/4/2012
180,953.08,926.13,439.71,12,8/4/2012
181,953.08,926.13,439.7,13,8/4/2012
182,953.08,926.13,439.69,14,8/4/2012
183,953.08,926.13,439.68,15,8/4/2012
184,953.07,926.13,439.67,16,8/4/2012
185,953.07,926.13,439.66,17,8/4/2012
186,953.07,926.13,439.66,18,8/4/2012
187,953.07,926.13,439.65,19,8/4/2012
188,953.07,926.13,439.64,20,8/4/2012
189,953.07,926.13,439.63,21,8/4/2012
190,953.06,926.13,439.63,22,8/4/2012
191,953.06,926.12,439.63,23,8/4/2012
192,953.06,926.11,439.61,0,9/4/2012
193,953.06,926.09,439.6,1,9/4/2012
194,953.06,926.08,439.6,2,9/4/2012
195,953.06,926.07,439.6,3,9/4/2012
196,953.06,926.06,439.61,4,9/4/2012
197,953.06,926.04,439.61,5,9/4/2012
198,953.06,926.03,439.61,6,9/4/2012
199,953.06,926.03,439.63,7,9/4/2012
200,953.05,926.03,439.63,8,9/4/2012
201,953.05,926.03,439.63,9,9/4/2012
202,953.05,926.03,439.62,10,9/4/2012
203,953.05,926.03,439.6,11,9/4/2012
204,953.05,926.03,439.6,12,9/4/2012
205,953.04,926.03,439.59,13,9/4/2012
206,953.04,926.03,439.59,14,9/4/2012
207,953.04,926.03,439.58,15,9/4/2012
208,953.04,926.03,439.57,16,9/4/2012
209,953.04,926.03,439.56,17,9/4/2012
210,953.04,926.03,439.56,18,9/4/2012
211,953.04,926.03,439.55,19,9/4/2012
212,953.03,926.03,439.55,20,9/4/2012
213,953.03,926.03,439.54,21,9/4/2012
214,953.03,926.03,439.54,22,9/4/2012
215,953.03,926.02,439.54,23,9/4/2012
216,953.02,926,439.54,0,10/4/2012
217,953.02,925.99,439.54,1,10/4/2012
218,953.02,925.98,439.54,2,10/4/2012
219,953.02,925.97,439.54,3,10/4/2012
220,953.02,925.96,439.55,4,10/4/2012
221,953.02,925.95,439.55,5,10/4/2012
222,953.02,925.95,439.55,6,10/4/2012
223,953.02,925.95,439.54,7,10/4/2012
224,953.02,925.95,439.53,8,10/4/2012
225,953.01,925.95,439.53,9,10/4/2012
226,953.01,925.95,439.52,10,10/4/2012
227,953.01,925.95,439.51,11,10/4/2012
228,953.01,925.95,439.5,12,10/4/2012
229,953.01,925.95,439.5,13,10/4/2012
230,953.01,925.95,439.5,14,10/4/2012
231,953.01,925.95,439.5,15,10/4/2012
232,953.01,925.95,439.49,16,10/4/2012
233,953,925.95,439.48,17,10/4/2012
234,953,925.95,439.48,18,10/4/2012
235,953,925.95,439.47,19,10/4/2012
236,953,925.95,439.47,20,10/4/2012
237,953,925.95,439.47,21,10/4/2012
238,953,925.95,439.47,22,10/4/2012
239,953,925.95,439.47,23,10/4/2012
240,953,925.94,439.47,0,11/4/2012
241,953,925.92,439.47,1,11/4/2012
242,953,925.91,439.47,2,11/4/2012
243,952.99,925.89,439.47,3,11/4/2012
244,952.99,925.88,439.47,4,11/4/2012
245,952.99,925.86,439.47,5,11/4/2012
246,952.99,925.86,439.47,6,11/4/2012
247,952.99,925.86,439.47,7,11/4/2012
248,952.99,925.86,439.47,8,11/4/2012
249,952.99,925.86,439.47,9,11/4/2012
250,952.99,925.86,439.46,10,11/4/2012
251,952.99,925.86,439.45,11,11/4/2012
252,952.99,925.86,439.45,12,11/4/2012
253,952.99,925.86,439.44,13,11/4/2012
254,952.99,925.86,439.44,14,11/4/2012
255,952.99,925.86,439.43,15,11/4/2012
256,952.99,925.86,439.43,16,11/4/2012
257,952.99,925.86,439.42,17,11/4/2012
258,952.98,925.86,439.42,18,11/4/2012
259,952.98,925.86,439.41,19,11/4/2012
260,952.98,925.86,439.41,20,11/4/2012
261,952.98,925.86,439.41,21,11/4/2012
262,952.98,925.86,439.41,22,11/4/2012
263,952.98,925.85,439.41,23,11/4/2012
264,952.97,925.84,439.42,0,12/4/2012
265,952.97,925.82,439.42,1,12/4/2012
266,952.97,925.81,439.42,2,12/4/2012
267,952.97,925.79,439.42,3,12/4/2012
268,952.97,925.78,439.42,4,12/4/2012
269,952.97,925.78,439.43,5,12/4/2012
270,952.96,925.78,439.43,6,12/4/2012
271,952.96,925.78,439.43,7,12/4/2012
272,952.96,925.78,439.43,8,12/4/2012
273,952.96,925.78,439.43,9,12/4/2012
274,952.96,925.78,439.43,10,12/4/2012
275,952.95,925.78,439.43,11,12/4/2012
276,952.95,925.78,439.43,12,12/4/2012
277,952.95,925.78,439.43,13,12/4/2012
278,952.95,925.78,439.42,14,12/4/2012
279,952.95,925.78,439.42,15,12/4/2012
280,952.95,925.78,439.41,16,12/4/2012
281,952.95,925.78,439.41,17,12/4/2012
282,952.95,925.78,439.41,18,12/4/2012
283,952.95,925.78,439.41,19,12/4/2012
284,952.95,925.78,439.41,20,12/4/2012
285,952.95,925.78,439.41,21,12/4/2012
286,952.95,925.78,439.41,22,12/4/2012
287,952.95,925.78,439.41,23,12/4/2012
288,952.94,925.76,439.4,0,13/4/2012
289,952.94,925.75,439.4,1,13/4/2012
290,952.94,925.74,439.4,2,13/4/2012
291,952.94,925.73,439.39,3,13/4/2012
292,952.94,925.72,439.38,4,13/4/2012
293,952.94,925.7,439.37,5,13/4/2012
294,952.94,925.7,439.36,6,13/4/2012
295,952.94,925.7,439.36,7,13/4/2012
296,952.94,925.7,439.35,8,13/4/2012
297,952.94,925.7,439.34,9,13/4/2012
298,952.94,925.7,439.33,10,13/4/2012
299,952.94,925.7,439.33,11,13/4/2012
300,952.93,925.7,439.33,12,13/4/2012
301,952.93,925.7,439.33,13,13/4/2012
302,952.93,925.7,439.32,14,13/4/2012
303,952.93,925.7,439.31,15,13/4/2012
304,952.93,925.7,439.3,16,13/4/2012
305,952.93,925.7,439.3,17,13/4/2012
306,952.93,925.7,439.3,18,13/4/2012
307,952.92,925.7,439.3,19,13/4/2012
308,952.92,925.7,439.3,20,13/4/2012
309,952.92,925.7,439.3,21,13/4/2012
310,952.92,925.7,439.3,22,13/4/2012
311,952.92,925.7,439.31,23,13/4/2012
312,952.91,925.7,439.31,0,14/4/2012
313,952.91,925.7,439.31,1,14/4/2012
314,952.91,925.69,439.32,2,14/4/2012
315,952.91,925.68,439.32,3,14/4/2012
316,952.91,925.67,439.32,4,14/4/2012
317,952.91,925.66,439.32,5,14/4/2012
318,952.91,925.65,439.32,6,14/4/2012
319,952.91,925.64,439.32,7,14/4/2012
320,952.9,925.64,439.32,8,14/4/2012
321,952.9,925.64,439.31,9,14/4/2012
322,952.9,925.64,439.3,10,14/4/2012
323,952.9,925.64,439.3,11,14/4/2012
324,952.9,925.64,439.29,12,14/4/2012
325,952.9,925.64,439.29,13,14/4/2012
326,952.9,925.64,439.28,14,14/4/2012
327,952.9,925.64,439.28,15,14/4/2012
328,952.9,925.64,439.27,16,14/4/2012
329,952.89,925.64,439.26,17,14/4/2012
330,952.89,925.64,439.26,18,14/4/2012
331,952.89,925.64,439.26,19,14/4/2012
332,952.89,925.64,439.26,20,14/4/2012
333,952.89,925.64,439.26,21,14/4/2012
334,952.89,925.64,439.26,22,14/4/2012
335,952.89,926.64,439.26,23,14/4/2012
336,952.89,925.61,439.25,0,15/4/2012
337,952.89,925.6,439.25,1,15/4/2012
338,952.89,925.59,439.25,2,15/4/2012
339,952.89,925.58,439.24,3,15/4/2012
340,952.89,925.57,439.24,4,15/4/2012
341,952.89,925.56,439.24,5,15/4/2012
342,952.89,925.55,439.23,6,15/4/2012
343,952.89,925.55,439.23,7,15/4/2012
344,952.89,925.55,439.23,8,15/4/2012
345,952.89,925.55,439.22,9,15/4/2012
346,952.89,925.55,439.22,10,15/4/2012
347,952.89,925.55,439.21,11,15/4/2012
348,952.89,925.55,439.2,12,15/4/2012
349,952.89,925.55,439.19,13,15/4/2012
350,952.89,925.55,439.18,14,15/4/2012
351,952.89,925.55,439.17,15,15/4/2012
352,952.89,925.55,439.17,16,15/4/2012
353,952.89,925.55,439.17,17,15/4/2012
354,952.89,925.55,439.16,18,15/4/2012
355,952.89,925.55,439.15,19,15/4/2012
356,952.89,925.55,439.14,20,15/4/2012
357,952.89,925.55,439.13,21,15/4/2012
358,952.89,925.55,439.12,22,15/4/2012
359,952.89,925.54,439.1,23,15/4/2012
360,952.89,925.52,439.1,0,16/4/2012
361,952.89,925.51,439.1,1,16/4/2012
362,952.89,925.5,439.11,2,16/4/2012
363,952.89,925.49,439.11,3,16/4/2012
364,952.89,925.48,439.12,4,16/4/2012
365,952.89,925.47,439.12,5,16/4/2012
366,952.89,925.46,439.13,6,16/4/2012
367,952.89,925.46,439.14,7,16/4/2012
368,952.89,925.46,439.14,8,16/4/2012
369,952.89,925.46,439.14,9,16/4/2012
370,952.89,925.46,439.14,10,16/4/2012
371,952.89,925.46,439.14,11,16/4/2012
372,952.89,925.46,439.14,12,16/4/2012
373,952.88,925.46,439.14,13,16/4/2012
374,952.88,925.46,439.14,14,16/4/2012
375,952.88,925.46,439.14,15,16/4/2012
376,952.88,925.46,439.14,16,16/4/2012
377,952.86,925.46,439.14,17,16/4/2012
378,952.86,925.46,439.14,18,16/4/2012
379,952.86,925.46,439.14,19,16/4/2012
380,952.86,925.46,439.15,20,16/4/2012
381,952.86,925.46,439.15,21,16/4/2012
382,952.86,925.46,439.15,22,16/4/2012
383,952.86,925.46,439.16,23,16/4/2012
384,952.86,925.46,439.16,0,17/4/2012
385,952.86,925.45,439.17,1,17/4/2012
386,952.86,925.44,439.17,2,17/4/2012
387,952.86,925.43,439.17,3,17/4/2012
388,952.86,925.42,439.18,4,17/4/2012
389,952.86,925.41,439.19,5,17/4/2012
390,952.86,925.39,439.19,6,17/4/2012
391,952.86,925.39,439.19,7,17/4/2012
392,952.86,925.39,439.2,8,17/4/2012
393,952.86,925.39,439.2,9,17/4/2012
394,952.86,925.39,439.21,10,17/4/2012
395,952.86,925.39,439.21,11,17/4/2012
396,952.86,925.39,439.21,12,17/4/2012
397,952.86,925.39,439.21,13,17/4/2012
398,952.86,925.39,439.21,14,17/4/2012
399,952.86,925.39,439.22,15,17/4/2012
400,952.86,925.39,439.23,16,17/4/2012
401,952.86,925.39,439.23,17,17/4/2012
402,952.86,925.39,439.23,18,17/4/2012
403,952.86,925.39,439.24,19,17/4/2012
404,952.86,925.39,439.24,20,17/4/2012
405,952.86,925.39,439.25,21,17/4/2012
406,952.86,925.39,439.25,22,17/4/2012
407,952.85,925.38,439.25,23,17/4/2012
408,952.85,925.37,439.25,0,18/4/2012
409,952.85,925.35,439.26,1,18/4/2012
410,952.85,925.34,439.26,2,18/4/2012
411,952.85,925.33,439.27,3,18/4/2012
412,952.85,925.32,439.27,4,18/4/2012
413,952.85,925.31,439.28,5,18/4/2012
414,952.85,925.3,439.28,6,18/4/2012
415,952.85,925.3,439.28,7,18/4/2012
416,952.85,925.3,439.28,8,18/4/2012
417,952.84,925.3,439.29,9,18/4/2012
418,952.84,925.3,439.29,10,18/4/2012
419,952.84,925.3,439.3,11,18/4/2012
420,952.84,925.3,439.3,12,18/4/2012
421,952.84,925.3,439.31,13,18/4/2012
422,952.84,925.3,439.31,14,18/4/2012
423,952.84,925.3,439.31,15,18/4/2012
424,952.84,925.3,439.31,16,18/4/2012
425,952.84,925.3,439.32,17,18/4/2012
426,952.84,925.3,439.32,18,18/4/2012
427,952.84,925.3,439.32,19,18/4/2012
428,952.84,925.3,439.32,20,18/4/2012
429,952.84,925.3,439.32,21,18/4/2012
430,952.84,925.3,439.32,22,18/4/2012
431,952.84,925.3,439.33,23,18/4/2012
432,952.84,925.29,439.34,0,19/4/2012
433,952.84,925.28,439.34,1,19/4/2012
434,952.84,925.27,439.34,2,19/4/2012
435,952.84,925.26,439.34,3,19/4/2012
436,952.84,925.25,439.35,4,19/4/2012
437,952.84,925.25,439.35,5,19/4/2012
438,952.83,925.25,439.35,6,19/4/2012
439,952.83,925.25,439.36,7,19/4/2012
440,952.83,925.25,439.36,8,19/4/2012
441,952.83,925.25,439.36,9,19/4/2012
442,952.83,925.25,439.37,10,19/4/2012
443,952.83,925.25,439.37,11,19/4/2012
444,952.83,925.25,439.38,12,19/4/2012
445,952.83,925.25,439.38,13,19/4/2012
446,952.83,925.25,439.39,14,19/4/2012
447,952.83,925.25,439.39,15,19/4/2012
448,952.83,925.25,439.4,16,19/4/2012
449,952.83,925.25,439.4,17,19/4/2012
450,952.83,925.25,439.41,18,19/4/2012
451,952.83,925.25,439.41,19,19/4/2012
452,952.83,925.25,439.41,20,19/4/2012
453,952.83,925.25,439.41,21,19/4/2012
454,952.83,925.25,439.42,22,19/4/2012
455,952.83,925.25,439.43,23,19/4/2012
456,952.83,925.25,439.43,0,20/4/2012
457,952.83,925.24,439.44,1,20/4/2012
458,952.83,925.24,439.44,2,20/4/2012
459,952.83,925.23,439.44,3,20/4/2012
460,952.83,925.22,439.44,4,20/4/2012
461,952.83,925.21,439.45,5,20/4/2012
462,952.83,925.21,439.45,6,20/4/2012
463,952.83,925.21,439.45,7,20/4/2012
464,952.83,925.21,439.46,8,20/4/2012
465,952.83,925.21,439.46,9,20/4/2012
466,952.83,925.21,439.46,10,20/4/2012
467,952.83,925.21,439.46,11,20/4/2012
468,952.83,925.21,439.47,12,20/4/2012
469,952.83,925.21,439.47,13,20/4/2012
470,952.83,925.21,439.48,14,20/4/2012
471,952.83,925.21,439.48,15,20/4/2012
472,952.83,925.21,439.48,16,20/4/2012
473,952.83,925.21,439.49,17,20/4/2012
474,952.83,925.21,439.49,18,20/4/2012
475,952.83,925.21,439.49,19,20/4/2012
476,952.83,925.21,439.5,20,20/4/2012
477,952.83,925.21,439.5,21,20/4/2012
478,952.83,925.22,439.51,22,20/4/2012
479,952.83,925.22,439.51,23,20/4/2012
480,952.82,925.22,439.51,0,21/4/2012
481,952.82,925.21,439.51,1,21/4/2012
482,952.82,925.21,439.51,2,21/4/2012
483,952.82,925.2,439.52,3,21/4/2012
484,952.82,925.19,439.53,4,21/4/2012
485,952.82,925.19,439.53,5,21/4/2012
486,952.82,925.19,439.53,6,21/4/2012
487,952.82,925.19,439.54,7,21/4/2012
488,952.82,925.19,439.55,8,21/4/2012
489,952.82,925.19,439.55,9,21/4/2012
490,952.82,925.19,439.55,10,21/4/2012
491,952.82,925.19,439.55,11,21/4/2012
492,952.82,925.19,439.56,12,21/4/2012
493,952.82,925.19,439.57,13,21/4/2012
494,952.82,925.19,439.57,14,21/4/2012
495,952.82,925.19,439.57,15,21/4/2012
496,952.82,925.19,439.58,16,21/4/2012
497,952.82,925.19,439.63,17,21/4/2012
498,952.82,925.19,439.63,18,21/4/2012
499,952.82,925.19,439.63,19,21/4/2012
500,952.82,925.19,439.64,20,21/4/2012
501,952.82,925.19,439.64,21,21/4/2012
502,952.82,925.19,439.65,22,21/4/2012
503,952.82,925.19,439.66,23,21/4/2012
504,952.82,925.19,439.66,0,22/4/2012
505,952.82,925.19,439.67,1,22/4/2012
506,952.82,925.19,439.68,2,22/4/2012
507,952.82,925.18,439.68,3,22/4/2012
508,952.82,925.17,439.69,4,22/4/2012
509,952.82,925.17,439.7,5,22/4/2012
510,952.82,925.16,439.71,6,22/4/2012
511,952.82,925.16,439.71,7,22/4/2012
512,952.82,925.15,439.72,8,22/4/2012
513,952.82,925.15,439.72,9,22/4/2012
514,952.82,925.15,439.72,10,22/4/2012
515,952.82,925.15,439.73,11,22/4/2012
516,952.82,925.15,439.74,12,22/4/2012
517,952.82,925.15,439.74,13,22/4/2012
518,952.82,925.15,439.75,14,22/4/2012
519,952.82,925.16,439.75,15,22/4/2012
520,952.82,925.16,439.76,16,22/4/2012
521,952.82,925.16,439.76,17,22/4/2012
522,952.82,925.16,439.77,18,22/4/2012
523,952.82,925.16,439.78,19,22/4/2012
524,952.82,925.16,439.79,20,22/4/2012
525,952.82,925.16,439.8,21,22/4/2012
526,952.82,925.16,439.8,22,22/4/2012
527,952.82,925.16,439.81,23,22/4/2012
528,952.82,925.15,439.81,0,23/4/2012
529,952.82,925.15,439.81,1,23/4/2012
530,952.82,925.14,439.82,2,23/4/2012
531,952.82,925.14,439.82,3,23/4/2012
532,952.82,925.13,439.82,4,23/4/2012
533,952.82,925.13,439.82,5,23/4/2012
534,952.82,925.13,439.82,6,23/4/2012
535,952.82,925.13,439.81,7,23/4/2012
536,952.82,925.13,439.81,8,23/4/2012
537,952.82,925.13,439.8,9,23/4/2012
538,952.82,925.13,439.8,10,23/4/2012
539,952.82,925.13,439.79,11,23/4/2012
540,952.82,925.13,439.78,12,23/4/2012
541,952.82,925.13,439.77,13,23/4/2012
542,952.82,925.13,439.77,14,23/4/2012
543,952.82,925.13,439.76,15,23/4/2012
544,952.82,925.13,439.75,16,23/4/2012
545,952.82,925.13,439.74,17,23/4/2012
546,952.82,925.13,439.74,18,23/4/2012
547,952.82,925.13,439.73,19,23/4/2012
548,952.81,925.13,439.73,20,23/4/2012
549,952.81,925.13,439.72,21,23/4/2012
550,952.81,925.13,439.72,22,23/4/2012
551,952.81,925.12,439.71,23,23/4/2012
552,952.81,925.12,439.71,0,24/4/2012
553,952.81,925.11,439.71,1,24/4/2012
554,952.81,925.11,439.72,2,24/4/2012
555,952.81,925.1,439.73,3,24/4/2012
556,952.81,925.1,439.74,4,24/4/2012
557,952.81,925.1,439.75,5,24/4/2012
558,952.81,925.1,439.76,6,24/4/2012
559,952.81,925.1,439.76,7,24/4/2012
560,952.81,925.1,439.76,8,24/4/2012
561,952.81,925.1,439.77,9,24/4/2012
562,952.81,925.1,439.77,10,24/4/2012
563,952.81,925.1,439.77,11,24/4/2012
564,952.81,925.1,439.76,12,24/4/2012
565,952.81,925.1,439.76,13,24/4/2012
566,952.81,925.1,439.76,14,24/4/2012
567,952.81,925.1,439.76,15,24/4/2012
568,952.81,925.1,439.76,16,24/4/2012
569,952.8,925.1,439.76,17,24/4/2012
570,952.8,925.1,439.75,18,24/4/2012
571,952.8,925.1,439.75,19,24/4/2012
572,952.8,925.1,439.74,20,24/4/2012
573,952.8,925.1,439.74,21,24/4/2012
574,952.8,925.1,439.74,22,24/4/2012
575,952.8,925.1,439.73,23,24/4/2012
576,952.8,925.1,439.74,0,25/4/2012
577,952.79,925.1,439.75,1,25/4/2012
578,952.79,925.1,439.77,2,25/4/2012
579,952.79,925.1,439.78,3,25/4/2012
580,952.79,925.1,439.79,4,25/4/2012
581,952.79,925.1,439.8,5,25/4/2012
582,952.79,925.1,439.81,6,25/4/2012
583,952.79,925.1,439.81,7,25/4/2012
584,952.79,925.1,439.81,8,25/4/2012
585,952.79,925.1,439.81,9,25/4/2012
586,952.79,925.1,439.8,10,25/4/2012
587,952.79,925.1,439.8,11,25/4/2012
588,952.78,925.11,439.79,12,25/4/2012
589,952.78,925.11,439.79,13,25/4/2012
590,952.78,925.11,439.78,14,25/4/2012
591,952.78,925.11,439.78,15,25/4/2012
592,952.78,925.11,439.77,16,25/4/2012
593,952.77,925.11,439.77,17,25/4/2012
594,952.77,925.11,439.76,18,25/4/2012
595,952.77,925.11,439.75,19,25/4/2012
596,952.77,925.11,439.74,20,25/4/2012
597,952.77,925.11,439.73,21,25/4/2012
598,952.77,925.11,439.72,22,25/4/2012
