,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
0,952.74,925.36,840.965,682.31,439.79,0,1/6/2015
1,952.74,925.35,840.973,682.213,439.79,1,1/6/2015
2,952.74,925.34,840.983,682.31,439.8,2,1/6/2015
3,952.74,925.33,840.994,682.245,439.81,3,1/6/2015
4,952.74,925.33,841.002,682.245,439.81,4,1/6/2015
5,952.74,925.33,841.012,682.478,439.81,5,1/6/2015
6,952.74,925.33,841.021,682.459,439.82,6,1/6/2015
7,952.74,925.33,841.033,682.329,439.82,7,1/6/2015
8,952.74,925.33,841.042,682.331,439.82,8,1/6/2015
9,952.74,925.33,841.052,682.704,439.82,9,1/6/2015
10,952.74,925.33,841.064,682.804,439.82,10,1/6/2015
11,952.74,925.33,841.071,682.806,439.82,11,1/6/2015
12,952.74,925.33,841.081,682.891,439.81,12,1/6/2015
13,952.74,925.33,841.09,682.813,439.81,13,1/6/2015
14,952.74,925.33,841.1,682.779,439.8,14,1/6/2015
15,952.73,925.33,841.066,682.812,439.79,15,1/6/2015
16,952.73,925.33,841.03,682.834,439.78,16,1/6/2015
17,952.73,925.33,840.99,682.819,439.77,17,1/6/2015
18,952.73,925.33,840.95,682.791,439.77,18,1/6/2015
19,952.73,925.33,840.92,682.775,439.76,19,1/6/2015
20,952.73,925.33,840.88,682.758,439.75,20,1/6/2015
21,952.73,925.33,840.89,682.828,439.75,21,1/6/2015
22,952.73,925.33,840.9,682.533,439.74,22,1/6/2015
23,952.73,925.33,840.91,682.466,439.75,23,1/6/2015
24,952.73,925.33,840.92,682.319,439.75,0,2/6/2015
25,952.73,925.33,840.93,682.37,439.76,1,2/6/2015
26,952.73,925.33,840.94,682.635,439.77,2,2/6/2015
27,952.73,925.33,840.95,682.748,439.79,3,2/6/2015
28,952.73,925.33,840.96,682.829,439.8,4,2/6/2015
29,952.73,925.33,840.97,682.831,439.8,5,2/6/2015
30,952.73,925.33,840.98,682.763,439.81,6,2/6/2015
31,952.72,925.33,841,682.791,439.83,7,2/6/2015
32,952.72,925.33,841.006,682.738,439.84,8,2/6/2015
33,952.72,925.33,841.014,682.649,439.84,9,2/6/2015
34,952.72,925.34,841.024,682.705,439.84,10,2/6/2015
35,952.72,925.34,841.035,682.788,439.84,11,2/6/2015
36,952.72,925.34,841.044,682.804,439.84,12,2/6/2015
37,952.72,925.34,841.054,682.882,439.83,13,2/6/2015
38,952.72,925.34,841.062,682.816,439.82,14,2/6/2015
39,952.72,925.34,841.07,682.72,439.81,15,2/6/2015
40,952.72,925.34,841.043,682.738,439.8,16,2/6/2015
41,952.72,925.34,841.017,682.792,439.79,17,2/6/2015
42,952.72,925.34,840.99,682.845,439.78,18,2/6/2015
43,952.71,925.34,840.963,682.726,439.78,19,2/6/2015
44,952.71,925.34,840.936,682.745,439.78,20,2/6/2015
45,952.71,925.34,840.943,682.701,439.78,21,2/6/2015
46,952.71,925.35,840.95,682.772,439.78,22,2/6/2015
47,952.71,925.35,840.96,682.683,439.79,23,2/6/2015
48,952.71,925.35,840.972,682.275,439.79,0,3/6/2015
49,952.71,925.36,840.984,682.424,439.8,1,3/6/2015
50,952.71,925.36,840.997,682.692,439.81,2,3/6/2015
51,952.7,925.36,841.009,682.816,439.82,3,3/6/2015
