,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,955.82,928.74,843.16,440,0,1/11/2013
1,955.83,928.75,843.15,440,1,1/11/2013
2,955.83,928.76,843.14,440,2,1/11/2013
3,955.83,928.77,843.13,440,3,1/11/2013
4,955.83,928.77,843.12,440,4,1/11/2013
5,955.83,928.77,843.11,440,5,1/11/2013
6,955.84,928.77,843.1,440,6,1/11/2013
7,955.84,928.77,843.1,440,7,1/11/2013
8,955.84,928.77,843.1,440,8,1/11/2013
9,955.84,928.77,843.09,440,9,1/11/2013
10,955.84,928.77,843.09,440,10,1/11/2013
11,955.84,928.77,843.08,440,11,1/11/2013
12,955.84,928.77,843.08,440,12,1/11/2013
13,955.84,928.77,843.08,440,13,1/11/2013
14,955.84,928.77,843.07,440,14,1/11/2013
15,955.84,928.77,843.07,440,15,1/11/2013
16,955.84,928.77,843.07,440,16,1/11/2013
17,955.84,928.77,843.07,440,17,1/11/2013
18,955.84,928.77,843.06,440,18,1/11/2013
19,955.85,928.77,843.06,440,19,1/11/2013
20,955.85,928.77,843.05,440,20,1/11/2013
21,955.86,928.77,843.05,440,21,1/11/2013
22,955.86,928.77,843.04,440,22,1/11/2013
23,955.86,928.77,843.04,440,23,1/11/2013
24,955.86,928.77,843.04,440,0,2/11/2013
25,955.86,928.75,843.04,440,1,2/11/2013
26,955.86,928.74,843.03,440,2,2/11/2013
27,955.86,928.73,843.03,440,3,2/11/2013
28,955.86,928.72,843.03,440,4,2/11/2013
29,955.86,928.7,843.03,440,5,2/11/2013
30,955.86,928.69,843.02,440,6,2/11/2013
31,955.86,928.69,843.02,440,7,2/11/2013
32,955.86,928.67,843.02,440,8,2/11/2013
33,955.86,928.64,843.01,440,9,2/11/2013
34,955.86,928.63,843.01,440,10,2/11/2013
35,955.86,928.62,843,440,11,2/11/2013
36,955.86,928.61,843,440,12,2/11/2013
37,955.86,928.59,843,440,13,2/11/2013
38,955.86,928.58,842.99,440,14,2/11/2013
39,955.86,928.57,842.98,440,15,2/11/2013
40,955.86,928.56,842.97,440,16,2/11/2013
41,955.87,928.56,842.97,439.99,17,2/11/2013
42,955.87,928.56,842.96,439.98,18,2/11/2013
43,955.88,928.57,842.95,439.97,19,2/11/2013
44,955.88,928.57,842.95,439.96,20,2/11/2013
45,955.88,928.57,842.94,439.96,21,2/11/2013
46,955.88,928.57,842.93,439.95,22,2/11/2013
47,955.88,928.57,842.92,439.94,23,2/11/2013
48,955.89,928.57,842.91,439.93,0,3/11/2013
49,955.89,928.56,842.9,439.93,1,3/11/2013
50,955.89,928.55,842.89,439.93,2,3/11/2013
51,955.89,928.54,842.88,439.93,3,3/11/2013
52,955.89,928.53,842.87,439.94,4,3/11/2013
53,955.89,928.52,842.86,439.95,5,3/11/2013
54,955.89,928.51,842.85,439.96,6,3/11/2013
55,955.89,928.5,842.84,439.96,7,3/11/2013
56,955.89,928.5,842.82,439.96,8,3/11/2013
57,955.89,928.5,842.8,439.96,9,3/11/2013
58,955.89,928.47,842.8,439.97,10,3/11/2013
59,955.89,928.46,842.78,439.96,11,3/11/2013
60,955.89,928.45,842.77,439.96,12,3/11/2013
61,955.89,928.44,842.76,439.95,13,3/11/2013
62,955.89,928.43,842.75,439.95,14,3/11/2013
63,955.89,928.42,842.73,439.95,15,3/11/2013
64,955.89,928.41,842.71,439.94,16,3/11/2013
65,955.89,928.4,842.7,439.93,17,3/11/2013
66,955.89,928.4,842.69,439.92,18,3/11/2013
67,955.89,928.41,842.67,439.91,19,3/11/2013
68,955.9,928.42,842.65,439.9,20,3/11/2013
69,955.9,928.42,842.63,439.89,21,3/11/2013
70,955.9,928.42,842.61,439.89,22,3/11/2013
71,955.9,928.42,842.59,439.89,23,3/11/2013
72,955.9,928.42,842.58,439.89,0,4/11/2013
73,955.9,928.41,842.56,439.9,1,4/11/2013
74,955.9,928.44,842.55,439.92,2,4/11/2013
75,955.9,928.39,842.53,439.93,3,4/11/2013
76,955.9,928.38,842.51,439.95,4,4/11/2013
77,955.9,928.37,842.5,439.96,5,4/11/2013
78,955.9,928.36,842.48,439.96,6,4/11/2013
79,955.9,928.35,842.46,439.95,7,4/11/2013
80,955.9,928.35,842.44,439.95,8,4/11/2013
81,955.9,928.35,842.42,439.95,9,4/11/2013
82,955.9,928.35,842.4,439.95,10,4/11/2013
83,955.9,928.35,842.38,439.94,11,4/11/2013
84,955.9,928.36,842.36,439.94,12,4/11/2013
85,955.9,928.36,842.34,439.93,13,4/11/2013
86,955.9,928.36,842.32,439.92,14,4/11/2013
87,955.9,928.36,842.3,439.9,15,4/11/2013
88,955.9,928.37,842.27,439.89,16,4/11/2013
89,955.9,928.37,842.25,439.89,17,4/11/2013
90,955.9,928.38,842.21,439.88,18,4/11/2013
91,955.9,928.38,842.18,439.87,19,4/11/2013
92,955.9,928.39,842.18,439.87,20,4/11/2013
93,955.9,928.39,842.16,439.85,21,4/11/2013
94,955.9,928.39,842.13,439.85,22,4/11/2013
95,955.9,928.38,842.1,439.85,23,4/11/2013
96,955.9,928.37,842.08,439.86,0,5/11/2013
97,955.9,928.36,842.06,439.87,1,5/11/2013
98,955.9,928.35,842.03,439.9,2,5/11/2013
99,955.9,928.34,842,439.9,3,5/11/2013
100,955.9,928.33,842,439.92,4,5/11/2013
101,955.9,928.32,841.99,439.92,5,5/11/2013
102,955.9,928.31,841.98,439.93,6,5/11/2013
103,955.9,928.3,841.98,439.94,7,5/11/2013
104,955.9,928.29,841.97,439.94,8,5/11/2013
105,955.9,928.29,841.96,439.93,9,5/11/2013
106,955.91,928.3,841.95,439.92,10,5/11/2013
107,955.91,928.3,841.95,439.91,11,5/11/2013
108,955.91,928.31,841.95,439.89,12,5/11/2013
109,955.91,928.31,841.94,439.87,13,5/11/2013
110,955.91,928.31,841.93,439.85,14,5/11/2013
111,955.91,928.31,841.92,439.84,15,5/11/2013
112,955.91,928.31,841.92,439.83,16,5/11/2013
113,955.91,928.31,841.91,439.81,17,5/11/2013
114,955.91,928.31,841.9,439.79,18,5/11/2013
115,955.91,928.33,841.88,439.77,19,5/11/2013
116,955.91,928.33,841.87,439.75,20,5/11/2013
117,955.91,928.33,841.86,439.73,21,5/11/2013
118,955.91,928.33,841.85,439.71,22,5/11/2013
119,955.91,928.33,841.84,439.72,23,5/11/2013
120,955.91,928.33,841.83,439.73,0,6/11/2013
121,955.91,928.33,841.82,439.74,1,6/11/2013
122,955.91,928.32,841.8,439.75,2,6/11/2013
123,955.91,928.32,841.8,439.76,3,6/11/2013
124,955.91,928.31,841.78,439.78,4,6/11/2013
125,955.91,928.3,841.77,439.8,5,6/11/2013
126,955.91,928.29,841.76,439.81,6,6/11/2013
127,955.91,928.28,841.74,439.82,7,6/11/2013
128,955.91,928.28,841.73,439.82,8,6/11/2013
129,955.91,928.28,841.72,439.82,9,6/11/2013
130,955.91,928.28,841.7,439.82,10,6/11/2013
131,955.91,928.28,841.69,439.81,11,6/11/2013
132,955.91,928.28,841.68,439.8,12,6/11/2013
133,955.91,928.28,841.67,439.79,13,6/11/2013
134,955.91,928.28,841.66,439.78,14,6/11/2013
135,955.91,928.28,841.64,439.77,15,6/11/2013
136,955.91,928.28,841.62,439.78,16,6/11/2013
137,955.91,928.28,841.61,439.78,17,6/11/2013
138,955.91,928.28,841.59,439.77,18,6/11/2013
139,955.91,928.28,841.58,439.75,19,6/11/2013
140,955.91,928.28,841.56,439.74,20,6/11/2013
141,955.91,928.28,841.55,439.76,21,6/11/2013
142,955.91,928.28,841.53,439.77,22,6/11/2013
143,955.91,928.28,841.52,439.79,23,6/11/2013
144,955.91,928.28,841.5,439.8,0,7/11/2013
145,955.91,928.27,841.49,439.81,1,7/11/2013
146,955.91,928.27,841.5,439.82,2,7/11/2013
147,955.91,928.26,841.5,439.84,3,7/11/2013
148,955.91,928.25,841.52,439.86,4,7/11/2013
149,955.91,928.24,841.52,439.88,5,7/11/2013
150,955.91,928.24,841.54,439.91,6,7/11/2013
151,955.91,928.24,841.55,439.93,7,7/11/2013
152,955.91,928.24,841.55,439.93,8,7/11/2013
153,955.91,928.24,841.55,439.93,9,7/11/2013
154,955.91,928.24,841.56,439.92,10,7/11/2013
155,955.91,928.24,841.56,439.92,11,7/11/2013
156,955.91,928.24,841.58,439.91,12,7/11/2013
