,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,954.75,927.46,439.71,0,1/2/2013
1,954.75,927.45,439.71,1,1/2/2013
2,954.75,927.44,439.72,2,1/2/2013
3,954.75,927.43,439.73,3,1/2/2013
4,954.75,927.42,439.74,4,1/2/2013
5,954.75,927.41,439.75,5,1/2/2013
6,954.75,927.41,439.75,6,1/2/2013
7,954.75,927.41,439.76,7,1/2/2013
8,954.75,927.41,439.76,8,1/2/2013
9,954.75,927.41,439.77,9,1/2/2013
10,954.75,927.41,439.77,10,1/2/2013
11,954.75,927.41,439.77,11,1/2/2013
12,954.75,927.41,439.76,12,1/2/2013
13,954.75,927.41,439.76,13,1/2/2013
14,954.75,927.41,439.75,14,1/2/2013
15,954.74,927.41,439.74,15,1/2/2013
16,954.74,927.41,439.74,16,1/2/2013
17,954.74,927.41,439.73,17,1/2/2013
18,954.74,927.41,439.73,18,1/2/2013
19,954.74,927.41,439.73,19,1/2/2013
20,954.74,927.41,439.72,20,1/2/2013
21,954.74,927.41,439.7,21,1/2/2013
22,954.74,927.41,439.7,22,1/2/2013
23,954.74,927.41,439.7,23,1/2/2013
24,954.74,927.41,439.71,0,2/2/2013
25,954.74,927.4,439.71,1,2/2/2013
26,954.74,927.39,439.71,2,2/2/2013
27,954.74,927.38,439.72,3,2/2/2013
28,954.74,927.37,439.73,4,2/2/2013
29,954.74,927.36,439.74,5,2/2/2013
30,954.74,927.36,439.74,6,2/2/2013
31,954.74,927.36,439.75,7,2/2/2013
32,954.74,927.36,439.76,8,2/2/2013
33,954.74,927.36,439.76,9,2/2/2013
34,954.73,927.36,439.76,10,2/2/2013
35,954.73,927.36,439.76,11,2/2/2013
36,954.73,927.36,439.76,12,2/2/2013
37,954.73,927.36,439.76,13,2/2/2013
38,954.73,927.37,439.75,14,2/2/2013
39,954.73,927.37,439.74,15,2/2/2013
40,954.73,927.37,439.73,16,2/2/2013
41,954.73,927.37,439.72,17,2/2/2013
42,954.73,927.37,439.72,18,2/2/2013
43,954.73,927.37,439.72,19,2/2/2013
44,954.72,927.38,439.7,20,2/2/2013
45,954.72,927.38,439.7,21,2/2/2013
46,954.72,927.38,439.7,22,2/2/2013
47,954.72,927.38,439.71,23,2/2/2013
48,954.72,927.38,439.73,0,3/2/2013
49,954.72,927.37,439.75,1,3/2/2013
50,954.72,927.36,439.76,2,3/2/2013
51,954.72,927.35,439.77,3,3/2/2013
52,954.72,927.34,439.78,4,3/2/2013
53,954.71,927.32,439.79,5,3/2/2013
54,954.71,927.31,439.8,6,3/2/2013
55,954.71,927.31,439.81,7,3/2/2013
56,954.71,927.31,439.81,8,3/2/2013
57,954.71,927.31,439.82,9,3/2/2013
58,954.71,927.31,439.83,10,3/2/2013
59,954.71,927.31,439.83,11,3/2/2013
60,954.71,927.32,439.83,12,3/2/2013
61,954.71,927.32,439.83,13,3/2/2013
62,954.71,927.32,438.82,14,3/2/2013
63,954.71,927.32,439.8,15,3/2/2013
64,954.714,927.32,439.78,16,3/2/2013
65,954.71,927.32,439.78,17,3/2/2013
66,954.71,927.32,439.78,18,3/2/2013
67,954.71,927.32,439.77,19,3/2/2013
68,954.71,927.32,439.75,20,3/2/2013
69,954.71,927.32,439.73,21,3/2/2013
70,954.71,927.32,439.73,22,3/2/2013
71,954.7,927.32,439.73,23,3/2/2013
72,954.7,927.32,439.74,0,4/2/2013
73,954.7,927.32,439.76,1,4/2/2013
74,954.7,927.31,439.77,2,4/2/2013
75,954.7,927.3,439.78,3,4/2/2013
76,954.7,927.29,439.79,4,4/2/2013
77,954.7,927.28,439.8,5,4/2/2013
78,954.7,927.26,439.82,6,4/2/2013
79,954.7,927.26,439.84,7,4/2/2013
80,954.7,927.26,439.84,8,4/2/2013
81,954.7,927.26,439.84,9,4/2/2013
82,954.7,927.26,439.85,10,4/2/2013
83,954.7,927.26,439.85,11,4/2/2013
84,954.7,927.27,439.85,12,4/2/2013
85,954.7,927.27,439.84,13,4/2/2013
86,954.7,927.27,439.83,14,4/2/2013
87,954.69,927.27,439.81,15,4/2/2013
88,954.69,927.27,439.79,16,4/2/2013
89,954.69,927.27,439.77,17,4/2/2013
90,954.69,927.27,439.77,18,4/2/2013
91,954.69,927.27,439.77,19,4/2/2013
92,954.69,927.27,439.76,20,4/2/2013
93,954.69,927.27,439.75,21,4/2/2013
94,954.69,927.27,439.75,22,4/2/2013
95,954.69,927.27,439.76,23,4/2/2013
96,954.68,927.27,439.77,0,5/2/2013
97,954.68,927.27,439.78,1,5/2/2013
98,954.68,927.26,439.79,2,5/2/2013
99,954.68,927.25,439.8,3,5/2/2013
100,954.68,927.24,439.81,4,5/2/2013
101,954.68,927.23,439.82,5,5/2/2013
102,954.68,927.22,439.83,6,5/2/2013
103,954.68,927.22,439.84,7,5/2/2013
104,954.68,927.22,439.85,8,5/2/2013
105,954.68,927.22,439.85,9,5/2/2013
106,954.68,927.22,439.84,10,5/2/2013
107,954.68,927.22,439.82,11,5/2/2013
108,954.68,927.22,439.81,12,5/2/2013
109,954.68,927.22,439.79,13,5/2/2013
110,954.68,927.22,439.77,14,5/2/2013
111,954.68,927.22,439.75,15,5/2/2013
112,954.68,927.22,439.73,16,5/2/2013
113,954.67,927.23,439.73,17,5/2/2013
114,954.67,927.23,439.73,18,5/2/2013
115,954.67,927.23,439.73,19,5/2/2013
116,954.67,927.23,439.72,20,5/2/2013
117,954.67,927.23,439.71,21,5/2/2013
118,954.67,927.23,439.71,22,5/2/2013
119,954.67,927.23,439.71,23,5/2/2013
120,954.67,927.23,439.71,0,6/2/2013
121,954.67,927.22,439.73,1,6/2/2013
122,954.67,927.21,439.74,2,6/2/2013
123,954.67,927.2,439.75,3,6/2/2013
124,954.67,927.19,439.76,4,6/2/2013
125,954.67,927.19,439.78,5,6/2/2013
126,954.67,927.19,439.8,6,6/2/2013
127,954.67,927.19,439.82,7,6/2/2013
128,954.67,927.19,439.82,8,6/2/2013
129,954.67,927.19,439.82,9,6/2/2013
130,954.67,927.19,439.81,10,6/2/2013
131,954.67,927.19,439.8,11,6/2/2013
132,954.66,927.2,439.79,12,6/2/2013
133,954.66,927.2,439.78,13,6/2/2013
134,954.66,927.2,439.77,14,6/2/2013
135,954.66,927.2,439.76,15,6/2/2013
136,954.66,927.2,439.74,16,6/2/2013
137,954.66,927.2,439.72,17,6/2/2013
138,954.66,927.2,439.72,18,6/2/2013
139,954.66,927.2,439.73,19,6/2/2013
140,954.66,927.21,439.72,20,6/2/2013
141,954.66,927.21,439.72,21,6/2/2013
142,954.66,927.21,439.71,22,6/2/2013
143,954.66,927.21,439.72,23,6/2/2013
144,954.66,927.21,439.72,0,7/2/2013
145,954.66,927.2,439.73,1,7/2/2013
146,954.66,927.19,439.73,2,7/2/2013
147,954.66,927.18,439.74,3,7/2/2013
148,954.66,927.17,439.75,4,7/2/2013
149,954.66,927.16,439.76,5,7/2/2013
150,954.66,927.16,439.77,6,7/2/2013
151,954.66,927.16,439.78,7,7/2/2013
152,954.66,927.15,439.79,8,7/2/2013
153,954.66,927.15,439.79,9,7/2/2013
154,954.66,927.15,439.79,10,7/2/2013
155,954.66,927.15,439.78,11,7/2/2013
156,954.65,927.15,439.77,12,7/2/2013
157,954.65,927.15,439.76,13,7/2/2013
158,954.65,927.15,439.75,14,7/2/2013
159,954.65,927.15,439.74,15,7/2/2013
160,954.65,927.15,439.73,16,7/2/2013
161,954.65,927.15,439.73,17,7/2/2013
162,954.65,927.15,439.74,18,7/2/2013
163,954.65,927.15,439.73,19,7/2/2013
164,954.65,927.15,439.71,20,7/2/2013
165,954.65,927.15,439.7,21,7/2/2013
166,954.65,927.15,439.7,22,7/2/2013
167,954.65,927.15,439.7,23,7/2/2013
168,954.64,927.15,439.7,0,8/2/2013
169,954.64,927.14,439.71,1,8/2/2013
170,954.64,927.13,439.72,2,8/2/2013
171,954.64,927.12,439.73,3,8/2/2013
172,954.64,927.11,439.74,4,8/2/2013
173,954.64,927.1,439.75,5,8/2/2013
174,954.64,927.1,439.76,6,8/2/2013
175,954.64,927.1,439.76,7,8/2/2013
176,954.64,927.1,439.76,8,8/2/2013
177,954.64,927.1,439.76,9,8/2/2013
178,954.64,927.1,439.76,10,8/2/2013
