,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,952.96,927.82,439.72,0,1/7/2013
1,952.96,927.82,439.73,1,1/7/2013
2,952.96,927.82,439.74,2,1/7/2013
3,952.96,927.82,439.74,3,1/7/2013
4,952.96,927.82,439.74,4,1/7/2013
5,952.96,927.82,439.75,5,1/7/2013
6,952.98,927.82,439.76,6,1/7/2013
7,952.98,927.82,439.76,7,1/7/2013
8,952.98,927.82,439.77,8,1/7/2013
9,953.06,927.82,439.78,9,1/7/2013
10,953.06,927.82,439.8,10,1/7/2013
11,953.06,927.82,439.82,11,1/7/2013
12,953.08,927.86,439.84,12,1/7/2013
13,953.08,927.86,439.86,13,1/7/2013
14,953.08,927.86,439.9,14,1/7/2013
15,953.08,927.86,439.92,15,1/7/2013
16,953.08,927.86,439.95,16,1/7/2013
17,953.09,927.89,439.97,17,1/7/2013
18,953.09,927.89,439.99,18,1/7/2013
19,953.1,927.9,440,19,1/7/2013
20,953.11,927.9,440,20,1/7/2013
21,953.11,927.91,440,21,1/7/2013
22,953.12,927.91,440,22,1/7/2013
23,953.13,927.92,440,23,1/7/2013
24,953.13,927.93,440,0,2/7/2013
25,953.13,927.93,440,1,2/7/2013
26,953.13,927.93,439.99,2,2/7/2013
27,953.13,927.93,439.98,3,2/7/2013
28,953.13,927.93,439.98,4,2/7/2013
29,953.13,927.93,439.97,5,2/7/2013
30,953.14,927.94,439.96,6,2/7/2013
31,953.14,927.94,439.95,7,2/7/2013
32,953.14,927.94,439.94,8,2/7/2013
33,953.15,927.95,439.93,9,2/7/2013
34,953.15,927.95,439.91,10,2/7/2013
35,953.15,927.95,439.9,11,2/7/2013
36,953.16,927.97,439.88,12,2/7/2013
37,953.16,927.98,439.86,13,2/7/2013
38,953.16,928,439.85,14,2/7/2013
39,953.16,928,439.83,15,2/7/2013
40,953.16,928,439.81,16,2/7/2013
41,953.16,928,439.8,17,2/7/2013
42,953.16,928,439.79,18,2/7/2013
43,953.16,928,439.79,19,2/7/2013
44,953.16,928,439.78,20,2/7/2013
45,953.15,928.01,439.77,21,2/7/2013
46,953.15,928.01,439.77,22,2/7/2013
47,953.15,928.01,439.77,23,2/7/2013
48,953.14,928.01,439.77,0,3/7/2013
49,953.14,928,439.77,1,3/7/2013
50,953.14,928,439.77,2,3/7/2013
51,953.14,927.99,439.77,3,3/7/2013
52,953.14,927.99,439.77,4,3/7/2013
53,953.14,927.98,439.77,5,3/7/2013
54,953.14,927.97,439.77,6,3/7/2013
55,953.14,927.97,439.76,7,3/7/2013
56,953.14,927.97,439.76,8,3/7/2013
57,953.14,927.97,439.75,9,3/7/2013
58,953.14,927.97,439.74,10,3/7/2013
59,953.14,927.97,439.72,11,3/7/2013
60,953.14,927.97,439.72,12,3/7/2013
61,953.14,927.97,439.72,13,3/7/2013
62,953.14,927.97,439.72,14,3/7/2013
63,953.14,927.97,439.71,15,3/7/2013
64,953.14,927.97,439.71,16,3/7/2013
65,953.14,927.97,439.7,17,3/7/2013
