,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
102,953.39,925.58,841.949,682.733,439.81,6,5/5/2015
103,953.39,925.58,841.951,682.815,439.82,7,5/5/2015
104,953.39,925.58,841.967,682.717,439.83,8,5/5/2015
105,953.38,925.58,841.93,682.782,439.84,9,5/5/2015
106,953.38,925.59,841.88,682.874,439.85,10,5/5/2015
107,953.38,925.59,841.83,682.896,439.85,11,5/5/2015
108,953.38,925.59,841.78,682.896,439.86,12,5/5/2015
109,953.38,925.59,841.73,682.9,439.87,13,5/5/2015
110,953.38,925.59,841.68,682.875,439.87,14,5/5/2015
111,953.37,925.59,841.63,682.875,439.88,15,5/5/2015
112,953.37,925.59,841.581,682.745,439.88,16,5/5/2015
113,953.37,925.59,841.524,682.778,439.89,17,5/5/2015
114,953.37,925.59,841.472,682.727,439.89,18,5/5/2015
115,953.37,925.6,841.42,682.763,439.89,19,5/5/2015
116,953.37,925.6,841.362,682.899,439.88,20,5/5/2015
117,953.37,925.6,841.365,682.792,439.86,21,5/5/2015
118,953.37,925.6,841.374,682.685,439.86,22,5/5/2015
119,953.37,925.6,841.384,682.602,439.84,23,5/5/2015
120,953.37,925.6,841.395,682.577,439.84,0,6/5/2015
121,953.36,925.6,841.405,682.85,439.84,1,6/5/2015
122,953.36,925.6,841.414,682.671,439.83,2,6/5/2015
123,953.36,925.6,841.425,682.689,439.83,3,6/5/2015
124,953.36,925.6,841.435,682.757,439.83,4,6/5/2015
125,953.36,925.6,841.443,682.887,439.82,5,6/5/2015
126,953.36,925.6,841.454,682.707,439.82,6,6/5/2015
127,953.36,925.6,841.464,682.755,439.82,7,6/5/2015
128,953.36,925.6,841.47,682.922,439.83,8,6/5/2015
129,953.36,925.6,841.46,683.071,439.85,9,6/5/2015
130,953.36,925.6,841.43,682.649,439.86,10,6/5/2015
131,953.36,925.6,841.401,682.803,439.87,11,6/5/2015
132,953.36,925.61,841.36,682.803,439.88,12,6/5/2015
133,953.36,925.61,841.33,682.9,439.88,13,6/5/2015
134,953.35,925.61,841.3,683.031,439.89,14,6/5/2015
135,953.35,925.61,841.25,683.117,439.89,15,6/5/2015
136,953.35,925.61,841.23,682.95,439.9,16,6/5/2015
137,953.35,925.61,841.19,682.716,439.9,17,6/5/2015
138,953.35,925.61,841.17,682.831,439.91,18,6/5/2015
139,953.35,925.61,841.13,682.913,439.91,19,6/5/2015
140,953.35,925.61,841.1,682.717,439.91,20,6/5/2015
141,953.35,925.61,841.07,682.95,439.9,21,6/5/2015
142,953.35,925.62,841.03,683.025,439.88,22,6/5/2015
143,953.35,925.62,841.037,682.937,439.87,23,6/5/2015
144,953.34,925.62,841.05,682.769,439.87,0,7/5/2015
145,953.34,925.62,841.059,682.744,439.86,1,7/5/2015
146,953.34,925.62,841.07,682.779,439.86,2,7/5/2015
147,953.34,925.62,841.08,682.781,439.86,3,7/5/2015
148,953.34,925.62,841.09,682.75,439.86,4,7/5/2015
149,953.34,925.62,841.1,682.916,439.87,5,7/5/2015
150,953.33,925.62,841.11,682.769,439.87,6,7/5/2015
151,953.33,925.62,841.11,682.822,439.87,7,7/5/2015
152,953.33,925.62,841.13,683.143,439.89,8,7/5/2015
153,953.33,925.62,841.14,683.077,439.89,9,7/5/2015
154,953.33,925.62,841.15,683.045,439.9,10,7/5/2015
155,953.33,925.62,841.16,683.146,439.91,11,7/5/2015
156,953.33,925.62,841.15,683.045,439.92,12,7/5/2015
157,953.32,925.62,841.119,682.996,439.92,13,7/5/2015
158,953.32,925.62,841.08,682.865,439.93,14,7/5/2015
159,953.32,925.62,841.04,682.878,439.93,15,7/5/2015
160,953.32,925.62,841.013,682.797,439.94,16,7/5/2015
161,953.32,925.62,840.977,682.695,439.94,17,7/5/2015
162,953.32,925.62,840.94,682.63,439.95,18,7/5/2015
163,953.32,925.62,840.903,682.738,439.94,19,7/5/2015
164,953.32,925.62,840.913,682.735,439.93,20,7/5/2015
165,953.31,925.63,840.925,682.854,439.92,21,7/5/2015
166,953.31,925.63,840.933,682.474,439.92,22,7/5/2015
167,953.31,925.63,840.944,682.786,439.91,23,7/5/2015
168,953.31,925.63,840.955,682.593,439.91,0,8/5/2015
169,953.31,925.63,840.967,682.59,439.91,1,8/5/2015
170,953.31,925.63,840.977,682.574,439.91,2,8/5/2015
171,953.31,925.63,840.985,682.705,439.91,3,8/5/2015
172,953.31,925.63,840.997,682.77,439.91,4,8/5/2015
173,953.31,925.63,841.007,682.803,439.9,5,8/5/2015
174,953.31,925.63,841.018,682.671,439.9,6,8/5/2015
175,953.31,925.63,841.027,682.807,439.89,7,8/5/2015
176,953.31,925.63,841.037,682.825,439.9,8,8/5/2015
177,953.3,925.63,841.05,682.809,439.92,9,8/5/2015
178,953.3,925.63,841.058,682.823,439.92,10,8/5/2015
179,953.3,925.63,841.07,682.76,439.93,11,8/5/2015
180,953.3,925.63,841.078,682.739,439.94,12,8/5/2015
181,953.3,925.63,841.088,682.806,439.94,13,8/5/2015
182,953.3,925.63,841.098,682.791,439.94,14,8/5/2015
183,953.3,925.63,841.059,682.775,439.95,15,8/5/2015
184,953.3,925.63,841.02,682.729,439.95,16,8/5/2015
185,953.3,925.63,840.98,682.649,439.95,17,8/5/2015
186,953.29,925.63,840.95,682.668,439.95,18,8/5/2015
187,953.29,925.63,840.91,682.701,439.93,19,8/5/2015
188,953.29,925.63,840.87,682.819,439.92,20,8/5/2015
189,953.29,925.64,840.88,682.789,439.92,21,8/5/2015
190,953.29,925.64,840.896,682.676,439.91,22,8/5/2015
191,953.29,925.64,840.905,682.545,439.91,23,8/5/2015
192,953.29,925.64,840.917,682.266,439.91,0,9/5/2015
193,953.29,925.64,840.927,682.266,439.91,1,9/5/2015
194,953.29,925.64,840.937,682.249,439.9,2,9/5/2015
195,953.29,925.64,840.946,682.233,439.9,3,9/5/2015
196,953.29,925.64,840.956,682.481,439.9,4,9/5/2015
197,953.29,925.64,840.96,682.562,439.9,5,9/5/2015
198,953.28,925.64,840.97,682.546,439.9,6,9/5/2015
199,953.28,925.64,840.985,682.784,439.9,7,9/5/2015
200,953.28,925.64,840.99,682.755,439.9,8,9/5/2015
201,953.28,925.64,841.007,682.822,439.89,9,9/5/2015
202,953.28,925.64,841.008,682.465,439.89,10,9/5/2015
203,953.28,925.64,841.27,682.694,439.88,11,9/5/2015
204,953.27,925.64,841.036,682.977,439.87,12,9/5/2015
205,953.27,925.64,841.048,682.779,439.87,13,9/5/2015
206,953.27,925.64,841.059,682.617,439.87,14,9/5/2015
207,953.27,925.64,841.064,682.806,439.86,15,9/5/2015
208,953.27,925.64,841.02,682.806,439.86,16,9/5/2015
209,953.27,925.64,840.99,682.757,439.86,17,9/5/2015
210,953.27,925.64,840.954,682.789,439.85,18,9/5/2015
211,953.27,925.64,840.914,682.843,439.85,19,9/5/2015
212,953.27,925.64,840.875,682.742,439.84,20,9/5/2015
213,953.27,925.64,840.83,682.692,439.84,21,9/5/2015
214,953.27,925.64,840.842,682.642,439.83,22,9/5/2015
215,953.27,925.64,840.852,682.348,439.83,23,9/5/2015
216,953.27,925.64,840.864,682.499,439.83,0,10/5/2015
217,953.27,925.64,840.87,682.499,439.83,1,10/5/2015
218,953.27,925.64,840.88,682.63,439.83,2,10/5/2015
219,953.26,925.65,840.89,682.664,439.83,3,10/5/2015
220,953.26,925.65,840.9,682.648,439.83,4,10/5/2015
221,953.26,925.65,840.91,682.75,439.83,5,10/5/2015
222,953.26,925.65,840.92,682.75,439.83,6,10/5/2015
223,953.26,925.65,840.937,682.865,439.83,7,10/5/2015
224,953.26,925.65,840.944,682.733,439.83,8,10/5/2015
225,953.25,925.66,840.956,682.983,439.83,9,10/5/2015
226,953.25,925.66,840.968,682.915,439.83,10,10/5/2015
227,953.25,925.66,840.978,682.847,439.83,11,10/5/2015
228,953.25,925.66,840.987,682.896,439.82,12,10/5/2015
229,953.25,925.66,840.997,682.944,439.8,13,10/5/2015
230,953.24,925.66,841.009,682.893,439.8,14,10/5/2015
231,953.24,925.66,841.012,682.841,439.79,15,10/5/2015
232,953.24,925.66,840.978,682.794,439.79,16,10/5/2015
233,953.24,925.66,840.94,682.763,439.78,17,10/5/2015
234,953.24,925.66,840.903,682.682,439.78,18,10/5/2015
235,953.24,925.66,840.864,682.845,439.78,19,10/5/2015
236,953.24,925.66,840.823,682.804,439.77,20,10/5/2015
237,953.24,925.66,840.832,682.792,439.76,21,10/5/2015
238,953.24,925.66,840.842,682.778,439.76,22,10/5/2015
239,953.24,925.66,840.852,682.666,439.77,23,10/5/2015
240,953.23,925.66,840.862,682.419,439.78,0,11/5/2015
241,953.23,925.66,840.873,682.301,439.79,1,11/5/2015
242,953.23,925.66,840.885,682.452,439.79,2,11/5/2015
243,953.23,925.66,840.897,682.505,439.8,3,11/5/2015
244,953.23,925.66,840.908,682.738,439.8,4,11/5/2015
245,953.23,925.66,840.917,682.853,439.81,5,11/5/2015
246,953.23,925.66,840.928,682.376,439.81,6,11/5/2015
247,953.23,925.66,840.938,682.456,439.81,7,11/5/2015
248,953.23,925.66,840.95,682.794,439.82,8,11/5/2015
249,953.23,925.66,840.96,682.856,439.82,9,11/5/2015
250,953.23,925.66,840.97,682.689,439.82,10,11/5/2015
251,953.23,925.66,840.98,682.704,439.82,11,11/5/2015
252,953.22,925.67,840.99,682.82,439.81,12,11/5/2015
253,953.22,925.67,841,682.854,439.81,13,11/5/2015
254,953.22,925.67,841.008,682.837,439.8,14,11/5/2015
255,953.22,925.67,841.016,682.86,439.8,15,11/5/2015
256,953.22,925.67,841.098,682.885,439.79,16,11/5/2015
257,953.21,925.67,840.943,682.85,439.78,17,11/5/2015
258,953.21,925.67,840.908,682.733,439.79,18,11/5/2015
259,953.21,925.67,840.867,682.904,439.79,19,11/5/2015
260,953.21,925.67,840.829,682.832,439.79,20,11/5/2015
261,953.21,925.67,840.838,682.779,439.8,21,11/5/2015
262,953.21,925.67,840.847,682.696,439.81,22,11/5/2015
263,953.21,925.67,840.85,682.502,439.81,23,11/5/2015
264,953.21,925.67,840.86,682.434,439.83,0,12/5/2015
265,953.21,925.66,840.87,682.832,439.84,1,12/5/2015
266,953.21,925.65,840.88,682.853,439.84,2,12/5/2015
267,953.21,925.64,840.89,682.717,439.85,3,12/5/2015
268,953.21,925.64,840.91,682.817,439.86,4,12/5/2015
269,953.21,925.64,840.92,682.832,439.88,5,12/5/2015
270,953.21,925.64,840.93,682.733,439.89,6,12/5/2015
271,953.21,925.64,840.94,682.767,439.88,7,12/5/2015
272,953.21,925.64,840.95,682.772,439.89,8,12/5/2015
273,953.21,925.64,840.96,682.525,439.89,9,12/5/2015
274,953.21,925.64,840.97,682.477,439.89,10,12/5/2015
275,953.21,925.64,840.977,682.404,439.89,11,12/5/2015
276,953.2,925.64,840.99,682.934,439.89,12,12/5/2015
277,953.2,925.64,840.997,682.772,439.88,13,12/5/2015
278,953.2,925.64,841,682.755,439.88,14,12/5/2015
279,953.2,925.64,841.019,682.676,439.87,15,12/5/2015
280,953.2,925.64,840.99,682.71,439.85,16,12/5/2015
281,953.2,925.64,840.968,682.51,439.85,17,12/5/2015
282,953.19,925.64,840.943,682.28,439.85,18,12/5/2015
283,953.19,925.64,840.92,682.69,439.85,19,12/5/2015
284,953.19,925.64,840.898,682.73,439.83,20,12/5/2015
285,953.19,925.64,840.904,682.76,439.82,21,12/5/2015
286,953.19,925.65,840.914,682.76,439.82,22,12/5/2015
287,953.19,925.65,840.926,682.75,439.82,23,12/5/2015
288,953.19,925.65,840.936,682.78,439.83,0,13/5/2015
289,953.19,925.64,840.946,682.75,439.85,1,13/5/2015
290,953.19,925.63,840.956,682.68,439.86,2,13/5/2015
291,953.19,925.62,840.967,682.63,439.86,3,13/5/2015
292,953.19,925.62,840.977,682.51,439.87,4,13/5/2015
293,953.19,925.62,840.986,682.73,439.88,5,13/5/2015
294,953.19,925.62,840.998,682.81,439.89,6,13/5/2015
295,953.19,925.62,841.008,682.7,439.89,7,13/5/2015
296,953.19,925.62,841.015,682.63,439.89,8,13/5/2015
297,953.19,925.62,841.026,682.834,439.89,9,13/5/2015
298,953.19,925.62,841.038,682.698,439.89,10,13/5/2015
299,953.18,925.62,841.049,682.779,439.89,11,13/5/2015
300,953.18,925.62,841.058,682.838,439.89,12,13/5/2015
301,953.18,925.62,841.071,682.75,439.89,13,13/5/2015
302,953.18,925.62,841.078,682.67,439.89,14,13/5/2015
303,953.18,925.62,841.088,682.63,439.88,15,13/5/2015
304,953.18,925.62,841.064,682.595,439.88,16,13/5/2015
305,953.18,925.62,841.035,682.496,439.87,17,13/5/2015
306,953.18,925.62,841.009,682.564,439.87,18,13/5/2015
307,953.18,925.62,840.984,682.912,439.87,19,13/5/2015
308,953.18,925.62,840.96,682.826,439.87,20,13/5/2015
309,953.18,925.62,840.967,682.696,439.87,21,13/5/2015
310,953.18,925.62,840.975,682.764,439.87,22,13/5/2015
311,953.18,925.62,840.984,682.8,439.86,23,13/5/2015
312,953.18,925.61,840.995,682.834,439.86,0,14/5/2015
313,953.18,925.6,841.007,682.766,439.86,1,14/5/2015
314,953.18,925.59,841.014,682.766,439.86,2,14/5/2015
315,953.18,925.58,841.026,682.782,439.87,3,14/5/2015
316,953.18,925.57,841.035,682.865,439.87,4,14/5/2015
317,953.18,925.57,841.049,682.876,439.87,5,14/5/2015
318,953.18,925.57,841.056,682.645,439.87,6,14/5/2015
319,953.18,925.57,841.06,682.701,439.87,7,14/5/2015
320,953.18,925.57,841.07,682.773,439.87,8,14/5/2015
321,953.18,925.57,841.08,682.829,439.87,9,14/5/2015
322,953.18,925.57,841.09,682.779,439.87,10,14/5/2015
323,953.18,925.57,841.1,682.742,439.86,11,14/5/2015
324,953.17,925.57,841.11,682.826,439.85,12,14/5/2015
325,953.17,925.57,841.12,682.745,439.85,13,14/5/2015
326,953.17,925.57,841.08,682.815,439.84,14,14/5/2015
327,953.17,925.57,841.05,682.627,439.84,15,14/5/2015
328,953.17,925.57,841.01,682.545,439.83,16,14/5/2015
329,953.17,925.57,840.97,682.716,439.8,17,14/5/2015
330,953.17,925.57,840.93,682.478,439.83,18,14/5/2015
331,953.17,925.57,840.89,682.741,439.82,19,14/5/2015
332,953.17,925.57,840.85,682.772,439.82,20,14/5/2015
333,953.17,925.57,840.81,682.707,439.82,21,14/5/2015
334,953.16,925.57,840.82,682.705,439.82,22,14/5/2015
335,953.16,925.57,840.83,682.803,439.83,23,14/5/2015
336,953.16,925.55,840.84,682.786,439.83,0,15/5/2015
337,953.16,925.54,840.852,682.59,439.83,1,15/5/2015
338,953.16,925.53,840.864,682.46,439.83,2,15/5/2015
339,953.15,925.51,840.875,682.412,439.83,3,15/5/2015
340,953.15,925.49,840.885,682.496,439.83,4,15/5/2015
341,953.15,925.48,840.894,682.815,439.83,5,15/5/2015
342,953.15,925.46,840.904,682.856,439.83,6,15/5/2015
343,953.15,925.45,840.91,682.742,439.83,7,15/5/2015
344,953.15,925.45,840.92,682.776,439.83,8,15/5/2015
345,953.15,925.45,840.89,682.776,439.83,9,15/5/2015
346,953.15,925.45,840.87,682.775,439.84,10,15/5/2015
347,953.15,925.45,840.84,682.772,439.84,11,15/5/2015
348,953.14,925.45,840.81,682.807,439.83,12,15/5/2015
349,953.14,925.45,840.68,682.773,439.83,13,15/5/2015
350,953.14,925.45,840.75,682.689,439.83,14,15/5/2015
351,953.14,925.45,840.72,682.757,439.83,15,15/5/2015
352,953.14,925.45,840.7,682.876,439.82,16,15/5/2015
353,953.14,925.45,840.673,682.812,439.82,17,15/5/2015
354,953.14,925.45,840.642,682.763,843.82,18,15/5/2015
355,953.14,925.45,840.615,682.831,439.82,19,15/5/2015
356,953.13,925.45,840.583,682.831,439.82,20,15/5/2015
357,953.13,925.45,840.554,682.629,439.83,21,15/5/2015
358,953.13,925.45,840.566,682.761,439.83,22,15/5/2015
359,953.13,925.45,840.578,682.747,439.83,23,15/5/2015
360,953.12,925.42,840.59,682.845,439.83,0,16/5/2015
361,953.12,925.4,840.603,682.764,439.83,1,16/5/2015
362,953.12,925.38,840.615,682.779,439.83,2,16/5/2015
363,953.12,925.36,840.625,682.81,439.83,3,16/5/2015
364,953.12,925.36,840.637,682.776,439.83,4,16/5/2015
365,953.12,925.36,840.648,683.062,439.83,5,16/5/2015
366,953.11,925.37,840.66,682.981,439.83,6,16/5/2015
367,953.11,925.37,840.671,683.062,439.83,7,16/5/2015
368,953.11,925.37,840.683,683.113,439.83,8,16/5/2015
369,953.11,925.37,840.691,682.733,439.84,9,16/5/2015
370,953.11,925.37,840.7,682.807,439.84,10,16/5/2015
371,953.11,925.37,840.679,682.822,439.83,11,16/5/2015
372,953.11,925.37,840.659,682.782,439.83,12,16/5/2015
373,953.11,925.37,840.635,682.73,439.82,13,16/5/2015
374,953.1,925.37,840.614,682.834,439.82,14,16/5/2015
375,953.1,925.37,840.59,682.857,439.82,15,16/5/2015
376,953.1,925.37,840.56,682.66,439.82,16,16/5/2015
377,953.1,925.37,840.54,682.727,439.82,17,16/5/2015
378,953.1,925.37,840.52,682.68,439.82,18,16/5/2015
379,953.1,925.37,840.5,682.71,439.82,19,16/5/2015
380,953.1,925.37,840.51,682.941,439.81,20,16/5/2015
381,953.1,925.37,840.52,682.698,439.81,21,16/5/2015
382,953.1,925.37,840.53,682.801,439.82,22,16/5/2015
383,953.09,925.37,840.54,682.784,439.82,23,16/5/2015
384,953.09,925.36,840.55,682.695,439.82,0,17/5/2015
385,953.09,925.34,840.56,682.778,439.83,1,17/5/2015
386,953.09,925.33,840.57,682.713,439.82,2,17/5/2015
387,953.09,925.32,840.59,682.63,439.82,3,17/5/2015
388,953.09,925.32,840.6,682.48,439.82,4,17/5/2015
389,953.09,925.32,840.61,682.599,439.82,5,17/5/2015
390,953.09,925.32,840.62,682.651,439.82,6,17/5/2015
391,953.09,925.32,840.633,682.803,439.82,7,17/5/2015
392,953.08,925.32,840.643,682.769,439.82,8,17/5/2015
393,953.08,925.32,840.618,682.761,439.82,9,17/5/2015
394,953.08,925.32,840.591,682.779,439.83,10,17/5/2015
395,953.08,925.32,840.573,682.819,439.83,11,17/5/2015
396,953.08,925.32,840.55,682.786,439.83,12,17/5/2015
397,953.08,925.32,840.525,682.885,439.83,13,17/5/2015
398,953.08,925.32,840.5,682.817,439.83,14,17/5/2015
399,953.08,925.32,840.47,682.683,439.82,15,17/5/2015
400,953.07,925.32,840.49,682.869,439.82,16,17/5/2015
401,953.07,925.32,840.52,682.794,439.82,17,17/5/2015
402,953.07,925.33,840.54,682.764,439.82,18,17/5/2015
403,953.07,925.34,840.56,682.782,439.82,19,17/5/2015
404,953.07,925.34,840.59,682.732,439.82,20,17/5/2015
405,953.07,925.34,840.631,682.786,439.82,21,17/5/2015
406,953.07,925.35,840.67,682.871,439.82,22,17/5/2015
407,953.07,925.36,840.71,682.642,439.82,23,17/5/2015
408,953.07,925.36,840.758,682.726,439.83,0,18/5/2015
409,953.07,925.35,840.8,682.745,439.84,1,18/5/2015
410,953.07,925.34,840.84,682.664,439.85,2,18/5/2015
411,953.07,925.33,840.87,682.348,439.85,3,18/5/2015
412,953.07,925.32,840.91,682.635,439.85,4,18/5/2015
413,953.07,925.32,840.93,682.822,439.85,5,18/5/2015
414,953.07,925.32,840.96,682.881,439.85,6,18/5/2015
415,953.07,925.32,840.994,682.845,439.86,7,18/5/2015
416,953.07,925.33,841.015,682.832,439.86,8,18/5/2015
417,953.07,925.33,841.036,682.85,439.86,9,18/5/2015
418,953.06,925.33,841.054,682.735,439.87,10,18/5/2015
419,953.06,925.33,841.072,682.738,439.87,11,18/5/2015
420,953.06,925.33,841.087,682.769,439.87,12,18/5/2015
421,953.06,925.33,841.102,682.853,439.86,13,18/5/2015
422,953.06,925.33,841.117,682.739,439.86,14,18/5/2015
423,953.06,925.33,841.13,682.76,439.85,15,18/5/2015
424,953.05,925.33,841.143,682.888,439.85,16,18/5/2015
425,953.05,925.33,841.154,682.884,439.85,17,18/5/2015
426,953.05,925.33,841.168,682.781,439.85,18,18/5/2015
427,953.05,925.33,841.179,682.761,439.85,19,18/5/2015
428,953.05,925.33,841.189,682.742,439.85,20,18/5/2015
429,953.05,925.33,841.2,682.894,439.85,21,18/5/2015
430,953.05,925.33,841.21,682.696,439.85,22,18/5/2015
431,953.05,925.33,841.226,682.798,439.86,23,18/5/2015
432,953.05,925.33,841.235,682.701,439.86,0,19/5/2015
433,953.05,925.31,841.245,682.803,439.87,1,19/5/2015
434,953.05,925.29,841.257,682.851,439.87,2,19/5/2015
435,953.05,925.27,841.269,682.816,439.87,3,19/5/2015
436,953.05,925.27,841.279,682.812,439.87,4,19/5/2015
437,953.05,925.27,841.286,682.84,439.88,5,19/5/2015
438,953.05,925.27,841.298,682.837,439.87,6,19/5/2015
439,953.05,925.27,841.308,682.788,439.87,7,19/5/2015
440,953.04,925.27,841.318,682.722,439.87,8,19/5/2015
441,953.04,925.27,841.328,682.872,439.87,9,19/5/2015
442,953.04,925.27,841.338,682.753,439.87,10,19/5/2015
443,953.04,925.27,841.347,682.803,439.86,11,19/5/2015
444,953.04,925.28,841.356,682.755,439.86,12,19/5/2015
445,953.04,925.28,841.366,682.921,439.86,13,19/5/2015
446,953.03,925.28,841.374,682.689,439.86,14,19/5/2015
447,953.03,925.28,841.386,682.84,739.86,15,19/5/2015
