,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,955.52,925.16,841.287,439.98,0,1/2/2015
1,955.52,925.17,841.318,439.98,1,1/2/2015
2,955.52,925.17,841.343,439.98,2,1/2/2015
3,955.52,925.17,841.375,439.98,3,1/2/2015
4,955.52,925.17,841.406,439.99,4,1/2/2015
5,955.52,925.18,841.438,440,5,1/2/2015
6,955.52,925.18,841.466,440,6,1/2/2015
7,955.52,925.18,841.493,440,7,1/2/2015
8,955.52,925.18,841.519,440,8,1/2/2015
9,955.52,925.18,841.506,440,9,1/2/2015
10,955.52,925.19,841.49,440,10,1/2/2015
11,955.52,925.19,841.475,440,11,1/2/2015
12,955.52,925.19,841.455,440,12,1/2/2015
13,955.52,925.19,841.44,440,13,1/2/2015
14,955.52,925.19,841.424,440,14,1/2/2015
15,955.52,925.2,841.406,439.99,15,1/2/2015
16,955.52,925.2,841.389,439.97,16,1/2/2015
17,955.52,925.2,841.366,439.94,17,1/2/2015
18,955.52,925.2,841.35,439.92,18,1/2/2015
19,955.52,925.2,841.33,439.89,19,1/2/2015
20,955.52,925.21,841.31,439.88,20,1/2/2015
21,955.52,925.21,841.29,439.86,21,1/2/2015
22,955.52,925.21,841.27,439.85,22,1/2/2015
23,955.52,925.21,841.25,439.83,23,1/2/2015
24,955.52,925.21,841.27,439.81,0,2/2/2015
25,955.52,925.21,841.305,439.81,1,2/2/2015
26,955.52,925.21,841.331,439.8,2,2/2/2015
27,955.52,925.21,841.359,439.8,3,2/2/2015
28,955.52,925.22,841.386,439.8,4,2/2/2015
29,955.52,925.22,841.413,439.81,5,2/2/2015
30,955.52,925.22,841.44,439.82,6,2/2/2015
31,955.51,925.22,841.47,439.82,7,2/2/2015
32,955.51,925.22,841.495,439.82,8,2/2/2015
33,955.51,925.22,841.484,439.83,9,2/2/2015
34,955.51,925.22,841.467,439.82,10,2/2/2015
35,955.51,925.22,841.449,439.81,11,2/2/2015
36,955.51,925.23,841.434,439.8,12,2/2/2015
37,955.51,925.23,841.414,439.79,13,2/2/2015
38,955.51,925.23,841.397,439.79,14,2/2/2015
39,955.51,925.23,841.383,439.78,15,2/2/2015
40,955.51,925.23,841.361,439.78,16,2/2/2015
41,955.51,925.23,841.343,439.78,17,2/2/2015
42,955.51,925.23,841.324,439.8,18,2/2/2015
43,955.51,925.23,841.305,439.8,19,2/2/2015
44,955.51,925.24,841.285,439.81,20,2/2/2015
45,955.51,925.24,841.263,439.82,21,2/2/2015
46,955.51,925.24,841.244,439.83,22,2/2/2015
47,955.51,925.24,841.224,439.84,23,2/2/2015
48,955.5,925.24,841.243,439.86,0,3/2/2015
49,955.5,925.24,841.266,439.87,1,3/2/2015
50,955.5,925.24,841.291,439.88,2,3/2/2015
51,955.5,925.24,841.318,439.89,3,3/2/2015
52,955.5,925.24,841.42,439.89,4,3/2/2015
53,955.5,925.25,841.361,439.9,5,3/2/2015
