,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,954.57,928.31,439.88,0,1/2/2012
1,954.57,928.31,439.9,1,1/2/2012
2,954.57,928.31,439.9,2,1/2/2012
3,954.57,928.3,439.91,3,1/2/2012
4,954.57,928.29,439.92,4,1/2/2012
5,954.57,928.29,439.93,5,1/2/2012
6,954.57,928.28,439.93,6,1/2/2012
7,954.57,928.28,439.94,7,1/2/2012
8,954.57,928.28,439.94,8,1/2/2012
9,954.57,928.28,439.94,9,1/2/2012
10,954.57,928.28,439.94,10,1/2/2012
11,954.57,928.28,439.93,11,1/2/2012
12,954.57,928.29,439.92,12,1/2/2012
13,954.57,928.29,439.91,13,1/2/2012
14,954.57,928.29,439.9,14,1/2/2012
15,954.57,928.29,439.89,15,1/2/2012
16,954.57,928.29,439.87,16,1/2/2012
17,954.57,928.29,439.87,17,1/2/2012
18,954.56,928.3,439.87,18,1/2/2012
19,954.56,928.3,439.86,19,1/2/2012
20,954.56,928.31,439.86,20,1/2/2012
21,954.56,928.31,439.86,21,1/2/2012
22,954.56,928.31,439.87,22,1/2/2012
23,954.56,928.32,439.88,23,1/2/2012
24,954.56,928.32,439.89,0,2/2/2012
25,954.56,928.32,439.89,1,2/2/2012
26,954.56,928.31,439.9,2,2/2/2012
27,954.56,928.31,439.9,3,2/2/2012
28,954.56,928.3,439.91,4,2/2/2012
29,954.56,928.3,439.92,5,2/2/2012
30,954.56,928.3,439.92,6,2/2/2012
31,954.56,928.3,439.92,7,2/2/2012
32,954.56,928.3,439.93,8,2/2/2012
33,954.56,928.3,439.93,9,2/2/2012
34,954.56,928.3,439.93,10,2/2/2012
35,954.56,928.3,439.92,11,2/2/2012
36,954.56,928.31,439.9,12,2/2/2012
37,954.56,928.31,439.9,13,2/2/2012
38,954.56,928.31,439.89,14,2/2/2012
39,954.56,928.31,439.89,15,2/2/2012
40,954.56,928.31,439.88,16,2/2/2012
41,954.56,928.32,439.88,17,2/2/2012
42,954.55,928.33,439.88,18,2/2/2012
43,954.55,928.33,439.88,19,2/2/2012
44,954.55,928.33,439.88,20,2/2/2012
45,954.55,928.33,439.87,21,2/2/2012
46,954.55,928.34,439.87,22,2/2/2012
47,954.55,928.34,439.87,23,2/2/2012
48,954.55,928.34,439.89,0,3/2/2012
49,954.55,928.34,439.9,1,3/2/2012
50,954.55,928.34,439.9,2,3/2/2012
51,954.55,928.33,439.91,3,3/2/2012
52,954.55,928.33,439.92,4,3/2/2012
53,954.55,928.32,439.92,5,3/2/2012
54,954.55,928.32,439.92,6,3/2/2012
55,954.55,928.32,439.92,7,3/2/2012
56,954.55,928.32,439.92,8,3/2/2012
57,954.55,928.32,439.92,9,3/2/2012
58,954.55,928.32,439.91,10,3/2/2012
59,954.55,928.32,439.9,11,3/2/2012
60,964.55,928.33,439.89,12,3/2/2012
61,954.55,928.33,439.89,13,3/2/2012
62,954.55,928.33,439.88,14,3/2/2012
63,954.55,928.34,439.87,15,3/2/2012
64,954.55,928.34,439.87,16,3/2/2012
65,954.54,928.35,439.86,17,3/2/2012
66,954.54,928.35,439.87,18,3/2/2012
67,954.54,928.35,439.87,19,3/2/2012
68,954.54,928.35,439.87,20,3/2/2012
69,954.54,928.36,439.86,21,3/2/2012
70,954.54,928.36,439.85,22,3/2/2012
71,954.54,928.37,439.86,23,3/2/2012
72,954.54,928.37,439.87,0,4/2/2012
73,954.54,928.37,439.88,1,4/2/2012
74,954.54,928.36,439.9,2,4/2/2012
75,954.54,928.35,439.91,3,4/2/2012
76,954.54,928.34,439.92,4,4/2/2012
77,954.54,928.34,439.92,5,4/2/2012
78,954.54,928.33,439.93,6,4/2/2012
79,954.54,928.33,439.94,7,4/2/2012
80,954.54,928.33,439.94,8,4/2/2012
81,954.54,928.34,439.94,9,4/2/2012
82,954.54,928.34,439.95,10,4/2/2012
83,954.54,928.34,439.94,11,4/2/2012
84,954.53,928.34,439.93,12,4/2/2012
85,954.53,928.34,439.92,13,4/2/2012
86,954.53,928.34,439.91,14,4/2/2012
87,954.53,928.34,439.9,15,4/2/2012
88,954.53,928.34,439.9,16,4/2/2012
89,954.53,928.35,439.91,17,4/2/2012
90,954.53,928.35,439.91,18,4/2/2012
91,954.53,928.35,439.91,19,4/2/2012
92,954.53,928.35,439.9,20,4/2/2012
93,954.53,928.35,439.89,21,4/2/2012
94,954.53,928.35,439.89,22,4/2/2012
95,954.53,928.36,439.89,23,4/2/2012
96,954.53,928.36,439.9,0,5/2/2012
97,954.53,928.36,439.91,1,5/2/2012
98,954.53,928.35,439.92,2,5/2/2012
99,954.53,928.34,439.93,3,5/2/2012
100,954.53,928.33,439.93,4,5/2/2012
101,954.53,928.33,439.94,5,5/2/2012
102,954.53,928.33,439.95,6,5/2/2012
103,954.53,928.33,439.95,7,5/2/2012
104,954.53,928.33,439.96,8,5/2/2012
105,954.53,928.33,439.97,9,5/2/2012
106,954.53,928.33,439.96,10,5/2/2012
107,954.53,928.33,439.95,11,5/2/2012
108,954.53,928.34,439.93,12,5/2/2012
109,954.53,928.34,439.91,13,5/2/2012
110,954.53,928.34,439.91,14,5/2/2012
111,954.53,928.35,439.9,15,5/2/2012
112,954.53,928.35,439.89,16,5/2/2012
113,954.53,928.35,439.9,17,5/2/2012
114,954.53,928.35,439.89,18,5/2/2012
115,954.53,928.35,439.89,19,5/2/2012
116,954.53,928.35,439.89,20,5/2/2012
117,954.53,928.36,439.88,21,5/2/2012
118,954.53,928.36,439.87,22,5/2/2012
119,954.53,928.36,439.87,23,5/2/2012
120,954.52,928.36,439.88,0,6/2/2012
121,954.52,928.35,439.89,1,6/2/2012
122,954.52,928.34,439.9,2,6/2/2012
123,954.52,928.33,439.91,3,6/2/2012
124,954.52,928.32,439.93,4,6/2/2012
125,954.52,928.32,439.94,5,6/2/2012
126,954.52,928.32,439.94,6,6/2/2012
127,954.52,928.32,439.95,7,6/2/2012
128,954.52,928.32,439.95,8,6/2/2012
129,954.52,928.32,439.95,9,6/2/2012
130,954.52,928.32,439.95,10,6/2/2012
131,954.52,928.33,439.94,11,6/2/2012
132,954.51,928.33,439.93,12,6/2/2012
133,954.51,928.33,439.92,13,6/2/2012
134,954.51,928.33,439.91,14,6/2/2012
135,954.51,928.33,439.9,15,6/2/2012
136,954.51,928.33,439.88,16,6/2/2012
137,954.51,928.33,439.88,17,6/2/2012
138,954.51,928.33,439.88,18,6/2/2012
139,954.51,928.33,439.88,19,6/2/2012
140,954.51,928.34,439.88,20,6/2/2012
141,954.51,928.34,439.86,21,6/2/2012
142,954.51,928.34,439.86,22,6/2/2012
143,954.51,928.34,439.87,23,6/2/2012
144,954.5,928.34,439.89,0,7/2/2012
145,954.5,928.34,439.9,1,7/2/2012
146,954.5,928.33,439.9,2,7/2/2012
147,954.5,928.32,439.9,3,7/2/2012
148,954.5,928.31,439.91,4,7/2/2012
149,954.5,928.31,439.92,5,7/2/2012
150,954.5,928.31,439.92,6,7/2/2012
151,954.5,928.31,439.93,7,7/2/2012
152,954.5,928.31,439.92,8,7/2/2012
153,954.5,928.31,439.91,9,7/2/2012
154,954.5,928.31,439.91,10,7/2/2012
155,954.5,928.31,439.89,11,7/2/2012
156,954.5,928.31,439.88,12,7/2/2012
157,954.5,928.31,439.88,13,7/2/2012
158,954.5,928.31,439.86,14,7/2/2012
159,954.5,928.31,439.86,15,7/2/2012
160,954.49,928.32,439.86,16,7/2/2012
161,954.49,928.33,439.86,17,7/2/2012
162,954.49,928.33,439.87,18,7/2/2012
163,954.49,928.33,439.86,19,7/2/2012
164,954.49,928.33,439.85,20,7/2/2012
165,954.49,928.34,439.85,21,7/2/2012
166,954.49,928.34,439.86,22,7/2/2012
167,954.49,928.35,439.87,23,7/2/2012
168,954.49,928.35,439.89,0,8/2/2012
169,954.49,928.35,439.9,1,8/2/2012
170,954.49,928.35,439.9,2,8/2/2012
171,954.49,928.34,439.92,3,8/2/2012
172,954.49,928.33,439.92,4,8/2/2012
173,954.49,928.32,439.93,5,8/2/2012
174,954.49,928.32,439.94,6,8/2/2012
175,954.49,928.32,439.94,7,8/2/2012
176,954.49,928.32,439.94,8,8/2/2012
177,954.49,928.33,439.94,9,8/2/2012
178,954.49,928.33,439.94,10,8/2/2012
179,954.49,928.33,439.94,11,8/2/2012
180,954.49,928.33,439.93,12,8/2/2012
181,954.49,928.34,439.93,13,8/2/2012
182,954.49,928.35,439.93,14,8/2/2012
183,954.49,928.35,439.92,15,8/2/2012
184,954.49,928.36,439.9,16,8/2/2012
185,954.49,928.37,439.89,17,8/2/2012
186,954.49,928.38,439.89,18,8/2/2012
187,954.49,928.39,439.88,19,8/2/2012
188,954.49,928.4,439.88,20,8/2/2012
189,954.49,928.41,439.88,21,8/2/2012
190,954.49,928.41,439.88,22,8/2/2012
191,954.49,928.42,439.89,23,8/2/2012
192,954.49,928.42,439.9,0,9/2/2012
193,954.49,928.42,439.91,1,9/2/2012
194,954.49,928.42,439.92,2,9/2/2012
195,954.49,928.42,439.93,3,9/2/2012
196,954.49,928.42,439.94,4,9/2/2012
197,954.49,928.42,439.95,5,9/2/2012
198,954.49,928.41,439.96,6,9/2/2012
199,954.49,928.41,439.96,7,9/2/2012
200,954.49,928.42,439.96,8,9/2/2012
201,954.49,928.42,439.96,9,9/2/2012
202,954.49,928.43,439.96,10,9/2/2012
203,954.49,928.43,439.97,11,9/2/2012
204,954.49,928.43,439.96,12,9/2/2012
205,954.48,928.44,439.95,13,9/2/2012
206,954.48,928.44,439.93,14,9/2/2012
207,954.48,928.45,439.93,15,9/2/2012
208,954.48,928.45,439.92,16,9/2/2012
209,954.48,928.46,439.91,17,9/2/2012
210,954.48,928.46,439.91,18,9/2/2012
211,954.48,928.46,439.91,19,9/2/2012
212,954.48,928.47,439.9,20,9/2/2012
213,954.48,928.47,439.88,21,9/2/2012
214,954.48,928.47,439.87,22,9/2/2012
215,954.48,928.47,439.87,23,9/2/2012
216,954.48,928.47,439.88,0,10/2/2012
217,954.48,928.47,439.88,1,10/2/2012
218,954.48,928.47,439.89,2,10/2/2012
219,954.48,928.46,439.9,3,10/2/2012
220,954.48,928.45,439.91,4,10/2/2012
221,954.48,928.45,439.92,5,10/2/2012
222,954.48,928.45,439.93,6,10/2/2012
223,954.48,928.45,439.94,7,10/2/2012
224,954.48,928.45,439.94,8,10/2/2012
225,954.48,928.45,439.94,9,10/2/2012
226,954.48,928.45,439.94,10,10/2/2012
227,954.48,928.45,439.93,11,10/2/2012
228,954.47,928.46,439.91,12,10/2/2012
229,954.47,928.46,439.9,13,10/2/2012
230,954.47,928.46,439.88,14,10/2/2012
231,954.47,928.46,439.86,15,10/2/2012
232,954.47,928.46,439.85,16,10/2/2012
233,954.46,928.47,439.84,17,10/2/2012
234,954.46,928.47,439.85,18,10/2/2012
235,954.46,928.47,439.85,19,10/2/2012
236,954.46,928.47,439.85,20,10/2/2012
237,954.46,928.48,439.84,21,10/2/2012
238,954.46,928.48,439.86,22,10/2/2012
239,954.46,928.48,439.87,23,10/2/2012
240,954.46,928.48,439.87,0,11/2/2012
241,954.46,928.48,439.89,1,11/2/2012
242,954.46,928.48,439.9,2,11/2/2012
243,954.46,928.47,439.9,3,11/2/2012
244,954.46,928.6,439.92,4,11/2/2012
245,954.46,928.45,439.93,5,11/2/2012
246,954.46,928.45,439.93,6,11/2/2012
247,954.46,928.45,439.94,7,11/2/2012
248,954.46,928.45,439.95,8,11/2/2012
249,954.46,928.45,439.95,9,11/2/2012
250,954.46,928.45,439.94,10,11/2/2012
251,954.46,928.45,439.93,11,11/2/2012
252,954.46,928.45,439.92,12,11/2/2012
253,954.46,928.45,439.92,13,11/2/2012
254,954.46,928.45,439.91,14,11/2/2012
255,954.46,928.46,439.9,15,11/2/2012
256,954.46,928.46,439.9,16,11/2/2012
257,954.46,928.46,439.89,17,11/2/2012
258,954.46,928.46,439.89,18,11/2/2012
259,954.46,928.46,439.88,19,11/2/2012
260,954.45,928.47,439.88,20,11/2/2012
261,954.45,928.47,439.87,21,11/2/2012
262,954.45,928.47,439.87,22,11/2/2012
263,954.45,928.48,439.86,23,11/2/2012
264,954.45,928.48,439.87,0,12/2/2012
265,954.45,928.48,439.88,1,12/2/2012
266,954.45,928.47,439.89,2,12/2/2012
267,954.45,928.46,439.89,3,12/2/2012
268,954.45,928.45,439.9,4,12/2/2012
269,954.45,928.44,439.91,5,12/2/2012
270,954.44,928.44,439.92,6,12/2/2012
271,954.44,928.44,439.93,7,12/2/2012
272,954.44,928.44,439.94,8,12/2/2012
273,954.44,928.44,439.94,9,12/2/2012
274,954.44,928.44,439.93,10,12/2/2012
275,954.44,928.44,439.92,11,12/2/2012
276,954.44,928.45,439.91,12,12/2/2012
277,954.44,928.45,439.91,13,12/2/2012
278,954.44,928.45,439.91,14,12/2/2012
279,954.44,928.46,439.91,15,12/2/2012
280,954.44,928.46,439.91,16,12/2/2012
281,954.44,928.46,439.92,17,12/2/2012
282,954.44,928.46,439.92,18,12/2/2012
283,954.44,928.47,439.92,19,12/2/2012
284,954.44,928.47,439.9,20,12/2/2012
285,954.44,928.47,439.89,21,12/2/2012
286,954.44,928.47,439.88,22,12/2/2012
287,954.44,928.47,439.88,23,12/2/2012
288,954.44,928.47,439.88,0,13/2/2012
289,954.44,928.47,439.89,1,13/2/2012
290,954.44,928.46,439.9,2,13/2/2012
291,954.44,928.45,439.91,3,13/2/2012
292,954.44,928.44,439.92,4,13/2/2012
293,954.44,928.43,439.92,5,13/2/2012
294,954.44,928.43,439.93,6,13/2/2012
295,954.44,928.42,439.93,7,13/2/2012
296,954.44,928.42,439.93,8,13/2/2012
297,954.44,928.43,439.93,9,13/2/2012
298,954.44,928.43,439.93,10,13/2/2012
299,954.44,928.43,439.93,11,13/2/2012
300,954.44,928.44,439.92,12,13/2/2012
301,954.44,928.44,439.92,13,13/2/2012
302,954.44,928.44,439.92,14,13/2/2012
303,954.44,928.45,439.91,15,13/2/2012
304,954.44,928.45,439.9,16,13/2/2012
305,954.44,928.45,439.89,17,13/2/2012
306,954.44,928.45,439.89,18,13/2/2012
307,954.44,928.45,439.88,19,13/2/2012
308,954.44,928.46,439.88,20,13/2/2012
309,954.44,928.46,439.87,21,13/2/2012
310,954.44,928.47,439.87,22,13/2/2012
311,954.44,928.47,439.87,23,13/2/2012
312,954.44,928.47,439.87,0,14/2/2012
313,954.44,928.46,439.87,1,14/2/2012
314,954.44,928.45,439.88,2,14/2/2012
315,954.44,928.44,439.89,3,14/2/2012
316,954.44,928.43,439.9,4,14/2/2012
317,954.44,928.42,439.91,5,14/2/2012
318,954.44,928.43,439.91,6,14/2/2012
319,954.44,928.43,439.91,7,14/2/2012
320,954.44,928.43,439.91,8,14/2/2012
321,954.44,928.44,439.91,9,14/2/2012
322,954.44,928.44,439.91,10,14/2/2012
323,954.44,928.44,439.9,11,14/2/2012
324,954.44,928.44,439.88,12,14/2/2012
325,954.44,928.44,439.87,13,14/2/2012
326,954.44,928.44,439.86,14,14/2/2012
327,954.44,928.45,439.86,15,14/2/2012
328,954.44,928.45,439.87,16,14/2/2012
329,954.44,928.45,439.87,17,14/2/2012
330,954.44,928.45,439.88,18,14/2/2012
331,954.43,928.45,439.88,19,14/2/2012
332,954.43,928.45,439.88,20,14/2/2012
333,954.43,928.45,439.89,21,14/2/2012
334,954.43,928.45,439.9,22,14/2/2012
335,954.43,928.46,439.91,23,14/2/2012
336,954.43,928.46,439.92,0,15/2/2012
337,954.43,928.46,439.93,1,15/2/2012
338,954.43,928.45,439.93,2,15/2/2012
339,954.43,928.44,439.94,3,15/2/2012
340,954.43,928.43,439.94,4,15/2/2012
341,954.43,928.43,439.94,5,15/2/2012
342,954.43,928.43,439.94,6,15/2/2012
343,954.43,928.44,439.94,7,15/2/2012
344,954.43,928.44,439.94,8,15/2/2012
345,954.43,928.44,439.94,9,15/2/2012
346,954.42,928.44,439.94,10,15/2/2012
347,954.42,928.44,439.93,11,15/2/2012
348,954.42,928.45,439.92,12,15/2/2012
349,954.42,928.45,439.9,13,15/2/2012
350,954.42,928.45,439.89,14,15/2/2012
351,954.42,928.45,439.88,15,15/2/2012
352,954.42,928.45,439.87,16,15/2/2012
353,954.42,928.45,439.87,17,15/2/2012
354,954.42,928.45,439.88,18,15/2/2012
355,954.42,928.45,439.88,19,15/2/2012
356,954.42,928.45,439.87,20,15/2/2012
357,954.42,928.45,439.87,21,15/2/2012
358,954.42,928.46,439.86,22,15/2/2012
359,954.42,928.46,439.86,23,15/2/2012
