,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,952.8,926.35,841.881,439.02,0,1/8/2014
1,952.8,926.33,841.899,439.02,1,1/8/2014
2,952.8,926.32,841.92,439.02,2,1/8/2014
3,952.8,926.31,841.94,439.02,3,1/8/2014
4,952.8,926.3,841.96,439.02,4,1/8/2014
5,952.8,926.29,841.99,439.01,5,1/8/2014
6,952.8,926.28,842.01,439.01,6,1/8/2014
7,952.8,926.27,842.03,439.01,7,1/8/2014
8,952.8,926.26,842.02,439.01,8,1/8/2014
9,952.8,926.25,842.0,439.01,9,1/8/2014
10,952.8,926.24,841.99,439.0,10,1/8/2014
11,952.8,926.23,841.97,439.0,11,1/8/2014
12,952.8,926.22,841.96,439.0,12,1/8/2014
13,952.8,926.21,841.94,438.99,13,1/8/2014
14,952.8,926.2,841.92,439.99,14,1/8/2014
15,952.8,926.19,841.91,438.98,15,1/8/2014
16,952.8,926.18,841.89,438.98,16,1/8/2014
17,952.8,926.17,841.87,438.98,17,1/8/2014
18,952.8,926.17,841.85,438.97,18,1/8/2014
19,952.8,926.17,841.83,438.97,19,1/8/2014
20,952.8,926.17,841.81,438.97,20,1/8/2014
21,952.8,926.17,841.8,438.98,21,1/8/2014
22,952.8,926.17,841.78,438.98,22,1/8/2014
23,952.8,926.17,841.79,438.98,23,1/8/2014
24,952.8,926.16,841.81,438.98,0,2/8/2014
25,952.8,926.15,841.83,438.98,1,2/8/2014
26,952.8,926.14,841.85,438.98,2,2/8/2014
27,952.8,926.13,841.87,438.98,3,2/8/2014
28,952.8,926.12,841.89,438.98,4,2/8/2014
29,952.8,926.11,841.91,438.97,5,2/8/2014
30,952.8,926.09,841.92,438.97,6,2/8/2014
31,952.8,926.07,841.95,438.97,7,2/8/2014
32,952.8,926.06,841.96,438.97,8,2/8/2014
33,952.8,926.05,841.97,438.97,9,2/8/2014
34,952.81,926.03,841.96,438.96,10,2/8/2014
35,952.81,926.02,841.94,438.96,11,2/8/2014
36,952.81,926.0,841.92,438.96,12,2/8/2014
37,952.81,925.99,841.901,438.96,13,2/8/2014
38,952.81,925.98,841.88,438.96,14,2/8/2014
39,952.81,926.96,841.86,438.96,15,2/8/2014
40,952.81,925.95,841.84,438.96,16,2/8/2014
41,952.82,925.93,841.818,438.95,17,2/8/2014
42,952.82,925.93,841.801,438.95,18,2/8/2014
43,952.82,925.93,841.77,438.95,19,2/8/2014
44,952.82,925.93,841.76,438.95,20,2/8/2014
45,952.82,925.93,841.739,438.95,21,2/8/2014
46,952.82,925.93,841.71,438.95,22,2/8/2014
47,952.82,925.92,841.69,438.95,23,2/8/2014
48,952.82,925.91,841.7,438.95,0,3/8/2014
49,952.82,925.9,841.725,438.95,1,3/8/2014
50,952.82,925.89,841.742,438.95,2,3/8/2014
51,952.82,925.88,841.76,438.95,3,3/8/2014
52,952.82,925.86,841.77,438.95,4,3/8/2014
53,952.82,925.85,841.79,438.95,5,3/8/2014
54,952.82,925.83,841.8,438.94,6,3/8/2014
55,952.82,925.82,841.82,438.94,7,3/8/2014
56,952.82,925.8,841.81,438.94,8,3/8/2014
57,952.82,925.78,841.79,438.94,9,3/8/2014
58,952.82,925.76,841.77,438.94,10,3/8/2014
59,952.82,925.75,841.744,438.93,11,3/8/2014
60,952.82,925.74,841.72,438.93,12,3/8/2014
61,952.82,925.72,841.7,438.93,13,3/8/2014
62,952.82,925.71,841.68,438.94,14,3/8/2014
63,952.82,925.69,841.66,438.94,15,3/8/2014
64,952.82,925.68,841.638,438.94,16,3/8/2014
65,952.83,925.66,841.62,438.94,17,3/8/2014
66,952.83,925.66,841.59,438.95,18,3/8/2014
67,952.83,925.66,841.57,438.94,19,3/8/2014
68,952.83,925.66,841.55,438.94,20,3/8/2014
69,952.83,925.66,841.56,438.95,21,3/8/2014
70,952.83,925.66,841.58,438.95,22,3/8/2014
71,952.83,925.65,841.6,438.95,23,3/8/2014
72,952.83,925.64,841.61,438.95,0,4/8/2014
73,952.83,925.63,841.63,438.95,1,4/8/2014
74,952.83,925.62,841.64,438.95,2,4/8/2014
75,952.83,925.6,841.66,438.95,3,4/8/2014
76,952.83,925.59,841.67,439.95,4,4/8/2014
77,952.83,925.59,841.7,438.94,5,4/8/2014
78,952.83,925.59,841.71,438.94,6,4/8/2014
79,952.83,925.59,841.72,438.94,7,4/8/2014
80,952.83,925.59,841.73,438.94,8,4/8/2014
81,952.83,925.59,841.75,438.94,9,4/8/2014
82,952.83,925.59,841.73,438.93,10,4/8/2014
83,952.83,925.59,841.71,438.93,11,4/8/2014
84,952.83,925.59,841.69,438.92,12,4/8/2014
85,952.83,925.59,841.66,438.92,13,4/8/2014
86,952.83,925.59,841.64,438.91,14,4/8/2014
87,952.83,925.59,841.61,438.91,15,4/8/2014
88,952.83,926.59,841.59,438.91,16,4/8/2014
89,952.83,925.6,841.57,438.91,17,4/8/2014
90,952.83,925.6,841.55,438.91,18,4/8/2014
91,952.83,925.6,841.52,438.92,19,4/8/2014
92,952.83,925.6,841.52,438.92,20,4/8/2014
93,952.83,925.6,841.54,438.92,21,4/8/2014
94,952.83,925.6,841.57,438.92,22,4/8/2014
95,952.83,925.59,841.58,438.93,23,4/8/2014
96,952.83,925.58,841.6,438.93,0,5/8/2014
97,952.83,925.57,841.61,438.93,1,5/8/2014
98,952.83,925.56,841.63,438.93,2,5/8/2014
99,952.83,925.54,841.64,438.92,3,5/8/2014
100,952.83,925.53,841.66,438.92,4,5/8/2014
101,952.83,925.5,841.68,438.92,5,5/8/2014
102,952.83,925.49,841.69,438.92,6,5/8/2014
103,952.83,925.5,841.7,438.91,7,5/8/2014
104,952.83,925.5,841.71,438.91,8,5/8/2014
105,952.83,925.5,841.7,438.91,9,5/8/2014
106,952.83,925.5,841.68,438.91,10,5/8/2014
107,952.83,925.5,841.66,438.91,11,5/8/2014
108,952.83,925.51,841.63,438.9,12,5/8/2014
109,952.83,925.51,841.61,438.9,13,5/8/2014
110,952.83,925.51,841.6,438.9,14,5/8/2014
111,952.83,925.51,841.56,438.9,15,5/8/2014
112,952.83,925.51,841.54,438.89,16,5/8/2014
113,952.83,925.51,841.56,438.89,17,5/8/2014
114,952.83,925.51,841.57,438.89,18,5/8/2014
115,952.83,925.51,841.58,438.89,19,5/8/2014
116,952.83,925.51,841.6,438.89,20,5/8/2014
117,952.83,925.51,841.61,438.89,21,5/8/2014
118,952.83,925.51,841.63,438.88,22,5/8/2014
119,952.83,925.51,841.64,438.88,23,5/8/2014
120,952.83,925.5,841.66,438.88,0,6/8/2014
121,952.83,925.5,841.67,438.88,1,6/8/2014
122,952.83,925.49,841.69,438.88,2,6/8/2014
123,952.83,925.46,841.7,438.88,3,6/8/2014
124,952.5,925.46,841.71,438.71,4,6/8/2014
125,952.83,925.45,841.73,438.7,5,6/8/2014
126,952.83,925.43,841.74,438.87,6,6/8/2014
127,952.83,925.43,841.75,438.87,7,6/8/2014
128,952.83,925.43,841.77,438.87,8,6/8/2014
129,952.83,925.43,841.75,438.87,9,6/8/2014
130,952.83,925.43,841.72,438.87,10,6/8/2014
131,952.83,925.43,841.7,439.86,11,6/8/2014
132,952.83,925.43,841.68,438.86,12,6/8/2014
