,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,953.01,926.54,439.68,0,1/5/2013
1,953.01,926.54,439.68,1,1/5/2013
2,953.01,926.54,439.68,2,1/5/2013
3,953.01,926.54,439.68,3,1/5/2013
4,953.01,926.54,439.67,4,1/5/2013
5,953.01,926.54,439.67,5,1/5/2013
6,953.01,926.54,439.67,6,1/5/2013
7,953.01,926.54,439.67,7,1/5/2013
8,953.01,926.54,439.67,8,1/5/2013
9,953.01,926.54,439.67,9,1/5/2013
10,953.01,926.54,439.67,10,1/5/2013
11,953.01,926.54,439.67,11,1/5/2013
12,953.01,926.54,439.66,12,1/5/2013
13,953.01,926.54,439.66,13,1/5/2013
14,953.01,926.54,439.66,14,1/5/2013
15,953.01,926.54,439.66,15,1/5/2013
16,953.01,926.54,439.66,16,1/5/2013
17,953.01,926.54,439.65,17,1/5/2013
18,953.01,926.54,439.65,18,1/5/2013
19,953.01,926.54,439.64,19,1/5/2013
20,953.01,926.54,439.62,20,1/5/2013
21,953.01,926.55,439.6,21,1/5/2013
22,953.01,926.55,439.59,22,1/5/2013
23,953.01,926.55,439.59,23,1/5/2013
24,953.01,926.55,439.59,0,2/5/2013
25,953.01,926.55,439.59,1,2/5/2013
26,953.01,926.55,439.59,2,2/5/2013
27,953.01,926.55,439.59,3,2/5/2013
28,953.01,926.55,439.59,4,2/5/2013
29,953.01,926.55,439.59,5,2/5/2013
30,953.01,926.55,439.59,6,2/5/2013
31,953.01,926.55,439.58,7,2/5/2013
32,953.01,926.55,439.58,8,2/5/2013
33,953,926.55,439.58,9,2/5/2013
34,953,926.56,439.58,10,2/5/2013
35,953,926.56,439.58,11,2/5/2013
36,953,926.56,439.58,12,2/5/2013
37,953,926.56,439.58,13,2/5/2013
38,953,926.56,439.58,14,2/5/2013
39,953,926.56,439.57,15,2/5/2013
40,952.98,926.56,439.57,16,2/5/2013
41,952.98,926.56,439.57,17,2/5/2013
42,952.98,926.56,439.57,18,2/5/2013
43,952.98,926.56,439.56,19,2/5/2013
44,952.98,926.56,439.54,20,2/5/2013
45,952.98,926.56,439.54,21,2/5/2013
46,952.98,926.56,439.54,22,2/5/2013
47,952.98,926.56,439.55,23,2/5/2013
48,952.98,926.56,439.57,0,3/5/2013
49,952.98,926.56,439.58,1,3/5/2013
50,952.98,926.56,439.59,2,3/5/2013
51,952.98,926.56,439.6,3,3/5/2013
52,952.98,926.56,439.61,4,3/5/2013
53,952.98,926.56,439.62,5,3/5/2013
54,952.98,926.56,439.63,6,3/5/2013
55,952.98,926.56,439.64,7,3/5/2013
56,952.98,926.56,439.65,8,3/5/2013
57,952.98,926.57,439.66,9,3/5/2013
58,952.98,926.57,439.68,10,3/5/2013
59,952.98,926.57,439.69,11,3/5/2013
60,952.98,926.57,439.71,12,3/5/2013
61,952.96,926.57,439.72,13,3/5/2013
62,952.96,926.57,439.73,14,3/5/2013
63,952.96,926.57,439.73,15,3/5/2013
64,952.96,926.57,439.74,16,3/5/2013
65,952.95,926.58,439.75,17,3/5/2013
66,952.95,926.58,439.75,18,3/5/2013
67,952.95,926.58,439.75,19,3/5/2013
68,952.95,926.58,439.76,20,3/5/2013
69,952.95,926.58,439.76,21,3/5/2013
70,952.95,926.58,439.77,22,3/5/2013
71,952.95,926.58,439.77,23,3/5/2013
72,952.95,926.58,439.77,0,4/5/2013
73,952.95,926.58,439.78,1,4/5/2013
74,952.95,926.58,439.8,2,4/5/2013
75,952.95,926.58,439.81,3,4/5/2013
