,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,952.8,926.57,841.5,439.5,0,1/7/2014
1,952.8,926.57,841.52,439.51,1,1/7/2014
2,952.8,926.57,841.53,439.51,2,1/7/2014
3,952.8,926.57,841.54,939.51,3,1/7/2014
4,952.8,926.57,841.58,439.51,4,1/7/2014
5,952.8,926.57,841.6,439.51,5,1/7/2014
6,952.8,926.58,841.62,439.52,6,1/7/2014
7,952.8,926.59,841.64,439.52,7,1/7/2014
8,952.8,926.59,841.63,439.52,8,1/7/2014
9,952.8,926.59,841.53,439.52,9,1/7/2014
10,952.8,926.6,841.5,439.52,10,1/7/2014
11,952.8,926.6,841.43,439.52,11,1/7/2014
12,952.8,926.6,841.37,439.51,12,1/7/2014
13,952.8,926.6,841.3,439.51,13,1/7/2014
14,952.8,926.6,841.24,439.5,14,1/7/2014
15,952.8,926.61,841.17,439.49,15,1/7/2014
16,952.8,926.61,841.1,439.48,16,1/7/2014
17,952.8,926.61,841.11,439.48,17,1/7/2014
18,952.8,926.61,841.13,439.48,18,1/7/2014
19,952.8,926.61,841.15,439.48,19,1/7/2014
20,952.8,926.61,841.17,439.47,20,1/7/2014
21,952.8,926.62,841.189,439.46,21,1/7/2014
22,952.8,926.62,841.208,439.46,22,1/7/2014
23,952.8,926.62,841.227,439.45,23,1/7/2014
24,952.8,926.62,841.247,439.46,0,2/7/2014
25,952.8,926.62,841.26,439.46,1,2/7/2014
26,952.8,926.61,841.27,439.47,2,2/7/2014
27,952.8,926.61,841.29,439.48,3,2/7/2014
28,952.8,926.6,841.31,439.48,4,2/7/2014
29,952.8,926.6,841.331,439.48,5,2/7/2014
30,952.8,926.59,841.347,439.48,6,2/7/2014
31,952.8,926.59,841.36,439.49,7,2/7/2014
32,952.8,926.59,841.36,439.49,8,2/7/2014
33,952.8,926.59,841.34,439.49,9,2/7/2014
34,952.8,926.59,841.31,439.5,10,2/7/2014
35,952.8,926.59,841.29,439.5,11,2/7/2014
36,952.8,926.6,841.26,439.49,12,2/7/2014
37,952.8,926.6,841.24,439.49,13,2/7/2014
38,952.8,926.6,841.21,439.48,14,2/7/2014
39,952.8,926.6,841.19,439.47,15,2/7/2014
40,952.8,926.61,841.18,439.47,16,2/7/2014
41,952.8,926.61,841.16,439.46,17,2/7/2014
42,952.8,926.61,841.18,439.45,18,2/7/2014
43,952.8,926.61,841.2,439.45,19,2/7/2014
44,952.8,926.61,841.22,439.44,20,2/7/2014
45,952.8,926.61,841.24,439.44,21,2/7/2014
46,952.8,926.61,841.27,439.43,22,2/7/2014
47,952.8,926.61,841.29,439.43,23,2/7/2014
48,952.8,926.61,841.31,439.42,0,3/7/2014
49,952.8,926.61,841.24,439.43,1,3/7/2014
50,952.8,926.61,841.35,439.43,2,3/7/2014
51,952.8,926.6,841.37,439.44,3,3/7/2014
52,952.8,926.6,841.38,439.44,4,3/7/2014
53,952.8,926.59,841.41,439.44,5,3/7/2014
54,952.8,926.59,841.42,439.45,6,3/7/2014
55,952.8,926.59,841.444,439.45,7,3/7/2014
56,952.8,926.59,841.46,439.46,8,3/7/2014
57,952.8,926.59,841.44,439.46,9,3/7/2014
58,952.8,926.59,841.42,439.45,10,3/7/2014
59,952.8,926.59,841.39,439.45,11,3/7/2014
60,952.8,926.6,841.37,439.44,12,3/7/2014
61,952.8,926.6,841.35,439.44,13,3/7/2014
62,952.8,926.6,841.33,439.44,14,3/7/2014
63,952.8,926.6,841.32,439.45,15,3/7/2014
64,952.8,926.6,841.31,439.45,16,3/7/2014
65,952.8,926.61,841.3,439.45,17,3/7/2014
66,952.8,926.1,841.33,439.46,18,3/7/2014
67,952.81,926.62,841.39,439.46,19,3/7/2014
68,952.81,926.62,841.43,439.47,20,3/7/2014
69,952.81,926.63,841.48,439.47,21,3/7/2014
70,952.81,926.64,841.53,439.48,22,3/7/2014
71,952.81,926.65,841.58,439.49,23,3/7/2014
72,952.81,926.65,841.63,439.49,0,4/7/2014
73,952.81,926.66,841.67,439.49,1,4/7/2014
74,952.81,926.66,841.72,439.5,2,4/7/2014
75,952.81,926.66,841.76,439.51,3,4/7/2014
76,952.81,926.66,841.79,439.51,4,4/7/2014
77,952.81,926.67,841.79,439.52,5,4/7/2014
78,952.81,926.68,841.8,439.52,6,4/7/2014
79,952.81,926.69,841.8,439.53,7,4/7/2014
80,952.81,926.7,841.801,439.54,8,4/7/2014
81,952.81,926.7,841.841,439.54,9,4/7/2014
82,952.81,926.7,841.86,439.54,10,4/7/2014
83,952.81,926.7,841.9,439.53,11,4/7/2014
84,952.81,926.71,841.93,439.52,12,4/7/2014
85,952.81,926.71,841.97,439.51,13,4/7/2014
86,952.81,926.71,841.97,439.5,14,4/7/2014
87,952.81,926.73,841.93,439.49,15,4/7/2014
88,952.81,926.74,841.88,439.48,16,4/7/2014
89,952.81,926.74,841.83,439.47,17,4/7/2014
90,952.81,926.74,841.79,439.47,18,4/7/2014
91,952.81,926.74,841.74,439.47,19,4/7/2014
92,952.81,926.74,841.69,439.47,20,4/7/2014
93,952.81,926.75,841.64,439.48,21,4/7/2014
94,952.81,926.75,841.58,439.48,22,4/7/2014
95,952.81,926.75,841.59,439.47,23,4/7/2014
96,952.81,926.76,841.62,439.47,0,5/7/2014
97,952.81,926.76,841.65,439.47,1,5/7/2014
98,952.81,926.77,841.678,439.47,2,5/7/2014
99,952.81,926.78,841.69,439.48,3,5/7/2014
100,952.81,926.79,841.74,439.48,4,5/7/2014
101,952.81,926.74,841.74,439.49,5,5/7/2014
102,952.81,926.74,841.77,439.49,6,5/7/2014
103,952.81,926.74,841.79,439.5,7,5/7/2014
104,952.81,926.74,841.79,439.51,8,5/7/2014
105,952.81,926.75,841.78,439.52,9,5/7/2014
