,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,953.83,926.32,842.19,438.81,0,1/4/2014
1,953.83,926.32,842.2,438.83,1,1/4/2014
2,953.83,926.32,842.21,438.84,2,1/4/2014
3,953.83,926.32,842.22,438.86,3,1/4/2014
4,953.83,926.32,842.23,438.87,4,1/4/2014
5,953.83,926.32,842.24,438.88,5,1/4/2014
6,953.82,926.32,842.25,438.9,6,1/4/2014
7,953.82,926.32,842.26,438.9,7,1/4/2014
8,953.82,926.32,842.27,438.92,8,1/4/2014
9,953.82,926.32,842.28,438.92,9,1/4/2014
10,953.82,926.32,842.29,438.93,10,1/4/2014
11,953.82,926.32,842.3,438.94,11,1/4/2014
12,953.81,926.32,842.31,438.95,12,1/4/2014
13,953.81,926.32,842.32,438.95,13,1/4/2014
14,953.81,926.32,842.29,438.96,14,1/4/2014
15,953.81,926.32,842.27,438.97,15,1/4/2014
16,953.81,926.32,842.25,438.98,16,1/4/2014
17,953.81,926.32,842.22,438.99,17,1/4/2014
18,953.81,926.32,842.2,438.99,18,1/4/2014
19,953.8,926.32,842.18,438.99,19,1/4/2014
20,953.8,926.32,842.15,439,20,1/4/2014
21,953.8,926.32,842.13,439.01,21,1/4/2014
22,953.8,926.33,842.13,439.02,22,1/4/2014
23,953.8,926.33,842.14,439.05,23,1/4/2014
24,953.8,926.33,842.15,439.06,0,2/4/2014
25,953.8,926.33,842.16,439.09,1,2/4/2014
26,953.8,926.33,842.17,439.1,2,2/4/2014
27,953.8,926.33,842.18,439.12,3,2/4/2014
28,953.8,926.33,842.19,439.13,4,2/4/2014
29,953.79,926.33,842.2,439.15,5,2/4/2014
30,953.79,926.33,842.21,439.16,6,2/4/2014
31,953.79,926.33,842.22,439.16,7,2/4/2014
32,953.79,926.33,842.23,439.17,8,2/4/2014
33,953.79,926.33,842.24,439.18,9,2/4/2014
34,953.79,926.33,842.25,439.19,10,2/4/2014
35,953.79,926.33,842.26,439.19,11,2/4/2014
36,953.79,926.34,842.27,439.19,12,2/4/2014
37,953.79,926.34,842.28,439.2,13,2/4/2014
38,953.79,926.34,842.26,439.2,14,2/4/2014
39,953.79,926.34,842.24,439.21,15,2/4/2014
40,953.79,926.34,842.21,439.21,16,2/4/2014
41,953.79,926.34,842.19,439.21,17,2/4/2014
42,953.79,926.34,842.17,439.21,18,2/4/2014
43,953.79,926.34,842.14,439.22,19,2/4/2014
44,953.79,926.34,842.11,439.22,20,2/4/2014
45,953.79,926.34,842.09,439.22,21,2/4/2014
46,953.79,926.34,842.1,439.23,22,2/4/2014
47,953.78,926.34,842.11,439.24,23,2/4/2014
48,953.78,926.34,842.12,439.25,0,3/4/2014
49,953.78,926.33,842.13,439.26,1,3/4/2014
50,953.78,926.33,842.14,439.27,2,3/4/2014
51,953.78,926.32,842.15,439.28,3,3/4/2014
52,953.78,926.32,842.15,439.29,4,3/4/2014
53,953.78,926.32,842.17,439.31,5,3/4/2014
54,953.78,926.31,842.18,439.31,6,3/4/2014
55,953.78,926.31,842.19,439.32,7,3/4/2014
56,953.78,926.31,842.2,439.33,8,3/4/2014
57,953.78,926.31,842.21,439.33,9,3/4/2014
58,953.78,926.31,842.21,439.34,10,3/4/2014
59,953.78,926.31,842.23,439.34,11,3/4/2014
60,953.78,926.31,842.24,439.34,12,3/4/2014
61,953.78,926.31,842.25,439.34,13,3/4/2014
62,953.78,926.31,842.22,439.34,14,3/4/2014
63,953.78,926.31,842.19,439.34,15,3/4/2014
64,953.78,926.31,842.17,439.34,16,3/4/2014
65,953.77,926.32,842.15,439.34,17,3/4/2014
66,953.77,926.32,842.13,439.34,18,3/4/2014
67,953.77,926.32,842.1,439.34,19,3/4/2014
68,953.77,926.32,842.08,439.34,20,3/4/2014
69,953.77,926.32,842.05,439.34,21,3/4/2014
70,953.77,926.32,842.06,439.34,22,3/4/2014
71,953.77,926.32,842.07,439.34,23,3/4/2014
72,953.77,926.32,842.08,439.34,0,4/4/2014
73,953.77,926.31,842.09,439.34,1,4/4/2014
74,953.77,926.31,842.1,439.34,2,4/4/2014
75,953.77,926.31,842.1,439.34,3,4/4/2014
76,953.77,926.3,842.11,439.34,4,4/4/2014
77,953.77,926.3,842.13,439.34,5,4/4/2014
78,953.76,926.3,842.14,439.34,6,4/4/2014
79,953.76,926.29,842.14,439.34,7,4/4/2014
80,953.76,926.29,842.15,439.34,8,4/4/2014
81,953.76,926.29,842.17,439.34,9,4/4/2014
82,953.76,926.29,842.18,439.34,10,4/4/2014
83,953.76,926.29,842.19,439.34,11,4/4/2014
84,953.76,926.29,842.2,439.34,12,4/4/2014
85,953.76,926.29,842.21,439.34,13,4/4/2014
86,953.76,926.29,842.18,439.34,14,4/4/2014
87,953.76,926.29,842.16,439.34,15,4/4/2014
88,953.76,926.29,842.13,439.34,16,4/4/2014
89,953.75,926.29,842.1,439.34,17,4/4/2014
90,953.75,926.29,842.08,439.34,18,4/4/2014
91,953.75,926.29,842.05,439.34,19,4/4/2014
92,953.75,926.29,842.03,439.34,20,4/4/2014
93,953.75,926.29,842,439.34,21,4/4/2014
94,953.75,926.29,842.02,439.34,22,4/4/2014
95,953.75,926.29,842.02,439.34,23,4/4/2014
96,953.75,926.3,842.03,439.34,0,5/4/2014
97,953.75,926.3,842.04,439.34,1,5/4/2014
98,953.75,926.3,842.05,439.34,2,5/4/2014
99,953.75,926.29,842.06,439.34,3,5/4/2014
100,953.75,926.28,842.07,439.34,4,5/4/2014
101,953.75,926.28,842.08,439.34,5,5/4/2014
102,953.75,926.27,842.09,439.35,6,5/4/2014
103,953.75,926.27,842.1,439.35,7,5/4/2014
104,953.75,926.27,842.11,439.36,8,5/4/2014
105,953.75,926.27,842.12,439.36,9,5/4/2014
106,953.75,926.27,842.13,439.37,10,5/4/2014
107,953.75,926.27,842.14,439.37,11,5/4/2014
108,953.74,926.27,842.15,439.37,12,5/4/2014
109,953.74,926.27,842.16,439.37,13,5/4/2014
110,953.74,926.27,842.13,439.38,14,5/4/2014
111,953.74,926.27,842.11,439.38,15,5/4/2014
112,953.74,926.27,842.08,439.39,16,5/4/2014
113,953.74,926.27,842.09,439.39,17,5/4/2014
114,953.74,926.27,842.1,439.39,18,5/4/2014
115,953.74,926.27,842.08,439.39,19,5/4/2014
