,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,953.27,925.62,841.771,439.34,0,1/9/2014
1,953.27,925.61,841.808,439.33,1,1/9/2014
2,953.27,925.6,841.845,439.33,2,1/9/2014
3,953.27,925.59,841.878,439.32,3,1/9/2014
4,953.27,925.58,841.916,439.32,4,1/9/2014
5,953.27,925.57,841.949,439.32,5,1/9/2014
6,953.27,925.56,841.982,439.32,6,1/9/2014
7,953.27,925.56,842.01,439.33,7,1/9/2014
8,953.27,925.56,842,439.35,8,1/9/2014
9,953.27,925.56,842,439.36,9,1/9/2014
10,953.27,925.56,842,439.37,10,1/9/2014
11,953.27,925.56,841.99,439.37,11,1/9/2014
12,953.28,925.57,841.99,439.37,12,1/9/2014
13,953.28,925.57,841.98,439.36,13,1/9/2014
14,953.28,925.58,841.94,439.36,14,1/9/2014
15,953.28,925.58,841.9,439.35,15,1/9/2014
16,953.28,925.59,841.84,439.35,16,1/9/2014
17,953.28,925.6,841.807,439.35,17,1/9/2014
18,953.28,925.62,841.756,439.36,18,1/9/2014
19,953.28,925.65,841.708,439.36,19,1/9/2014
20,953.28,925.65,841.663,439.36,20,1/9/2014
21,953.29,925.68,841.687,439.36,21,1/9/2014
22,953.29,925.68,841.72,439.35,22,1/9/2014
23,953.29,925.67,841.755,439.34,23,1/9/2014
24,953.3,925.67,841.785,439.34,0,2/9/2014
25,953.3,925.66,841.816,439.34,1,2/9/2014
26,953.3,925.65,841.849,439.35,2,2/9/2014
27,953.3,925.64,841.875,439.35,3,2/9/2014
28,953.3,925.62,841.904,439.36,4,2/9/2014
29,953.3,925.63,841.933,439.36,5,2/9/2014
30,953.3,925.61,841.961,439.37,6,2/9/2014
31,953.3,925.61,841.98,439.38,7,2/9/2014
32,953.3,925.61,842.9,439.39,8,2/9/2014
33,953.3,925.61,841.99,439.39,9,2/9/2014
34,953.3,925.61,841.99,439.4,10,2/9/2014
35,953.3,925.61,841.97,439.4,11,2/9/2014
36,953.3,925.63,841.97,439.4,12,2/9/2014
37,953.3,925.63,841.96,439.38,13,2/9/2014
38,953.3,925.63,841.94,439.37,14,2/9/2014
39,953.31,925.64,841.9,439.38,15,2/9/2014
40,953.31,925.64,841.85,439.38,16,2/9/2014
41,953.31,925.64,841.8,439.38,17,2/9/2014
42,953.31,925.65,841.75,439.38,18,2/9/2014
43,953.31,925.65,841.7,439.37,19,2/9/2014
44,953.31,925.65,841.65,439.36,20,2/9/2014
45,953.31,925.66,841.61,439.35,21,2/9/2014
46,953.31,925.66,841.63,439.35,22,2/9/2014
47,953.32,925.66,841.67,439.35,23,2/9/2014
48,953.32,925.66,841.7,439.35,0,3/9/2014
49,953.32,925.66,841.73,439.35,1,3/9/2014
50,953.32,925.66,841.76,439.35,2,3/9/2014
51,953.32,925.67,841.79,439.35,3,3/9/2014
52,953.32,925.67,841.83,439.36,4,3/9/2014
53,953.32,925.67,841.85,439.36,5,3/9/2014
54,953.32,925.67,841.88,439.36,6,3/9/2014
55,953.32,925.67,841.92,439.37,7,3/9/2014
56,953.32,925.67,841.93,439.37,8,3/9/2014
57,953.32,925.68,841.93,439.37,9,3/9/2014
58,953.32,925.68,841.93,439.36,10,3/9/2014
59,953.32,925.68,841.91,439.36,11,3/9/2014
60,953.32,925.68,841.94,439.36,12,3/9/2014
61,953.32,925.69,841.95,439.36,13,3/9/2014
62,953.32,925.69,841.92,439.36,14,3/9/2014
63,953.32,925.69,841.91,439.37,15,3/9/2014
64,953.32,925.69,841.88,439.38,16,3/9/2014
65,953.32,925.69,841.9,439.38,17,3/9/2014
66,953.32,925.69,841.91,439.36,18,3/9/2014
67,953.32,925.69,841.93,439.36,19,3/9/2014
68,953.32,925.69,841.95,439.35,20,3/9/2014
69,953.32,925.69,841.96,439.35,21,3/9/2014
70,953.32,925.7,841.96,439.36,22,3/9/2014
71,953.32,925.7,841.96,439.36,23,3/9/2014
72,953.32,925.7,841.96,439.36,0,4/9/2014
73,953.32,925.7,841.95,439.36,1,4/9/2014
74,953.32,925.7,841.94,439.36,2,4/9/2014
75,953.32,925.7,841.92,439.36,3,4/9/2014
76,953.32,925.7,841.91,439.36,4,4/9/2014
77,953.32,925.7,841.89,439.36,5,4/9/2014
78,953.32,925.7,841.87,439.36,6,4/9/2014
79,953.32,925.7,841.87,439.37,7,4/9/2014
80,953.32,925.7,841.85,439.38,8,4/9/2014
81,953.32,925.7,841.83,439.39,9,4/9/2014
82,953.32,925.7,841.81,439.39,10,4/9/2014
83,953.32,925.71,841.8,439.39,11,4/9/2014
84,953.32,925.71,841.77,439.39,12,4/9/2014
85,953.32,925.17,841.74,439.39,13,4/9/2014
86,953.32,925.72,841.71,439.39,14,4/9/2014
87,953.32,925.73,841.7,439.39,15,4/9/2014
88,953.32,925.73,841.69,439.4,16,4/9/2014
89,953.32,925.73,841.66,439.4,17,4/9/2014
90,953.32,925.74,841.63,439.39,18,4/9/2014
91,953.32,925.75,841.62,439.39,19,4/9/2014
92,953.32,925.75,841.6,439.38,20,4/9/2014
93,953.32,925.75,841.62,439.37,21,4/9/2014
94,953.33,925.76,841.64,439.37,22,4/9/2014
95,953.33,925.76,841.65,439.37,23,4/9/2014
96,953.33,925.78,841.7,439.37,0,5/9/2014
97,953.33,925.78,841.75,439.37,1,5/9/2014
98,953.33,925.78,841.8,439.37,2,5/9/2014
99,953.33,925.78,841.85,439.37,3,5/9/2014
100,953.33,925.78,841.9,439.37,4,5/9/2014
101,953.33,925.78,841.94,439.37,5,5/9/2014
102,953.34,925.77,841.98,439.37,6,5/9/2014
103,953.34,925.77,842.03,439.37,7,5/9/2014
104,953.34,925.77,842.016,439.37,8,5/9/2014
105,953.34,925.78,841.98,439.37,9,5/9/2014
106,953.34,925.78,841.95,439.38,10,5/9/2014
107,953.34,925.78,841.92,439.38,11,5/9/2014
108,953.34,925.78,841.89,439.38,12,5/9/2014
109,953.34,925.78,841.86,439.38,13,5/9/2014
110,953.34,925.78,841.83,439.38,14,5/9/2014
111,953.34,925.78,841.82,439.36,15,5/9/2014
112,953.35,925.79,841.86,439.37,16,5/9/2014
113,953.35,925.79,841.88,439.37,17,5/9/2014
114,953.35,925.79,841.93,439.37,18,5/9/2014
