,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,952.79,928.2,440,0,1/6/2012
1,952.79,928.22,440,1,1/6/2012
2,952.79,928.22,440,2,1/6/2012
3,952.8,928.23,440,3,1/6/2012
4,952.8,928.23,440,4,1/6/2012
5,952.8,928.24,440,5,1/6/2012
6,952.81,928.24,440,6,1/6/2012
7,952.81,928.24,440,7,1/6/2012
8,952.81,928.24,440,8,1/6/2012
9,952.82,928.25,440,9,1/6/2012
10,952.82,928.25,440,10,1/6/2012
11,952.82,928.25,440,11,1/6/2012
12,952.82,928.27,440,12,1/6/2012
13,952.83,928.27,440,13,1/6/2012
14,952.83,928.27,440,14,1/6/2012
15,952.84,928.28,440,15,1/6/2012
16,952.84,928.28,440,16,1/6/2012
17,952.85,928.29,440,17,1/6/2012
18,952.86,928.29,440,18,1/6/2012
19,952.88,928.3,440,19,1/6/2012
20,952.9,928.3,440,20,1/6/2012
21,952.92,928.31,440,21,1/6/2012
22,952.95,928.31,440,22,1/6/2012
23,952.98,928.31,440,23,1/6/2012
24,952.99,928.31,440,0,2/6/2012
25,952.99,928.31,440,1,2/6/2012
26,953,928.32,440,2,2/6/2012
27,953.01,928.32,440,3,2/6/2012
28,953.01,928.33,440,4,2/6/2012
29,953.01,928.33,440,5,2/6/2012
30,953.01,928.33,440,6,2/6/2012
31,953.01,928.33,440,7,2/6/2012
32,953.01,928.33,440,8,2/6/2012
33,953.01,928.33,440,9,2/6/2012
34,953.01,928.33,440,10,2/6/2012
35,953.01,928.33,440,11,2/6/2012
36,953.02,928.34,440,12,2/6/2012
37,953.02,928.34,440,13,2/6/2012
38,953.02,928.35,440,14,2/6/2012
39,953.02,928.35,440,15,2/6/2012
40,953.03,928.36,440,16,2/6/2012
41,953.03,928.37,440,17,2/6/2012
42,953.03,928.38,440,18,2/6/2012
43,953.03,928.39,440,19,2/6/2012
44,953.03,928.4,440,20,2/6/2012
45,953.03,928.41,440,21,2/6/2012
46,953.04,928.41,440.01,22,2/6/2012
47,953.05,928.41,440,23,2/6/2012
