,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
0,954.55,926.77,841.633,681.773,439.86,0,1/11/2015
1,954.55,926.75,841.75,681.752,439.87,1,1/11/2015
2,954.55,926.74,841.74,682.243,439.88,2,1/11/2015
3,954.55,926.73,841.71,682.253,439.88,3,1/11/2015
4,954.55,926.72,841.74,682.248,439.88,4,1/11/2015
5,954.55,926.71,841.766,682.44,439.88,5,1/11/2015
6,954.55,926.7,841.794,682.502,439.88,6,1/11/2015
7,954.55,926.68,841.82,682.502,439.88,7,1/11/2015
8,954.56,926.67,841.812,682.503,439.87,8,1/11/2015
9,954.56,926.66,841.8,682.503,439.87,9,1/11/2015
10,954.56,926.66,841.788,682.503,439.87,10,1/11/2015
11,954.56,926.66,841.773,682.503,439.87,11,1/11/2015
12,954.56,926.66,841.762,682.503,439.87,12,1/11/2015
13,954.56,926.66,841.749,682.503,439.87,13,1/11/2015
14,954.56,926.66,841.737,682.508,439.88,14,1/11/2015
15,954.56,926.67,841.724,682.502,439.88,15,1/11/2015
16,954.56,926.67,841.708,682.659,439.88,16,1/11/2015
17,954.56,926.67,841.706,682.659,439.89,17,1/11/2015
18,954.56,926.67,841.7,682.902,439.89,18,1/11/2015
19,954.56,926.67,841.695,682.548,439.87,19,1/11/2015
20,954.56,926.67,841.687,682.131,439.86,20,1/11/2015
21,954.56,926.67,841.684,681.943,439.85,21,1/11/2015
22,954.57,926.68,841.681,681.923,439.86,22,1/11/2015
23,954.57,926.68,841.678,681.752,429.86,23,1/11/2015
24,954.57,926.68,841.674,681.756,439.87,0,2/11/2015
25,954.57,926.67,841.72,681.754,439.88,1,2/11/2015
26,954.57,926.68,841.739,681.755,439.88,2,2/11/2015
27,954.57,926.67,841.768,681.756,439.86,3,2/11/2015
28,954.57,926.66,841.797,682.239,439.86,4,2/11/2015
29,954.57,926.65,841.824,682.237,439.87,5,2/11/2015
30,954.57,926.64,841.852,682.503,439.88,6,2/11/2015
31,954.57,926.64,841.88,682.503,439.88,7,2/11/2015
32,954.57,926.64,841.86,682.507,439.88,8,2/11/2015
33,954.57,926.64,841.852,682.507,439.88,9,2/11/2015
34,954.57,926.64,841.818,682.717,439.88,10,2/11/2015
35,954.57,926.64,841.787,682.801,439.88,11,2/11/2015
36,954.57,926.64,841.75,682.744,439.88,12,2/11/2015
37,954.57,926.64,841.72,682.677,439.88,13,2/11/2015
38,954.57,926.64,841.681,682.626,439.88,14,2/11/2015
39,954.57,926.64,841.646,682.575,439.88,15,2/11/2015
40,954.57,926.65,841.61,682.459,439.88,16,2/11/2015
41,954.57,926.65,841.575,682.077,439.88,17,2/11/2015
42,954.57,926.65,841.536,682.057,439.88,18,2/11/2015
43,954.57,926.65,841.5,682.123,439.86,19,2/11/2015
44,954.57,926.65,841.461,682.131,439.85,20,2/11/2015
45,954.57,926.66,841.424,682.068,439.85,21,2/11/2015
46,954.57,926.67,841.443,681.818,439.85,22,2/11/2015
47,954.57,926.67,841.472,681.816,439.85,23,2/11/2015
48,954.57,926.66,841.499,681.818,439.84,0,3/11/2015
49,954.57,926.65,841.52,681.817,439.84,1,3/11/2015
50,954.57,926.64,841.558,681.827,439.84,2,3/11/2015
51,954.57,926.63,841.58,681.822,439.85,3,3/11/2015
52,954.57,926.62,841.61,681.82,439.85,4,3/11/2015
53,954.57,926.61,841.637,681.824,439.86,5,3/11/2015
54,954.57,926.6,841.66,681.83,439.87,6,3/11/2015
55,954.57,926.59,841.685,681.825,439.87,7,3/11/2015
56,954.57,926.59,841.708,681.825,439.87,8,3/11/2015
57,954.58,926.59,841.695,681.821,439.87,9,3/11/2015
58,954.58,926.59,841.681,681.825,439.87,10,3/11/2015
59,954.58,926.59,841.667,681.974,439.87,11,3/11/2015
60,954.58,926.59,841.655,682.46,439.87,12,3/11/2015
61,954.58,926.59,841.638,682.778,439.88,13,3/11/2015
62,954.58,926.59,841.625,682.72,439.88,14,3/11/2015
63,954.58,926.59,841.61,682.672,439.89,15,3/11/2015
64,954.58,926.59,841.594,682.347,439.89,16,3/11/2015
65,954.58,926.59,841.592,681.963,439.89,17,3/11/2015
