,HORA,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,Date
7,955.37,925.39,841.629,682.255,439.85,7,29/1/2016
8,955.37,925.39,841.648,682.347,439.85,8,29/1/2016
9,955.37,925.4,841.669,682.673,439.86,9,29/1/2016
10,955.37,925.4,841.69,682.709,439.87,10,29/1/2016
11,955.37,925.4,841.71,682.804,439.87,11,29/1/2016
12,955.37,925.4,841.733,682.817,439.87,12,29/1/2016
13,955.37,925.4,841.753,682.694,439.87,13,29/1/2016
14,955.37,925.4,841.766,682.777,439.87,14,29/1/2016
15,955.36,925.41,841.788,682.613,439.86,15,29/1/2016
16,955.36,925.41,841.783,682.541,439.85,16,29/1/2016
17,955.36,925.41,841.764,682.687,439.85,17,29/1/2016
18,955.36,925.41,841.741,682.681,439.85,18,29/1/2016
19,955.36,925.41,841.702,682.383,439.85,19,29/1/2016
20,955.36,925.41,841.658,682.308,439.85,20,29/1/2016
21,955.36,925.41,841.615,682.357,439.85,21,29/1/2016
22,955.36,925.41,841.57,682.342,439.85,22,29/1/2016
23,955.36,925.41,841.521,682.31,439.85,23,29/1/2016
0,955.36,925.41,841.475,682.281,439.85,0,30/1/2016
1,955.36,925.41,841.49,682.281,439.85,1,30/1/2016
2,955.36,925.4,841.511,682.217,439.86,2,30/1/2016
3,955.36,925.39,841.53,682.152,439.88,3,30/1/2016
4,955.36,925.38,841.55,682.124,439.89,4,30/1/2016
5,955.36,925.37,841.573,682.395,439.9,5,30/1/2016
6,955.36,925.37,841.593,682.367,439.91,6,30/1/2016
7,955.36,925.37,841.61,682.196,439.91,7,30/1/2016
8,955.35,925.37,841.629,682.253,439.91,8,30/1/2016
9,955.35,925.37,841.648,682.451,439.92,9,30/1/2016
10,955.35,925.37,841.667,682.434,439.92,10,30/1/2016
11,955.35,925.37,841.685,682.75,439.92,11,30/1/2016
12,955.35,925.37,841.703,682.301,439.93,12,30/1/2016
13,955.35,925.37,841.72,682.683,439.93,13,30/1/2016
14,955.35,925.38,841.741,682.789,439.93,14,30/1/2016
15,955.35,925.38,841.758,682.828,439.93,15,30/1/2016
16,955.35,925.38,841.776,682.817,439.93,16,30/1/2016
17,955.35,925.38,841.793,682.547,439.92,17,30/1/2016
18,955.35,925.38,841.812,682.534,439.91,18,30/1/2016
19,955.35,925.38,841.813,682.691,439.9,19,30/1/2016
20,955.35,925.38,841.791,682.7,439.89,20,30/1/2016
21,955.35,925.38,841.768,682.698,439.88,21,30/1/2016
22,955.35,925.38,841.748,682.78,439.89,22,30/1/2016
23,955.35,925.38,841.758,682.61,439.89,23,30/1/2016
0,955.34,925.38,841.776,682.296,439.89,0,31/1/2016
1,955.34,925.37,841.793,682.347,439.89,1,31/1/2016
2,955.34,925.35,841.809,682.461,439.9,2,31/1/2016
3,955.34,925.34,841.822,682.47,439.9,3,31/1/2016
4,955.34,925.32,841.844,682.407,439.91,4,31/1/2016
5,955.34,925.31,841.862,682.416,439.91,5,31/1/2016
6,955.34,925.31,841.88,682.52,439.92,6,31/1/2016
7,955.34,925.31,841.898,682.458,439.93,7,31/1/2016
8,955.34,925.31,841.915,682.422,439.93,8,31/1/2016
9,955.34,925.31,841.932,682.441,439.93,9,31/1/2016
10,955.34,925.32,841.95,682.375,439.94,10,31/1/2016
11,955.34,925.32,841.967,682.317,439.94,11,31/1/2016
12,955.34,925.32,841.984,682.307,439.94,12,31/1/2016
13,955.34,925.32,841.998,682.375,439.94,13,31/1/2016
14,955.34,925.32,842.015,682.522,439.93,14,31/1/2016
15,955.34,925.32,842.032,682.516,439.93,15,31/1/2016
16,955.34,925.32,842.05,682.458,439.92,16,31/1/2016
17,955.34,925.32,842.065,682.346,439.91,17,31/1/2016
18,955.34,925.32,842.084,682.4,439.91,18,31/1/2016
19,955.34,925.32,842.05,682.591,439.91,19,31/1/2016
20,955.34,925.32,842.01,682.832,439.91,20,31/1/2016
21,955.34,925.32,841.967,682.943,439.9,21,31/1/2016
22,955.34,925.32,841.97,682.436,439.91,22,31/1/2016
23,955.33,925.32,841.986,682.214,439.91,23,31/1/2016
