,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,954.72,925.91,841.78,439.75,0,1/3/2014
1,954.72,925.9,841.8,439.76,1,1/3/2014
2,954.72,925.89,841.82,439.77,2,1/3/2014
3,954.72,925.88,841.84,439.78,3,1/3/2014
4,954.72,925.87,841.85,439.8,4,1/3/2014
5,954.72,925.86,841.87,439.81,5,1/3/2014
6,954.72,925.85,841.89,439.82,6,1/3/2014
7,954.72,925.85,841.91,439.82,7,1/3/2014
8,954.72,925.85,841.93,439.83,8,1/3/2014
9,954.72,925.85,841.95,439.84,9,1/3/2014
10,954.72,925.85,841.97,439.84,10,1/3/2014
11,954.72,925.85,841.98,439.84,11,1/3/2014
12,954.71,925.86,842,439.83,12,1/3/2014
13,954.71,925.86,841.99,439.84,13,1/3/2014
14,954.71,925.86,841.97,439.83,14,1/3/2014
15,954.71,925.86,841.96,439.84,15,1/3/2014
16,954.71,925.86,841.93,439.83,16,1/3/2014
17,954.71,925.87,841.92,439.83,17,1/3/2014
18,954.71,925.87,841.9,439.83,18,1/3/2014
19,954.71,925.87,841.88,439.83,19,1/3/2014
20,954.7,925.87,841.86,439.83,20,1/3/2014
21,954.7,925.87,841.84,439.82,21,1/3/2014
22,954.7,925.87,841.82,439.83,22,1/3/2014
23,954.7,925.86,841.83,439.84,23,1/3/2014
24,954.69,925.85,841.85,439.85,0,2/3/2014
25,954.69,925.84,841.87,439.87,1,2/3/2014
26,954.69,925.83,841.89,439.88,2,2/3/2014
27,954.69,925.82,841.91,439.89,3,2/3/2014
28,954.69,925.81,841.93,439.9,4,2/3/2014
29,954.69,925.8,841.95,439.91,5,2/3/2014
30,954.68,925.79,841.96,439.91,6,2/3/2014
31,954.68,925.79,841.98,439.92,7,2/3/2014
32,954.68,925.79,842,439.92,8,2/3/2014
33,954.68,925.79,842.02,439.93,9,2/3/2014
34,954.68,925.79,842.03,439.94,10,2/3/2014
35,954.68,925.79,842.06,439.95,11,2/3/2014
36,954.68,925.79,842.07,439.94,12,2/3/2014
37,954.67,925.8,842.057,439.94,13,2/3/2014
38,954.67,925.8,842.033,439.93,14,2/3/2014
39,954.67,925.8,842.009,439.92,15,2/3/2014
40,954.67,925.8,842.003,439.91,16,2/3/2014
41,954.67,925.8,841.98,439.91,17,2/3/2014
42,954.67,925.8,841.96,439.91,18,2/3/2014
43,954.67,925.8,841.95,439.9,19,2/3/2014
44,954.67,925.8,841.93,439.9,20,2/3/2014
45,954.67,925.8,841.91,439.88,21,2/3/2014
46,954.67,925.8,841.89,439.89,22,2/3/2014
47,954.67,925.8,841.9,439.9,23,2/3/2014
48,954.67,925.79,841.92,439.92,0,3/3/2014
49,954.67,925.79,841.94,439.94,1,3/3/2014
50,954.67,925.79,841.96,439.95,2,3/3/2014
51,954.67,925.79,841.98,439.95,3,3/3/2014
52,954.67,925.79,842.02,439.95,4,3/3/2014
53,954.67,925.79,842.02,439.95,5,3/3/2014
54,954.66,925.79,842.04,439.95,6,3/3/2014
55,954.66,925.79,842.066,439.93,7,3/3/2014
56,954.66,925.79,842.086,439.92,8,3/3/2014
57,954.66,925.79,842.106,439.91,9,3/3/2014
58,954.66,925.79,842.126,439.9,10,3/3/2014
59,954.66,925.79,842.148,439.88,11,3/3/2014
60,954.66,925.79,842.165,439.86,12,3/3/2014
61,954.66,925.79,842.143,439.84,13,3/3/2014
62,954.66,925.79,842.13,439.83,14,3/3/2014
63,954.65,925.79,842.111,439.81,15,3/3/2014
64,954.65,925.79,842.095,439.79,16,3/3/2014
65,954.65,925.79,842.07,439.78,17,3/3/2014
66,954.65,925.79,842.06,439.78,18,3/3/2014
67,954.65,925.8,842.04,439.78,19,3/3/2014
68,954.65,925.8,842.02,439.78,20,3/3/2014
69,954.65,925.8,842,439.77,21,3/3/2014
70,954.65,925.8,841.98,439.78,22,3/3/2014
71,954.65,925.8,841.99,439.79,23,3/3/2014
72,954.64,925.81,842.02,439.81,0,4/3/2014
73,954.64,925.81,842.03,439.82,1,4/3/2014
74,954.64,925.8,842.05,439.84,2,4/3/2014
75,954.64,925.79,842.07,439.85,3,4/3/2014
76,954.64,925.78,842.09,439.86,4,4/3/2014
77,954.64,925.77,842.1,439.87,5,4/3/2014
78,954.64,925.76,842.11,439.88,6,4/3/2014
79,954.64,925.75,842.13,439.88,7,4/3/2014
80,954.64,925.73,842.15,439.88,8,4/3/2014
81,954.64,925.72,842.17,439.87,9,4/3/2014
82,954.64,925.71,842.18,439.87,10,4/3/2014
83,954.64,925.71,842.2,439.86,11,4/3/2014
84,954.63,925.71,842.21,439.85,12,4/3/2014
85,954.63,925.71,842.2,439.85,13,4/3/2014
86,954.63,925.71,842.17,439.83,14,4/3/2014
87,954.63,925.71,842.16,439.81,15,4/3/2014
88,954.63,925.71,842.14,439.79,16,4/3/2014
89,954.63,925.71,842.13,439.78,17,4/3/2014
90,954.63,925.71,842.1,439.78,18,4/3/2014
91,954.63,925.71,842.09,439.77,19,4/3/2014
92,954.63,925.72,842.07,439.76,20,4/3/2014
93,954.63,925.72,842.05,439.76,21,4/3/2014
94,954.62,925.72,842.033,439.76,22,4/3/2014
95,954.62,925.71,842.04,439.76,23,4/3/2014
96,954.62,925.7,842.06,439.78,0,5/3/2014
97,954.62,925.69,842.07,439.79,1,5/3/2014
98,954.62,925.69,842.09,439.8,2,5/3/2014
99,954.62,925.69,842.1,439.81,3,5/3/2014
100,954.62,925.68,842.12,439.82,4,5/3/2014
101,954.62,925.69,842.14,439.84,5,5/3/2014
102,954.62,925.69,842.16,439.84,6,5/3/2014
103,954.62,925.69,842.17,439.84,7,5/3/2014
104,954.61,925.7,842.19,439.86,8,5/3/2014
105,954.61,925.7,842.2,439.85,9,5/3/2014
106,954.61,925.7,842.22,439.86,10,5/3/2014
107,954.61,925.7,842.24,439.84,11,5/3/2014
108,954.61,925.7,842.25,439.83,12,5/3/2014
109,954.61,925.7,842.23,439.81,13,5/3/2014
110,954.61,925.7,842.21,439.8,14,5/3/2014
111,954.6,925.7,842.19,439.79,15,5/3/2014
112,954.6,925.7,842.17,439.78,16,5/3/2014
113,954.6,925.7,842.15,439.78,17,5/3/2014
114,954.6,925.7,842.14,439.78,18,5/3/2014
115,954.6,925.71,842.12,439.78,19,5/3/2014
116,954.6,925.71,842.1,439.77,20,5/3/2014
117,954.6,925.71,842.08,439.76,21,5/3/2014
118,954.6,925.71,842.06,439.76,22,5/3/2014
119,954.6,925.71,842.08,439.77,23,5/3/2014
120,954.59,925.71,842.09,439.79,0,6/3/2014
121,954.59,925.71,842.1,439.81,1,6/3/2014
122,954.59,925.71,842.12,439.83,2,6/3/2014
123,954.59,925.71,842.15,439.84,3,6/3/2014
124,954.59,925.71,842.15,439.84,4,6/3/2014
125,954.59,925.71,842.17,439.84,5,6/3/2014
126,954.59,925.71,842.17,439.82,6,6/3/2014
127,954.58,925.72,842.2,439.82,7,6/3/2014
128,954.58,925.72,842.21,439.82,8,6/3/2014
129,954.58,925.72,842.23,439.83,9,6/3/2014
130,954.58,925.72,842.25,439.82,10,6/3/2014
131,954.58,925.72,842.26,439.81,11,6/3/2014
132,954.58,925.72,842.27,439.79,12,6/3/2014
133,954.58,925.72,842.26,439.77,13,6/3/2014
134,954.58,925.72,842.24,439.76,14,6/3/2014
135,954.58,925.73,842.22,439.74,15,6/3/2014
136,954.58,925.73,842.2,439.73,16,6/3/2014
137,954.58,925.73,842.18,439.72,17,6/3/2014
138,954.57,925.73,842.16,439.72,18,6/3/2014
139,954.57,925.73,842.14,439.72,19,6/3/2014
