,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,954.27,925.9,439.57,0,1/3/2013
1,954.27,925.89,439.58,1,1/3/2013
2,954.27,925.88,439.61,2,1/3/2013
3,954.27,925.87,439.62,3,1/3/2013
4,954.27,925.86,439.64,4,1/3/2013
5,954.27,925.85,439.65,5,1/3/2013
6,954.27,925.84,439.65,6,1/3/2013
7,954.27,925.83,439.65,7,1/3/2013
8,954.27,925.82,439.66,8,1/3/2013
9,954.27,925.81,439.65,9,1/3/2013
10,954.26,925.8,439.63,10,1/3/2013
11,954.26,925.79,439.61,11,1/3/2013
12,954.26,925.78,439.59,12,1/3/2013
13,954.26,925.77,439.58,13,1/3/2013
14,954.26,925.76,439.57,14,1/3/2013
15,954.26,925.75,439.56,15,1/3/2013
16,954.26,925.75,439.54,16,1/3/2013
17,954.26,925.75,439.53,17,1/3/2013
18,954.26,925.75,439.53,18,1/3/2013
19,954.26,925.75,439.53,19,1/3/2013
20,954.26,925.75,439.53,20,1/3/2013
21,954.26,925.75,439.52,21,1/3/2013
22,954.26,925.75,439.52,22,1/3/2013
23,954.26,925.75,439.52,23,1/3/2013
24,954.25,925.75,439.53,0,2/3/2013
25,954.25,925.75,439.53,1,2/3/2013
26,954.25,925.75,439.54,2,2/3/2013
27,954.25,925.75,439.54,3,2/3/2013
28,954.25,925.75,439.54,4,2/3/2013
29,954.25,925.75,439.55,5,2/3/2013
30,954.25,925.75,439.54,6,2/3/2013
31,954.25,925.75,439.55,7,2/3/2013
32,954.25,925.75,439.56,8,2/3/2013
33,954.25,925.75,439.56,9,2/3/2013
34,954.25,925.75,439.55,10,2/3/2013
35,954.25,925.75,439.55,11,2/3/2013
36,954.25,925.75,439.55,12,2/3/2013
37,954.25,925.75,439.55,13,2/3/2013
38,954.24,925.75,439.55,14,2/3/2013
39,954.24,925.75,439.55,15,2/3/2013
40,954.24,925.75,439.55,16,2/3/2013
41,954.24,925.75,439.55,17,2/3/2013
42,954.24,925.75,439.57,18,2/3/2013
43,954.24,925.76,439.57,19,2/3/2013
44,954.24,925.76,439.57,20,2/3/2013
45,954.24,925.76,439.57,21,2/3/2013
46,954.23,925.76,439.56,22,2/3/2013
47,954.23,925.76,439.56,23,2/3/2013
48,954.23,925.76,439.56,0,3/3/2013
49,954.23,925.76,439.57,1,3/3/2013
50,954.23,925.76,439.58,2,3/3/2013
51,954.23,925.76,439.58,3,3/3/2013
52,954.23,925.76,439.59,4,3/3/2013
53,954.23,925.76,439.6,5,3/3/2013
54,954.22,925.76,439.61,6,3/3/2013
55,954.22,925.76,439.62,7,3/3/2013
56,954.22,925.76,439.63,8,3/3/2013
57,954.22,925.76,439.64,9,3/3/2013
58,954.22,925.76,439.65,10,3/3/2013
