,HORA,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,Date
16,954.48,925.36,841.53,682.455,439.87,16,19/3/2016
17,954.48,925.36,841.5,682.88,439.86,17,19/3/2016
18,954.48,925.36,841.485,682.73,439.85,18,19/3/2016
19,954.48,925.36,841.461,682.941,439.84,19,19/3/2016
20,954.48,925.36,841.425,682.629,439.83,20,19/3/2016
21,954.48,925.36,841.41,682.758,439.82,21,19/3/2016
22,954.48,925.36,841.42,682.823,439.8,22,19/3/2016
23,954.48,925.36,841.43,682.826,439.81,23,19/3/2016
0,954.47,925.36,841.441,682.593,439.82,0,20/3/2016
1,954.47,925.36,841.451,682.36,439.83,1,20/3/2016
2,954.47,925.36,841.461,682.638,439.83,2,20/3/2016
3,954.47,925.36,841.47,682.567,439.84,3,20/3/2016
4,954.47,925.36,841.48,682.511,439.84,4,20/3/2016
5,954.47,925.36,841.491,682.747,439.85,5,20/3/2016
6,954.47,925.36,841.505,682.636,439.86,6,20/3/2016
7,954.47,925.336,841.52,682.644,439.87,7,20/3/2016
8,954.47,925.37,841.532,682.736,439.87,8,20/3/2016
9,954.47,925.37,841.542,682.711,439.88,9,20/3/2016
10,954.47,925.37,841.542,682.387,439.89,10,20/3/2016
11,954.47,925.37,841.567,682.49,439.89,11,20/3/2016
12,954.46,925.37,841.578,682.656,439.9,12,20/3/2016
13,954.46,925.37,841.593,682.455,439.91,13,20/3/2016
14,954.46,925.37,841.601,682.644,439.91,14,20/3/2016
15,954.46,925.37,841.57,682.427,439.91,15,20/3/2016
16,954.46,925.37,841.543,682.488,439.91,16,20/3/2016
17,954.46,925.37,841.51,682.652,439.91,17,20/3/2016
18,954.45,925.37,841.475,682.334,439.9,18,20/3/2016
19,954.45,925.37,841.45,682.477,439.88,19,20/3/2016
20,954.45,925.37,841.42,682.543,439.88,20,20/3/2016
21,954.45,925.37,841.422,682.5,439.88,21,20/3/2016
22,954.45,925.37,841.43,682.221,439.88,22,20/3/2016
23,954.45,925.37,841.449,682.159,439.88,23,20/3/2016
0,954.45,925.37,841.46,682.104,439.88,0,21/3/2016
1,954.45,925.37,841.468,682.127,439.88,1,21/3/2016
2,954.45,925.37,841.475,682.297,439.89,2,21/3/2016
3,954.45,925.37,841.481,682.281,439.91,3,21/3/2016
4,954.45,925.37,841.493,682.252,439.92,4,21/3/2016
5,954.45,925.37,841.504,682.205,439.92,5,21/3/2016
6,954.45,925.37,841.511,682.355,439.93,6,21/3/2016
7,954.45,925.38,841.53,682.345,439.94,7,21/3/2016
8,954.45,925.38,841.539,682.502,439.94,8,21/3/2016
9,954.45,925.38,841.551,682.684,439.94,9,21/3/2016
10,954.45,925.38,841.558,682.633,439.93,10,21/3/2016
11,954.44,925.38,841.567,682.623,439.91,11,21/3/2016
12,954.44,925.38,841.568,682.784,439.89,12,21/3/2016
13,954.44,925.38,841.594,682.865,439.87,13,21/3/2016
14,954.44,925.38,841.605,682.777,439.85,14,21/3/2016
15,954.44,925.38,841.613,682.583,439.83,15,21/3/2016
16,954.44,925.38,841.587,682.603,439.8,16,21/3/2016
17,954.43,925.39,841.56,682.544,439.79,17,21/3/2016
18,954.43,925.39,841.533,682.61,439.79,18,21/3/2016
19,954.43,925.39,841.5,682.831,439.79,19,21/3/2016
20,954.43,925.39,841.47,682.743,439.78,20,21/3/2016
21,954.43,925.39,841.489,682.336,439.78,21,21/3/2016
22,954.43,925.39,841.497,682.262,439.77,22,21/3/2016
23,954.43,925.39,841.505,682.577,439.77,23,21/3/2016
0,954.43,925.39,841.515,682.196,439.77,0,22/3/2016
1,954.43,925.39,841.526,682.176,439.78,1,22/3/2016
2,954.43,925.39,841.533,682.143,439.8,2,22/3/2016
3,954.43,925.39,841.544,682.172,439.82,3,22/3/2016
4,954.43,925.39,841.554,682.172,439.83,4,22/3/2016
5,954.43,925.39,841.565,682.286,439.84,5,22/3/2016
6,954.43,925.39,841.576,682.235,439.85,6,22/3/2016
7,954.43,925.39,841.583,682.222,439.86,7,22/3/2016
8,954.43,925.39,841.591,682.59,439.86,8,22/3/2016
9,954.43,925.39,841.607,682.798,439.87,9,22/3/2016
10,954.42,925.39,841.615,682.746,439.87,10,22/3/2016
11,954.42,925.39,841.626,682.72,439.88,11,22/3/2016
12,954.41,925.39,841.638,682.778,439.87,12,22/3/2016
13,954.41,925.39,841.65,682.413,439.86,13,22/3/2016
14,954.41,925.39,841.662,682.883,439.85,14,22/3/2016
15,954.41,925.39,841.673,682.853,439.85,15,22/3/2016
16,954.41,925.39,841.646,682.575,439.82,16,22/3/2016
17,954.41,925.39,841.618,682.485,439.8,17,22/3/2016
18,954.41,925.39,841.59,682.518,439.8,18,22/3/2016
19,954.41,925.39,841.565,682.812,439.79,19,22/3/2016
20,954.4,925.39,841.538,682.82,439.77,20,22/3/2016
21,954.4,925.39,841.54,682.828,439.76,21,22/3/2016
22,954.4,925.39,841.546,682.651,439.75,22,22/3/2016
23,954.4,925.39,841.56,682.841,439.75,23,22/3/2016
0,954.4,925.39,841.57,682.876,439.75,0,23/3/2016
1,954.4,925.39,841.585,682.479,439.76,1,23/3/2016
2,954.4,925.39,841.598,682.353,439.78,2,23/3/2016
3,954.4,925.39,841.608,682.449,439.81,3,23/3/2016
4,954.4,925.39,841.62,682.429,439.82,4,23/3/2016
5,954.4,925.39,841.632,682.479,439.82,5,23/3/2016
6,954.4,925.39,841.642,682.733,439.82,6,23/3/2016
7,954.4,925.39,841.65,682.718,439.82,7,23/3/2016
8,954.4,925.39,841.66,682.769,439.81,8,23/3/2016
9,954.39,925.39,841.673,682.863,439.81,9,23/3/2016
10,954.39,925.39,841.685,682.677,439.81,10,23/3/2016
11,954.39,925.39,841.696,682.683,439.82,11,23/3/2016
12,954.39,925.4,841.706,682.691,439.82,12,23/3/2016
13,954.39,925.4,841.718,682.615,439.82,13,23/3/2016
14,954.39,925.4,841.73,682.829,439.81,14,23/3/2016
15,954.39,925.4,841.745,682.758,439.81,15,23/3/2016
16,954.39,925.4,841.76,682.786,439.8,16,23/3/2016
17,954.39,925.4,841.772,682.71,439.79,17,23/3/2016
18,954.39,925.4,841.781,682.367,439.79,18,23/3/2016
19,954.39,925.4,841.765,682.727,439.78,19,23/3/2016
20,954.38,925.4,841.737,682.487,439.77,20,23/3/2016
21,954.38,925.4,841.705,682.516,439.76,21,23/3/2016
22,954.38,925.4,841.678,682.524,439.758,22,23/3/2016
23,954.38,925.4,841.648,682.748,439.76,23,23/3/2016
0,954.38,925.4,841.642,682.069,439.76,0,24/3/2016
1,954.38,925.4,841.65,681.964,439.77,1,24/3/2016
2,954.38,925.4,841.663,682.014,439.78,2,24/3/2016
3,954.38,925.4,841.671,682.046,439.8,3,24/3/2016
4,954.38,925.4,841.682,682.275,439.82,4,24/3/2016
5,954.38,925.4,841.695,682.414,439.83,5,24/3/2016
6,954.38,925.4,841.704,682.503,439.83,6,24/3/2016
7,954.38,925.4,841.708,682.44,439.83,7,24/3/2016
8,954.38,925.4,841.716,682.596,439.83,8,24/3/2016
9,954.37,925.41,841.725,682.615,439.84,9,24/3/2016
10,954.37,925.41,841.736,682.785,439.84,10,24/3/2016
11,954.37,925.41,841.748,682.818,439.85,11,24/3/2016
12,954.37,925.41,841.759,682.768,439.85,12,24/3/2016
13,954.37,925.41,841.769,682.87,439.85,13,24/3/2016
14,954.37,925.41,841.78,682.69,439.86,14,24/3/2016
15,954.37,925.41,841.78,682.766,439.85,15,24/3/2016
16,954.37,925.41,841.803,682.555,439.85,16,24/3/2016
17,954.37,925.41,841.817,682.469,439.85,17,24/3/2016
18,954.37,925.41,841.828,682.577,439.85,18,24/3/2016
19,954.37,925.41,841.815,682.558,439.84,19,24/3/2016
20,954.37,925.41,841.784,682.494,439.83,20,24/3/2016
21,954.37,925.41,841.758,682.379,439.81,21,24/3/2016
22,954.37,925.41,841.73,682.427,439.81,22,24/3/2016
23,954.37,925.41,841.7,682.416,439.81,23,24/3/2016
0,954.37,925.41,841.693,682.38,439.82,0,25/3/2016
1,954.36,925.42,841.7,682.365,439.82,1,25/3/2016
2,954.36,925.42,841.71,682.23,439.82,2,25/3/2016
3,954.36,925.42,841.72,682.134,439.83,3,25/3/2016
4,954.36,925.42,841.731,682.07,439.84,4,25/3/2016
5,954.36,925.42,841.742,682.074,439.85,5,25/3/2016
6,954.36,925.42,841.75,682.18,439.86,6,25/3/2016
7,954.36,925.42,841.768,682.299,439.87,7,25/3/2016
8,954.36,925.42,841.782,682.385,439.87,8,25/3/2016
9,954.36,925.42,841.79,682.397,439.88,9,25/3/2016
10,954.36,925.42,841.802,682.37,439.88,10,25/3/2016
11,954.36,925.42,841.814,682.572,439.89,11,25/3/2016
12,954.36,925.42,841.827,682.526,439.89,12,25/3/2016
13,954.36,925.42,841.836,682.808,439.9,13,25/3/2016
14,954.35,925.42,841.848,682.582,439.9,14,25/3/2016
15,954.35,925.42,841.855,682.603,439.91,15,25/3/2016
16,954.35,925.42,841.866,682.587,439.91,16,25/3/2016
17,954.35,925.42,841.87,682.315,439.91,17,25/3/2016
18,954.35,925.42,841.881,682.185,439.91,18,25/3/2016
19,954.35,925.43,841.858,682.762,439.9,19,25/3/2016
20,954.35,925.43,841.82,682.134,439.89,20,25/3/2016
21,954.35,925.43,841.805,682.134,439.87,21,25/3/2016
22,954.35,925.43,841.77,682.154,439.85,22,25/3/2016
23,954.35,925.43,841.735,682.125,439.85,23,25/3/2016
0,954.35,925.43,841.74,682.059,439.85,0,26/3/2016
1,954.35,925.43,841.75,682.119,439.86,1,26/3/2016
2,954.35,925.42,841.76,682.267,439.86,2,26/3/2016
3,954.35,925.41,841.76,682.232,439.87,3,26/3/2016
4,954.35,925.41,841.778,682.212,439.87,4,26/3/2016
5,954.35,925.41,841.786,682.264,439.87,5,26/3/2016
6,954.35,925.41,841.797,682.05,439.87,6,26/3/2016
7,954.34,925.41,841.812,682.063,439.87,7,26/3/2016
8,954.34,925.41,841.82,682.112,439.87,8,26/3/2016
9,954.34,925.41,841.832,682.148,439.87,9,26/3/2016
10,954.34,925.41,841.84,682.416,439.88,10,26/3/2016
11,954.34,925.41,841.853,682.961,439.88,11,26/3/2016
12,954.34,925.41,841.862,682.798,439.88,12,26/3/2016
13,954.34,925.41,841.87,682.771,439.88,13,26/3/2016
14,954.33,925.42,841.88,682.854,439.87,14,26/3/2016
15,954.33,925.42,841.891,682.797,439.86,15,26/3/2016
16,954.33,925.42,841.86,682.805,439.86,16,26/3/2016
17,954.33,925.42,841.818,682.779,439.85,17,26/3/2016
18,954.33,925.42,841.8,682.516,439.85,18,26/3/2016
19,954.33,925.42,841.771,682.854,439.85,19,26/3/2016
20,954.33,925.42,841.735,682.825,439.83,20,26/3/2016
21,954.33,925.42,841.741,682.767,439.81,21,26/3/2016
22,954.33,925.42,841.75,682.774,439.8,22,26/3/2016
23,954.33,925.42,841.759,682.758,439.8,23,26/3/2016
0,954.33,925.42,841.769,682.727,439.81,0,27/3/2016
1,954.33,925.41,841.778,682.648,439.81,1,27/3/2016
2,954.33,925.4,841.785,682.429,439.83,2,27/3/2016
3,954.33,925.38,841.791,682.276,439.84,3,27/3/2016
4,954.33,925.37,841.796,682.364,439.84,4,27/3/2016
5,954.33,925.37,841.801,682.485,439.84,5,27/3/2016
6,954.32,925.37,841.81,682.621,439.86,6,27/3/2016
7,954.32,925.37,841.825,682.77,439.86,7,27/3/2016
8,954.32,925.37,841.837,682.759,439.87,8,27/3/2016
9,954.32,925.37,841.848,682.749,439.87,9,27/3/2016
10,954.32,925.37,841.861,682.735,439.87,10,27/3/2016
11,954.32,925.37,841.871,682.828,439.88,11,27/3/2016
12,954.31,925.37,841.882,682.899,439.89,12,27/3/2016
13,954.31,925.37,841.892,682.769,439.89,13,27/3/2016
14,954.31,925.37,841.9,682.754,439.89,14,27/3/2016
15,954.31,925.37,841.911,682.713,439.89,15,27/3/2016
16,954.31,925.37,841.885,682.717,439.88,16,27/3/2016
17,954.31,925.37,841.85,682.672,439.87,17,27/3/2016
18,954.31,925.37,841.819,682.813,439.87,18,27/3/2016
19,954.31,925.37,841.785,682.646,439.85,19,27/3/2016
20,954.31,925.37,841.75,682.804,439.84,20,27/3/2016
21,954.31,925.37,841.755,682.741,439.84,21,27/3/2016
22,954.31,925.38,841.766,682.824,439.84,22,27/3/2016
23,954.31,925.38,841.775,682.758,439.84,23,27/3/2016
0,954.3,925.38,841.784,682.701,439.85,0,28/3/2016
1,954.3,925.38,841.794,682.658,439.85,1,28/3/2016
2,954.3,925.38,841.802,682.754,439.87,2,28/3/2016
3,954.3,925.38,841.815,682.744,439.87,3,28/3/2016
4,954.3,925.38,841.823,682.688,439.88,4,28/3/2016
5,954.3,925.38,841.834,682.776,439.89,5,28/3/2016
6,954.29,925.38,841.844,682.699,439.9,6,28/3/2016
7,954.29,925.38,841.851,682.553,439.9,7,28/3/2016
8,954.29,925.38,841.858,682.588,439.91,8,28/3/2016
9,954.29,925.38,841.867,682.712,439.91,9,28/3/2016
10,954.29,925.38,841.875,682.688,439.91,10,28/3/2016
11,954.29,925.39,841.88,682.822,439.9,11,28/3/2016
12,954.29,925.39,841.892,682.857,439.88,12,28/3/2016
13,954.29,925.39,841.901,682.368,439.87,13,28/3/2016
14,954.29,925.39,841.91,682.601,439.85,14,28/3/2016
15,954.29,925.39,841.887,682.439,439.83,15,28/3/2016
16,954.28,925.39,841.855,682.438,439.82,16,28/3/2016
17,954.28,925.39,841.83,682.63,439.82,17,28/3/2016
18,954.28,925.39,841.805,682.425,439.82,18,28/3/2016
19,954.28,925.39,841.78,682.75,439.83,19,28/3/2016
20,954.28,925.39,841.752,682.88,439.83,20,28/3/2016
21,954.28,925.39,841.722,682.771,439.84,21,28/3/2016
22,954.27,925.39,841.72,682.547,439.85,22,28/3/2016
23,954.27,925.39,841.728,682.361,439.87,23,28/3/2016
0,954.27,925.39,841.738,682.262,439.87,0,29/3/2016
1,954.27,925.39,841.748,682.185,439.87,1,29/3/2016
2,954.27,925.38,841.758,682.169,439.88,2,29/3/2016
3,954.27,925.38,841.765,682.175,439.89,3,29/3/2016
4,954.26,925.36,841.772,682.177,439.9,4,29/3/2016
5,954.26,925.36,841.78,682.248,439.91,5,29/3/2016
6,954.26,925.36,841.79,682.101,439.91,6,29/3/2016
7,954.26,925.36,841.8,682.085,439.92,7,29/3/2016
8,954.26,925.36,841.808,682.178,439.92,8,29/3/2016
9,954.26,925.36,841.817,682.735,439.92,9,29/3/2016
10,954.26,925.36,841.827,682.786,439.92,10,29/3/2016
11,954.26,925.36,841.836,682.805,439.92,11,29/3/2016
12,954.26,925.36,841.845,683.2,439.91,12,29/3/2016
13,954.25,925.37,841.854,682.682,439.91,13,29/3/2016
14,954.25,925.37,841.856,682.527,439.89,14,29/3/2016
15,954.25,925.37,841.853,682.453,439.88,15,29/3/2016
16,954.25,925.37,841.82,682.842,439.86,16,29/3/2016
17,954.25,925.37,841.79,682.458,439.84,17,29/3/2016
18,954.25,925.37,841.758,682.154,439.84,18,29/3/2016
19,954.25,925.37,841.729,682.32,439.83,19,29/3/2016
20,954.24,925.37,841.7,682.668,439.83,20,29/3/2016
21,954.24,925.37,841.668,682.676,439.82,21,29/3/2016
22,954.24,925.38,841.67,682.585,439.82,22,29/3/2016
23,954.24,925.38,841.68,682.538,439.82,23,29/3/2016
0,954.24,925.38,841.69,682.2,439.82,0,30/3/2016
1,954.24,925.38,841.701,682.1,439.83,1,30/3/2016
2,954.24,925.38,841.709,682,439.83,2,30/3/2016
3,954.24,925.37,841.715,681.9,439.84,3,30/3/2016
4,954.24,925.37,841.723,681.9,439.85,4,30/3/2016
5,954.24,925.37,841.73,682.2,439.86,5,30/3/2016
6,954.24,925.35,841.739,682.219,439.88,6,30/3/2016
7,954.24,925.35,841.75,682.069,439.89,7,30/3/2016
8,954.24,925.35,841.758,682.189,439.89,8,30/3/2016
9,954.23,925.35,841.766,682.726,439.89,9,30/3/2016
10,954.23,925.35,841.775,682.543,439.89,10,30/3/2016
11,954.23,925.35,841.784,682.311,439.88,11,30/3/2016
12,954.23,925.35,841.794,682.474,439.87,12,30/3/2016
13,954.23,925.36,841.804,682.53,439.86,13,30/3/2016
14,954.23,925.36,841.814,682.489,439.84,14,30/3/2016
15,954.23,925.36,841.8,682.412,439.83,15,30/3/2016
16,954.23,925.36,841.8,682.646,439.82,16,30/3/2016
17,954.23,925.36,841.728,682.324,439.8,17,30/3/2016
18,954.22,925.36,841.7,682.823,439.8,18,30/3/2016
19,954.22,925.36,841.667,682.636,439.79,19,30/3/2016
20,954.22,925.36,841.639,682.792,439.78,20,30/3/2016
21,954.22,925.36,841.641,682.708,439.77,21,30/3/2016
22,954.22,925.36,841.649,682.76,439.77,22,30/3/2016
23,954.22,925.36,841.658,682.747,439.78,23,30/3/2016
0,954.22,925.36,841.665,682.888,439.79,0,31/3/2016
1,954.22,925.35,841.672,682.842,439.8,1,31/3/2016
2,954.22,925.34,841.68,682.83,439.82,2,31/3/2016
3,954.22,925.33,841.689,682.858,439.81,3,31/3/2016
4,954.22,925.33,841.699,682.75,439.82,4,31/3/2016
5,954.22,925.33,841.708,682.686,439.83,5,31/3/2016
6,954.22,925.33,841.719,682.265,439.85,6,31/3/2016
7,954.22,925.33,841.728,681.881,439.86,7,31/3/2016
8,954.21,925.33,841.737,681.703,439.86,8,31/3/2016
9,954.21,925.33,841.748,682.613,439.87,9,31/3/2016
10,954.21,925.33,841.758,682.377,439.88,10,31/3/2016
11,954.21,925.33,841.77,682.329,439.88,11,31/3/2016
12,954.21,925.33,841.778,682.44,439.87,12,31/3/2016
13,954.2,925.33,841.785,682.784,439.87,13,31/3/2016
14,954.2,925.33,841.798,682.803,439.87,14,31/3/2016
15,954.2,925.33,841.805,682.55,439.85,15,31/3/2016
16,954.2,925.33,841.801,682.528,439.84,16,31/3/2016
17,954.2,925.33,841.772,682.483,439.83,17,31/3/2016
18,954.2,925.33,841.742,682.395,439.83,18,31/3/2016
19,954.2,925.33,841.708,682.806,439.82,19,31/3/2016
20,954.2,925.33,841.678,682.727,439.81,20,31/3/2016
21,954.2,925.33,841.646,682.529,439.8,21,31/3/2016
22,954.2,925.33,841.652,682.395,439.8,22,31/3/2016
23,954.2,925.33,841.661,682.506,439.8,23,31/3/2016
