,APANAS,ASTURIAS,HIDROPANTASMA,VIRGEN,HORA,Date
0,956.63,928.72,841.8,440.0,0,1/11/2014
1,956.62,928.72,841.806,440.0,1,1/11/2014
2,956.62,928.72,841.823,439.99,2,1/11/2014
3,956.62,928.72,841.847,439.99,3,1/11/2014
4,956.62,928.72,841.903,439.99,4,1/11/2014
5,956.62,928.72,841.94,439.98,5,1/11/2014
6,956.61,928.72,842.0,439.98,6,1/11/2014
7,956.61,928.72,842.06,439.98,7,1/11/2014
8,956.61,928.72,842.1,439.98,8,1/11/2014
9,956.61,928.72,842.097,439.98,9,1/11/2014
10,956.61,928.72,842.068,439.97,10,1/11/2014
11,956.61,928.72,842.079,439.97,11,1/11/2014
12,956.61,928.72,842.06,439.96,12,1/11/2014
13,956.61,928.72,842.033,439.96,13,1/11/2014
14,956.61,928.72,842.001,439.95,14,1/11/2014
15,956.61,928.72,841.976,439.95,15,1/11/2014
16,956.6,928.71,841.964,439.94,16,1/11/2014
17,956.6,928.71,841.959,439.94,17,1/11/2014
18,956.6,928.71,841.947,439.93,18,1/11/2014
19,956.6,928.7,841.916,439.93,19,1/11/2014
20,956.6,928.7,841.883,439.93,20,1/11/2014
21,956.6,928.7,841.853,439.93,21,1/11/2014
22,926.6,928.7,841.822,439.92,22,1/11/2014
23,956.6,928.7,841.79,439.92,23,1/11/2014
24,956.6,928.7,841.799,439.91,0,2/11/2014
25,956.6,928.7,841.818,439.91,1,2/11/2014
26,956.6,928.7,841.849,439.9,2,2/11/2014
27,956.6,928.7,841.868,439.9,3,2/11/2014
28,956.6,928.7,841.891,439.89,4,2/11/2014
29,956.6,928.7,841.92,439.89,5,2/11/2014
30,956.6,928.7,841.952,439.88,6,2/11/2014
31,956.6,928.69,841.999,439.88,7,2/11/2014
32,956.6,928.69,842.01,439.88,8,2/11/2014
33,956.6,928.69,842.004,439.87,9,2/11/2014
34,956.6,928.69,841.999,439.86,10,2/11/2014
35,956.6,928.68,841.993,439.85,11,2/11/2014
36,956.6,928.68,841.999,439.85,12,2/11/2014
37,956.6,928.68,841.991,439.84,13,2/11/2014
38,956.6,928.68,841.998,439.84,14,2/11/2014
39,956.6,928.68,842.0,439.83,15,2/11/2014
40,956.59,928.67,842.0,439.83,16,2/11/2014
41,956.59,928.67,842.02,439.82,17,2/11/2014
42,956.59,928.67,842.0,439.82,18,2/11/2014
43,956.59,928.67,841.96,439.82,19,2/11/2014
44,956.58,928.66,841.94,439.81,20,2/11/2014
45,956.58,928.66,841.93,439.81,21,2/11/2014
46,956.58,928.66,841.92,439.81,22,2/11/2014
47,956.58,928.66,841.94,439.81,23,2/11/2014
48,956.58,928.66,842.0,439.8,0,3/11/2014
49,956.58,928.66,842.1,439.8,1,3/11/2014
50,956.58,928.66,842.23,439.8,2,3/11/2014
51,956.58,928.66,842.38,439.8,3,3/11/2014
52,956.58,928.66,842.55,439.81,4,3/11/2014
53,956.58,928.66,842.74,439.81,5,3/11/2014
54,956.58,928.66,842.95,439.8,6,3/11/2014
55,956.58,928.66,843.17,439.8,7,3/11/2014
56,956.59,928.67,843.29,439.8,8,3/11/2014
57,956.59,928.68,843.36,439.8,9,3/11/2014
58,956.59,928.69,843.39,439.79,10,3/11/2014
59,956.59,928.69,843.4,439.79,11,3/11/2014
60,956.59,928.7,843.39,439.78,12,3/11/2014
61,956.59,928.7,843.37,439.78,13,3/11/2014
62,956.59,928.71,843.35,439.78,14,3/11/2014
63,956.59,928.72,843.33,439.77,15,3/11/2014
64,956.59,928.72,843.31,439.77,16,3/11/2014
65,956.6,928.73,843.29,439.77,17,3/11/2014
66,956.6,928.73,843.275,439.76,18,3/11/2014
67,956.6,928.74,843.259,439.76,19,3/11/2014
68,956.6,928.74,843.242,439.75,20,3/11/2014
69,956.6,928.75,843.228,439.75,21,3/11/2014
70,956.6,928.75,843.217,439.75,22,3/11/2014
71,956.6,928.75,843.206,439.75,23,3/11/2014
72,956.6,928.75,843.201,439.75,0,4/11/2014
73,956.6,928.75,843.199,439.75,1,4/11/2014
74,956.6,928.75,843.199,439.76,2,4/11/2014
75,956.6,928.75,843.199,439.78,3,4/11/2014
76,956.6,928.75,843.196,439.8,4,4/11/2014
77,956.6,928.75,843.194,439.81,5,4/11/2014
78,956.6,928.76,843.194,439.81,6,4/11/2014
79,956.6,928.76,843.2,439.81,7,4/11/2014
80,956.6,928.76,843.22,439.81,8,4/11/2014
81,956.61,928.78,843.24,439.81,9,4/11/2014
82,956.61,928.79,843.25,439.82,10,4/11/2014
83,956.62,928.8,843.25,439.82,11,4/11/2014
84,956.62,928.8,843.24,439.82,12,4/11/2014
85,956.62,928.8,843.24,439.82,13,4/11/2014
86,956.62,928.8,843.24,439.81,14,4/11/2014
87,956.63,928.81,843.243,439.81,15,4/11/2014
88,956.63,928.82,843.261,439.81,16,4/11/2014
89,956.64,928.83,843.31,439.8,17,4/11/2014
90,956.64,928.83,843.34,439.8,18,4/11/2014
91,956.64,928.83,843.35,439.8,19,4/11/2014
92,956.64,928.83,843.34,439.8,20,4/11/2014
93,956.64,928.83,843.33,439.81,21,4/11/2014
94,956.64,928.83,843.324,439.81,22,4/11/2014
95,956.64,928.83,843.316,439.82,23,4/11/2014
96,956.65,928.84,843.309,439.82,0,5/11/2014
97,956.65,928.84,843.3,439.82,1,5/11/2014
98,956.65,928.84,843.299,439.82,2,5/11/2014
99,956.66,928.85,843.299,439.81,3,5/11/2014
100,956.66,928.85,843.295,439.81,4,5/11/2014
101,956.66,928.85,843.29,439.81,5,5/11/2014
102,956.66,928.85,843.28,439.82,6,5/11/2014
103,956.66,928.85,843.27,439.82,7,5/11/2014
104,956.66,928.85,843.26,439.83,8,5/11/2014
105,956.66,928.85,843.249,439.83,9,5/11/2014
106,956.66,928.85,843.238,439.84,10,5/11/2014
107,956.66,928.85,843.226,439.84,11,5/11/2014
108,956.66,928.85,843.218,439.84,12,5/11/2014
109,956.66,928.85,843.209,439.84,13,5/11/2014
110,956.66,928.85,843.199,439.84,14,5/11/2014
111,956.66,928.85,843.199,439.84,15,5/11/2014
112,956.66,928.85,843.18,439.84,16,5/11/2014
113,956.66,928.85,843.17,439.84,17,5/11/2014
114,956.66,928.85,843.16,439.85,18,5/11/2014
115,956.66,928.85,843.16,439.85,19,5/11/2014
116,956.66,928.85,843.15,439.86,20,5/11/2014
117,956.66,928.85,843.15,439.86,21,5/11/2014
118,956.66,928.85,843.14,439.86,22,5/11/2014
119,956.66,928.85,843.13,439.87,23,5/11/2014
120,956.66,928.85,843.13,439.87,0,6/11/2014
121,956.66,928.85,843.13,439.87,1,6/11/2014
122,956.66,928.85,843.12,439.88,2,6/11/2014
123,956.66,928.85,843.12,439.88,3,6/11/2014
124,956.66,928.85,843.11,439.88,4,6/11/2014
125,956.66,928.85,843.11,439.88,5,6/11/2014
126,956.66,928.85,843.1,439.88,6,6/11/2014
127,956.66,928.84,843.1,439.88,7,6/11/2014
128,956.66,928.84,843.1,439.88,8,6/11/2014
129,956.66,928.84,843.095,439.87,9,6/11/2014
130,956.65,928.82,843.09,439.87,10,6/11/2014
131,956.65,928.82,843.087,439.87,11,6/11/2014
132,956.65,928.81,843.084,439.86,12,6/11/2014
133,956.65,928.8,843.076,439.85,13,6/11/2014
134,956.65,928.79,843.073,439.85,14,6/11/2014
135,956.64,928.78,843.067,439.84,15,6/11/2014
136,956.64,928.78,843.067,439.84,16,6/11/2014
137,956.64,928.77,843.062,439.84,17,6/11/2014
138,956.63,928.77,843.057,439.83,18,6/11/2014
139,956.63,928.77,843.05,439.83,19,6/11/2014
140,956.63,928.77,843.05,439.83,20,6/11/2014
141,956.63,928.77,843.047,439.82,21,6/11/2014
142,956.63,928.77,843.044,439.82,22,6/11/2014
143,956.63,928.77,843.041,439.82,23,6/11/2014
144,956.63,928.77,843.037,439.82,0,7/11/2014
145,956.63,928.77,843.033,439.82,1,7/11/2014
146,956.63,928.77,843.029,439.82,2,7/11/2014
147,956.63,928.77,843.026,439.82,3,7/11/2014
148,956.63,928.77,843.026,439.82,4,7/11/2014
149,956.63,928.77,843.015,439.82,5,7/11/2014
150,956.63,928.77,843.012,439.82,6,7/11/2014
151,956.63,928.77,843.006,439.81,7,7/11/2014
152,956.63,928.77,843.0,439.81,8,7/11/2014
153,956.63,928.77,843.0,439.81,9,7/11/2014
154,956.63,928.76,842.988,439.81,10,7/11/2014
155,956.63,928.76,842.98,439.81,11,7/11/2014
156,956.62,928.75,842.971,439.8,12,7/11/2014
157,956.62,928.75,842.962,439.8,13,7/11/2014
158,956.62,928.75,842.954,439.8,14,7/11/2014
159,956.62,928.75,842.945,439.8,15,7/11/2014
