,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,953.41,928.44,439.81,0,1/9/2012
1,953.41,928.44,439.82,1,1/9/2012
2,953.41,928.44,439.82,2,1/9/2012
3,953.41,928.43,439.84,3,1/9/2012
4,953.41,928.42,439.84,4,1/9/2012
5,953.41,928.41,439.83,5,1/9/2012
6,953.41,928.4,439.83,6,1/9/2012
7,953.41,928.39,439.84,7,1/9/2012
8,953.41,928.38,439.84,8,1/9/2012
9,953.41,928.38,439.84,9,1/9/2012
10,953.41,928.39,439.84,10,1/9/2012
11,953.41,928.39,439.85,11,1/9/2012
12,953.41,928.4,439.85,12,1/9/2012
13,953.41,928.4,439.85,13,1/9/2012
14,953.41,928.4,439.85,14,1/9/2012
15,953.41,928.4,439.84,15,1/9/2012
16,953.41,928.4,439.84,16,1/9/2012
17,953.41,928.41,439.82,17,1/9/2012
18,953.41,928.41,439.82,18,1/9/2012
19,953.41,928.41,439.81,19,1/9/2012
20,953.41,928.41,439.81,20,1/9/2012
21,453.41,928.41,439.8,21,1/9/2012
22,953.41,928.41,439.8,22,1/9/2012
23,953.41,928.41,439.8,23,1/9/2012
24,953.41,928.41,439.8,0,2/9/2012
25,953.41,928.4,439.8,1,2/9/2012
26,953.41,928.39,439.8,2,2/9/2012
27,953.41,928.38,439.8,3,2/9/2012
28,953.41,928.37,439.8,4,2/9/2012
29,953.41,928.37,439.81,5,2/9/2012
30,953.41,928.36,439.82,6,2/9/2012
31,953.41,928.36,439.84,7,2/9/2012
32,953.41,928.36,439.84,8,2/9/2012
33,953.41,928.37,439.84,9,2/9/2012
34,953.41,928.37,439.84,10,2/9/2012
35,953.41,928.37,439.84,11,2/9/2012
36,953.4,928.38,439.85,12,2/9/2012
37,953.4,928.38,439.84,13,2/9/2012
38,953.4,928.38,439.84,14,2/9/2012
39,953.4,928.38,439.83,15,2/9/2012
40,953.4,928.38,439.83,16,2/9/2012
41,953.4,928.39,439.83,17,2/9/2012
42,953.4,928.39,439.83,18,2/9/2012
43,953.4,928.39,439.83,19,2/9/2012
44,953.4,928.39,439.82,20,2/9/2012
