,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
89,955.58,926.43,841.533,682.596,439.91,17,4/12/2015
90,955.58,926.43,841.528,682.67,439.91,18,4/12/2015
91,955.58,926.43,841.524,682.709,439.91,19,4/12/2015
92,955.58,926.43,841.521,682.718,439.91,20,4/12/2015
93,955.58,926.43,841.516,682.643,439.91,21,4/12/2015
94,955.58,926.43,841.512,682.296,439.91,22,4/12/2015
95,955.58,926.43,841.507,681.787,439.91,23,4/12/2015
96,955.58,926.43,841.505,681.794,439.91,0,5/12/2015
97,955.58,926.42,841.501,681.799,439.91,1,5/12/2015
98,955.58,926.41,841.496,681.802,439.91,2,5/12/2015
99,955.58,926.4,841.492,681.803,439.91,3,5/12/2015
100,955.58,926.39,841.49,681.805,439.91,4,5/12/2015
101,955.58,926.38,841.483,681.957,439.92,5,5/12/2015
102,955.58,926.37,841.48,682.196,439.92,6,5/12/2015
103,955.58,926.36,841.476,682.199,439.92,7,5/12/2015
104,955.58,926.36,841.471,682.361,439.92,8,5/12/2015
105,995.58,926.36,841.467,682.751,439.92,9,5/12/2015
106,955.58,926.37,841.464,682.654,439.93,10,5/12/2015
107,955.58,926.37,841.461,682.286,439.93,11,5/12/2015
108,955.57,926.38,841.46,682.126,439.93,12,5/12/2015
109,955.57,926.38,841.455,681.793,439.95,13,5/12/2015
110,955.57,926.39,841.454,681.91,439.96,14,5/12/2015
111,955.57,926.39,841.455,681.914,439.96,15,5/12/2015
112,955.57,926.39,841.464,681.913,439.96,16,5/12/2015
113,955.57,926.39,841.469,681.908,439.95,17,5/12/2015
114,955.57,926.39,841.471,681.917,439.95,18,5/12/2015
115,955.57,926.39,841.475,681.91,439.94,19,5/12/2015
116,955.57,926.4,841.477,681.918,439.94,20,5/12/2015
117,955.57,926.41,841.48,681.918,439.93,21,5/12/2015
118,955.57,926.41,841.481,681.918,439.92,22,5/12/2015
119,955.57,926.41,841.477,681.918,439.92,23,5/12/2015
120,955.57,926.41,841.477,681.925,439.92,0,6/12/2015
121,955.57,926.41,841.482,681.927,439.92,1,6/12/2015
122,955.57,926.41,841.48,681.921,439.93,2,6/12/2015
123,955.57,926.4,841.482,681.935,439.93,3,6/12/2015
124,955.57,926.39,841.484,681.938,439.93,4,6/12/2015
125,955.57,926.4,841.483,681.94,439.93,5,6/12/2015
126,955.58,926.39,841.483,681.934,439.93,6,6/12/2015
127,955.58,926.38,841.483,681.937,439.93,7,6/12/2015
128,955.58,926.36,841.482,681.937,439.93,8,6/12/2015
129,955.58,926.36,841.478,681.932,439.93,9,6/12/2015
130,955.58,926.35,841.478,681.943,439.93,10,6/12/2015
131,955.58,926.34,841.481,681.938,439.93,11,6/12/2015
132,955.58,926.33,841.475,681.945,439.93,12,6/12/2015
133,955.58,926.32,841.471,681.938,439.93,13,6/12/2015
134,955.58,926.31,841.471,681.941,439.92,14,6/12/2015
135,955.58,926.3,841.47,681.998,439.92,15,6/12/2015
136,955.58,926.29,841.47,682.055,439.92,16,6/12/2015
137,955.58,926.28,841.464,682.058,439.92,17,6/12/2015
138,955.58,926.27,841.461,682.631,439.92,18,6/12/2015
139,955.58,926.27,841.461,682.785,439.92,19,6/12/2015
140,955.58,926.27,841.457,682.769,439.92,20,6/12/2015
141,955.58,926.27,841.455,682.634,439.92,21,6/12/2015
142,955.58,926.27,841.458,682.03,439.92,22,6/12/2015
143,955.58,926.27,841.463,681.803,439.92,23,6/12/2015
144,955.59,926.27,841.47,681.796,439.92,0,7/12/2015
145,955.59,926.26,841.478,681.795,439.92,1,7/12/2015
146,955.59,926.26,841.484,681.799,439.92,2,7/12/2015
147,955.59,926.26,841.531,681.799,439.92,3,7/12/2015
148,955.59,926.25,841.58,681.813,439.92,4,7/12/2015
149,955.59,926.24,841.623,681.813,439.92,5,7/12/2015
150,955.59,926.24,841.673,681.813,439.92,6,7/12/2015
151,955.59,926.24,841.713,681.809,439.92,7,7/12/2015
152,955.59,926.24,841.713,681.808,439.92,8,7/12/2015
153,955.59,926.24,841.714,681.823,439.92,9,7/12/2015
154,955.59,926.25,841.713,681.82,439.92,10,7/12/2015
155,955.59,926.25,841.713,681.819,439.92,11,7/12/2015
156,955.59,926.25,841.713,681.827,439.91,12,7/12/2015
157,955.59,926.25,841.712,681.827,439.91,13,7/12/2015
158,955.59,926.25,841.706,681.821,439.91,14,7/12/2015
159,955.59,926.25,841.707,681.818,439.9,15,7/12/2015
160,955.59,926.25,841.704,681.835,439.9,16,7/12/2015
161,955.59,926.26,841.703,681.836,439.9,17,7/12/2015
162,955.59,926.26,841.7,681.865,439.9,18,7/12/2015
163,955.59,926.27,841.696,681.15,439.9,19,7/12/2015
164,955.59,926.27,841.692,682.153,439.9,20,7/12/2015
165,955.59,926.27,841.689,682.153,439.9,21,7/12/2015
166,955.59,926.27,841.685,682.144,439.9,22,7/12/2015
167,955.59,926.28,841.683,682.144,439.9,23,7/12/2015
168,955.59,926.28,841.68,682.144,439.9,0,8/12/2015
169,955.59,926.27,841.677,682.157,439.9,1,8/12/2015
170,955.59,926.25,841.674,682.172,439.9,2,8/12/2015
171,955.59,926.25,841.669,682.162,439.9,3,8/12/2015
172,955.59,926.25,841.667,682.162,439.9,4,8/12/2015
173,955.59,926.25,841.662,682.163,439.9,5,8/12/2015
174,955.59,926.25,841.662,682.177,439.9,6,8/12/2015
175,955.59,926.25,841.687,682.169,439.9,7,8/12/2015
176,955.59,926.25,841.721,682.169,439.9,8,8/12/2015
177,955.59,926.25,841.725,682.172,439.9,9,8/12/2015
178,955.59,926.25,841.719,682.178,439.9,10,8/12/2015
179,955.59,926.25,841.713,682.178,439.9,11,8/12/2015
180,955.59,926.25,841.708,682.178,439.9,12,8/12/2015
181,955.59,926.25,841.703,682.185,439.89,13,8/12/2015
182,955.59,926.25,841.698,682.18,439.89,14,8/12/2015
183,955.59,926.26,841.692,682.181,439.89,15,8/12/2015
184,955.59,926.26,841.689,682.18,439.89,16,8/12/2015
185,955.59,926.26,841.683,682.18,439.89,17,8/12/2015
186,955.59,926.26,841.678,682.509,439.89,18,8/12/2015
187,955.6,926.26,841.675,682.833,439.89,19,8/12/2015
188,955.6,926.26,841.668,682.811,439.89,20,8/12/2015
189,955.6,926.27,841.661,682.512,439.89,21,8/12/2015
190,955.6,926.27,841.656,681.85,439.89,22,8/12/2015
191,955.6,926.27,841.651,681.85,439.89,23,8/12/2015
192,955.6,926.27,841.645,681.865,439.88,0,9/12/2015
193,955.6,926.26,841.64,681.865,439.88,1,9/12/2015
194,955.6,926.25,841.634,681.858,439.88,2,9/12/2015
195,955.6,926.24,841.629,682.341,439.88,3,9/12/2015
196,955.6,926.23,841.626,682.334,439.88,4,9/12/2015
197,955.6,926.22,841.619,682.334,439.88,5,9/12/2015
198,955.6,926.21,841.615,682.34,439.88,6,9/12/2015
199,955.6,926.21,841.609,682.343,439.87,7,9/12/2015
200,955.61,926.21,841.602,682.343,439.87,8,9/12/2015
201,955.61,926.21,841.596,682.346,439.87,9,9/12/2015
202,955.61,926.21,841.59,682.837,439.87,10,9/12/2015
203,955.61,926.21,841.585,682.729,439.87,11,9/12/2015
204,955.61,926.22,841.58,682.821,439.87,12,9/12/2015
205,955.61,926.22,841.57,682.829,439.87,13,9/12/2015
206,955.61,926.22,841.565,682.867,439.86,14,9/12/2015
207,955.61,925.22,841.558,682.907,439.85,15,9/12/2015
208,955.61,925.22,841.55,682.849,439.83,16,9/12/2015
209,955.61,926.22,841.54,682.828,439.81,17,9/12/2015
210,955.61,926.22,841.534,682.924,439.8,18,9/12/2015
211,955.61,926.22,841.524,682.516,439.8,19,9/12/2015
212,955.61,926.22,841.518,682.282,439.8,20,9/12/2015
213,955.61,926.23,841.509,682.238,439.8,21,9/12/2015
214,955.61,926.23,841.5,682.031,439.8,22,9/12/2015
215,955.61,926.23,841.493,681.799,439.8,23,9/12/2015
216,955.61,926.22,841.486,681.799,439.8,0,10/12/2015
217,955.61,926.21,841.515,681.806,439.8,1,10/12/2015
218,955.61,926.2,841.55,681.804,439.8,2,10/12/2015
219,955.61,926.19,841.586,681.808,439.8,3,10/12/2015
220,955.61,926.18,841.619,681.815,439.8,4,10/12/2015
221,955.61,926.17,841.649,681.815,439.8,5,10/12/2015
222,955.61,926.16,841.683,681.825,439.8,6,10/12/2015
223,955.61,926.16,841.714,681.815,439.8,7,10/12/2015
224,955.61,926.16,841.712,681.871,439.8,8,10/12/2015
225,955.61,926.17,841.703,682.526,439.8,9,10/12/2015
226,955.61,926.17,841.696,682.76,439.8,10,10/12/2015
227,955.61,926.18,841.687,682.753,439.8,11,10/12/2015
228,955.61,926.18,841.678,682.846,439.81,12,10/12/2015
229,955.61,926.18,841.673,682.868,439.81,13,10/12/2015
230,955.61,926.18,841.662,682.823,439.82,14,10/12/2015
231,955.61,926.18,841.655,682.88,439.81,15,10/12/2015
232,955.61,926.18,841.646,682.677,439.81,16,10/12/2015
233,955.61,926.19,841.639,682.705,439.8,17,10/12/2015
234,955.61,926.18,841.631,682.828,439.79,18,10/12/2015
235,955.61,926.18,841.622,682.449,439.79,19,10/12/2015
236,955.61,926.19,841.614,682.494,439.79,20,10/12/2015
237,955.61,926.19,841.604,682.632,439.79,21,10/12/2015
238,955.61,926.19,841.594,682.267,439.79,22,10/12/2015
239,955.61,926.2,841.58,681.787,439.79,23,10/12/2015
240,955.61,926.2,841.575,681.787,439.79,0,11/12/2015
241,955.61,926.2,841.567,681.791,439.79,1,11/12/2015
242,955.61,926.2,841.559,681.793,439.79,2,11/12/2015
243,955.61,926.2,841.551,681.804,439.79,3,11/12/2015
244,955.61,926.2,841.542,681.804,439.79,4,11/12/2015
245,955.16,926.2,841.533,681.8,439.79,5,11/12/2015
246,955.61,926.21,841.524,681.804,439.81,6,11/12/2015
247,955.61,926.21,841.516,681.804,439.82,7,11/12/2015
248,955.61,926.21,841.507,681.821,439.83,8,11/12/2015
249,955.61,926.21,841.5,681.972,439.83,9,11/12/2015
250,955.61,926.21,841.492,682.338,439.84,10,11/12/2015
251,955.61,926.21,841.482,682.719,439.85,11,11/12/2015
252,955.61,926.22,841.475,682.635,439.85,12,11/12/2015
253,955.61,926.22,841.464,682.288,439.86,13,11/12/2015
254,955.61,926.22,841.455,682.543,439.87,14,11/12/2015
255,955.61,926.22,841.443,682.448,439.87,15,11/12/2015
256,955.61,926.22,841.435,682.53,439.87,16,11/12/2015
257,955.61,926.23,841.428,682.551,439.88,17,11/12/2015
258,955.61,926.23,841.418,682.662,439.88,18,11/12/2015
259,955.61,926.23,841.406,682.79,439.88,19,11/12/2015
260,955.61,926.24,841.397,682.605,439.87,20,11/12/2015
261,955.61,926.24,841.388,682.184,439.87,21,11/12/2015
262,955.61,926.24,841.379,681.74,439.87,22,11/12/2015
263,955.61,926.24,841.367,681.745,439.87,23,11/12/2015
264,955.61,926.25,841.359,681.755,439.87,0,12/12/2015
265,955.61,926.25,841.395,681.75,439.87,1,12/12/2015
266,955.61,926.25,841.42,681.758,439.87,2,12/12/2015
267,955.61,926.25,841.45,681.758,439.87,3,12/12/2015
268,955.61,926.25,841.49,681.762,439.87,4,12/12/2015
269,955.61,926.25,841.52,681.762,439.88,5,12/12/2015
270,955.61,926.26,841.563,681.77,439.87,6,12/12/2015
271,955.61,926.26,841.59,681.767,439.86,7,12/12/2015
272,955.61,926.26,841.588,681.769,439.86,8,12/12/2015
273,955.61,926.26,841.579,681.771,439.86,9,12/12/2015
274,955.61,926.26,841.573,681.78,439.86,10,12/12/2015
275,955.61,926.26,841.565,681.778,439.86,11,12/12/2015
276,955.61,926.27,841.563,681.778,439.86,12,12/12/2015
277,955.61,926.27,841.557,681.781,439.87,13,12/12/2015
278,955.61,926.27,841.548,681.782,439.88,14,12/12/2015
279,955.61,926.28,841.542,681.784,439.9,15,12/12/2015
280,955.61,926.28,841.538,681.784,439.9,16,12/12/2015
281,955.61,926.28,841.533,681.788,439.9,17,12/12/2015
282,955.61,926.29,841.527,682.273,439.9,18,12/12/2015
283,955.61,926.29,841.522,682.801,439.9,19,12/12/2015
284,955.61,926.29,841.518,682.758,439.89,20,12/12/2015
285,955.61,926.29,841.509,682.605,439.89,21,12/12/2015
286,955.61,926.3,841.505,682.149,439.89,22,12/12/2015
287,955.61,926.3,841.495,681.799,439.89,23,12/12/2015
288,955.61,926.3,841.489,681.815,439.89,0,13/12/2015
289,955.61,926.3,841.515,681.814,439.89,1,13/12/2015
290,955.61,926.3,841.55,681.813,439.9,2,13/12/2015
291,955.61,926.28,841.588,681.813,439.9,3,13/12/2015
292,955.61,926.26,841.62,681.825,439.9,4,13/12/2015
293,955.61,926.26,841.655,681.826,439.9,5,13/12/2015
294,955.61,926.26,841.689,681.826,439.9,6,13/12/2015
295,955.61,926.26,841.724,681.826,439.9,7,13/12/2015
296,955.61,926.26,841.721,681.83,439.9,8,13/12/2015
297,955.61,926.26,841.718,681.826,439.9,9,13/12/2015
298,955.61,926.26,841.719,681.833,439.89,10,13/12/2015
299,955.61,926.26,841.721,681.903,439.89,11,13/12/2015
300,955.61,926.27,841.722,681.903,439.89,12,13/12/2015
301,955.61,926.27,841.725,681.968,439.89,13,13/12/2015
302,955.61,926.27,841.722,681.98,439.89,14,13/12/2015
303,955.61,926.28,841.72,681.98,439.88,15,13/12/2015
304,955.61,926.28,841.719,681.983,439.88,16,13/12/2015
305,955.62,926.28,841.715,681.983,439.88,17,13/12/2015
306,955.62,926.29,841.713,682.531,439.88,18,13/12/2015
307,955.62,926.29,841.708,682.614,439.87,19,13/12/2015
308,955.62,926.29,841.704,682.672,439.86,20,13/12/2015
309,955.62,926.29,841.698,682.794,439.85,21,13/12/2015
310,955.62,926.3,841.692,682.674,439.85,22,13/12/2015
311,955.62,926.3,841.687,682.205,439.85,23,13/12/2015
312,955.62,926.3,841.68,681.841,439.85,0,14/12/2015
313,955.62,926.29,841.673,681.842,439.85,1,14/12/2015
314,955.62,926.28,841.667,681.842,439.85,2,14/12/2015
315,955.62,926.27,841.66,681.842,439.85,3,14/12/2015
316,955.62,926.26,841.654,681.842,439.85,4,14/12/2015
317,955.62,926.25,841.646,681.849,439.85,5,14/12/2015
318,955.62,926.24,841.639,681.857,439.85,6,14/12/2015
319,955.62,926.24,841.631,681.853,439.85,7,14/12/2015
320,955.62,926.24,841.623,681.972,439.85,8,14/12/2015
321,955.62,926.24,841.616,682.358,439.85,9,14/12/2015
322,955.62,926.24,841.609,682.749,439.85,10,14/12/2015
323,955.62,926.24,841.6,682.747,439.85,11,14/12/2015
324,955.62,926.25,841.593,682.788,439.85,12,14/12/2015
325,955.62,926.25,841.585,682.836,439.85,13,14/12/2015
326,955.62,926.25,841.577,682.851,439.84,14,14/12/2015
327,955.62,926.25,841.567,682.577,439.83,15,14/12/2015
328,955.62,926.25,841.557,682.435,439.83,16,14/12/2015
329,955.62,926.26,841.551,682.334,439.83,17,14/12/2015
330,955.62,926.26,841.541,682.549,439.82,18,14/12/2015
331,955.62,926.26,841.53,682.798,439.82,19,14/12/2015
332,955.62,926.26,841.522,682.389,439.81,20,14/12/2015
333,955.62,926.26,841.512,682.373,439.81,21,14/12/2015
334,955.62,926.26,841.504,682.393,439.81,22,14/12/2015
335,955.62,926.26,841.493,682.193,439.81,23,14/12/2015
336,955.62,926.26,841.435,681.814,439.81,0,15/12/2015
337,955.62,926.258,841.512,681.809,439.81,1,15/12/2015
338,955.62,926.24,841.544,681.813,439.81,2,15/12/2015
339,955.62,926.23,841.575,681.813,439.81,3,15/12/2015
340,955.62,926.22,841.608,681.828,439.81,4,15/12/2015
341,955.62,926.2,841.638,682.183,439.81,5,15/12/2015
342,955.62,926.19,841.668,682.53,439.81,6,15/12/2015
343,955.62,926.19,841.69,682.523,439.82,7,15/12/2015
344,955.62,926.19,841.68,682.523,439.83,8,15/12/2015
345,955.62,926.19,841.68,682.675,439.83,9,15/12/2015
346,955.62,926.2,841.669,682.687,439.84,10,15/12/2015
347,955.62,926.2,841.66,682.375,439.84,11,15/12/2015
348,955.62,926.2,841.648,682.193,439.85,12,15/12/2015
349,955.62,926.2,841.639,682.317,439.85,13,15/12/2015
350,955.62,926.2,841.629,682.884,439.86,14,15/12/2015
351,955.62,926.2,841.617,682.722,439.86,15,15/12/2015
352,955.62,926.2,841.61,682.735,439.86,16,15/12/2015
353,955.62,926.2,841.597,682.857,439.87,17,15/12/2015
354,955.62,926.2,841.587,682.896,439.87,18,15/12/2015
355,955.62,926.2,841.575,682.742,439.86,19,15/12/2015
356,955.62,926.2,841.564,682.915,439.85,20,15/12/2015
357,955.62,926.2,841.552,682.841,439.84,21,15/12/2015
358,955.62,926.2,841.539,682.766,439.84,22,15/12/2015
359,955.62,926.2,841.528,682.212,439.83,23,15/12/2015
360,955.61,926.2,841.518,681.82,439.83,0,16/12/2015
361,955.61,926.19,841.545,681.804,439.83,1,16/12/2015
362,955.61,926.18,841.574,681.808,439.83,2,16/12/2015
363,955.61,926.17,841.603,681.817,439.84,3,16/12/2015
364,955.61,926.16,841.633,681.821,439.84,4,16/12/2015
365,955.61,926.15,841.662,681.825,439.84,5,16/12/2015
366,955.61,926.15,841.691,681.825,439.85,6,16/12/2015
367,955.61,926.15,841.721,681.833,439.86,7,16/12/2015
368,955.61,926.15,841.733,681.843,439.86,8,16/12/2015
369,955.61,926.15,841.721,682.313,439.88,9,16/12/2015
370,955.61,926.15,841.707,682.727,439.9,10,16/12/2015
371,955.61,926.15,841.697,682.798,439.9,11,16/12/2015
372,955.61,926.15,841.684,682.78,439.92,12,16/12/2015
373,955.61,926.15,841.673,682.37,439.93,13,16/12/2015
374,955.61,926.15,841.662,682.544,439.94,14,16/12/2015
375,955.61,926.15,841.649,682.759,439.93,15,16/12/2015
376,955.61,926.15,841.637,682.759,439.93,16,16/12/2015
377,955.61,926.15,841.628,682.745,439.93,17,16/12/2015
378,955.61,926.15,841.615,682.831,439.92,18,16/12/2015
379,955.61,926.15,841.603,682.845,439.92,19,16/12/2015
380,955.61,926.15,841.588,682.917,439.9,20,16/12/2015
381,955.61,926.15,841.575,682.825,439.9,21,16/12/2015
382,955.61,926.15,841.563,682.301,439.9,22,16/12/2015
383,955.61,926.15,841.55,681.838,439.9,23,16/12/2015
384,955.61,926.15,841.535,681.82,439.9,0,17/12/2015
385,955.61,926.14,841.563,681.816,439.9,1,17/12/2015
386,955.61,926.13,841.592,681.82,439.9,2,17/12/2015
387,955.61,926.12,841.619,681.82,439.91,3,17/12/2015
388,955.61,926.11,841.646,681.826,439.91,4,17/12/2015
389,955.61,926.11,841.675,681.827,439.91,5,17/12/2015
390,955.61,926.11,841.703,681.827,439.91,6,17/12/2015
391,955.61,926.11,841.731,681.842,439.93,7,17/12/2015
392,955.61,926.11,841.718,681.832,439.93,8,17/12/2015
393,955.61,926.11,841.704,682.308,439.94,9,17/12/2015
394,955.61,926.12,841.691,682.815,439.96,10,17/12/2015
395,955.61,926.12,841.681,682.62,439.96,11,17/12/2015
396,955.61,926.12,841.669,682.62,439.96,12,17/12/2015
397,955.61,926.12,841.656,682.49,439.96,13,17/12/2015
398,955.61,926.12,841.644,682.832,439.94,14,17/12/2015
399,955.61,926.12,841.629,682.798,439.92,15,17/12/2015
400,955.61,926.12,841.619,682.792,439.91,16,17/12/2015
401,955.61,926.12,841.604,682.691,439.91,17,17/12/2015
402,955.61,926.13,841.59,682.9,439.9,18,17/12/2015
403,955.61,926.13,841.577,682.827,439.88,19,17/12/2015
404,955.61,926.13,841.564,682.518,439.87,20,17/12/2015
405,955.61,926.13,841.548,682.032,439.87,21,17/12/2015
406,955.61,926.14,841.533,681.822,439.87,22,17/12/2015
407,955.61,926.14,841.519,681.822,439.87,23,17/12/2015
408,955.61,926.14,841.505,681.822,439.87,0,18/12/2015
409,955.61,926.13,841.527,681.828,439.87,1,18/12/2015
410,955.61,926.12,841.556,681.829,439.87,2,18/12/2015
411,955.61,926.11,841.582,681.836,439.88,3,18/12/2015
412,955.61,926.1,841.61,681.838,439.88,4,18/12/2015
413,955.61,926.09,841.637,681.838,439.88,5,18/12/2015
414,955.61,926.08,841.663,681.843,439.88,6,18/12/2015
415,955.61,926.08,841.691,681.852,439.89,7,18/12/2015
416,955.61,926.08,841.687,681.852,439.9,8,18/12/2015
417,955.61,926.08,841.675,682.128,439.9,9,18/12/2015
418,955.61,926.08,841.661,682.609,439.91,10,18/12/2015
419,955.61,926.09,841.646,682.735,439.91,11,18/12/2015
420,955.61,926.09,841.635,682.765,439.92,12,18/12/2015
421,955.61,926.09,841.622,682.746,439.92,13,18/12/2015
422,955.61,926.09,841.609,682.823,439.92,14,18/12/2015
423,955.61,926.09,841.602,682.848,439.92,15,18/12/2015
424,955.61,926.09,841.603,682.779,439.92,16,18/12/2015
425,955.61,926.09,841.606,682.975,439.92,17,18/12/2015
426,955.61,926.09,841.61,682.816,439.91,18,18/12/2015
427,955.61,926.09,841.61,682.219,439.91,19,18/12/2015
428,955.6,926.09,841.616,681.829,439.91,20,18/12/2015
429,955.6,926.09,841.626,681.824,439.91,21,18/12/2015
430,955.6,926.09,841.638,681.825,439.92,22,18/12/2015
431,955.6,926.09,841.656,681.825,439.92,23,18/12/2015
432,955.6,926.09,841.68,681.823,439.92,0,19/12/2015
433,955.6,926.09,841.755,681.833,439.92,1,19/12/2015
434,955.6,926.08,841.875,681.833,439.92,2,19/12/2015
435,955.6,926.07,841.996,681.838,439.92,3,19/12/2015
436,955.6,926.06,842.078,681.84,439.92,4,19/12/2015
437,955.6,926.05,842.135,681.84,439.92,5,19/12/2015
438,955.6,926.05,842.181,681.845,439.92,6,19/12/2015
439,955.6,926.05,842.211,681.846,439.94,7,19/12/2015
440,955.6,926.06,842.242,681.984,439.94,8,19/12/2015
441,955.6,926.07,842.264,682.37,439.94,9,19/12/2015
442,955.61,926.08,842.286,682.69,439.94,10,19/12/2015
443,955.61,926.09,842.306,682.759,439.95,11,19/12/2015
444,955.61,926.09,842.331,682.69,439.96,12,19/12/2015
445,955.61,926.11,842.349,682.32,439.96,13,19/12/2015
446,955.62,926.12,842.374,682.306,439.97,14,19/12/2015
447,955.62,926.12,842.403,682.255,439.97,15,19/12/2015
