,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
0,953.44,925.45,841.449,682.59,439.75,0,1/8/2015
1,953.44,925.43,841.471,682.664,439.75,1,1/8/2015
2,953.44,925.42,841.495,682.828,439.76,2,1/8/2015
3,953.44,925.41,841.523,682.515,439.76,3,1/8/2015
4,953.44,925.4,841.552,682.686,439.77,4,1/8/2015
5,953.44,925.39,841.574,682.885,439.78,5,1/8/2015
6,953.44,925.38,841.6,682.502,439.78,6,1/8/2015
7,953.44,925.36,841.624,682.31,439.79,7,1/8/2015
8,953.44,925.35,841.622,682.983,439.79,8,1/8/2015
9,953.44,925.33,841.606,682.657,439.79,9,1/8/2015
10,953.44,925.32,841.593,682.733,439.79,10,1/8/2015
11,953.44,925.3,841.575,682.853,439.8,11,1/8/2015
12,953.44,925.29,841.563,682.685,439.79,12,1/8/2015
13,953.44,925.27,841.545,682.767,439.78,13,1/8/2015
14,953.44,925.26,841.533,682.726,439.78,14,1/8/2015
15,953.44,925.24,841.512,682.807,439.77,15,1/8/2015
16,953.44,925.23,841.5,682.829,439.76,16,1/8/2015
17,953.44,925.22,841.489,682.8,439.75,17,1/8/2015
18,953.44,925.2,841.472,682.782,439.75,18,1/8/2015
19,953.44,925.2,841.463,682.812,439.75,19,1/8/2015
20,953.44,925.2,841.449,682.696,439.74,20,1/8/2015
21,953.44,925.2,841.435,682.525,439.73,21,1/8/2015
22,953.44,925.19,841.42,682.316,439.72,22,1/8/2015
23,953.44,925.18,841.406,682.168,439.73,23,1/8/2015
24,953.44,925.17,841.39,682.12,439.74,0,2/8/2015
25,953.44,925.16,841.414,682.136,439.75,1,2/8/2015
26,953.44,925.14,841.441,682.136,439.76,2,2/8/2015
27,953.44,925.13,841.469,682.103,439.76,3,2/8/2015
28,953.44,925.12,841.495,682.295,439.76,4,2/8/2015
29,953.44,925.1,841.521,682.306,439.78,5,2/8/2015
30,953.44,925.1,841.55,682.236,439.78,6,2/8/2015
31,953.44,925.1,841.575,682.288,439.78,7,2/8/2015
32,953.44,925.1,841.564,682.396,439.78,8,2/8/2015
33,953.44,925.1,841.557,682.525,439.78,9,2/8/2015
34,953.44,925.1,841.539,682.574,439.78,10,2/8/2015
35,953.44,925.1,841.527,682.494,439.79,11,2/8/2015
36,953.44,925.11,841.512,682.786,439.8,12,2/8/2015
37,953.44,925.11,841.498,682.705,439.8,13,2/8/2015
38,953.44,925.12,841.487,682.707,439.79,14,2/8/2015
39,953.44,925.12,841.472,682.592,439.79,15,2/8/2015
40,953.44,925.13,841.461,682.876,439.79,16,2/8/2015
41,953.44,925.13,841.446,682.767,439.78,17,2/8/2015
42,953.44,925.14,841.431,682.801,439.78,18,2/8/2015
43,953.44,925.14,841.418,682.673,439.78,19,2/8/2015
44,953.44,925.14,841.402,682.764,439.78,20,2/8/2015
45,953.44,925.14,841.386,682.639,439.78,21,2/8/2015
46,953.44,925.14,841.368,682.488,439.78,22,2/8/2015
47,953.44,925.14,841.351,682.241,439.78,23,2/8/2015
48,953.44,925.15,841.333,682.192,439.78,0,3/8/2015
49,953.44,925.15,841.356,682.224,439.78,1,3/8/2015
50,953.44,925.15,841.383,682.339,439.78,2,3/8/2015
51,953.44,925.15,841.413,682.291,439.78,3,3/8/2015
52,953.44,925.15,841.44,682.242,439.78,4,3/8/2015
53,953.44,925.16,841.464,682.247,439.78,5,3/8/2015
54,953.44,925.16,841.489,682.232,439.78,6,3/8/2015
55,953.44,925.16,841.516,682.348,439.78,7,3/8/2015
56,953.44,925.16,841.505,682.466,439.78,8,3/8/2015
57,953.44,925.16,841.492,682.819,439.78,9,3/8/2015
58,953.44,925.16,841.48,682.518,439.78,10,3/8/2015
59,953.44,925.16,841.465,682.511,439.78,11,3/8/2015
60,953.44,925.17,841.447,682.71,439.78,12,3/8/2015
61,953.44,925.17,841.431,682.593,439.78,13,3/8/2015
62,953.44,925.17,841.419,682.493,439.78,14,3/8/2015
63,953.44,925.17,841.399,682.725,439.78,15,3/8/2015
64,953.44,925.17,841.386,682.812,439.78,16,3/8/2015
65,953.43,925.17,841.366,682.695,439.78,17,3/8/2015
66,953.43,925.17,841.351,682.614,439.77,18,3/8/2015
67,953.43,925.17,841.332,682.654,439.76,19,3/8/2015
68,953.43,925.17,841.314,682.739,439.76,20,3/8/2015
69,953.43,925.17,841.295,682.748,439.75,21,3/8/2015
70,953.43,925.17,841.276,682.76,439.75,22,3/8/2015
71,953.43,925.17,841.258,682.698,439.75,23,3/8/2015
72,953.43,925.18,841.24,682.649,439.75,0,4/8/2015
73,953.43,925.17,841.261,682.696,439.75,1,4/8/2015
74,953.43,925.16,841.287,682.75,439.75,2,4/8/2015
75,953.43,925.15,841.314,682.701,439.75,3,4/8/2015
76,953.43,925.15,841.337,682.67,439.75,4,4/8/2015
77,953.43,925.15,841.362,682.642,439.75,5,4/8/2015
78,953.43,925.16,841.39,682.688,439.76,6,4/8/2015
79,953.43,925.16,841.413,682.643,439.76,7,4/8/2015
80,953.43,925.16,841.435,682.798,439.76,8,4/8/2015
81,953.43,925.16,841.42,682.716,439.75,9,4/8/2015
82,953.43,925.16,841.401,682.528,439.75,10,4/8/2015
83,953.43,925.16,841.388,682.68,439.75,11,4/8/2015
84,953.43,925.17,841.367,682.764,439.75,12,4/8/2015
85,953.43,925.17,841.345,682.729,439.74,13,4/8/2015
86,953.43,925.17,841.32,682.847,439.73,14,4/8/2015
87,953.43,925.17,841.313,682.775,439.72,15,4/8/2015
88,953.43,925.17,841.287,682.707,439.7,16,4/8/2015
89,953.43,925.18,841.273,682.845,439.7,17,4/8/2015
90,953.43,925.18,841.255,682.757,439.7,18,4/8/2015
91,953.43,925.18,841.234,682.845,439.7,19,4/8/2015
92,953.42,925.18,841.214,682.698,439.69,20,4/8/2015
93,953.42,925.18,841.192,682.795,439.69,21,4/8/2015
94,953.42,925.18,841.174,682.77,439.69,22,4/8/2015
95,953.42,925.19,841.153,682.717,439.69,23,4/8/2015
96,953.42,925.19,841.175,682.77,439.69,0,5/8/2015
97,953.42,925.18,841.206,682.769,439.69,1,5/8/2015
98,953.42,925.17,841.227,682.785,439.69,2,5/8/2015
99,953.42,925.17,841.25,682.801,439.7,3,5/8/2015
100,953.42,925.17,841.276,682.85,439.7,4,5/8/2015
101,953.42,925.17,841.296,682.819,439.7,5,5/8/2015
102,953.42,925.17,841.322,682.707,439.7,6,5/8/2015
103,953.42,925.17,841.345,682.755,439.7,7,5/8/2015
104,953.42,925.17,841.373,682.725,439.7,8,5/8/2015
105,953.42,925.17,841.397,682.742,439.71,9,5/8/2015
106,953.42,925.17,841.379,682.791,439.71,10,5/8/2015
107,953.42,925.17,841.359,682.837,439.71,11,5/8/2015
108,953.42,925.18,841.338,682.786,439.7,12,5/8/2015
