,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
509,925.35,841.62,439.76,954.43,5,22/3/2015
510,925.35,841.64,439.79,954.43,6,22/3/2015
511,925.35,841.654,439.79,954.43,7,22/3/2015
512,925.35,841.669,439.8,954.43,8,22/3/2015
513,925.35,841.683,439.79,954.43,9,22/3/2015
514,925.35,841.696,439.77,954.43,10,22/3/2015
515,925.35,841.671,439.76,954.43,11,22/3/2015
516,925.35,841.644,439.75,954.43,12,22/3/2015
517,925.35,841.619,439.75,954.42,13,22/3/2015
518,925.25,841.588,439.76,954.42,14,22/3/2015
519,925.25,841.64,439.77,954.42,15,22/3/2015
520,925.36,841.535,439.76,954.42,16,22/3/2015
521,925.36,841.512,439.75,954.42,17,22/3/2015
522,925.36,841.486,439.73,954.42,18,22/3/2015
523,925.36,841.46,439.72,954.42,19,22/3/2015
524,925.37,841.431,439.7,954.41,20,22/3/2015
525,925.37,841.443,439.69,954.41,21,22/3/2015
526,925.37,841.457,439.67,954.41,22,22/3/2015
527,925.37,841.471,439.67,954.41,23,22/3/2015
528,925.37,841.486,439.68,954.41,0,23/3/2015
529,925.37,841.499,439.69,954.4,1,23/3/2015
530,925.37,841.503,439.7,954.4,2,23/3/2015
531,925.37,841.527,439.7,954.4,3,23/3/2015
532,925.37,841.541,439.7,954.4,4,23/3/2015
533,925.37,841.557,439.7,954.4,5,23/3/2015
534,925.37,841.57,439.7,954.4,6,23/3/2015
535,925.37,841.58,439.71,954.4,7,23/3/2015
536,925.38,841.59,439.71,954.4,8,23/3/2015
537,925.38,841.61,439.72,954.4,9,23/3/2015
538,925.38,841.62,439.73,954.4,10,23/3/2015
539,925.38,841.59,439.74,954.4,11,23/3/2015
540,925.38,841.57,439.75,954.39,12,23/3/2015
541,925.38,841.54,439.75,954.39,13,23/3/2015
542,925.38,841.51,439.76,954.39,14,23/3/2015
543,925.39,841.49,439.76,954.39,15,23/3/2015
544,925.39,841.46,439.77,954.39,16,23/3/2015
545,925.39,841.434,439.78,954.39,17,23/3/2015
546,925.39,841.411,439.78,954.39,18,23/3/2015
547,925.39,841.38,439.76,954.39,19,23/3/2015
548,925.39,841.351,439.76,954.38,20,23/3/2015
549,925.39,841.365,439.75,954.38,21,23/3/2015
550,925.39,841.379,439.74,954.38,22,23/3/2015
551,925.39,841.391,439.74,954.38,23,23/3/2015
552,925.39,841.406,439.73,954.38,0,24/3/2015
553,925.38,841.419,439.75,954.38,1,24/3/2015
554,925.37,841.434,439.76,954.38,2,24/3/2015
555,925.36,841.447,439.76,954.38,3,24/3/2015
556,925.35,841.461,439.77,954.38,4,24/3/2015
557,925.24,841.472,439.78,954.38,5,24/3/2015
558,925.24,841.486,439.78,954.38,6,24/3/2015
559,925.34,841.5,439.79,954.38,7,24/3/2015
560,925.34,841.513,439.8,954.38,8,24/3/2015
561,925.34,841.527,439.8,954.38,9,24/3/2015
562,925.34,841.541,439.8,954.38,10,24/3/2015
563,925.34,841.553,439.79,954.38,11,24/3/2015
564,925.34,841.524,439.78,954.37,12,24/3/2015
565,925.34,841.49,439.76,954.37,13,24/3/2015
566,925.34,841.47,439.75,954.37,14,24/3/2015
567,925.34,841.441,439.74,954.36,15,24/3/2015
568,925.34,841.41,439.75,954.36,16,24/3/2015
569,925.34,841.384,439.75,954.35,17,24/3/2015
570,925.34,841.35,439.76,954.35,18,24/3/2015
571,925.34,841.35,439.77,954.35,19,24/3/2015
572,925.34,841.34,439.78,954.35,20,24/3/2015
573,925.34,841.36,439.78,954.35,21,24/3/2015
574,925.34,841.37,439.79,954.35,22,24/3/2015
575,925.34,841.38,439.8,954.35,23,24/3/2015
576,925.34,841.4,439.81,954.35,0,25/3/2015
577,925.33,841.42,439.82,954.35,1,25/3/2015
578,925.32,841.43,439.83,954.35,2,25/3/2015
579,925.31,841.44,439.85,954.35,3,25/3/2015
580,925.3,841.46,439.86,954.35,4,25/3/2015
581,925.3,841.47,439.87,954.35,5,25/3/2015
582,925.3,841.48,439.87,954.35,6,25/3/2015
583,925.3,841.495,439.88,954.35,7,25/3/2015
584,925.3,841.511,439.88,954.35,8,25/3/2015
585,925.3,841.521,439.88,954.35,9,25/3/2015
586,925.3,841.536,439.89,954.35,10,25/3/2015
587,925.3,841.55,439.89,954.35,11,25/3/2015
588,925.3,841.519,439.9,954.35,12,25/3/2015
589,925.3,841.493,439.86,954.35,13,25/3/2015
590,925.3,841.464,439.82,954.35,14,25/3/2015
591,925.31,841.431,439.78,954.34,15,25/3/2015
592,925.31,841.406,439.76,954.34,16,25/3/2015
593,925.32,841.374,439.72,954.33,17,25/3/2015
594,925.32,841.349,439.69,954.33,18,25/3/2015
595,925.32,841.324,439.7,954.33,19,25/3/2015
596,925.32,841.336,439.71,954.33,20,25/3/2015
597,925.32,841.348,439.72,954.33,21,25/3/2015
598,925.32,841.361,439.73,954.32,22,25/3/2015
599,925.32,841.374,439.74,954.32,23,25/3/2015
600,925.32,841.388,439.75,954.32,0,26/3/2015
601,925.31,841.401,439.75,954.32,1,26/3/2015
602,925.33,841.41,439.77,954.32,2,26/3/2015
603,925.29,841.426,439.78,954.32,3,26/3/2015
604,925.28,841.44,439.79,954.32,4,26/3/2015
605,925.27,841.453,439.8,954.32,5,26/3/2015
606,925.27,841.466,439.81,954.32,6,26/3/2015
607,925.27,841.478,439.82,954.32,7,26/3/2015
608,925.27,841.493,439.82,954.32,8,26/3/2015
609,925.27,841.505,439.83,954.32,9,26/3/2015
610,925.27,841.516,439.83,954.32,10,26/3/2015
611,925.27,841.53,439.84,954.32,11,26/3/2015
612,925.27,841.544,439.84,954.31,12,26/3/2015
613,925.27,841.553,439.85,954.31,13,26/3/2015
614,925.27,841.528,439.86,954.31,14,26/3/2015
615,925.27,841.504,439.87,954.31,15,26/3/2015
616,925.27,841.47,439.87,954.31,16,26/3/2015
617,925.27,841.443,439.86,954.31,17,26/3/2015
618,925.27,841.418,439.85,954.31,18,26/3/2015
619,925.28,841.388,439.84,954.3,19,26/3/2015
620,925.28,841.359,439.82,954.3,20,26/3/2015
621,925.28,841.36,439.81,954.3,21,26/3/2015
622,925.28,841.383,439.8,954.3,22,26/3/2015
623,925.28,841.396,439.79,954.3,23,26/3/2015
624,925.28,841.411,439.78,954.3,0,27/3/2015
625,925.28,841.42,439.78,954.3,1,27/3/2015
626,925.28,841.435,439.78,954.3,2,27/3/2015
627,925.28,841.448,439.79,954.3,3,27/3/2015
628,925.28,841.464,439.81,954.3,4,27/3/2015
629,925.29,841.478,439.82,954.3,5,27/3/2015
630,925.29,841.486,439.83,954.3,6,27/3/2015
631,925.29,841.49,439.83,954.3,7,27/3/2015
632,925.29,841.51,439.84,954.3,8,27/3/2015
633,925.29,841.52,439.84,954.29,9,27/3/2015
634,925.29,841.53,439.85,954.29,10,27/3/2015
635,925.29,841.55,439.85,954.29,11,27/3/2015
636,925.29,841.56,439.85,954.29,12,27/3/2015
637,925.3,841.57,439.85,954.28,13,27/3/2015
638,925.3,841.53,439.86,954.28,14,27/3/2015
639,925.3,841.51,439.86,954.28,15,27/3/2015
640,925.3,841.48,439.87,954.28,16,27/3/2015
641,925.3,841.458,439.86,954.28,17,27/3/2015
642,925.3,841.431,439.85,954.28,18,27/3/2015
643,925.3,841.402,439.85,954.27,19,27/3/2015
644,925.3,841.378,439.84,954.27,20,27/3/2015
645,925.3,841.384,439.84,954.27,21,27/3/2015
646,925.3,841.396,439.83,954.27,22,27/3/2015
647,925.3,841.408,439.82,954.27,23,27/3/2015
648,925.3,841.419,439.82,954.27,0,28/3/2015
649,925.29,841.431,439.82,954.27,1,28/3/2015
650,925.28,841.443,439.83,954.27,2,28/3/2015
651,925.27,841.457,439.84,954.27,3,28/3/2015
652,925.26,841.469,439.85,954.27,4,28/3/2015
653,925.26,841.483,439.86,954.27,5,28/3/2015
654,925.26,841.494,439.86,954.27,6,28/3/2015
655,925.26,841.5,439.87,954.27,7,28/3/2015
656,925.26,841.51,439.88,954.27,8,28/3/2015
657,925.26,841.52,439.89,954.27,9,28/3/2015
658,925.26,841.54,439.89,954.26,10,28/3/2015
659,925.26,841.55,439.89,954.26,11,28/3/2015
660,925.26,841.56,439.89,954.26,12,28/3/2015
661,925.26,841.57,439.87,954.26,13,28/3/2015
662,925.26,841.55,439.85,954.25,14,28/3/2015
663,925.26,841.524,439.84,954.25,15,28/3/2015
664,925.26,841.492,439.82,954.25,16,28/3/2015
665,925.26,841.464,439.8,954.25,17,28/3/2015
666,925.26,841.438,439.8,954.25,18,28/3/2015
667,925.26,841.408,439.82,954.25,19,28/3/2015
668,925.26,841.377,439.82,954.24,20,28/3/2015
669,925.26,841.39,439.83,954.24,21,28/3/2015
670,925.26,841.403,439.85,954.24,22,28/3/2015
671,925.26,841.416,439.86,954.24,23,28/3/2015
672,925.26,841.43,439.87,954.24,0,29/3/2015
673,925.25,841.441,439.88,954.24,1,29/3/2015
674,925.24,841.453,439.89,954.24,2,29/3/2015
675,925.23,841.466,439.89,954.24,3,29/3/2015
676,925.22,841.478,439.9,954.24,4,29/3/2015
677,925.22,841.49,439.91,954.24,5,29/3/2015
678,925.22,841.504,439.92,954.23,6,29/3/2015
679,925.22,841.515,439.93,954.23,7,29/3/2015
680,925.22,841.527,439.92,954.23,8,29/3/2015
681,925.22,841.536,439.92,954.23,9,29/3/2015
682,925.22,841.56,439.9,954.23,10,29/3/2015
683,925.22,841.564,439.89,954.23,11,29/3/2015
684,925.22,841.575,439.89,954.23,12,29/3/2015
685,925.23,841.587,439.88,954.23,13,29/3/2015
686,925.23,841.559,439.87,954.23,14,29/3/2015
687,925.23,841.528,439.86,954.23,15,29/3/2015
688,925.23,841.504,439.85,954.23,16,29/3/2015
689,925.23,841.47,439.84,954.22,17,29/3/2015
690,925.23,841.44,439.83,954.22,18,29/3/2015
691,925.23,841.41,439.82,954.22,19,29/3/2015
692,925.23,841.38,439.8,954.22,20,29/3/2015
693,925.23,841.39,439.81,954.22,21,29/3/2015
694,925.23,841.41,439.79,954.22,22,29/3/2015
695,925.23,841.423,439.823,954.22,23,29/3/2015
696,925.23,841.43,684.2,954.22,0,30/3/2015
697,925.23,841.44,684.2,954.22,1,30/3/2015
698,925.23,841.46,684.2,954.22,2,30/3/2015
699,925.23,841.47,684.2,954.22,3,30/3/2015
700,925.23,841.48,684.2,954.21,4,30/3/2015
701,925.24,841.49,684.2,954.21,5,30/3/2015
702,925.24,841.5,684.2,954.21,6,30/3/2015
703,925.24,841.519,684.2,954.21,7,30/3/2015
704,925.24,841.53,684.2,954.21,8,30/3/2015
705,925.24,841.541,684.2,954.21,9,30/3/2015
706,925.24,841.557,684.2,954.21,10,30/3/2015
707,925.24,841.57,684.2,954.21,11,30/3/2015
708,925.25,841.585,684.2,954.21,12,30/3/2015
709,925.25,841.591,684.2,954.21,13,30/3/2015
710,925.25,841.564,683.7,954.21,14,30/3/2015
711,925.25,841.53,683.14,954.2,15,30/3/2015
712,925.25,841.501,683.129,954.2,16,30/3/2015
713,925.25,841.471,683.075,954.2,17,30/3/2015
714,925.25,841.447,683.077,954.2,18,30/3/2015
715,925.25,841.413,683.174,954.2,19,30/3/2015
716,925.25,841.376,683.137,954.2,20,30/3/2015
717,925.25,841.388,683.168,954.2,21,30/3/2015
718,925.25,841.397,683.136,954.2,22,30/3/2015
719,925.25,841.406,683.201,954.2,23,30/3/2015
720,925.25,841.42,683.169,954.19,0,31/3/2015
721,925.24,841.432,683.153,954.19,1,31/3/2015
722,925.23,841.441,683.171,954.19,2,31/3/2015
723,925.22,841.447,683.137,954.19,3,31/3/2015
724,925.22,841.467,683.156,954.19,4,31/3/2015
725,925.22,841.478,683.142,954.19,5,31/3/2015
726,925.22,841.494,683.123,954.18,6,31/3/2015
727,925.22,841.504,683.122,954.18,7,31/3/2015
728,925.22,841.515,683.155,954.18,8,31/3/2015
729,925.22,841.524,683.187,954.18,9,31/3/2015
730,925.22,841.538,683.19,954.18,10,31/3/2015
731,925.22,841.548,683.187,954.18,11,31/3/2015
732,925.22,841.564,683.149,954.17,12,31/3/2015
733,925.22,841.575,683.133,954.17,13,31/3/2015
734,925.22,841.543,683.123,954.17,14,31/3/2015
735,925.22,841.513,683.14,954.17,15,31/3/2015
736,925.22,841.483,683.174,954.17,16,31/3/2015
737,925.22,841.453,683.161,954.17,17,31/3/2015
738,925.22,841.428,683.175,954.17,18,31/3/2015
739,925.22,841.396,683.213,954.17,19,31/3/2015
740,925.22,841.365,683.111,954.16,20,31/3/2015
741,925.22,841.372,683.191,954.16,21,31/3/2015
742,925.23,841.384,683.159,954.16,22,31/3/2015
743,925.23,841.399,683.161,954.16,23,31/3/2015
