,APANAS,ASTURIAS,HIDROPANTASMA,LARREYNAGA,VIRGEN,HORA,Date
142,952.91,926.14,841.542,682.419,439.73,22,6/7/2015
143,952.91,926.15,841.525,682.629,439.72,23,6/7/2015
144,952.91,926.16,841.506,682.421,439.73,0,7/7/2015
145,952.91,926.17,841.499,682.456,439.74,1,7/7/2015
146,952.91,926.17,841.505,682.488,439.75,2,7/7/2015
147,952.91,926.17,841.506,682.907,439.75,3,7/7/2015
148,952.91,926.16,841.513,682.704,439.75,4,7/7/2015
149,952.91,926.15,841.515,682.531,439.76,5,7/7/2015
150,952.91,926.15,841.518,682.424,439.75,6,7/7/2015
151,952.91,926.15,841.522,682.286,439.75,7,7/7/2015
152,952.91,926.15,841.527,682.633,439.76,8,7/7/2015
153,952.91,926.16,841.529,682.857,439.77,9,7/7/2015
154,952.91,926.16,841.533,682.803,439.77,10,7/7/2015
155,952.91,926.17,841.533,682.803,439.77,11,7/7/2015
156,952.91,926.18,841.535,682.797,439.76,12,7/7/2015
157,952.91,926.18,841.535,682.794,439.75,13,7/7/2015
158,952.91,926.18,841.533,682.758,439.75,14,7/7/2015
159,952.91,926.19,841.535,682.713,439.75,15,7/7/2015
160,952.91,926.19,841.534,682.612,439.75,16,7/7/2015
161,952.91,926.2,841.529,682.53,439.75,17,7/7/2015
162,952.91,926.21,841.527,682.276,439.75,18,7/7/2015
163,952.91,926.21,841.525,682.542,439.75,19,7/7/2015
164,952.91,926.22,841.522,682.894,439.74,20,7/7/2015
165,952.91,926.22,841.516,682.421,439.74,21,7/7/2015
166,952.91,926.22,841.51,682.205,439.73,22,7/7/2015
167,952.91,926.22,841.509,682.155,439.75,23,7/7/2015
168,952.91,926.22,841.504,682.196,439.76,0,8/7/2015
169,952.91,926.22,841.499,682.28,439.76,1,8/7/2015
170,952.91,926.22,841.494,682.415,439.76,2,8/7/2015
171,952.91,926.2,841.488,682.618,439.77,3,8/7/2015
172,952.91,926.19,841.483,682.455,439.77,4,8/7/2015
173,952.91,926.18,841.478,682.637,439.77,5,8/7/2015
174,952.91,926.18,841.472,682.689,439.77,6,8/7/2015
175,952.91,926.18,841.466,682.459,439.78,7,8/7/2015
176,952.91,926.18,841.461,682.943,439.77,8,8/7/2015
177,952.91,926.18,841.46,682.781,439.76,9,8/7/2015
178,952.91,926.19,841.448,682.748,439.76,10,8/7/2015
179,952.91,926.19,841.44,682.714,439.75,11,8/7/2015
180,952.91,926.19,841.437,682.699,439.74,12,8/7/2015
181,952.91,926.19,841.428,682.636,439.73,13,8/7/2015
182,952.91,926.19,841.423,682.725,439.73,14,8/7/2015
183,952.91,926.2,841.431,682.741,439.73,15,8/7/2015
184,952.91,926.21,841.438,682.742,439.73,16,8/7/2015
185,952.92,926.22,841.463,682.775,439.72,17,8/7/2015
186,952.92,926.23,841.515,682.843,439.72,18,8/7/2015
187,952.92,926.24,841.563,682.62,439.72,19,8/7/2015
188,952.92,926.24,841.611,682.555,439.72,20,8/7/2015
189,952.92,926.25,841.654,682.555,439.72,21,8/7/2015
190,952.92,926.25,841.677,682.273,439.74,22,8/7/2015
191,952.92,926.24,841.687,682.338,439.75,23,8/7/2015
192,952.92,926.23,841.697,682.338,439.76,0,9/7/2015
193,952.92,925.22,841.712,682.289,439.77,1,9/7/2015
194,952.92,926.21,841.725,682.292,439.78,2,9/7/2015
195,952.92,926.2,841.743,682.276,439.78,3,9/7/2015
196,952.92,926.2,841.761,682.325,439.79,4,9/7/2015
197,952.92,926.19,841.778,682.39,439.79,5,9/7/2015
198,952.92,926.19,841.795,682.696,439.8,6,9/7/2015
199,952.93,926.21,841.814,682.729,439.81,7,9/7/2015
200,952.93,926.22,841.837,682.531,439.81,8,9/7/2015
201,952.93,926.23,841.84,682.851,439.81,9,9/7/2015
202,952.93,926.23,841.847,682.617,439.82,10,9/7/2015
203,952.93,926.25,841.857,682.601,439.82,11,9/7/2015
204,952.93,926.26,841.865,682.748,439.82,12,9/7/2015
205,952.93,926.28,841.876,682.55,439.82,13,9/7/2015
206,952.94,926.29,841.909,682.618,439.82,14,9/7/2015
207,952.94,926.32,842.022,682.604,439.82,15,9/7/2015
208,952.94,926.33,842.251,682.699,439.82,16,9/7/2015
209,952.95,926.34,842.523,682.815,439.82,17,9/7/2015
210,952.95,926.35,842.748,682.502,439.81,18,9/7/2015
211,952.95,926.37,842.91,682.879,439.81,19,9/7/2015
212,952.96,926.38,843.047,682.748,439.8,20,9/7/2015
213,952.96,926.4,843.138,682.632,439.8,21,9/7/2015
214,952.97,926.42,843.182,682.356,439.81,22,9/7/2015
215,952.97,926.43,843.199,682.339,439.82,23,9/7/2015
216,952.97,926.43,843.205,682.338,439.83,0,10/7/2015
217,952.97,926.43,843.201,682.273,439.84,1,10/7/2015
218,952.97,926.43,843.195,682.208,439.85,2,10/7/2015
219,952.98,926.43,843.191,682.372,439.85,3,10/7/2015
220,952.98,925.43,843.184,682.604,439.86,4,10/7/2015
221,952.98,926.44,843.179,682.803,439.87,5,10/7/2015
222,952.98,926.44,843.173,682.754,439.88,6,10/7/2015
223,953,926.45,843.168,682.772,439.89,7,10/7/2015
224,953,926.46,843.165,682.637,439.9,8,10/7/2015
225,953.01,926.46,843.162,682.738,439.9,9,10/7/2015
226,953.01,926.7,843.16,682.707,439.9,10,10/7/2015
227,953.02,926.48,843.159,682.673,439.9,11,10/7/2015
228,953.02,926.48,843.155,682.962,439.9,12,10/7/2015
229,953.02,926.49,843.151,682.85,439.89,13,10/7/2015
230,953.03,926.51,843.147,682.857,439.89,14,10/7/2015
231,953.03,926.51,843.144,682.863,439.88,15,10/7/2015
232,953.04,926.52,843.143,682.744,439.87,16,10/7/2015
233,953.04,926.52,843.15,682.592,439.86,17,10/7/2015
234,953.05,926.55,843.18,682.676,439.85,18,10/7/2015
235,953.05,926.55,843.22,682.608,439.85,19,10/7/2015
236,953.06,926.58,843.257,682.93,439.84,20,10/7/2015
237,953.06,926.59,843.282,682.727,439.84,21,10/7/2015
238,953.07,926.61,843.298,682.747,439.83,22,10/7/2015
239,953.08,926.63,843.307,682.339,439.83,23,10/7/2015
240,953.08,926.65,843.313,682.447,439.83,0,11/7/2015
241,953.09,926.66,843.32,682.596,439.83,1,11/7/2015
242,953.09,926.67,843.333,682.86,439.84,2,11/7/2015
243,953.09,926.67,843.35,682.714,439.84,3,11/7/2015
244,953.09,926.67,843.36,682.735,439.84,4,11/7/2015
245,953.1,926.68,843.358,682.727,439.84,5,11/7/2015
246,953.13,926.7,843.345,682.434,439.84,6,11/7/2015
247,953.14,926.73,843.32,682.621,439.84,7,11/7/2015
248,953.14,926.75,843.307,682.742,439.85,8,11/7/2015
249,953.15,926.76,843.29,682.654,439.85,9,11/7/2015
250,953.15,926.78,843.27,682.707,439.86,10,11/7/2015
251,953.16,926.8,843.257,682.67,439.86,11,11/7/2015
252,953.16,926.82,843.242,682.586,439.85,12,11/7/2015
253,953.17,926.84,843.225,682.521,439.85,13,11/7/2015
254,953.17,926.86,843.213,682.469,439.85,14,11/7/2015
255,953.18,926.83,843.201,682.453,439.85,15,11/7/2015
256,953.18,926.91,843.191,682.323,439.84,16,11/7/2015
257,953.19,926.93,843.18,682.205,439.84,17,11/7/2015
258,953.19,926.93,843.173,682.359,439.84,18,11/7/2015
259,953.2,926.95,843.165,682.815,439.84,19,11/7/2015
260,953.21,926.97,843.154,682.851,439.84,20,11/7/2015
261,953.22,927,843.145,682.769,439.84,21,11/7/2015
262,953.23,927.01,843.138,682.72,439.86,22,11/7/2015
263,953.23,927.01,843.131,682.689,439.85,23,11/7/2015
264,953.24,927.01,843.124,682.789,439.85,0,12/7/2015
265,953.24,927.01,843.116,682.736,439.85,1,12/7/2015
266,953.24,927.01,843.11,682.75,439.85,2,12/7/2015
267,953.25,927,843.104,682.853,439.85,3,12/7/2015
268,953.25,927,843.099,682.803,439.85,4,12/7/2015
269,953.25,927,843.093,682.786,439.84,5,12/7/2015
270,953.25,926.99,843.087,682.761,439.84,6,12/7/2015
271,953.25,927,843.084,682.609,439.85,7,12/7/2015
272,953.25,927,843.079,681.918,439.85,8,12/7/2015
273,953.25,927,843.073,681.389,439.85,9,12/7/2015
274,953.25,927.01,843.067,681.395,439.85,10,12/7/2015
275,953.25,927.01,843.062,681.395,439.86,11,12/7/2015
276,953.25,927.01,843.057,681.395,439.86,12,12/7/2015
277,953.25,927.01,843.05,681.379,439.85,13,12/7/2015
278,953.25,927.02,843.043,681.379,439.85,14,12/7/2015
279,953.26,927.02,843.033,681.373,439.84,15,12/7/2015
280,953.26,927.03,843.02,681.364,439.84,16,12/7/2015
281,953.26,927.04,843.018,681.357,439.84,17,12/7/2015
282,953.26,927.04,843.008,681.347,439.84,18,12/7/2015
283,953.27,927.05,843,681.347,439.83,19,12/7/2015
284,953.27,927.06,842.988,681.336,439.83,20,12/7/2015
285,953.27,927.07,842.976,681.326,439.82,21,12/7/2015
286,953.27,927.08,842.964,681.941,439.82,22,12/7/2015
287,953.27,927.08,842.951,682.587,439.82,23,12/7/2015
288,953.27,927.08,842.936,682.624,439.82,0,13/7/2015
289,953.27,927.08,842.923,682.466,439.82,1,13/7/2015
290,953.27,927.08,842.91,682.462,439.82,2,13/7/2015
291,953.27,927.07,842.894,682.466,439.82,3,13/7/2015
292,953.27,927.07,842.878,682.483,439.82,4,13/7/2015
293,953.27,927.05,842.864,682.757,439.83,5,13/7/2015
294,953.28,927.04,842.846,682.725,439.83,6,13/7/2015
295,953.28,927.04,842.829,682.739,439.83,7,13/7/2015
296,953.28,927.04,842.812,682.844,439.82,8,13/7/2015
297,953.28,927.05,842.792,682.695,439.82,9,13/7/2015
298,953.28,927.05,842.773,682.943,439.82,10,13/7/2015
299,953.28,927.05,842.754,682.707,439.82,11,13/7/2015
300,953.29,927.05,842.734,682.772,439.82,12,13/7/2015
301,953.29,927.05,842.72,682.689,439.82,13,13/7/2015
302,953.29,927.06,842.699,682.739,439.81,14,13/7/2015
303,953.29,927.06,842.676,682.637,439.8,15,13/7/2015
304,953.29,927.06,842.653,682.835,439.78,16,13/7/2015
305,953.29,927.07,842.629,682.755,439.77,17,13/7/2015
306,953.29,927.07,842.606,682.676,439.76,18,13/7/2015
307,953.29,927.07,842.581,682.906,439.75,19,13/7/2015
308,953.29,927.07,842.551,682.785,439.74,20,13/7/2015
309,953.29,927.08,842.528,682.711,439.73,21,13/7/2015
310,953.29,927.08,842.5,682.279,439.73,22,13/7/2015
311,953.29,927.08,842.476,682.319,439.74,23,13/7/2015
312,953.29,927.08,842.449,682.494,439.74,0,14/7/2015
313,953.29,927.07,842.42,682.587,439.75,1,14/7/2015
314,953.29,927.06,842.395,682.857,439.76,2,14/7/2015
315,953.29,927.05,842.364,682.822,439.77,3,14/7/2015
316,953.29,927.04,842.338,682.717,439.78,4,14/7/2015
317,953.29,927.03,842.31,682.848,439.78,5,14/7/2015
318,953.3,927.02,842.281,682.609,439.8,6,14/7/2015
319,953.3,927.02,842.251,682.673,439.8,7,14/7/2015
320,953.3,927.02,842.222,682.795,439.82,8,14/7/2015
321,953.3,927.02,842.192,682.68,439.82,9,14/7/2015
322,953.3,927.02,842.163,682.8,439.82,10,14/7/2015
323,953.3,927.02,842.131,682.76,439.81,11,14/7/2015
324,953.31,927.03,842.101,682.81,439.81,12,14/7/2015
325,953.31,927.03,842.068,682.711,439.8,13,14/7/2015
326,953.31,927.04,842.037,682.801,439.79,14,14/7/2015
327,953.31,927.04,842.005,682.835,439.79,15,14/7/2015
328,953.31,927.04,841.97,682.825,439.78,16,14/7/2015
329,953.32,927.05,841.935,682.828,439.77,17,14/7/2015
330,953.32,927.06,841.991,682.73,439.77,18,14/7/2015
331,953.32,927.07,842.008,682.657,439.76,19,14/7/2015
332,953.32,927.07,842.003,682.527,439.76,20,14/7/2015
333,953.32,927.08,841.999,682.289,439.75,21,14/7/2015
334,953.32,927.08,841.993,682.258,439.75,22,14/7/2015
335,953.32,927.09,842.003,682.152,439.75,23,14/7/2015
336,953.32,927.09,842.001,682.185,439.76,0,15/7/2015
337,953.32,927.08,842.001,682.365,439.77,1,15/7/2015
338,953.32,927.07,842.001,682.592,439.78,2,15/7/2015
339,953.32,927.06,841.998,682.608,439.79,3,15/7/2015
340,953.33,927.05,841.992,682.337,439.8,4,15/7/2015
341,953.33,927.04,841.98,682.264,439.81,5,15/7/2015
342,953.33,927.03,841.97,682.396,439.82,6,15/7/2015
343,953.33,927.03,841.961,682.59,439.83,7,15/7/2015
344,953.33,927.03,841.949,682.692,439.83,8,15/7/2015
345,953.33,927.03,841.923,682.556,439.83,9,15/7/2015
346,953.33,927.03,841.895,682.295,439.83,10,15/7/2015
347,953.33,927.03,841.864,682.4,439.83,11,15/7/2015
348,953.33,927.04,841.837,682.761,439.82,12,15/7/2015
349,953.33,927.04,841.807,682.847,439.81,13,15/7/2015
350,953.33,927.04,841.778,682.722,439.8,14,15/7/2015
351,953.33,927.05,841.737,682.819,439.8,15,15/7/2015
352,953.33,927.05,841.708,682.683,439.79,16,15/7/2015
353,953.33,927.06,841.675,682.356,439.77,17,15/7/2015
354,953.33,927.06,841.654,682.198,439.77,18,15/7/2015
355,953.33,927.07,841.632,682.961,439.77,19,15/7/2015
356,953.33,927.08,841.611,682.648,439.75,20,15/7/2015
357,953.33,927.08,841.59,682.696,439.75,21,15/7/2015
358,953.33,927.08,841.565,682.685,439.75,22,15/7/2015
359,953.33,927.7,841.545,682.301,439.75,23,15/7/2015
360,953.33,927.06,841.522,682.663,439.75,0,16/7/2015
361,953.33,927.05,841.5,682.651,439.76,1,16/7/2015
362,953.33,927.04,841.48,682.621,439.78,2,16/7/2015
363,953.33,927.02,841.458,682.744,439.78,3,16/7/2015
364,953.33,927.01,841.437,682.786,439.78,4,16/7/2015
365,953.33,927,841.413,682.885,439.78,5,16/7/2015
366,953.33,926.99,841.391,682.713,439.78,6,16/7/2015
367,953.33,926.98,841.366,682.832,439.78,7,16/7/2015
368,953.33,926.97,841.354,682.778,439.78,8,16/7/2015
369,953.33,926.97,841.383,682.677,439.78,9,16/7/2015
370,953.33,926.97,841.44,682.795,439.78,10,16/7/2015
371,953.33,926.97,841.481,682.707,439.78,11,16/7/2015
372,953.33,926.97,841.515,682.747,439.77,12,16/7/2015
373,953.33,926.97,841.561,682.729,439.77,13,16/7/2015
374,953.33,926.97,841.619,682.676,439.76,14,16/7/2015
375,953.33,926.97,841.663,682.795,439.75,15,16/7/2015
376,953.33,926.97,841.702,682.739,439.74,16,16/7/2015
377,953.33,926.98,841.713,682.387,439.74,17,16/7/2015
378,953.33,926.98,841.698,682.049,439.74,18,16/7/2015
379,953.33,926.98,841.68,682.157,439.74,19,16/7/2015
380,953.33,926.98,841.662,682.158,439.75,20,16/7/2015
381,953.33,926.98,841.64,682.041,439.75,21,16/7/2015
382,953.33,926.97,841.62,682.058,439.75,22,16/7/2015
383,953.33,926.96,841.6,682.188,439.76,23,16/7/2015
384,953.33,926.96,841.577,682.046,439.76,0,17/7/2015
385,953.33,926.94,841.611,682.031,439.78,1,17/7/2015
386,953.33,926.93,841.651,681.962,439.78,2,17/7/2015
387,953.33,926.92,841.692,681.929,439.79,3,17/7/2015
388,953.33,926.91,841.731,682.177,439.8,4,17/7/2015
389,953.33,926.9,841.768,682.558,439.81,5,17/7/2015
390,953.33,926.89,841.81,682.862,439.81,6,17/7/2015
391,953.33,926.88,841.843,683.065,439.82,7,17/7/2015
392,953.33,926.86,841.865,682.462,439.82,8,17/7/2015
393,953.33,926.86,841.864,682.199,439.82,9,17/7/2015
394,953.33,926.86,841.862,682.316,439.81,10,17/7/2015
395,953.33,926.86,841.862,682.944,439.8,11,17/7/2015
396,953.33,926.88,841.837,682.875,439.79,12,17/7/2015
397,953.33,926.88,841.817,682.794,439.78,13,17/7/2015
398,953.33,926.88,841.793,682.658,439.77,14,17/7/2015
399,953.33,926.88,841.766,682.848,439.75,15,17/7/2015
400,953.33,926.88,841.741,682.804,439.75,16,17/7/2015
401,953.34,926.89,841.712,682.558,439.74,17,17/7/2015
402,953.34,926.89,841.689,682.247,439.74,18,17/7/2015
403,953.34,926.89,841.662,682.751,439.73,19,17/7/2015
404,953.34,926.89,841.635,682.763,439.73,20,17/7/2015
405,953.34,926.89,841.608,682.632,439.72,21,17/7/2015
406,953.34,926.89,841.586,682.313,439.72,22,17/7/2015
407,953.34,926.89,841.559,682.182,439.72,23,17/7/2015
408,953.34,926.9,841.534,682.127,439.72,0,18/7/2015
409,953.34,926.9,841.529,682.325,439.72,1,18/7/2015
410,953.34,926.89,841.529,682.46,439.72,2,18/7/2015
411,953.34,926.88,841.529,682.838,439.74,3,18/7/2015
412,953.34,926.87,841.529,682.819,439.75,4,18/7/2015
413,953.34,926.86,841.529,682.722,439.75,5,18/7/2015
414,953.34,926.85,841.527,682.611,439.76,6,18/7/2015
415,953.34,926.84,841.523,682.592,439.77,7,18/7/2015
416,953.34,926.84,841.519,682.792,439.77,8,18/7/2015
417,953.34,926.84,841.515,682.791,439.77,9,18/7/2015
418,953.34,926.84,841.511,682.825,439.77,10,18/7/2015
419,953.34,926.84,841.506,682.804,439.77,11,18/7/2015
420,953.34,926.85,841.496,682.745,439.75,12,18/7/2015
421,953.34,926.85,841.492,682.781,439.74,13,18/7/2015
422,953.34,926.85,841.492,682.766,439.73,14,18/7/2015
423,953.34,926.85,841.484,682.418,439.73,15,18/7/2015
424,953.34,926.86,841.48,682.217,439.73,16,18/7/2015
425,953.34,926.87,841.504,682.609,439.72,17,18/7/2015
426,953.34,926.88,841.545,682.75,439.73,18,18/7/2015
427,953.34,926.88,841.608,682.924,439.73,19,18/7/2015
428,953.34,926.88,841.658,682.702,439.73,20,18/7/2015
429,953.34,926.89,841.725,682.457,439.73,21,18/7/2015
430,953.34,926.89,841.762,682.226,439.73,22,18/7/2015
431,953.34,926.88,841.788,682.325,439.74,23,18/7/2015
432,953.35,926.88,841.807,682.279,439.76,0,19/7/2015
433,953.35,926.88,841.818,682.221,439.77,1,19/7/2015
434,953.35,926.87,841.828,682.344,439.77,2,19/7/2015
435,953.35,926.87,841.83,682.477,439.78,3,19/7/2015
436,953.36,926.86,841.829,682.823,439.78,4,19/7/2015
437,953.36,926.85,841.828,682.676,439.79,5,19/7/2015
438,953.36,926.85,841.822,682.637,439.79,6,19/7/2015
439,953.36,926.83,841.814,682.637,439.82,7,19/7/2015
440,953.36,926.82,841.806,682.86,439.82,8,19/7/2015
441,953.36,926.81,841.794,682.729,439.82,9,19/7/2015
442,953.36,926.8,841.781,682.717,439.83,10,19/7/2015
443,953.36,926.79,841.768,682.801,439.83,11,19/7/2015
444,953.37,926.78,841.753,682.702,439.83,12,19/7/2015
445,953.37,926.77,841.736,682.702,439.82,13,19/7/2015
446,953.37,926.77,841.718,682.702,439.81,14,19/7/2015
447,953.37,926.76,841.712,682.739,439.81,15,19/7/2015
448,953.37,926.76,841.703,682.739,439.81,16,19/7/2015
