,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,955.09,925.1,439.74,0,1/12/2012
1,955.09,925.1,439.74,1,1/12/2012
2,955.09,925.1,439.74,2,1/12/2012
3,955.09,925.1,439.74,3,1/12/2012
4,955.09,925.11,439.74,4,1/12/2012
5,955.09,925.11,439.75,5,1/12/2012
6,955.09,925.12,439.75,6,1/12/2012
7,955.09,925.12,439.75,7,1/12/2012
8,955.09,925.12,439.75,8,1/12/2012
9,955.09,925.12,439.75,9,1/12/2012
10,955.09,925.12,439.75,10,1/12/2012
11,955.09,925.12,439.75,11,1/12/2012
12,955.09,925.13,439.75,12,1/12/2012
13,955.09,925.13,439.75,13,1/12/2012
14,955.09,925.13,439.76,14,1/12/2012
15,955.09,925.13,439.76,15,1/12/2012
16,955.09,925.13,439.76,16,1/12/2012
17,955.09,925.13,439.76,17,1/12/2012
18,955.09,925.13,439.76,18,1/12/2012
19,955.09,925.14,439.77,19,1/12/2012
20,955.09,925.14,439.77,20,1/12/2012
21,955.09,925.15,439.77,21,1/12/2012
22,955.09,925.16,439.78,22,1/12/2012
23,955.09,925.16,439.78,23,1/12/2012
24,955.09,925.16,439.78,0,2/12/2012
25,955.09,925.15,439.78,1,2/12/2012
26,955.09,925.14,439.78,2,2/12/2012
27,955.09,925.13,439.78,3,2/12/2012
28,955.09,925.12,439.78,4,2/12/2012
29,955.09,925.11,439.78,5,2/12/2012
30,955.09,925.1,439.78,6,2/12/2012
31,955.09,925.1,439.78,7,2/12/2012
32,955.09,925.1,439.78,8,2/12/2012
33,955.09,925.1,439.78,9,2/12/2012
34,955.09,925.1,439.77,10,2/12/2012
35,955.09,925.1,439.77,11,2/12/2012
36,955.09,925.1,439.77,12,2/12/2012
37,955.09,925.1,439.77,13,2/12/2012
38,955.09,925.1,439.77,14,2/12/2012
39,955.09,925.1,439.77,15,2/12/2012
40,955.09,925.1,439.77,16,2/12/2012
41,955.09,925.1,439.77,17,2/12/2012
42,955.09,925.11,439.77,18,2/12/2012
43,955.09,925.11,439.77,19,2/12/2012
44,955.09,925.12,439.78,20,2/12/2012
45,955.09,925.12,439.78,21,2/12/2012
46,955.09,925.12,439.79,22,2/12/2012
47,955.09,925.12,439.79,23,2/12/2012
48,955.09,925.12,439.79,0,3/12/2012
49,955.09,925.12,439.79,1,3/12/2012
50,955.09,925.12,439.79,2,3/12/2012
51,955.09,925.12,439.79,3,3/12/2012
52,955.09,925.12,439.79,4,3/12/2012
53,955.09,925.12,439.79,5,3/12/2012
54,955.09,925.12,439.79,6,3/12/2012
55,955.09,925.12,439.79,7,3/12/2012
56,955.09,925.12,439.79,8,3/12/2012
57,955.09,925.12,439.79,9,3/12/2012
58,955.09,925.13,439.79,10,3/12/2012
59,955.09,925.13,439.78,11,3/12/2012
60,955.09,925.13,439.76,12,3/12/2012
61,955.09,925.13,439.75,13,3/12/2012
