,APANAS,ASTURIAS,VIRGEN,HORA,Date
0,954.91,927.49,439.82,0,1/11/2012
1,954.91,927.48,439.83,1,1/11/2012
2,954.91,927.47,439.83,2,1/11/2012
3,954.91,927.46,439.83,3,1/11/2012
4,954.91,927.45,439.84,4,1/11/2012
5,954.91,927.44,439.84,5,1/11/2012
6,954.91,927.43,439.85,6,1/11/2012
7,954.91,927.42,439.86,7,1/11/2012
8,954.91,927.42,439.87,8,1/11/2012
9,954.91,927.42,439.87,9,1/11/2012
10,954.91,927.42,439.86,10,1/11/2012
11,954.91,927.42,439.86,11,1/11/2012
12,954.91,927.42,439.86,12,1/11/2012
13,954.91,927.42,439.85,13,1/11/2012
14,954.91,927.43,439.85,14,1/11/2012
15,954.91,927.43,439.84,15,1/11/2012
16,954.91,927.43,439.84,16,1/11/2012
17,954.91,927.43,439.84,17,1/11/2012
18,954.91,927.43,439.84,18,1/11/2012
19,954.91,927.43,439.84,19,1/11/2012
20,954.91,927.43,439.83,20,1/11/2012
21,954.91,927.43,439.83,21,1/11/2012
22,954.91,927.42,439.83,22,1/11/2012
23,954.91,927.41,439.83,23,1/11/2012
24,954.91,927.4,439.83,0,2/11/2012
25,954.91,927.39,439.83,1,2/11/2012
26,954.91,927.38,439.84,2,2/11/2012
27,954.91,927.37,439.84,3,2/11/2012
28,954.91,927.36,439.84,4,2/11/2012
29,954.91,927.35,439.85,5,2/11/2012
30,954.91,927.34,439.86,6,2/11/2012
31,954.91,927.33,439.87,7,2/11/2012
32,954.91,927.32,439.87,8,2/11/2012
33,954.91,927.31,439.88,9,2/11/2012
34,954.91,927.31,439.87,10,2/11/2012
35,954.91,927.31,439.87,11,2/11/2012
36,954.92,927.31,439.87,12,2/11/2012
37,954.92,927.31,439.87,13,2/11/2012
38,954.92,927.31,439.87,14,2/11/2012
39,954.92,927.31,439.86,15,2/11/2012
40,954.92,927.32,439.86,16,2/11/2012
41,954.92,927.32,439.85,17,2/11/2012
42,954.92,927.32,439.84,18,2/11/2012
43,954.92,927.32,439.84,19,2/11/2012
44,954.92,927.32,439.82,20,2/11/2012
45,954.92,927.32,439.81,21,2/11/2012
46,954.92,927.32,439.8,22,2/11/2012
47,954.92,927.31,439.79,23,2/11/2012
48,954.92,927.3,439.79,0,3/11/2012
49,954.92,927.29,439.8,1,3/11/2012
50,954.92,927.28,439.8,2,3/11/2012
51,954.92,927.27,439.8,3,3/11/2012
52,954.92,927.26,439.8,4,3/11/2012
53,954.92,927.25,439.81,5,3/11/2012
54,954.92,927.24,439.82,6,3/11/2012
55,954.92,927.23,439.82,7,3/11/2012
56,954.92,927.23,439.83,8,3/11/2012
57,954.92,927.22,439.84,9,3/11/2012
58,954.92,927.22,439.84,10,3/11/2012
59,954.92,927.22,439.84,11,3/11/2012
60,954.92,927.22,439.84,12,3/11/2012
61,954.92,927.22,439.83,13,3/11/2012
62,954.92,927.22,439.83,14,3/11/2012
63,954.92,927.22,439.83,15,3/11/2012
64,954.92,927.22,439.83,16,3/11/2012
65,954.92,927.22,439.83,17,3/11/2012
66,954.92,927.22,439.83,18,3/11/2012
67,954.92,927.23,439.83,19,3/11/2012
68,954.92,927.23,439.82,20,3/11/2012
69,954.93,927.24,439.81,21,3/11/2012
70,954.93,927.24,439.81,22,3/11/2012
71,954.93,927.23,439.81,23,3/11/2012
72,954.93,927.22,439.81,0,4/11/2012
73,954.93,927.21,439.82,1,4/11/2012
