,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
19,19,174.0967,176.4203,,,,165.6398,164.8359,165.4495,158.2701,,,,,165.07,,,204.5404,215.7137,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,152.9976,158.4914,11/1/2012
20,20,184.0907,,,,,166.8222,164.8231,165.947,158.2652,,,,,165.07,,,204.5404,215.7694,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,152.9748,158.4914,11/1/2012
21,21,,,,,,,164.8106,167.7291,158.2392,,,,,165.07,,,204.5404,215.7694,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9708,158.4914,11/1/2012
22,22,,,,,,,175.5544,,158.2497,,,,,,,,204.5404,215.8327,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9776,158.4914,11/1/2012
23,23,,,,,,,,,162.2427,,,,,,,,204.5404,215.6765,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9726,158.4914,11/1/2012
0,0,,,,,,,,,,,,,,,,,204.5917,215.5262,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9459,158.4914,12/1/2012
1,1,,,,,,,,,,,,,,,,,204.6616,215.5442,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9803,,12/1/2012
2,2,,,,,,,,,,,,,,,,,204.6073,215.4791,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9818,,12/1/2012
3,3,,,,,,,,,,,,,,,,,204.6073,215.8716,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9825,159.3946,12/1/2012
4,4,,,,,,,,,,,,,,,,,204.6073,215.932,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9936,159.2054,12/1/2012
5,5,,,,,,,,,162.6184,,,,,,,,204.6073,215.932,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9836,158.5215,12/1/2012
6,6,,,,,,,,,159.2443,,,,,,,,204.6073,215.932,,50,33.151,155.85,155.85,,,63.371,,,,,,,,61.885,61.885,152.9776,158.6118,12/1/2012
7,7,,,,,,,170.4785,,159.2733,,,,,,,,204.6073,215.9151,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9824,158.4914,12/1/2012
8,8,,,,,,,164.8462,,159.3224,,,,,165.07,,,204.6073,215.9217,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,153.0317,158.4914,12/1/2012
9,9,,,,,,,165.0502,167.1581,159.3352,,,,,165.07,,,204.6291,215.4795,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,153.0272,158.4914,12/1/2012
10,10,,,,,,169.4414,165.0697,165.5133,159.3484,,,,,165.07,,,204.4925,216.0516,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0314,158.4914,12/1/2012
11,11,175.8652,,,,,165.251,164.9046,165.4459,159.1554,,,,,165.07,,,204.4652,215.6603,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0428,158.4914,12/1/2012
12,12,173.9237,,,,,164.9267,164.8506,165.4954,158.6528,,,,,165.07,,,204.4652,215.7462,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0602,158.4914,12/1/2012
13,13,174.768,,,,,165.5377,164.9497,165.4704,158.2606,,,,,165.07,,,204.4652,215.7462,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0432,158.4914,12/1/2012
14,14,174.5229,176.3574,,,,165.7327,165.0245,165.4572,158.4669,,,,,165.07,,,204.4652,215.7462,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0396,158.4914,12/1/2012
15,15,173.9171,176.5465,,,,165.8259,164.6344,165.4764,158.7237,,,,,165.07,,,204.4986,215.7758,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0442,158.4914,12/1/2012
16,16,178.8439,,,,,166.9983,164.7818,165.454,158.2724,,,,,165.07,,,204.5571,215.7609,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.1745,158.4914,12/1/2012
17,17,,,,,,166.5939,164.5122,165.3934,158.2529,,,,,165.07,,,204.5571,215.7694,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.0293,158.4914,12/1/2012
18,18,175.7242,176.0163,,,,165.7502,164.4667,165.3851,158.2668,,,,,165.07,,,204.5571,215.7694,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,153.023,158.4914,12/1/2012
19,19,175.205,176.2834,,,,165.7503,164.4727,165.4211,158.2723,,,,,165.07,,,204.5571,215.7694,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,167.541,,,61.885,61.885,152.9766,158.4914,12/1/2012
20,20,,,,,,167.3535,164.478,166.2234,158.2705,,,,,165.07,,,204.5571,215.6982,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,152.9715,158.4914,12/1/2012
21,21,,,,,,,164.4938,,158.2649,,,,,165.07,,,204.5571,215.6765,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,152.9695,158.4914,12/1/2012
22,22,,,,,,,176.4876,,158.2311,,,,,165.07,,,204.5571,216.0916,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9709,158.4914,12/1/2012
23,23,,,,,,,,,160.7244,,,,,,,,204.5957,216.1293,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9975,158.4914,12/1/2012
0,0,,,,,,,,,172.7049,,,,,,,,204.6806,216.1293,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9538,158.7774,13/1/2012
1,1,,,,,,,,,,,,,,,,,204.7046,216.1402,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,153.1453,161.2838,13/1/2012
2,2,,,,,,,,,,,,,,,,,204.6992,215.7566,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,154.8754,,13/1/2012
3,3,,,,,,,,,,,,,,,,,204.6992,215.7444,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,154.3986,,13/1/2012
4,4,,,,,,,,,,,,,,,,,204.6992,216.033,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9661,159.2975,13/1/2012
5,5,,,,,,,,,170.277,,,,,,,,204.6992,215.9047,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9569,159.3946,13/1/2012
6,6,,,,,,,,,158.6923,,,,,,,,204.6992,215.7462,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,153.0145,159.1236,13/1/2012
7,7,,,,,,,167.1898,167.7084,159.7235,,,,,165.07,,,204.601,216.1789,,50,33.151,155.85,155.85,158.72,,63.371,,,,,,,,61.885,61.885,152.9868,158.4914,13/1/2012
8,8,176.8719,178.6412,,,,167.0924,164.7709,166.395,160.4071,,,,,165.07,,,204.6741,,,50,33.151,155.85,155.85,158.72,,63.371,,,,,167.541,,,61.885,61.885,153.0183,158.4914,13/1/2012
9,9,173.7828,173.632,,,,166.823,164.6866,166.1981,160.4232,,,,,165.07,,,204.6741,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0063,158.4914,13/1/2012
10,10,173.7828,173.6382,,,,166.8176,164.8683,166.2063,160.4356,,,,,165.07,,,204.6131,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0145,158.4914,13/1/2012
11,11,173.7828,173.6713,,,,166.7171,165.0208,166.1925,160.4199,,,,,165.07,,,204.6175,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0062,158.4914,13/1/2012
12,12,173.7828,179.1372,,,,166.4677,164.5969,165.9234,160.4218,,,,,165.07,,,204.5251,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.094,158.4914,13/1/2012
13,13,174.7854,,,,,166.7739,164.8148,165.5135,160.4097,,,,,165.07,,,204.6491,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,152.9974,158.4914,13/1/2012
14,14,174.6616,,,,,165.8701,164.9253,165.4035,160.3899,,,,,165.07,,,204.6491,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0332,158.4914,13/1/2012
15,15,186.694,,,,,165.6661,164.6716,165.4709,160.419,,,,,165.07,,,204.6679,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0507,158.4914,13/1/2012
16,16,,,,,,165.0961,164.8109,165.4497,160.401,,,,,165.07,,,204.6351,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.055,158.4914,13/1/2012
17,17,,,,,,164.5901,164.7253,165.4658,160.4086,,,,,165.07,,,204.5404,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,167.541,,,61.885,61.885,153.0625,158.4914,13/1/2012
18,18,175.7486,175.9521,,,,164.6284,164.4988,165.4222,159.2306,,,,,165.07,,,204.6436,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0462,158.4914,13/1/2012
19,19,177.7719,179.2911,,,,164.6393,164.4835,165.4455,158.2761,,,,,165.07,,,204.6808,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,167.541,,,61.885,61.885,153.0289,158.4914,13/1/2012
20,20,,,,,,164.6685,164.5155,167.005,158.2656,,,,,165.07,,,204.8158,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.0049,158.4914,13/1/2012
21,21,,,,,,166.1362,165.1177,,158.2381,,,,,165.07,,,204.8664,,,50,33.151,155.85,155.85,,158.72,63.371,63.371,,,,,,,61.885,61.885,152.997,158.4914,13/1/2012
22,22,,,,,,169.4518,179.6606,,158.2288,,,,,,,,204.8612,,,50,33.151,155.85,155.85,,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9837,158.4914,13/1/2012
23,23,,,,,,169.4539,,,158.2054,,,,,,,,204.5571,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,153.6552,159.3177,13/1/2012
0,0,,,,,,169.4499,,,158.1976,,,,,,,,204.5571,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9129,,14/1/2012
1,1,,,,,,169.4427,,,158.1841,,,,,,,,204.6362,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9168,,14/1/2012
2,2,,,,,,169.4612,,,158.2093,,,,,,,,204.4815,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9132,,14/1/2012
3,3,,,,,,169.4584,,,158.2203,,,,,,,,204.4896,,,50,33.151,155.85,,,,63.371,63.371,,,,,,,61.885,61.885,152.9112,,14/1/2012
4,4,,,,,,169.4491,,,158.1918,,,,,,,,204.5341,,,50,33.151,155.85,,,,63.371,63.371,,,,,,,61.885,61.885,152.9135,,14/1/2012
5,5,,,,,,169.4529,,,158.1816,,,,,,,,204.5404,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9147,,14/1/2012
6,6,,,,,,169.4327,,,158.1949,,,,,,,,204.5683,,,50,33.151,155.85,155.85,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9911,,14/1/2012
7,7,,,,,,169.429,,,158.211,,,,,,,,204.5822,,,50,33.151,155.85,155.85,158.72,,63.371,63.371,,,,,,,61.885,61.885,153.0603,160.1103,14/1/2012
8,8,,,,,,169.4353,,,158.2637,,,,,,,,204.567,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.0683,160.1103,14/1/2012
9,9,,,,,,169.4368,167.3627,,158.2496,,,,,,,,204.4902,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.0804,160.1103,14/1/2012
10,10,,,,,,169.446,164.4832,,158.2511,,,,,,,,204.5608,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.0755,160.1103,14/1/2012
11,11,,,,,,169.44,164.4876,,158.265,,234.772,,,165.07,,,204.7312,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.013,160.1103,14/1/2012
12,12,,,,,,169.4277,164.4757,,158.2759,,234.772,,,165.07,,,204.7177,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9804,,14/1/2012
13,13,,,,,,169.4396,164.4882,,158.2606,,,,,165.07,,,204.6597,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9942,160.1129,14/1/2012
14,14,,,,,,169.4499,164.5092,,158.2764,,,,,,,,204.6073,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9982,160.1103,14/1/2012
15,15,,,,,,169.4518,164.5066,,158.2682,,,,,,,,204.6073,,,50,33.151,155.85,155.85,158.72,,63.371,63.371,,,,,,,61.885,61.885,153.012,160.1103,14/1/2012
16,16,,,,,,169.444,164.5,,158.2659,,,,,,,,204.647,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9876,158.8606,14/1/2012
17,17,,,,,,169.4376,164.4984,,158.2802,,,,,165.07,,,204.5804,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9917,159.0097,14/1/2012
18,18,,,,,,169.4457,164.4972,,158.2725,,,,,165.07,,,204.5153,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.0018,158.4914,14/1/2012
19,19,,,,,,169.4406,164.5041,,158.2683,,,,,165.07,,,204.5153,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9965,158.4914,14/1/2012
20,20,,,,,,169.4406,164.5,,158.2576,,,,,165.07,,,204.5153,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9649,158.4914,14/1/2012
21,21,,,,,,169.4565,165.6579,,158.2492,,,,,165.07,,,204.5153,,,50,33.151,155.85,155.85,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9857,158.4914,14/1/2012
22,22,,,,,,169.4462,178.9293,,158.2379,,,,,,,,204.5153,,,50,33.151,155.85,155.85,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9836,158.4914,14/1/2012
23,23,,,,,,169.4447,,,158.2744,,,,,,157.695,,204.5153,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.983,158.8677,14/1/2012
0,0,,,,,,169.4563,,,158.2589,,,,,,157.695,,204.5153,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9792,159.3946,15/1/2012
1,1,,,,,,169.444,,,158.9464,,,,,,157.695,,204.6177,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9874,,15/1/2012
2,2,,,,,,169.4477,,,167.4635,,,,,,157.695,,204.5153,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,153.0346,,15/1/2012
3,3,,,,,,169.4457,,,,,,,,,157.695,,204.5153,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9993,,15/1/2012
4,4,,,,,,169.446,,,,,,,,,157.695,,204.7661,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.978,,15/1/2012
5,5,,,,,,169.4495,,,,,,,,,157.695,,204.8162,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9528,,15/1/2012
6,6,,,,,,169.4495,,,,,,,,,157.695,,204.8162,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9187,,15/1/2012
7,7,,,,,,169.4469,,,,,,,,,157.695,,204.5471,,,50,33.151,155.85,,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9384,162.3163,15/1/2012
8,8,,,,,,169.4244,,,,,,,,,157.695,,204.4652,,,50,33.151,155.85,,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9143,160.1103,15/1/2012
9,9,,,,,,169.4385,,,,,,,,,157.695,,204.81,,,50,33.151,155.85,,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9119,160.1103,15/1/2012
10,10,,,,,,169.4339,,,,,,,,,157.695,,204.8735,,,50,33.151,155.85,,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9146,158.7073,15/1/2012
11,11,,,,,,169.4218,,,,,,,,,157.695,,204.9086,,,50,33.151,155.85,,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.909,158.4914,15/1/2012
12,12,,,,,,169.4324,,,,,,,,,157.695,,205.0298,,,50,33.151,155.85,,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9109,158.4914,15/1/2012
13,13,,,,,,169.4334,,,,,,,,,157.695,,205.067,,,50,33.151,155.85,,158.72,,63.371,63.371,,,,,,,61.885,61.885,152.9149,158.4914,15/1/2012
14,14,,,,,,169.4427,193.715,,,,,,,,157.695,,205.067,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9096,158.4914,15/1/2012
15,15,,,,,,169.4264,193.715,,,,,,,165.07,157.695,,205.0096,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.91,,15/1/2012
16,16,,,,,,169.4521,193.715,,174.413,234.772,234.772,,,165.07,157.695,,204.9088,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9111,,15/1/2012
17,17,,,,,,169.4431,173.8692,,161.4755,234.772,234.772,,,165.07,157.695,,204.8703,,,50,33.151,155.85,155.85,158.72,158.72,63.371,,,,,,,,61.885,61.885,152.9132,158.4914,15/1/2012
18,18,,,,,,169.4603,164.5025,,158.2736,,,,,165.07,157.695,,204.7691,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9092,158.4914,15/1/2012
19,19,,,,,,169.4482,164.4694,,158.2739,,,,,165.07,157.695,,204.6992,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9112,158.4914,15/1/2012
20,20,,,,,,169.4484,165.2588,,158.2704,,,,,165.07,157.695,,204.6992,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9114,158.4914,15/1/2012
21,21,,,,,,169.4465,179.3658,,158.2675,,,,,,157.695,,204.6992,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,152.9114,159.679,15/1/2012
22,22,,,,,,169.4466,,,158.249,,,,,,157.695,,204.6992,,,50,33.151,155.85,155.85,158.72,158.72,63.371,63.371,,,,,,,61.885,61.885,153.1371,,15/1/2012
23,23,,,,,,169.4459,,,158.2331,,,,,,,,204.6992,,,50,33.151,155.85,155.85,,,63.371,63.371,,,,,,,61.885,61.885,152.9422,,15/1/2012
0,0,,,,,,176.0541,,,166.7507,,,,,,164.134,,213.1399,,,50,33.151,163.756,163.756,,,63.371,63.371,,,,,,,61.885,61.885,159.775,,16/1/2012
1,1,,,,,,176.0639,,,180.7663,,,,,,164.134,,212.9619,,,50,33.151,163.756,163.756,,,63.371,63.371,,,,,,,61.885,61.885,160.4304,,16/1/2012
2,2,,,,,,176.0556,,,,,,,,,164.134,,213.0044,,,50,33.151,163.756,163.756,,,63.371,63.371,,,,,,,61.885,61.885,159.8353,,16/1/2012
3,3,,,,,,176.0664,,,,,,,,,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,,63.371,63.371,,,,,,,61.885,61.885,159.2486,,16/1/2012
4,4,,,,,,176.0678,,,166.7671,,,,,,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,,63.371,,,,,,,,61.885,61.885,159.232,176.9209,16/1/2012
5,5,,,,,,176.0624,,,164.6287,,,,,,164.134,,213.0044,,,50,33.151,163.756,163.756,,,63.371,63.371,,,,,,,61.885,61.885,159.8345,166.7456,16/1/2012
6,6,,,,,,176.0603,,,164.5982,,,,,,164.134,,213.0044,,,50,33.151,163.756,163.756,,,63.371,63.371,,,,,,,61.885,61.885,159.2324,170.6694,16/1/2012
7,7,,,,,,176.0577,176.2491,,164.9413,,,,,,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,,63.371,63.371,,,,,,,61.885,61.885,159.2419,164.8182,16/1/2012
8,8,,,,,,176.0924,170.8339,,165.2192,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.2338,164.8182,16/1/2012
9,9,,,,,,,170.8447,,165.6817,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.2326,164.8182,16/1/2012
10,10,,,,,,,170.8576,,165.6668,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.232,164.8182,16/1/2012
11,11,,,,,,,170.9497,,165.7191,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.232,164.8182,16/1/2012
12,12,,,,,,,171.1321,,165.3107,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.232,164.8182,16/1/2012
13,13,,,,,,176.095,171.1236,,165.6748,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.232,164.8182,16/1/2012
14,14,,,,,,176.095,171.1029,,165.7001,,,,,171.476,164.134,,213.0044,,,50,33.151,163.756,163.756,171.476,171.476,63.371,63.371,,,,,,,61.885,61.885,159.2324,164.8182,16/1/2012
15,15,,,,,,176.095,171.1018,,165.2891,,,,,171.476,164.134,,213.0172,,,50,33.151,163.756,163.756,171.476,,63.371,63.371,,,,,,,61.885,61.885,159.2322,164.8182,16/1/2012
16,16,,,,,,176.095,171.2287,,164.8337,,,,,171.476,164.134,,213.1362,,,50,33.151,163.756,163.756,,,63.371,63.371,,,,,,,61.885,61.885,159.2355,164.8182,16/1/2012
