,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
10,10,,,,,,,85.3906,87.0621,,,,,,,,86.7923,85.1304,,,100.7154,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7384,82.9261,1/4/2015
11,11,,,,,,,85.3836,87.1472,,,,,,,,86.7923,85.1304,,,100.7069,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5117,82.8054,1/4/2015
12,12,,,,,,,85.4122,86.9533,,,,,,,,86.7923,85.1304,,,100.7112,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.19,82.8298,1/4/2015
13,13,,,,,,,85.4701,86.9768,,,,,,,,86.7923,85.1304,,,100.7207,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,84.9996,82.8188,1/4/2015
14,14,,,,,,,85.4768,86.966,,,,,,,,86.7923,85.1304,,,100.7369,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8269,83.0322,1/4/2015
15,15,,,,,,,86.0473,86.9274,,,,,,,,86.7923,85.1304,,,100.7533,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8753,82.9515,1/4/2015
16,16,,,,,,,,86.8458,,,,,,,,86.7923,85.1304,,,100.7639,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8715,83.0212,1/4/2015
17,17,,,,,,,,86.9324,,,,,,,,86.7923,85.1304,,,100.7656,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9173,83.0226,1/4/2015
18,18,,96.8539,,98.9303,,,85.8417,86.9505,89.5375,87.9959,,,,,,86.7923,85.1304,,,100.7657,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,90.16,88.878,89.5,,89.5,85.4304,82.9064,1/4/2015
19,19,,95.3557,,95.4316,,,85.3793,86.9256,89.3335,86.9182,,,,,,86.7923,85.1304,,,100.7525,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,90.16,88.878,89.5,,89.5,85.8705,82.9995,1/4/2015
20,20,,,,,,,85.3866,86.919,89.7347,86.971,,,,,,86.7923,85.1304,,,100.77,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,88.878,89.5,,89.5,85.8465,83.0138,1/4/2015
21,21,,,,,,,85.5373,86.9324,89.7288,88.5513,,,,,,86.7923,85.1304,,,100.7539,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,88.878,89.5,,89.5,85.8522,83.0495,1/4/2015
22,22,,,,,,,87.7377,86.9465,,,,,,,,86.7923,85.1304,,,100.7476,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,88.878,89.5,,89.5,85.8549,83.038,1/4/2015
23,23,,,,,,,,87.493,,,,,,,,86.7923,85.1304,,,100.7451,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8944,83.0325,1/4/2015
0,0,,,,,,,,98.5586,,,,,,,,,85.1304,,,100.8048,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9175,83.1259,2/4/2015
1,1,,,,,,,,,,,,,,,,,85.1304,,,100.7505,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9652,83.1914,2/4/2015
2,2,,,,,,,,,,,,,,,,,85.1304,,,100.7336,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6632,83.1926,2/4/2015
3,3,,,,,,,,,,,,,,,,,85.1304,,,100.7557,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8881,83.2175,2/4/2015
4,4,,,,,,,,,,,,,,,,,85.1304,,,100.7086,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7018,83.2679,2/4/2015
5,5,,,,,,,,,,,,,,,,,85.1304,,,100.7254,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8556,83.2608,2/4/2015
6,6,,,,,,,,,,,,,,,,,85.1304,,,100.659,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.4262,83.7197,2/4/2015
7,7,,,,,,,,,,,,,,,,,85.1304,,,100.7425,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5979,83.5484,2/4/2015
8,8,,,,,,,,,,,,,,,,,85.1304,,,100.7612,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.1226,83.4476,2/4/2015
9,9,,,,,,,,,,,,,,,,,85.1304,,,100.7968,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.3766,83.213,2/4/2015
10,10,,,,,,,,,,,,,,,,,85.1304,,,100.7061,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7095,83.1655,2/4/2015
11,11,,,,,,,,,,,,,,,,,85.1304,,,100.741,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.1877,83.1998,2/4/2015
12,12,,,,,,,,,,,,,,,,,85.1304,,,100.7389,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5229,83.2815,2/4/2015
13,13,,,,,,,,,,,,,,,,,85.1304,,,100.7416,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5226,83.2724,2/4/2015
14,14,,,,,,,,92.3343,,,,,,,,,85.1304,,,100.7266,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6108,83.333,2/4/2015
15,15,,,,,,,,91.3437,,,,,,,,,85.1304,,,100.7741,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8947,83.3843,2/4/2015
16,16,,,,,,,,,,,,,,,,,85.1304,,,100.7614,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0788,83.4148,2/4/2015
17,17,,,,,,,,,,,,,,,,86.7923,85.1304,,,100.6439,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0826,83.0561,2/4/2015
18,18,,,,,,,86.1967,91.7613,,89.4169,,,,,,86.7923,85.1304,,,100.7088,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,88.878,89.5,,89.5,85.4773,82.9298,2/4/2015
19,19,,,,,,,85.3824,86.9742,,88.0151,,,,,,86.7923,85.1304,,,100.7309,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,88.878,89.5,,89.5,85.9346,82.9918,2/4/2015
20,20,,,,,,,85.3986,86.9876,,,,,,,,86.7923,85.1304,,,100.7317,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5781,82.9918,2/4/2015
21,21,,,,,,,86.9977,87.5112,,,,,,,,86.7923,85.1304,,,100.7207,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7658,82.9952,2/4/2015
22,22,,,,,,,,94.8666,,,,,,,,86.7923,85.1304,,,100.7342,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9124,82.9966,2/4/2015
23,23,,,,,,,,,,,,,,,,,,,,100.8383,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8614,83.4596,2/4/2015
0,0,,,,,,,,,,,,,,,,,,,,100.8059,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9773,83.7367,3/4/2015
1,1,,,,,,,,,,,,,,,,,,,,100.8002,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7971,83.722,3/4/2015
2,2,,,,,,,,,,,,,,,,,,,,100.7796,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7358,83.7711,3/4/2015
3,3,,,,,,,,,,,,,,,,,,,,100.8108,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.853,83.738,3/4/2015
4,4,,,,,,,,,,,,,,,,,,,,100.8199,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0137,83.769,3/4/2015
5,5,,,,,,,,,,,,,,,,,,,,100.8229,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0648,83.7162,3/4/2015
6,6,,,,,,,,,,,,,,,,,,,,100.7819,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.4661,83.5766,3/4/2015
7,7,,,,,,,,,,,,,,,,,,,,100.7237,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.4015,83.4305,3/4/2015
8,8,,,,,,,,,,,,,,,,,,,,100.7417,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8563,83.6125,3/4/2015
9,9,,,,,,,,,,,,,,,,,,,,100.7052,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.72,83.7599,3/4/2015
10,10,,,,,,,,,,,,,,,,,,,,100.7118,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.4637,83.7599,3/4/2015
11,11,,,,,,,,,,,,,,,,,85.1304,,,100.7811,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.38,83.4427,3/4/2015
12,12,,,,,,,,92.2839,,,,,,,,,85.1304,,,100.7957,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7705,83.0167,3/4/2015
13,13,,,,,,,,87.1788,,,,,,,,,85.1304,,,100.8216,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8774,83.0358,3/4/2015
14,14,,,,,,,,86.9448,,,,,,,,,85.1304,,,100.7913,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.778,83.0365,3/4/2015
15,15,,,,,,,,92.1617,,,,,,,,,85.1304,,,100.7001,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6087,82.9786,3/4/2015
16,16,,,,,,,,,,,,,,,,,85.1304,,,100.7667,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7854,83.0111,3/4/2015
17,17,,,,,,,,,,,,,,,,86.7923,85.1304,,,100.8063,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8174,83.3338,3/4/2015
18,18,,,,,,,86.4091,90.7255,,,,,,,,86.7923,85.1304,,,100.7662,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,90.16,88.878,89.5,,89.5,85.4045,82.9242,3/4/2015
19,19,,,,,,,86.4598,86.5772,,,,,,,,86.7923,85.1304,,,100.7349,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,90.16,88.878,89.5,,89.5,85.4887,83.088,3/4/2015
20,20,,,,,,,,86.584,,,,,,,,86.7923,85.1304,,,100.6882,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.425,83.2281,3/4/2015
21,21,,,,,,,,88.1706,,,,,,,,86.7923,85.1304,,,100.6853,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6241,83.2393,3/4/2015
22,22,,,,,,,,97.122,,,,,,,,86.7923,85.1304,,,100.6556,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7741,83.2967,3/4/2015
23,23,,,,,,,,,,,,,,,,,85.1304,,,100.6458,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9188,83.3461,3/4/2015
0,0,,,,,,,,,,,,,,,,,85.1304,,,100.762,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0088,83.4056,4/4/2015
1,1,,,,,,,,,,,,,,,,,85.1304,,,100.8036,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0077,83.397,4/4/2015
2,2,,,,,,,,,,,,,,,,,85.1304,,,100.8243,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9937,83.398,4/4/2015
3,3,,,,,,,,,,,,,,,,,85.1304,,,100.8706,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0162,83.4084,4/4/2015
4,4,,,,,,,,,,,,,,,,,85.1304,,,100.7926,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.886,83.3173,4/4/2015
5,5,,,,,,,,,,,,,,,,,85.1304,,,100.7791,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.954,83.358,4/4/2015
6,6,,,,,,,,,,,,,,,,,85.1304,,,100.6651,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0026,83.3754,4/4/2015
7,7,,,,,,,,,,,,,,,,,85.1304,,,100.6931,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8652,83.2659,4/4/2015
8,8,,,,,,,,,,,,,,,,,85.1304,,,100.7063,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.06,83.448,4/4/2015
9,9,,,,,,,,,,,,,,,,,85.1304,,,100.744,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9569,83.444,4/4/2015
10,10,,,,,,,,,,,,,,,,,85.1304,,,100.7349,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9204,83.444,4/4/2015
11,11,,,,,,,,,,,,,,,,,85.1304,,,100.7675,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6881,83.2313,4/4/2015
12,12,,,,,,,,92.4907,,,,,,,,,85.1304,,,100.7688,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5355,83.0706,4/4/2015
13,13,,,,,,,,86.9824,,,,,,,,,85.1304,,,100.7563,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5822,83.0673,4/4/2015
14,14,,,,,,,86.6937,88.138,,,,,,,,,85.1304,,,100.7274,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9701,83.0547,4/4/2015
15,15,,,,,,,,100.2433,,,,,,,,,85.1304,,,100.7455,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9407,82.9899,4/4/2015
16,16,,,,,,,,,,,,,,,,,85.1304,,,100.7349,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8473,83.0149,4/4/2015
17,17,,,,,,,,99.7778,,,,,,,,86.7923,85.1304,,,100.7378,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8986,82.9871,4/4/2015
18,18,,,,,,,85.7298,88.7187,,,,,,,,86.7923,85.1304,,,100.7247,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,90.16,88.878,89.5,,89.5,85.7198,82.9535,4/4/2015
19,19,,,,,,,86.611,86.5707,,,,,,,,86.7923,85.1304,,,100.7317,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,90.16,88.878,89.5,,89.5,85.3163,82.8669,4/4/2015
20,20,,,,,,,,86.588,,,,,,,,86.7923,85.1304,,,100.6952,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.3248,82.9087,4/4/2015
21,21,,,,,,,,88.3951,,,,,,,,86.7923,85.1304,,,100.6712,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6081,82.9722,4/4/2015
22,22,,,,,,,,99.2225,,,,,,,,86.7923,85.1304,,,100.669,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6994,82.9626,4/4/2015
23,23,,,,,,,,,,,,,,,,,85.1304,,,100.7307,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9363,83.4286,4/4/2015
0,0,,,,,,,,,,,,,,,,,85.1304,,,100.6836,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9215,83.4981,5/4/2015
1,1,,,,,,,,,,,,,,,,,85.1304,,,100.6783,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9285,83.7322,5/4/2015
2,2,,,,,,,,,,,,,,,,,85.1304,,,100.6236,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9089,83.7526,5/4/2015
3,3,,,,,,,,,,,,,,,,,85.1304,,,100.7211,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9162,83.7651,5/4/2015
4,4,,,,,,,,,,,,,,,,,85.1304,,,100.8091,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6822,83.9348,5/4/2015
5,5,,,,,,,,,,,,,,,,,85.1304,,,100.7031,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8515,83.636,5/4/2015
6,6,,,,,,,,,,,,,,,,,85.1304,,,100.7338,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9621,83.636,5/4/2015
7,7,,,,,,,,,,,,,,,,,85.1304,,,100.7399,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9614,83.636,5/4/2015
8,8,,,,,,,,,,,,,,,,,85.1304,,,100.7474,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5985,83.343,5/4/2015
9,9,,,,,,,,,,,,,,,,,85.1304,,,100.7751,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8366,82.8379,5/4/2015
10,10,,,,,,,,,,,,,,,,,85.1304,,,100.7251,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6798,82.8312,5/4/2015
11,11,,,,,,,,,,,,,,,,,85.1304,,,100.7573,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.3996,82.8636,5/4/2015
12,12,,,,,,,,,,,,,,,,,85.1304,,,100.7611,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6047,82.8678,5/4/2015
13,13,,,,,,,,,,,,,,,,,85.1304,,,100.7756,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.7051,82.9199,5/4/2015
14,14,,,,,,,,,,,,,,,,,85.1304,,,100.7402,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6744,82.8929,5/4/2015
15,15,,,,,,,,,,,,,,,,,85.1304,,,100.7264,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.634,83.0145,5/4/2015
16,16,,,,,,,,,,,,,,,,,85.1304,,,100.6561,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.8313,83.0319,5/4/2015
17,17,,,,,,,,,,,,,,,,86.7923,85.1304,,,100.7187,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0062,83.0329,5/4/2015
18,18,,,,,,,86.2463,89.3963,,,,,,,,86.7923,85.1304,,,100.72,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5875,83.035,5/4/2015
19,19,,,,,,,85.351,86.5865,,,,,,,,86.7923,85.1304,,,100.7558,,,91.29,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.736,83.035,5/4/2015
20,20,,,,,,,85.3657,86.5729,,,,,,,,86.7923,85.1304,,,100.7133,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.6209,83.0161,5/4/2015
21,21,,,,,,,86.3455,88.2834,,,,,,,,86.7923,85.1304,,,100.6839,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.9136,83.0439,5/4/2015
22,22,,,,,,,,100.3788,,,,,,,,86.7923,85.1304,,,100.7302,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,86.0946,83.0717,5/4/2015
23,23,,,,,,,,,,,,,,,,,85.1304,,,100.7904,,,,,,,50,34.1659,83.33,83.33,,,,85.0605,82.583,,,,,,,,89.5,,89.5,85.5537,83.4956,5/4/2015
0,0,,,,,,,,,,,,,,,,,86.4956,,,102.5024,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3916,84.8513,6/4/2015
1,1,,,,,,,,,,,,,,,,,86.4956,,,102.6474,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3957,84.8513,6/4/2015
2,2,,,,,,,,,,,,,,,,,86.4956,,,102.6113,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3967,85.051,6/4/2015
3,3,,,,,,,,,,,,,,,,,86.4956,,,102.4744,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3966,85.0864,6/4/2015
4,4,,,,,,,,,,,,,,,,,86.4956,,,102.5064,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3928,85.0919,6/4/2015
5,5,,,,,,,,,,,,,,,,,86.4956,,,102.502,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3869,84.8667,6/4/2015
6,6,,,,,,,,,,,,,,,,,86.4956,,,102.508,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.3961,84.4446,6/4/2015
7,7,,,,,,,,92.656,,,,,,,,88.1504,86.4956,,,102.5637,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,,,89.5,,89.5,87.08,84.3238,6/4/2015
8,8,,,,,,,87.7094,88.2012,,92.6437,,,,,,88.1504,86.4956,,,102.586,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,91.61,90.316,89.5,,89.5,86.7024,84.2361,6/4/2015
9,9,,98.6323,,,,,87.0394,88.2424,,88.5537,,,,,,88.1504,86.4956,,,102.5916,,,,,,,50,34.1659,86.86,86.86,,,,85.0605,82.583,,,,,,91.61,90.316,89.5,,89.5,86.8121,84.2538,6/4/2015
