,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
9,09,174.2165,164.4698,169.8673,,,155.9854,158.2947,160.2532,157.0754,,,,,,157.325,,,,192.6825,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6217,151.9689,29/10/2013
10,10,165.7813,164.7897,165.4619,177.5864,,156.1262,158.4349,160.4517,157.0607,,,,,,157.325,,,,192.73,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6272,151.3015,29/10/2013
11,11,165.8747,164.9323,165.6787,167.2885,179.6861,155.8888,158.4339,159.8736,156.9618,,,,,,157.325,,,,192.5241,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6322,151.1023,29/10/2013
12,12,165.8565,165.067,165.7558,166.7456,,156.9838,157.4518,159.8948,157.0789,,,,,,157.325,,,,192.589,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6337,151.8603,29/10/2013
13,13,165.8773,165.0299,165.2329,166.8513,172.3937,157.1412,158.2137,160.5276,157.0885,,,,,,157.325,,,,192.5957,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6308,150.6387,29/10/2013
14,14,165.9649,164.8201,164.5812,166.8649,169.4061,157.1294,157.5433,160.38,156.827,,,,,,157.325,,,,192.6051,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.7367,151.7902,29/10/2013
15,15,170.2337,164.781,164.5549,173.1118,180.7763,157.0964,156.9984,160.4765,157.0569,,232.52,,,,157.325,,,,192.6216,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.3346,151.6352,29/10/2013
16,16,,164.8568,167.1494,,,156.6463,158.2346,160.0537,156.6594,,,,,,157.325,,,,192.5919,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6173,151.5244,29/10/2013
17,17,169.4127,164.8432,167.0484,171.6778,171.2013,156.1035,156.9117,159.8728,156.6533,,,,,,157.325,,,,191.7541,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6102,151.0682,29/10/2013
18,18,165.8448,164.7968,164.5311,166.9097,168.1328,156.0898,156.4825,159.8918,156.6748,,,,,,157.325,,,,189.2363,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.613,151.8016,29/10/2013
19,19,168.0354,164.833,164.7944,172.4611,171.9471,156.0861,156.4921,159.8675,156.6962,,,,,,157.325,,,,192.5234,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6079,152.0839,29/10/2013
20,20,,168.0595,173.1359,,,156.0894,156.4265,160.4041,156.7037,,,,,,157.325,,,,192.5938,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6078,151.9986,29/10/2013
21,21,,,,,,156.101,156.4214,160.7873,160.2749,,,,,,157.325,,,,192.6216,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.9378,151.8188,29/10/2013
22,22,,,,,,156.0803,161.0139,,,,,,,,157.325,,,,192.6539,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.8191,151.838,29/10/2013
23,23,,,,,,157.5395,183.017,,,,,,,,157.325,,,,192.681,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.3072,153.5616,29/10/2013
0,00,,,,,,,,,,,,,,,,,,,192.7197,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.0181,162.542,30/10/2013
1,01,,,,,,,,,,,,,,,,,,,192.631,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.4532,,30/10/2013
2,02,,,,,,,,,,,,,,,,,,,192.6,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,152.4572,,30/10/2013
3,03,,,,,,,,,,,,,,,,,,,192.662,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,154.0673,,30/10/2013
4,04,,,,,,,,,,,,,,,,,,,192.6862,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.805,,30/10/2013
5,05,,,,,,160.1005,,,,,,,,,,,,,192.6562,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.7947,158.4557,30/10/2013
6,06,,,,,,156.3112,160.2893,,,,,,,,157.325,,,,192.6872,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.6357,151.6916,30/10/2013
7,07,,,,,,156.0518,156.4589,160.692,170.1608,,,,,,157.325,,,,192.6544,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,,,66.857,66.857,144.7047,151.8339,30/10/2013
8,08,,167.7713,167.3578,,,156.7905,156.4892,160.716,158.8756,,,,,,157.325,,,,192.5547,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.1253,151.5677,30/10/2013
9,09,167.8549,164.6189,164.5234,,,157.0821,156.7466,160.5544,157.0498,,,,,,157.325,,,,192.5,,,106.68,106.68,,,,,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6204,151.4079,30/10/2013
10,10,165.8387,164.7022,164.4984,,168.3273,157.0698,156.9487,160.5555,157.0523,,,,,,157.325,,,,192.4109,,,106.68,106.68,,,142.58,,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.7887,151.5343,30/10/2013
11,11,165.7572,164.8826,164.5278,,168.2376,157.1331,158.4031,160.3042,157.0552,,,,,,157.325,,,,192.4606,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.9378,151.655,30/10/2013
12,12,165.9105,164.8862,164.5721,,170.352,157.1738,157.264,160.2082,157.0807,,232.52,,,,157.325,,,,192.5088,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.2148,151.994,30/10/2013
13,13,165.8906,164.9082,164.5969,172.289,176.7425,157.1618,158.3287,160.5639,157.1292,,232.52,,,,157.325,,,,192.5697,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.606,150.6716,30/10/2013
14,14,165.9185,165.0251,164.9482,166.9297,168.6482,156.9525,157.6229,160.5693,157.1713,,,,,,157.325,,,,192.5715,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6072,151.321,30/10/2013
15,15,165.8151,165.4581,165.7869,168.5686,179.2293,156.3042,156.5878,161.0354,157.165,,,,,,157.325,,,,192.5748,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6105,151.4176,30/10/2013
16,16,165.3421,166.148,165.772,173.8686,,156.2588,156.6002,160.993,157.1093,,,,,,157.325,,,,192.5883,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6094,150.9411,30/10/2013
17,17,164.702,166.0284,165.6349,166.9033,169.9396,156.2411,156.5909,161.0922,156.6936,,232.52,,,,157.325,,,,189.8832,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6092,151.3225,30/10/2013
18,18,164.61,165.9166,164.5102,166.9297,168.2015,156.1416,156.5042,161.1961,156.6737,,232.52,,,,157.325,,,,186.0722,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6078,151.0059,30/10/2013
19,19,164.7131,166.0108,164.5399,167.0446,168.7333,156.0057,156.5257,161.1988,156.6647,,232.52,,,,157.325,,,,186.0013,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.8728,151.2093,30/10/2013
20,20,164.691,165.9871,164.5247,167.388,179.7526,156.0225,156.5496,160.5631,156.6586,,,,,,157.325,,,,192.0511,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6753,150.5706,30/10/2013
21,21,172.1838,170.2865,169.138,179.0942,,156.0046,156.5528,160.5366,156.6297,,,,,,157.325,,,,192.9911,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.8731,150.8409,30/10/2013
22,22,180.2311,,180.0777,,,156.0211,156.5577,160.9232,164.2599,,,,,,157.325,,,,192.955,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,147.0496,151.3243,30/10/2013
23,23,180.0808,,180.136,,,155.9886,156.5502,,,,,,,,157.325,,,,192.9571,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,147.2633,151.665,30/10/2013
0,00,,,,,,156.0107,156.5391,,,,,,,,157.325,,,,192.9508,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,147.2397,151.8631,31/10/2013
1,01,,,,,,156.0048,161.0154,,,,,,,,,,,,192.927,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,147.2421,152.4139,31/10/2013
2,02,,,,,,155.9951,,,,,,,,,,,,,192.9186,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,147.2459,152.2225,31/10/2013
3,03,,,,,,155.9929,,,,,,,,,,,,,192.9806,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,147.2424,151.2286,31/10/2013
4,04,,,,,,155.9863,166.2717,,,,,,,,,,,,193.031,,,106.68,106.68,,,142.58,,,105.58,,65.006,65.006,,,,,,,66.857,66.857,147.1098,152.1687,31/10/2013
5,05,,,,,,156.0083,156.4481,,,,,,,,157.325,,,,192.689,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,147.2446,151.1984,31/10/2013
6,06,,,,,,155.999,156.4645,,,,,,,,157.325,,,,192.6828,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,145.4267,151.9079,31/10/2013
7,07,,,,,,156.0298,156.4797,,160.995,,,,,,157.325,,,,192.7285,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,,156.993,,66.857,66.857,144.606,152.0512,31/10/2013
8,08,167.7062,168.2976,168.2523,,,156.2797,156.4535,161.0466,156.993,,232.52,,,,157.325,,,,192.6573,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.1918,151.3386,31/10/2013
9,09,164.6669,165.7261,165.6984,171.4608,170.2451,157.0076,156.4793,161.2172,157.0434,,232.52,,,,157.325,,,,192.5594,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6297,150.7674,31/10/2013
10,10,164.701,165.7663,165.8125,166.8384,168.229,156.2466,156.5619,161.2189,157.0781,,232.52,,,,157.325,,,,192.3844,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6088,151.2653,31/10/2013
11,11,164.746,165.8314,165.7324,166.8409,168.2602,156.5061,157.1552,160.8858,157.137,,232.52,,,,157.325,,,,185.7863,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6146,150.4682,31/10/2013
12,12,164.8537,165.8843,165.7594,166.8407,168.2739,156.5471,157.107,160.5502,157.2534,,,,,,157.325,,,,185.2775,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.606,151.6654,31/10/2013
13,13,164.9021,165.9337,165.7656,166.8566,168.2777,156.1652,156.7574,161.0621,157.2343,,,,,,157.325,,,,185.4901,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.606,150.6272,31/10/2013
14,14,164.992,165.9469,165.8429,166.8582,168.2539,156.1804,157.501,161.2441,157.2376,,,,,,157.325,,,,186.0927,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.606,150.715,31/10/2013
15,15,164.7862,165.7957,165.8188,166.8164,170.4784,156.0909,157.4781,161.216,157.2297,,,,,,157.325,,,,187.8414,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6147,150.9461,31/10/2013
16,16,164.6792,165.7642,165.8083,167.456,,156.056,156.4598,161.1803,157.1307,,,,,,157.325,,,,192.6827,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6164,151.6812,31/10/2013
17,17,164.6548,165.7562,165.4592,168.8237,170.0488,156.0722,156.3334,161.1903,157.0741,,,,,,157.325,,,,192.7084,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.2839,152.3341,31/10/2013
18,18,164.6078,165.7232,164.6148,166.8545,171.4468,156.0093,156.2865,160.9411,156.8959,,,,,,157.325,,,,192.727,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6068,151.6652,31/10/2013
19,19,165.4543,167.4972,164.5778,169.4208,,155.9772,156.2585,161.1887,157.1335,,,,,,157.325,,,,192.6142,,,106.68,106.68,,65.51,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6814,151.9351,31/10/2013
20,20,180.0692,,175.0937,,,155.9661,156.23,160.9096,157.1424,,,,,,157.325,,,,192.6069,,,106.68,106.68,,65.51,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.1961,152.1283,31/10/2013
21,21,180.1141,,180.0714,,,155.9771,156.2543,160.8699,161.7416,,,,,,157.325,,,,192.6169,,,106.68,106.68,,65.51,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,145.282,151.4764,31/10/2013
22,22,,,,,,155.976,156.2361,160.7906,,,,,,,157.325,,,,192.5667,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.6121,152.1642,31/10/2013
23,23,,,,,,156.1228,156.7438,,,,,,,,,,,,192.5546,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.6202,150.8927,31/10/2013
