,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
19,19,,177.6174,179.0109,179.4863,,168.0371,175.5828,171.3113,169.4136,,,,,,169.973,162.264,,209.8777,221.2763,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8578,163.328,10/9/2012
20,20,,177.8569,182.5518,193.7057,,168.0697,175.6351,171.371,169.4097,,,,,,169.973,162.264,,209.7975,221.2763,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.534,10/9/2012
21,21,,189.8933,,,,168.0579,181.0492,171.482,169.4212,,,,,,169.973,162.264,,209.9805,221.2763,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.6789,164.6844,10/9/2012
22,22,,,,,,168.0197,,171.6727,169.4121,,,,,,169.973,162.264,,209.6175,221.3462,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,158.1333,163.816,10/9/2012
23,23,,,,,,168.0134,,,170.202,,,,,,169.973,162.264,,209.7744,221.5378,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.369,164.5774,10/9/2012
0,00,,,,,,168.0153,,,180.2177,,,,,,169.973,162.264,,209.6547,221.6251,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,158.2077,163.7238,11/9/2012
1,01,,,,,,168.2106,,,,,,,,,169.973,162.264,,209.7143,221.3974,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.6728,163.7054,11/9/2012
2,02,,,,,,171.6953,,,,,,,,,,162.264,,209.9355,221.2337,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.369,163.7407,11/9/2012
3,03,,,,,,,,,,,,,,,,162.264,,209.8173,221.2429,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.3692,162.9681,11/9/2012
4,04,,,,,,168.5147,,,,,,,,,169.973,162.264,,209.7817,221.2429,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.4799,162.7395,11/9/2012
5,05,,,,,,167.9614,,,,,,,,,169.973,162.264,,209.7817,221.2214,,,,,179.432,,179.432,,64.199,,,,,170.204,,65.595,65.595,157.4305,163.036,11/9/2012
6,06,,,,,,167.9685,,,,,,,,,169.973,162.264,,209.7817,221.1897,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.4397,163.1505,11/9/2012
7,07,,193.6492,,,,167.9594,188.4109,171.1951,175.6704,,,,,,169.973,162.264,,209.7972,221.1395,,,,179.432,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.1327,11/9/2012
8,08,,178.6695,,,,168.0171,177.4981,171.2707,170.5364,,,,,,169.973,162.264,,209.7892,221.08,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.3872,11/9/2012
9,09,,177.7052,184.109,181.7453,,168.4852,177.3458,171.751,170.5335,,,,,,169.973,162.264,,209.6872,221.1947,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,162.9462,11/9/2012
10,10,193.3622,177.7423,178.6501,178.5757,,168.0669,177.5428,171.9928,170.5719,,,,,,169.973,162.264,,209.8931,221.5739,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,164.2976,11/9/2012
11,11,180.596,177.7462,179.0714,178.6784,,168.0718,178.8036,171.4355,170.8986,,,,,,169.973,162.264,,210.0749,221.4227,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.3774,164.2326,11/9/2012
12,12,183.1841,177.7979,179.065,178.6829,,168.0959,176.3606,170.8847,171.1893,,,,,,169.973,162.264,,210.0812,221.4241,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.6342,163.5628,11/9/2012
13,13,,178.4491,179.1558,179.1906,,168.0949,175.8171,171.3695,171.6775,,,,,,169.973,162.264,,209.7753,221.4729,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.47,11/9/2012
14,14,,178.9131,180.1877,179.546,,168.1062,176.4135,171.3754,171.7156,,,,,,169.973,162.264,,209.7777,221.2791,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,162.8363,11/9/2012
15,15,,181.5412,179.7419,178.6602,,168.1024,176.5558,171.256,171.3952,,,,,,169.973,162.264,,209.7695,221.2267,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.032,11/9/2012
16,16,,,178.7429,181.9729,,168.119,175.7321,171.5339,170.9825,,,,,,169.973,162.264,,210.1204,221.6907,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0075,11/9/2012
17,17,,,177.9669,,,168.1228,174.275,171.8386,170.4113,,,,,,169.973,162.264,,210.1328,221.2848,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0576,11/9/2012
18,18,182.3657,181.6077,177.9644,180.9627,183.7596,168.146,173.868,171.4053,170.115,,,,,,169.973,162.264,,209.9878,221.2494,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.5643,11/9/2012
19,19,192.4053,184.671,177.9738,178.6568,187.9873,168.0979,173.7842,171.1301,170.122,,,,,,169.973,162.264,,209.9489,221.462,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.203,11/9/2012
20,20,,,178.225,179.9373,,168.1013,173.9513,170.6783,170.132,,,,,,169.973,162.264,,209.9641,221.3155,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0545,11/9/2012
21,21,,,187.2068,194.2182,,168.0953,179.1195,170.6957,170.1203,,,,,,169.973,162.264,,209.9968,221.2037,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0545,11/9/2012
22,22,,,,,,168.1041,,170.5068,170.1129,,,,,,169.973,162.264,,209.9316,221.0991,,,,179.432,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.943,164.1251,11/9/2012
23,23,,,,,,168.0833,,,171.363,,,,,,169.973,162.264,,209.8752,221.2906,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.7526,164.4499,11/9/2012
0,00,,,,,,168.0896,,,181.699,,,,,,,162.264,,209.8373,221.4105,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.6418,163.0051,12/9/2012
1,01,,,,,,168.0725,,,,,,,,,,162.264,,209.811,221.4513,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.3697,163.971,12/9/2012
2,02,,,,,,171.48,,,,,,,,,,162.264,,209.7853,221.3581,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.5314,164.7046,12/9/2012
3,03,,,,,,,,,,,,,,,,162.264,,209.7817,221.4344,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.979,164.5777,12/9/2012
4,04,,,,,,168.9978,,,,,,,,,169.973,162.264,,209.7817,221.799,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.369,163.2814,12/9/2012
5,05,,,,,,167.9172,,,,,,,,,169.973,162.264,,209.7806,221.4304,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.369,163.3647,12/9/2012
6,06,,,,,,167.96,,,183.7105,,,,,,169.973,162.264,,209.9328,221.2763,,,,,179.432,,,,64.199,,,,,,,65.595,65.595,157.369,162.931,12/9/2012
7,07,,,,,,167.9419,192.9993,171.7311,170.3706,,,,,,169.973,162.264,,209.9249,221.2222,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.369,164.0637,12/9/2012
8,08,,,187.6703,182.4674,,168.6833,175.6543,172.0838,170.1478,,,,,,169.973,162.264,,209.9249,221.0957,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.369,163.7181,12/9/2012
9,09,,183.2639,178.872,178.599,,168.84,173.9093,172.0888,170.1185,,,,,,169.973,162.264,,209.8878,221.3023,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.369,163.5786,12/9/2012
10,10,,177.2546,179.0025,178.6939,,168.8662,174.0031,172.1111,170.1435,,,,,,169.973,162.264,,209.8266,221.1393,,,,,179.432,,179.432,,64.199,,,,,170.204,,65.595,65.595,157.369,163.0707,12/9/2012
11,11,,177.7563,178.9744,178.6866,,168.7906,172.6799,172.0572,170.1305,,,,,,169.973,162.264,,209.7809,221.1669,,,,,179.432,179.432,179.432,,64.199,,,,,170.204,,65.595,65.595,157.369,163.1443,12/9/2012
12,12,,177.8298,179.073,178.7296,,168.8948,172.6154,172.0553,170.1246,,,,,,169.973,162.264,,209.7346,220.7986,,,,,179.432,179.432,179.432,,64.199,,,,,170.204,,65.595,65.595,157.369,163.5521,12/9/2012
13,13,,178.9525,179.2441,179.4329,,168.9015,172.7324,172.1716,170.513,,,,,,169.973,162.264,,209.7346,221.1751,,,,,179.432,179.432,179.432,,64.199,,,,,170.204,,65.595,65.595,157.369,163.3515,12/9/2012
14,14,184.3422,179.0542,180.192,179.5259,,168.9178,174.2661,172.1719,170.6556,,,,,,169.973,162.264,,209.7346,221.1395,,,,,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,162.9452,12/9/2012
15,15,179.9657,177.9159,178.214,178.6885,,168.9467,172.9093,172.1705,170.6383,,,,,,169.973,162.264,,209.8795,221.2266,,,,,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.6367,12/9/2012
16,16,191.455,179.0371,177.9909,181.7356,,168.6821,172.6017,172.1739,170.6413,,,,,,169.973,162.264,,209.689,220.9087,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0804,12/9/2012
17,17,,184.2109,177.9816,184.3506,,167.9912,172.6578,172.1515,170.2717,,,,,,169.973,162.264,,209.7074,221.2527,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0978,12/9/2012
18,18,182.2322,177.6242,177.8746,178.6814,,167.9843,172.6674,172.0896,170.1765,,,,,,169.973,162.264,,209.7373,220.9713,,,,179.432,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.045,12/9/2012
19,19,179.6147,177.6001,177.8324,178.9472,,167.9811,172.4791,172.1536,170.1666,,,,,,169.973,162.264,,209.7075,221.2463,,,,179.432,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0521,12/9/2012
20,20,192.0257,179.4655,178.526,191.2294,,168.496,172.6049,172.1741,170.1431,,,,,,169.973,162.264,,209.6789,221.2096,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.1114,12/9/2012
21,21,,,188.7849,,,168.0178,182.3939,172.0615,170.113,,,,,,169.973,162.264,,209.6866,221.3295,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.6858,163.1109,12/9/2012
22,22,,,,,,168.0199,,171.9117,170.1088,,,,,,169.973,162.264,,209.6866,220.9568,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.5711,163.4203,12/9/2012
23,23,,,,,,168.017,,,177.6987,,,,,,169.973,162.264,,209.6913,220.9957,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.5857,163.404,12/9/2012
0,00,,,,,,168.0047,,,,,,,,,169.973,162.264,,209.6626,221.4073,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.3986,163.6138,13/9/2012
1,01,,,,,,168.0163,,,,,,,,,169.973,162.264,,209.7028,221.7613,,,,,179.432,,,,64.199,,,,,170.204,,65.595,65.595,157.369,163.4852,13/9/2012
2,02,,,,,,168.0107,,,176.9596,,,,,,169.973,162.264,,209.7577,221.5332,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0015,13/9/2012
3,03,,,,,,168.0098,,,170.0179,,,,,,169.973,162.264,,209.7577,221.4084,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,158.1022,164.2041,13/9/2012
4,04,,,,,,167.9995,,,170.0627,,,,,,169.973,162.264,,209.7577,221.4084,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.3781,163.0359,13/9/2012
5,05,,,,,,168.0001,,,170.043,,,,,,169.973,162.264,,209.7422,221.0833,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.9568,163.6418,13/9/2012
6,06,,,,,,168.0021,,,170.0712,,,,,,169.973,162.264,,209.7577,220.8984,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,158.4135,163.913,13/9/2012
7,07,,,,,,168.0116,191.5867,172.0087,170.074,,,,,,169.973,162.264,,209.6441,221.1109,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.9919,13/9/2012
8,08,188.7533,181.6241,184.2308,181.3451,,168.0674,176.1258,172.1787,170.1317,,,,,,169.973,162.264,,209.5915,221.0642,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.1437,13/9/2012
9,09,179.3037,177.6302,179.0357,178.656,,168.1241,173.9486,172.124,170.1153,,,,,,169.973,162.264,,209.9672,221.0664,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.8554,13/9/2012
10,10,179.2654,177.7121,179.06,179.8193,,168.1008,173.9761,172.1522,170.1344,,,,,,169.973,162.264,,209.6987,221.2845,,,,,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.2066,13/9/2012
11,11,179.2698,177.7334,179.2046,178.7756,,168.049,173.7943,172.181,170.1238,,,,,,169.973,162.264,,209.7346,221.0007,,,,,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.3774,163.1359,13/9/2012
12,12,179.2926,177.951,179.3992,178.6791,,168.0688,175.5291,172.1737,170.1403,,,,,,169.973,162.264,,209.7346,221.4907,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.0707,13/9/2012
13,13,179.7752,178.1146,179.914,178.7095,,168.0782,175.634,172.1751,170.5163,,,,,,169.973,162.264,,209.7242,221.1102,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.369,163.1868,13/9/2012
14,14,180.3749,178.3155,179.646,178.7182,,168.074,175.6119,172.1761,170.5666,,,,,,169.973,162.264,,209.7058,221.1799,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.7802,163.8152,13/9/2012
15,15,181.1803,178.2793,180.1316,179.1185,,168.0804,175.6312,172.1763,170.2636,,,,,,169.973,162.264,,209.7472,221.3218,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.6065,13/9/2012
16,16,,179.0919,189.256,180.3557,,168.0968,175.5816,172.1765,169.8035,,,,,,169.973,162.264,,209.6386,221.2096,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.3291,13/9/2012
17,17,,191.5333,186.6386,194.0095,,168.0869,175.5508,172.1767,169.5755,,,,,,169.973,162.264,,209.6395,221.0087,,,,,179.432,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,162.9524,13/9/2012
18,18,182.5903,177.5883,177.6655,180.0134,,168.0867,175.473,172.1771,169.5702,,,,,,169.973,162.264,,209.6749,221.0789,,,,,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.0809,13/9/2012
19,19,180.0326,178.5218,178.6912,179.4961,,168.0901,175.4365,172.1795,169.5582,,,,,,169.973,162.264,,209.6146,221.316,,,,,179.432,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1465,13/9/2012
20,20,184.3785,177.8592,178.1237,180.0241,,168.1043,175.4957,172.1787,169.5606,,,,,,169.973,162.264,,209.623,221.4589,,,,,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.4372,13/9/2012
21,21,,183.5808,183.1619,193.6586,,168.0983,179.2244,172.1788,169.5427,,,,,,169.973,162.264,,209.8855,221.2941,,,,,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,164.2869,13/9/2012
22,22,,,,,,168.1114,,171.9975,169.5459,,,,,,169.973,162.264,,209.8629,220.8836,,,,,,,179.432,,64.199,,,,,170.204,,65.595,65.595,157.8725,164.0113,13/9/2012
23,23,,,,,,168.0922,,,169.8901,,,,,,169.973,162.264,,209.9006,221.1469,,,,179.432,,,179.432,,64.199,,,,,,,65.595,65.595,157.8725,163.2035,13/9/2012
0,00,,,,,,168.0827,,,179.3962,,,,,,169.973,162.264,,209.8753,221.4633,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,164.2525,14/9/2012
1,01,,,,,,168.0778,,,,,,,,,169.973,162.264,,209.8107,220.8253,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.3523,14/9/2012
2,02,,,,,,168.0876,,,,,,,,,169.973,162.264,,209.8199,221.2451,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.5787,163.0616,14/9/2012
3,03,,,,,,168.093,,,,,,,,,169.973,162.264,,209.8537,221.3751,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.5537,14/9/2012
4,04,,,,,,168.3095,,,,,,,,,169.973,162.264,,209.8537,221.3928,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,162.7241,14/9/2012
5,05,,,,,,168.0831,,,,,,,,,169.973,162.264,,209.8537,221.5578,,,,179.432,,,,,64.199,,,,,170.204,,65.595,65.595,157.8725,163.4327,14/9/2012
6,06,,,,,,168.0709,,,,,,,,,169.973,162.264,,209.8537,221.5332,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.4273,14/9/2012
7,07,,,,,,168.5644,,,181.775,,,,,,169.973,162.264,,209.8561,221.6057,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.3538,14/9/2012
8,08,,,,,,171.8701,,,169.5989,,,,,,169.973,162.264,,209.8777,221.6073,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,164.3805,14/9/2012
9,09,,,,,,,,,169.4059,,,,,,169.973,162.264,,209.8505,221.6505,,,,179.432,,,,,64.199,,,,,170.204,,65.595,65.595,157.8725,163.5892,14/9/2012
10,10,,,,,,,,,169.4843,,,,,,169.973,162.264,,209.7631,221.6094,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1245,14/9/2012
11,11,,,,,,,,171.7759,169.5589,,,,,,169.973,162.264,,209.9489,221.5874,,,,179.432,,179.432,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1245,14/9/2012
12,12,,,,,,,,172.1722,169.5654,,,,,,169.973,162.264,,209.9489,221.384,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1587,14/9/2012
13,13,,,,,,,,171.8347,169.979,,,,,,169.973,162.264,,209.9489,221.2697,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.5893,14/9/2012
14,14,,,,,,,,,170.11,,,,,,169.973,162.264,,209.9489,221.1899,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1227,14/9/2012
15,15,,,,,,,,,170.0842,,,,,,169.973,162.264,,210.1269,221.2696,,,,,,,179.432,,64.199,,,,,170.204,,65.595,65.595,157.8725,163.6631,14/9/2012
16,16,,,,,,,,,169.695,,,,,,169.973,162.264,,210.0101,221.396,,,,,,,179.432,,64.199,,,,,,,65.595,65.595,157.8725,164.0042,14/9/2012
17,17,,,,,,,,171.6535,169.6551,,,,,,169.973,162.264,,210.0204,221.2281,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.2765,14/9/2012
18,18,,181.1942,182.8428,181.7752,,,179.071,172.1755,169.595,,,,,,169.973,162.264,,210.1417,221.1567,,,,179.432,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.3564,14/9/2012
19,19,,179.0405,179.5246,180.0693,,171.5543,174.7153,172.1728,169.5407,,,,,,169.973,162.264,,209.8196,221.1538,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.2771,14/9/2012
20,20,,178.508,182.6772,184.0414,,168.0546,175.1276,172.1674,169.5156,,,,,,169.973,162.264,,209.8057,221.1037,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.8279,14/9/2012
21,21,,192.0294,,,,167.9746,186.2797,172.1223,169.5502,,,,,,169.973,162.264,,209.7577,221.298,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.5007,14/9/2012
22,22,,,,,,167.9503,,171.7286,169.5125,,,,,,169.973,162.264,,209.8517,221.1429,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.5274,14/9/2012
23,23,,,,,,167.9226,,,169.5246,,,,,,169.973,162.264,,209.8297,221.1429,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.175,14/9/2012
0,00,,,,,,167.9221,,,173.6567,,,,,,169.973,162.264,,209.8179,221.0846,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.2928,15/9/2012
1,01,,,,,,167.9228,,,,,,,,,169.973,162.264,,209.7852,221.0962,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,162.8578,15/9/2012
2,02,,,,,,167.91,,,,,,,,,169.973,162.264,,209.7577,221.1065,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.7239,163.2089,15/9/2012
3,03,,,,,,167.9138,,,,,,,,,169.973,162.264,,209.5682,221.0441,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8641,163.5545,15/9/2012
4,04,,,,,,167.9156,,,,,,,,,169.973,162.264,,209.716,221.0684,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.1367,15/9/2012
5,05,,,,,,167.9252,,,176.2664,,,,,,169.973,162.264,,209.8297,221.2165,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.6265,15/9/2012
6,06,,,,,,167.9114,,,169.5183,,,,,,169.973,162.264,,209.7255,221.1833,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.8565,15/9/2012
7,07,,,,,,167.9222,,,169.5392,,,,,,169.973,162.264,,209.6146,221.0466,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.1301,15/9/2012
8,08,,,,,,170.7514,,171.63,169.55,,,,,,169.973,162.264,,209.7077,221.0053,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1584,15/9/2012
9,09,,,,,,,,172.1349,169.5424,,,,,,169.973,162.264,,209.9366,220.9079,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.9196,15/9/2012
10,10,,,,,,,183.7566,172.1681,169.6111,,,,,,169.973,162.264,,209.8254,220.9197,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,164.9808,15/9/2012
11,11,,,,,,,174.6421,172.057,169.6727,,,,,,169.973,162.264,,209.8297,221.1882,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,164.8694,15/9/2012
12,12,,,,,,,174.8014,172.1257,169.7058,,,,,,169.973,162.264,,209.9124,221.4657,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,165.2917,15/9/2012
13,13,,,,,,,175.156,172.1877,170.1364,,,,,,169.973,162.264,,210.0682,221.573,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,165.0919,15/9/2012
14,14,,,,,,,175.2613,172.1692,170.1459,,,,,,169.973,162.264,,210.0375,221.5788,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,165.134,15/9/2012
15,15,,,,,,170.3644,175.5744,172.1221,170.2034,,,,,,169.973,162.264,,210.1357,221.642,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,164.9132,15/9/2012
16,16,,,194.724,,,167.8805,189.0815,172.1372,170.0234,,,,,,169.973,162.264,,209.9868,221.0827,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,164.9991,15/9/2012
17,17,,,194.0752,,,167.9098,183.4565,172.1227,169.5845,,,,,,169.973,162.264,,209.9729,221.4019,,,,179.432,,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,164.2415,15/9/2012
18,18,186.5656,180.8149,180.0475,182.6668,,167.9284,174.8493,172.1144,169.569,,,,,,169.973,162.264,,209.9729,220.9695,,,,179.432,179.432,,179.432,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.2312,15/9/2012
19,19,183.4291,177.6191,177.6959,183.3032,,167.9193,174.8195,172.0783,169.552,,,,,,169.973,162.264,,209.8333,221.0924,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.7097,15/9/2012
20,20,194.908,177.6262,177.7019,,,167.9142,175.2457,172.0479,169.5411,,,,,,169.973,162.264,,209.7476,220.9014,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.2939,15/9/2012
21,21,,184.7043,181.1758,,,167.9309,175.5358,172.1091,169.5655,,,,,,169.973,162.264,,209.701,221.1877,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.1942,15/9/2012
22,22,,,,,,167.9391,185.7562,171.9032,169.5515,,,,,,169.973,162.264,,209.7106,221.2429,,,,179.432,,,,,64.199,,,,171.704,170.204,,65.595,65.595,157.8725,163.7637,15/9/2012
23,23,,,,,,167.9399,,,175.4555,,,,,,169.973,162.264,,209.6995,221.2429,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.1173,15/9/2012
0,00,,,,,,167.9283,,,,,,,,,169.973,162.264,,209.7106,221.2324,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.2788,16/9/2012
1,01,,,,,,167.9336,,,,,,,,,169.973,162.264,,209.7167,221.0936,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.0891,16/9/2012
2,02,,,,,,167.9283,,,,,,,,,169.973,162.264,,209.6146,221.1429,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.7383,163.0891,16/9/2012
3,03,,,,,,167.9222,,,,,,,,,169.973,162.264,,209.6146,221.1429,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.2857,16/9/2012
4,04,,,,,,167.915,,,,,,,,,169.973,162.264,,209.6146,221.1429,,,,179.432,,,,,64.199,,,,,,,65.595,65.595,157.8725,163.7091,16/9/2012
5,05,,,,,,167.9606,,,,,,,,,169.973,162.264,,209.76,221.1867,,,,179.432,,,179.432,,64.199,,,,,,,65.595,65.595,157.8725,163.8849,16/9/2012
6,06,,,,,,171.4704,,,,,,,,,,162.264,,209.6594,221.1625,,,,,,,179.432,,64.199,,,,,,,65.595,65.595,157.8725,163.4012,16/9/2012
7,07,,,,,,168.155,,,,,,,,,169.973,162.264,,209.8828,221.3159,,,,,,,179.432,,64.199,,,,,,,65.595,65.595,157.8708,163.3733,16/9/2012
