,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
13,13,,,,,,155.287,155.2352,,156.0415,229.485,,,,,156.328,148.261,,,191.2057,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.5707,6/8/2013
14,14,,,,,,155.4223,155.2574,160.2142,156.0621,229.485,229.485,,,,156.328,148.261,,,191.205,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.3918,6/8/2013
15,15,,,177.877,,,154.9498,155.334,160.3735,155.8774,,229.485,,,,156.328,148.261,,,191.222,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.3666,6/8/2013
16,16,,,165.27,,,155.4474,155.4554,160.3436,155.6574,,229.485,,,,156.328,148.261,,,191.2184,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.5912,6/8/2013
17,17,,,177.6919,,,154.7597,155.3401,160.2978,155.656,,,,,,156.328,148.261,,,191.2268,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,144.2928,150.8092,6/8/2013
18,18,166.9403,,165.4226,,,154.1867,155.155,160.2863,155.6699,,,,,,156.328,148.261,,,191.2336,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.7365,150.0111,6/8/2013
19,19,165.5925,,164.53,,,153.755,155.0923,160.2863,155.6875,,,,,,156.328,148.261,,,191.2953,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6121,149.9685,6/8/2013
20,20,,,169.264,,,153.7617,155.2581,160.0394,155.6725,,,,,,156.328,148.261,,,191.3094,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,144.3082,150.1157,6/8/2013
21,21,,,,,,153.749,155.3061,159.7189,159.6839,,,,,,156.328,148.261,,,191.3137,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.967,6/8/2013
22,22,,,,,,153.7409,155.4613,,,,,,,,156.328,148.261,,,191.3485,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.3502,6/8/2013
23,23,,,,,,153.8184,159.2711,,,,,,,,156.328,148.261,,,191.3365,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.6586,6/8/2013
0,0,,,,,,158.5136,,,,,,,,,,148.261,,,191.0753,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.8516,7/8/2013
1,1,,,,,,,,,,,,,,,,148.261,,,191.0945,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.0018,7/8/2013
2,2,,,,,,156.0322,,,,,,,,,,148.261,,,191.0489,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.7215,149.4262,7/8/2013
3,3,,,,,,153.5968,,,,,,,,,,148.261,,,191.038,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,144.5697,150.3661,7/8/2013
4,4,,,,,,153.6339,164.5496,,,,,,,,,148.261,,,191.0999,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,144.6534,149.8737,7/8/2013
5,5,,,,,,153.6305,155.2607,,,,,,,,,148.261,,,191.1289,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,144.5826,149.7758,7/8/2013
6,6,,,,,,153.672,155.2544,,,,,,,,156.328,148.261,,,191.1876,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.7301,7/8/2013
7,7,,,,,,153.9272,155.2704,,,,,,,,156.328,148.261,,,191.1811,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.3472,7/8/2013
8,8,,,,,,153.6862,155.3616,,163.1262,,,,,,156.328,148.261,,,191.0938,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.4661,7/8/2013
9,9,,,,,,153.6953,155.2608,,156.4212,,,,,,156.328,148.261,,,191.0293,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6757,149.5774,7/8/2013
10,10,,,,,,153.7368,155.2968,159.9646,156.8432,,,,,,156.328,148.261,,,191.3938,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.6796,7/8/2013
11,11,,,166.437,,,153.7714,155.3307,160.2253,156.5266,,,,,,156.328,148.261,,,191.3858,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.2149,7/8/2013
12,12,,,163.5642,,,153.9166,155.4005,160.293,156.1018,,229.485,,,,156.328,148.261,,,191.3786,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.4925,7/8/2013
13,13,166.3044,,163.5779,,,155.2764,155.5988,160.3005,155.6675,,,,,,156.328,148.261,,,191.3927,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.8662,7/8/2013
14,14,164.2071,165.0459,163.6478,,,154.6499,156.1519,160.2895,155.6862,,,,,,156.328,148.261,,,191.3659,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.6649,7/8/2013
15,15,164.1798,164.6468,164.0941,,,155.4456,156.273,160.267,155.6587,,,,,,156.328,148.261,,,191.3003,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.6096,7/8/2013
16,16,170.6355,177.4893,165.8415,,,155.4765,155.7163,160.2531,155.6824,,,,,,156.328,148.261,,,191.3731,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.5703,7/8/2013
17,17,,,,,,155.4948,155.5688,159.8723,155.6741,,,,,,156.328,148.261,,,191.375,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.8857,7/8/2013
18,18,,,,,,155.2542,155.4182,159.9754,155.6937,,,,,,156.328,148.261,,,191.2924,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,151.0717,7/8/2013
19,19,,,,,,154.6715,155.1272,160.0845,155.6664,,,,,,156.328,148.261,,,191.143,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,151.0492,7/8/2013
20,20,,,,,,154.4413,155.0815,159.724,155.6545,,,,,,156.328,148.261,,,191.1529,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.5531,7/8/2013
21,21,,,,,,155.0838,155.1068,159.673,158.6835,,,,,,156.328,148.261,,,191.1927,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.9538,7/8/2013
22,22,,,,,,155.6262,155.0917,,,,,,,,156.328,148.261,,,191.1768,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.0221,7/8/2013
23,23,,,,,,155.1302,155.1998,,,,,,,,,148.261,,,191.0104,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.9862,7/8/2013
0,0,,,,,,155.0668,155.1082,,,,,,,,,148.261,,,191.0101,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.0318,8/8/2013
1,1,,,,,,155.063,155.2614,,,,,,,,,148.261,,,191.0184,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1383,8/8/2013
2,2,,,,,,155.0639,155.2502,,,,,,,,,148.261,,,190.9811,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6871,150.0553,8/8/2013
3,3,,,,,,155.0525,155.14,,,,,,,,,148.261,,,191.0198,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.1175,8/8/2013
4,4,,,,,,155.0635,155.046,,,,,,,,,148.261,,,191.076,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.5253,8/8/2013
5,5,,,,,,155.0359,155.0405,,,,,,,,,148.261,,,191.319,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.7261,8/8/2013
6,6,,,,,,155.0326,155.0263,,,,,,,,156.328,148.261,,,191.0086,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.6248,8/8/2013
7,7,,,,,,155.0532,155.0343,,168.6096,,,,,,156.328,148.261,,,191.1318,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1441,8/8/2013
8,8,,,,,,155.0559,155.0574,159.6947,158.0622,,,,,,156.328,148.261,,,191.1471,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.5828,8/8/2013
9,9,,172.1988,175.5724,,,155.0778,155.1103,160.2925,156.3646,,,,,,156.328,148.261,,,191.1978,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.114,8/8/2013
10,10,177.8067,163.3876,164.1419,,,155.0867,155.3341,160.2899,156.0346,,,,,,156.328,148.261,,,191.2148,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.1979,8/8/2013
11,11,165.3755,163.5884,163.6022,,,155.5224,155.3202,160.2875,156.0511,,,,,,156.328,148.261,,,191.2043,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.5421,8/8/2013
12,12,164.6413,163.596,163.7533,,,156.1432,155.6002,160.2936,155.8929,,,,,,156.328,148.261,,,191.1753,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.0976,8/8/2013
13,13,163.6276,163.609,163.863,170.4786,,156.1685,155.7095,160.3054,155.6834,,,,,,156.328,148.261,,,191.2347,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.6005,8/8/2013
14,14,163.7158,163.5999,163.9634,166.0308,170.4659,156.2024,155.6446,160.3078,155.7103,,,,,,156.328,148.261,,,191.2409,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.3149,8/8/2013
15,15,163.7001,163.5789,164.0074,166.0001,168.4738,155.6511,155.5247,160.2991,155.6742,,,,,,156.328,148.261,,,191.1101,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.958,8/8/2013
16,16,163.8194,163.7432,164.0208,172.4763,179.6023,155.1156,155.5221,160.3015,155.6663,,,,,,156.328,148.261,,,191.025,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.7396,8/8/2013
17,17,173.2631,173.9271,169.4664,,,155.1345,155.5251,160.2992,155.6643,,,,,,156.328,148.261,,,191.0437,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.5824,8/8/2013
18,18,167.0782,164.8785,167.3581,167.5315,169.0062,155.1395,155.489,160.3198,155.685,,,,,,156.328,148.261,,,191.0445,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.153,8/8/2013
19,19,163.5288,163.5624,164.7521,165.9992,167.2472,155.1133,155.4234,160.2483,155.6481,,,,,,156.328,148.261,,,191.0735,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.0267,8/8/2013
20,20,163.6307,163.5461,165.6085,169.2935,173.4844,155.0755,155.3138,159.7807,155.6374,,,,,,156.328,148.261,,,191.075,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.2758,8/8/2013
21,21,173.7252,171.7126,177.2832,,,155.0901,155.2916,159.8871,155.6454,,,,,,156.328,148.261,,,191.0782,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.2334,8/8/2013
22,22,,,,,,155.0737,155.2859,,156.0659,,,,,,156.328,148.261,,,191.101,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6417,150.6348,8/8/2013
23,23,,,,,,155.0784,155.2716,,163.7639,,,,,,156.328,148.261,,,191.1713,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.007,8/8/2013
0,0,,,,,,155.0772,155.2763,,,,,,,,156.328,148.261,,,191.5457,,,,,50,,155.937,155.937,156.328,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7753,9/8/2013
1,1,,,,,,155.08,155.2634,,168.1465,,,,,,156.328,148.261,,,191.3745,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6181,9/8/2013
2,2,,,,,,155.0864,155.2698,,156.644,,,,,,156.328,148.261,,,191.3254,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,144.0551,150.7192,9/8/2013
3,3,,,,,,155.0576,155.2387,,155.5998,,,,,,156.328,148.261,,,191.3304,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.812,9/8/2013
4,4,,,,,,155.0832,155.2699,,155.6126,,,,,,156.328,148.261,,,191.3648,,,,,50,,155.937,,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6356,9/8/2013
5,5,,,,,,155.0829,155.2701,,155.6225,,,,,,156.328,148.261,,,191.3369,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.9262,9/8/2013
6,6,,,,,,155.0815,155.2754,,155.6169,,,,,,156.328,148.261,,,191.3453,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.2133,9/8/2013
7,7,175.7555,176.1154,,,,155.0986,155.2972,159.9276,155.8812,,,,,,156.328,148.261,,,191.2504,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.0672,9/8/2013
8,8,163.7131,163.7028,166.7074,,,155.1073,155.2868,160.3517,156.3338,,,,,,156.328,148.261,,,191.1709,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.9368,9/8/2013
9,9,163.6222,163.5179,164.7999,169.1345,169.8827,155.1207,155.3021,160.3365,156.496,,,,,,156.328,148.261,,,191.163,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.7998,9/8/2013
10,10,163.5896,163.4869,164.8247,165.9237,167.3266,155.6477,155.3257,160.3369,156.5264,,,,,,156.328,148.261,,,190.168,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.7406,9/8/2013
11,11,163.6402,163.5173,163.769,165.9814,167.3452,156.1658,155.3938,160.2983,156.1929,,,,,,156.328,148.261,,,184.2955,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.8882,9/8/2013
12,12,163.6162,163.5195,163.4923,165.9651,167.3378,156.1313,155.4754,160.2789,156.117,,,,,,156.328,148.261,,,187.7697,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,151.3413,9/8/2013
13,13,163.6286,163.4792,163.5745,165.9761,167.3427,155.3826,155.5259,160.2565,155.8507,,,,,,156.328,148.261,,,191.2342,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.5838,9/8/2013
14,14,163.6418,163.4743,163.5636,165.9556,167.0773,155.2631,155.6578,160.2922,155.6617,,,,,,156.328,148.261,,,184.5539,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.0306,9/8/2013
15,15,163.5874,163.4884,163.738,165.9369,166.4461,155.304,155.6866,160.2673,155.6691,,,,,,156.328,148.261,,,184.0496,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.9016,9/8/2013
16,16,163.5844,163.5725,163.7568,167.2098,170.5966,155.325,155.6184,160.3015,155.6687,,,,,,156.328,148.261,,,190.6678,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,151.3037,9/8/2013
17,17,163.5897,172.8134,163.7585,179.1066,,155.2877,156.1898,160.2938,155.6483,,,,,,156.328,148.261,,,191.5333,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.7718,151.1289,9/8/2013
18,18,163.6066,165.1394,163.7797,167.311,169.4194,155.2088,155.6751,160.2879,155.667,,,,,,156.328,148.261,,,190.2101,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.0335,9/8/2013
19,19,163.5464,163.4101,163.7138,165.939,167.2906,155.1379,155.51,160.2639,155.6454,,229.485,,,,156.328,148.261,,,184.3017,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.673,9/8/2013
20,20,163.5159,163.389,163.6892,165.974,169.2569,155.1608,155.4609,159.8134,155.666,,,,,,156.328,148.261,,,190.4002,,166.811,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.8627,9/8/2013
21,21,166.0982,167.0407,165.4423,170.1814,,155.1314,155.3058,159.7438,155.6294,,,,,,156.328,148.261,,,191.4957,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,151.1026,9/8/2013
22,22,179.1889,,,,,155.1014,155.3672,160.1726,155.6423,,,,,,156.328,148.261,,,191.2086,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.7282,9/8/2013
23,23,178.9966,,,,,155.6155,155.294,159.9465,155.6529,,,,,,156.328,148.261,,,191.167,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.3192,9/8/2013
0,0,,,,,,155.8079,155.2692,,155.6343,,,,,,156.328,148.261,,,191.1144,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1837,10/8/2013
1,1,,,,,,155.082,155.2864,,155.6514,,,,,,156.328,148.261,,,191.2155,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7757,10/8/2013
2,2,,,,,,155.0964,155.2658,,155.6186,,,,,,156.328,148.261,,,191.2032,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.7194,149.7757,10/8/2013
3,3,,,,,,155.3168,155.2671,,155.6187,,,,,,156.328,148.261,,,191.192,,,,,50,,155.937,,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.7167,150.6296,10/8/2013
4,4,,,,,,158.0587,155.2661,,157.2622,,,,,,156.328,148.261,,,191.2598,,,,,50,,155.937,,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.7157,150.7093,10/8/2013
5,5,,,,,,158.105,155.2957,,159.4657,,,,,,156.328,148.261,,,191.1876,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.9398,150.4194,10/8/2013
6,6,,,,,,158.0903,155.2874,,,,,,,,156.328,148.261,,,191.1579,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.3623,10/8/2013
7,7,,,,,,158.0981,155.2939,,,,,,,,156.328,148.261,,,191.1735,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6628,10/8/2013
8,8,,,,,,158.0688,155.2969,,,,,,,,156.328,148.261,,,191.1094,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6164,10/8/2013
9,9,,,,,,158.3311,155.2503,,158.4885,,,,,,156.328,148.261,,,191.1387,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6464,10/8/2013
10,10,,,,,,159.112,155.1166,,155.6388,,,,,,156.328,148.261,,,191.1967,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6464,10/8/2013
11,11,,,,,,,155.2829,,156.0016,,,,,,156.328,148.261,,,191.181,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7191,10/8/2013
12,12,,,,,,,155.381,,155.6628,,,,,,156.328,148.261,,,191.1337,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.7851,150.0103,10/8/2013
13,13,,,,,,,155.5285,,155.665,,,,,,156.328,148.261,,,191.076,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.0884,10/8/2013
14,14,,,,,,,155.5386,,159.0476,,,,,,156.328,148.261,,,191.1083,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.8572,10/8/2013
15,15,,,,,,,155.5552,159.673,,,,,,,156.328,148.261,,,191.0796,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.6922,10/8/2013
16,16,,,,,,,155.3799,159.6758,,,,,,,156.328,148.261,,,191.122,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1215,10/8/2013
17,17,,,,,,158.9499,155.2607,159.6731,169.008,,,,,,156.328,148.261,,,191.3076,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,149.8249,10/8/2013
18,18,171.5751,178.0003,166.0444,,,158.027,155.2258,159.7439,157.0436,,,,,,156.328,148.261,,,191.2941,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.0312,10/8/2013
19,19,165.1188,164.1909,163.4916,,,155.1867,155.1943,159.6473,155.6646,,,,,,156.328,148.261,,,191.3825,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.71,10/8/2013
20,20,175.0456,163.7445,163.5828,,,154.97,155.1164,159.182,155.6597,,,,,,156.328,148.261,,,191.3917,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.2769,10/8/2013
21,21,,174.8261,169.3,,,154.997,155.151,159.6301,155.68,,,,,,156.328,148.261,,,191.4058,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,157.306,,,66.857,66.857,143.6073,150.674,10/8/2013
22,22,,,,,,154.9894,155.1377,159.8526,157.3247,,,,,,156.328,148.261,,,191.5272,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,151.2287,10/8/2013
23,23,,,,,,154.9522,155.1254,159.7497,167.4161,,,,,,156.328,148.261,,,191.4764,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.4194,10/8/2013
0,0,,,,,,156.1769,155.1218,159.6734,,,,,,,,148.261,,,191.4116,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.2005,11/8/2013
1,1,,,,,,159.112,155.1347,159.673,,,,,,,,148.261,,,191.3645,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1922,11/8/2013
2,2,,,,,,,155.1011,159.673,,,,,,,,148.261,,,191.4011,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.7423,149.7925,11/8/2013
3,3,,,,,,,155.0935,159.6732,,,,,,,,148.261,,,191.4514,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7017,11/8/2013
4,4,,,,,,,155.0674,159.6734,,,,,,,,148.261,,,191.5,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1258,11/8/2013
5,5,,,,,,,155.0789,159.673,,,,,,,,148.261,,,191.4974,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.588,11/8/2013
6,6,,,,,,,155.0793,159.6731,,,,,,,,148.261,,,191.3065,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.6732,11/8/2013
7,7,,,,,,,155.1686,159.673,,,,,,,156.328,148.261,,,191.2279,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.5635,11/8/2013
8,8,,,,,,,155.215,159.673,,,,,,,156.328,148.261,,,191.1728,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7086,11/8/2013
9,9,,,,,,,155.3654,159.673,,,,,,,156.328,148.261,,,191.109,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.1057,11/8/2013
10,10,,,,,,,155.3532,159.6731,,,,,,,156.328,148.261,,,190.9322,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7705,11/8/2013
11,11,,,,,,,155.3809,159.673,,,,,,,156.328,148.261,,,191.1605,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.5157,11/8/2013
12,12,,,,,,,155.4485,159.673,,,,,,,156.328,148.261,,,191.2531,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.7615,11/8/2013
13,13,,,,,,,155.4622,159.673,,,229.485,,,,156.328,148.261,,,191.3174,,,,,50,,155.937,155.937,,,,64.199,64.199,,,,,,,66.857,66.857,143.6073,149.8139,11/8/2013
14,14,,,,,,,159.4019,159.6731,,,229.485,,,,156.328,148.261,,,191.3967,,,,,50,,155.937,155.937,,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.6073,150.6439,11/8/2013
15,15,,,,,,,155.8805,159.673,,,,,,,,148.261,,,191.3201,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.8593,150.903,11/8/2013
16,16,,,,,,,171.8574,159.6732,,,,,,,,148.261,,,191.2043,,,,,50,,155.937,155.937,156.328,156.328,,64.199,64.199,,,,,,,66.857,66.857,143.8334,149.7889,11/8/2013
