,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
15,15,,,,,,,84.7362,86.1186,,,,,,,,85.9431,84.2769,,,99.6714,104.8993,,86.34,,,,116.9836,,86.28,86.28,,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.0541,82.1573,1/8/2015
16,16,,,,,,,84.7201,86.0921,,,,,,,,85.9431,84.2769,,,99.663,104.9775,,86.34,,,,116.9836,,86.28,86.28,,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.1401,82.1251,1/8/2015
17,17,,,,,,,84.5623,86.0976,,,,,,,,85.9431,84.2769,,,99.6618,104.9622,,86.34,,,,116.9836,,86.28,86.28,,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.152,82.1548,1/8/2015
18,18,,,,,,,84.5101,85.8857,,87.5336,,,,,,85.9431,84.2769,,,99.6875,104.9568,,86.34,,,,116.9836,,86.28,86.28,,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.1016,82.1339,1/8/2015
19,19,,,,,,,84.4957,85.56,,85.699,,,,,,85.9431,84.2769,,,99.6942,104.9715,,86.34,,,,116.9836,,86.28,86.28,90.93,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.1151,82.162,1/8/2015
20,20,,,,,,,84.5032,85.5636,,85.9456,,,,,,85.9431,84.2769,,,99.7152,105.0485,,86.34,,,,116.9836,,86.28,86.28,,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.1249,82.1665,1/8/2015
21,21,,,,,,,84.5056,85.7126,,86.7664,,,,,,85.9431,84.2769,,,99.6178,105.0883,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.045,82.1037,1/8/2015
22,22,,,,,,,84.5314,87.7953,,93.0121,,,,,,85.9431,84.2769,,,99.5453,105.0753,,86.34,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.127,82.1123,1/8/2015
23,23,,,,,,,84.8572,94.1455,,,,,,,,85.9431,84.2769,,,99.6087,105.073,,86.34,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.159,82.1448,1/8/2015
0,0,,,,,,,86.4442,,,,,,,,,85.9431,84.2769,,,99.6156,105.0821,,86.34,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1296,82.0994,2/8/2015
1,1,,,,,,,,,,,,,,,,,84.2769,,,99.656,105.0488,,,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.274,82.1141,2/8/2015
2,2,,,,,,,,,,,,,,,,,,,,99.6315,104.9882,,,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1814,82.1541,2/8/2015
3,3,,,,,,,,,,,,,,,,,,,,99.6229,104.9255,,,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.067,82.3881,2/8/2015
4,4,,,,,,,,,,,,,,,,,84.2769,,,99.6718,104.8605,,,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.0945,82.2293,2/8/2015
5,5,,,,,,,,,,,,,,,,,84.2769,,,99.6553,104.9287,,,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.3609,82.6038,2/8/2015
6,6,,,,,,,,,,,,,,,,,,,,99.6531,104.9302,,,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.3587,83.0828,2/8/2015
7,7,,,,,,,,,,,,,,,,,,,,99.6356,104.9734,,86.34,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.2256,82.618,2/8/2015
8,8,,,,,,,,,,,,,,,,,84.2769,,,99.6665,105.0555,,86.34,,,,116.9836,,86.28,,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1429,82.6572,2/8/2015
9,9,,,,,,,86.9813,,,,,,,,,,84.2769,,,99.7205,105.1437,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1064,82.4235,2/8/2015
10,10,,,,,,,84.7536,89.5649,,,,,,,,,,,,99.745,105.1234,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.4008,82.285,2/8/2015
11,11,,,,,,,84.6226,87.6313,,,,,,,,85.9431,84.2769,,,99.8078,105.0442,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.0155,82.0617,2/8/2015
12,12,,,,,,,84.6501,87.8723,,,,,,,,85.9431,84.2769,,,99.8056,105.0103,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1022,82.1301,2/8/2015
13,13,,,,,,,84.6868,87.9582,,,,,,,,85.9431,84.2769,,,99.8277,104.958,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1911,82.3323,2/8/2015
14,14,,,,,,,84.6776,87.9467,,,,,,,,85.9431,84.2769,,,99.7693,104.9299,,86.34,,,,116.9836,,86.28,,,90.93,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.0744,82.1343,2/8/2015
15,15,,,,,,,84.6585,91.5184,,,,,,,,85.9431,84.2769,,,99.7877,104.9611,,86.34,,,,116.9836,,86.28,,90.93,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.056,82.1056,2/8/2015
16,16,,,,,,,84.663,,,,,,,,,85.9431,84.2769,,,99.7474,104.9508,,86.34,,,,116.9836,,86.28,,90.93,,,90.2407,87.6123,,86.28,,,,,,92.185,,92.185,84.1099,82.1403,2/8/2015
17,17,,,,,,,84.6591,,,,,,,,,85.9431,84.2769,,,99.6435,104.9295,,86.34,,,,116.9836,,86.28,,,,,90.2407,87.6123,,86.28,,,,,,92.185,,92.185,84.1871,82.1507,2/8/2015
18,18,,,,,,,84.6565,86.9462,,88.735,,,,,,85.9431,84.2769,,,99.7334,104.8904,,86.34,,,,116.9836,,86.28,86.28,90.93,,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.1531,82.0639,2/8/2015
19,19,,,,,,,84.5943,85.6147,,86.0661,,,,,,85.9431,84.2769,,,99.6842,104.8743,,86.34,,,,116.9836,,86.28,86.28,90.93,,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.03,82.0669,2/8/2015
20,20,,,,,,,84.5912,85.5783,,86.1978,,,,,,85.9431,84.2769,,,99.5917,104.8397,,86.34,,,,116.9836,,86.28,86.28,90.93,,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.0036,82.0348,2/8/2015
21,21,,,,,,,84.5887,86.2181,,90.4936,,,,,,85.9431,84.2769,,,99.6571,104.9507,,86.34,,,,116.9836,,86.28,86.28,90.93,,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.0083,82.0688,2/8/2015
22,22,,,,,,,84.5921,91.7106,,,,,,,,85.9431,84.2769,,,99.6996,105.2616,,86.34,,,,116.9836,,,86.28,,,,90.2407,87.6123,86.28,86.28,,,,,,92.185,,92.185,84.0897,82.0921,2/8/2015
23,23,,,,,,,85.0776,,,,,,,,,,84.2769,,,99.5853,105.1016,,86.34,,,,116.9836,,,86.28,,,,90.2407,87.6123,86.28,,,,,,,92.185,,92.185,84.1552,82.1162,2/8/2015
0,0,,,,,,,,,,,,,,,,,,,,94.8233,99.9066,,84.87,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5175,78.7379,3/8/2015
1,1,,,,,,,,,,,,,,,,,,,,94.8804,99.9273,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5194,78.5144,3/8/2015
2,2,,,,,,,,,,,,,,,,,,,,94.8539,99.8903,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.7434,78.9704,3/8/2015
3,3,,,,,,,,,,,,,,,,,,,,94.8744,99.9081,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5834,79.1769,3/8/2015
4,4,,,,,,,,,,,,,,,,,80.6287,,,94.8862,99.9041,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.4599,78.8665,3/8/2015
5,5,,,,,,,,,,,,,,,,,80.6287,,,94.8868,99.8798,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5892,78.7314,3/8/2015
6,6,,,,,,,83.728,87.0605,,,,,,,,,80.6287,,,94.891,99.9142,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.4545,78.5096,3/8/2015
7,7,,,,,,,81.4801,83.0687,,,,,,,,82.3137,80.6287,,,94.8913,99.8957,,,84.87,,,116.9836,,82.31,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.4135,78.5057,3/8/2015
8,8,,,,,,,81.2234,82.1431,,85.8776,,,,,,82.3137,80.6287,,,94.9161,99.98,,,84.87,,,116.9836,,82.31,82.31,,88.78,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.3966,78.5059,3/8/2015
9,9,,,,,,,81.2309,82.2551,85.2013,82.8816,,,,,,82.3137,80.6287,,,94.9108,100.053,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5457,78.578,3/8/2015
10,10,,,,,,,81.2636,82.1577,85.1972,82.8925,,,,,,82.3137,80.6287,,,94.8593,100.01,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.6658,78.5476,3/8/2015
11,11,,,,,,,81.3038,82.17,85.186,82.916,,,,,,82.3137,80.6287,,,94.8535,99.9251,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.4075,78.5019,3/8/2015
12,12,,,,,,,81.3579,82.167,85.1992,82.9302,,,,,,82.3137,80.6287,,,94.8178,99.862,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.5286,78.5808,3/8/2015
13,13,,,,,,,81.368,82.2086,85.1923,82.8996,,,,,,82.3137,80.6287,,,94.8985,99.8937,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.4391,78.5318,3/8/2015
14,14,,,,,,,81.3752,82.2833,85.2296,82.8675,,,,,,82.3137,80.6287,,,94.9644,99.8548,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.401,78.5098,3/8/2015
15,15,,,,,,,81.4032,82.2551,85.225,82.8306,,,,,,82.3137,80.6287,,,94.9112,99.8269,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.371,78.5001,3/8/2015
16,16,,,,,,,81.6566,82.2475,85.2863,83.0081,,,,,,82.3137,80.6287,,,94.889,99.8571,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.5013,78.5477,3/8/2015
17,17,,,,,,,81.5352,82.14,,87.8849,,,,,,82.3137,80.6287,,,94.8559,99.888,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5778,78.5861,3/8/2015
18,18,,,,,,,81.3435,82.053,84.8446,83.8682,,,,,,82.3137,80.6287,,,94.8787,99.9944,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.4244,78.5475,3/8/2015
19,19,,,,,,,81.3182,82.0302,84.4687,82.0857,,,,,,82.3137,80.6287,,,94.9119,100.0252,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.376,78.5032,3/8/2015
20,20,,,,,,,81.305,82.0178,84.6883,82.4065,,,,,,82.3137,80.6287,,,94.8919,100.0621,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,85.376,,92.185,,92.185,80.4329,78.5357,3/8/2015
21,21,,,,,,,81.3111,82.6419,,84.7138,,,,,,82.3137,80.6287,,,94.9068,99.8912,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5207,78.5315,3/8/2015
22,22,,,,,,,81.3022,84.6913,,,,,,,,82.3137,80.6287,,,94.8482,99.9096,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.4379,78.5747,3/8/2015
23,23,,,,,,,81.3159,92.0266,,,,,,,,,80.6287,,,94.845,99.9991,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.4903,78.5553,3/8/2015
0,0,,,,,,,82.7549,,,,,,,,,,80.6287,,,94.8057,100.0198,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.5719,78.5302,4/8/2015
1,1,,,,,,,,,,,,,,,,,,,,94.7892,100.0154,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.736,78.5871,4/8/2015
2,2,,,,,,,,,,,,,,,,,,,,94.781,100.0096,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.7644,78.589,4/8/2015
3,3,,,,,,,,,,,,,,,,,,,,94.7914,99.9939,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.6115,78.589,4/8/2015
4,4,,,,,,,,,,,,,,,,,80.6287,,,94.7921,99.9904,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.3702,78.5907,4/8/2015
5,5,,,,,,,,88.8159,,,,,,,,,80.6287,,,94.7957,99.9971,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.4534,78.5848,4/8/2015
6,6,,,,,,,,84.1294,,,,,,,,,80.6287,,,94.8046,100.0005,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.3937,78.5324,4/8/2015
7,7,,,,,,,82.8496,84.1837,,,,,,,,82.3137,80.6287,,,94.8048,100.0161,,,,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,82.31,,,,,,,92.185,,92.185,80.3696,78.4849,4/8/2015
8,8,,,,,,,82.627,82.1103,,85.6549,,,,,,82.3137,80.6287,,,94.8064,99.9805,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4406,78.5092,4/8/2015
9,9,,,,,,,82.6827,82.1157,85.2571,82.8485,,,,,,82.3137,80.6287,,,94.8696,100.0404,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.5949,78.5149,4/8/2015
10,10,,,,,,,82.8072,82.1573,85.1831,82.7128,,,,,,82.3137,80.6287,,,94.834,100.002,,,84.87,,,,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4727,78.4989,4/8/2015
11,11,,90.1433,,,,,82.7174,82.1773,85.1717,82.8988,,,,,,82.3137,80.6287,,,94.8594,99.955,,,84.87,,,,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4658,78.5396,4/8/2015
12,12,,89.1569,,,,,82.7688,82.2011,85.2062,82.8745,,,,,,82.3137,80.6287,,,94.8814,99.9258,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.6819,78.582,4/8/2015
13,13,,89.1431,,,,,82.7998,82.3165,85.2241,82.8988,,,,,,82.3137,80.6287,,,94.8299,99.8185,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.5563,78.514,4/8/2015
14,14,,89.1388,,91.6304,,,82.8111,82.3273,85.1881,82.9288,,131.277,,,,82.3137,80.6287,,,94.8306,99.8284,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.493,78.5594,4/8/2015
15,15,,89.1118,92.2558,90.2126,,,82.8301,82.3107,85.1735,82.9815,,131.277,,,,82.3137,80.6287,,,94.897,99.9471,,,84.87,,,116.9836,,,82.31,88.78,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4017,78.4937,4/8/2015
16,16,,89.1411,96.4676,90.2118,,,82.8348,82.2219,85.1783,82.934,,,,,,82.3137,80.6287,,,94.8996,99.951,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4148,78.4947,4/8/2015
17,17,,92.0591,,92.6308,,,81.4845,82.2132,85.1856,82.9252,,,,,,82.3137,80.6287,,,94.8626,99.9505,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.5135,78.5375,4/8/2015
18,18,,91.3961,,91.6515,,,81.6014,82.186,84.8287,82.9168,,,,,,82.3137,80.6287,,,94.8662,99.9105,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4227,78.5018,4/8/2015
19,19,,89.0547,,89.653,,,81.7789,82.1079,84.9095,82.8841,,,,,,82.3137,80.6287,,,94.9028,99.9508,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.463,78.4822,4/8/2015
20,20,,92.9364,,91.6314,,,81.3418,82.029,84.4615,82.8627,,,,,,82.3137,80.6287,,,94.8717,99.9478,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4596,78.5191,4/8/2015
21,21,,,,,,,81.236,82.0546,85.1258,84.3264,,,,,,82.3137,80.6287,,,94.8531,99.9303,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.4998,78.5726,4/8/2015
22,22,,,,,,,81.2276,82.965,85.154,,,,,,,82.3137,80.6287,,,94.8908,99.9261,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.5349,78.6589,4/8/2015
23,23,,,,,,,81.2356,87.8409,85.154,,,,,,,82.3137,80.6287,,,94.8819,99.9753,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.5143,78.5272,4/8/2015
0,0,,,,,,,81.7345,,,,,,,,,82.3137,80.6287,,,94.8402,100.0072,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.6053,78.5447,5/8/2015
1,1,,,,,,,,,,,,,,,,82.3137,80.6287,,,94.8676,99.9248,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.5781,78.5202,5/8/2015
2,2,,,,,,,,,,,,,,,,82.3137,80.6287,,,94.8968,99.8707,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.5058,78.5587,5/8/2015
3,3,,,,,,,,,,,,,,,,,,,,94.9298,99.8722,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.515,78.5429,5/8/2015
4,4,,,,,,,,,,,,,,,,,80.6287,,,94.976,99.8561,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.4131,78.5219,5/8/2015
5,5,,,,,,,,,,,,,,,,82.3137,80.6287,,,94.9935,99.86,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.4372,78.68,5/8/2015
6,6,,,,,,,,87.9033,,,,,,,,82.3137,80.6287,,,94.9951,99.9234,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.4308,78.5678,5/8/2015
7,7,,,,,,,81.9782,82.6608,,,,,,,,82.3137,80.6287,,,94.9045,99.9419,,,,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.4479,78.6016,5/8/2015
8,8,,,,,,,81.2489,81.9724,,85.1405,,,,,,82.3137,80.6287,,,94.8993,99.9754,,,,57.64,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,,,92.185,,92.185,80.6273,78.5221,5/8/2015
9,9,,91.7612,,,,,81.261,81.9884,85.3816,82.6773,,,,,,82.3137,80.6287,,,94.9536,100.0527,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.488,78.5233,5/8/2015
10,10,,90.2684,,92.5406,,,81.258,82.0105,85.4353,82.8988,,,,,,82.3137,80.6287,,,94.9022,100.0367,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.3947,78.5031,5/8/2015
11,11,,90.2696,,90.2828,,,81.3259,82.0528,85.4711,82.7082,,,,,,82.3137,80.6287,,,94.8088,99.9281,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.405,78.4888,5/8/2015
12,12,,90.2817,,90.2959,,,81.3791,82.0806,85.4922,82.7071,,,,,,82.3137,80.6287,,,94.8272,99.9209,,,84.87,,,116.9836,,,82.31,,88.78,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.6189,78.5562,5/8/2015
13,13,,90.2642,91.1709,90.287,98.5421,,81.3748,82.0996,85.4773,82.9335,,,,,,82.3137,80.6287,,,94.8624,99.8682,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4204,78.4317,5/8/2015
14,14,,90.2465,89.0946,90.3086,91.6579,,81.37,82.1021,85.2897,82.9461,,,,,,82.3137,80.6287,,,94.8448,99.8668,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.4458,78.4852,5/8/2015
15,15,,90.1533,88.9767,90.3087,91.4036,,81.369,82.1065,85.2674,82.6904,,,,,,82.3137,80.6287,,,94.8603,99.9822,,,84.87,,,116.9836,,,82.31,,,,90.2407,87.6123,,82.31,,,,85.376,,92.185,,92.185,80.48,78.5353,5/8/2015
