,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
1,01,,,,,,,,,,,,,,,,,,,202.7303,213.8173,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,,158.5908,5/2/2013
2,02,,,,,,,,,,,,,,,,,,,202.7952,213.7315,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,,158.8415,5/2/2013
3,03,,,,,,,,,,,,,,,,,,,202.8532,213.7176,,50,33.486,163.086,,,,,64.199,64.199,,,,,,,65.595,65.595,,158.1188,5/2/2013
4,04,,,,,,,,,,,,,,,,,,,202.8916,213.7058,,50,33.486,163.086,,,,,64.199,64.199,,,,,,,65.595,65.595,,158.2328,5/2/2013
5,05,,,,,,163.2938,,,,,,,,,,,,,202.9116,213.7171,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,157.5471,5/2/2013
6,06,,,,,,162.6814,179.1865,,,,,,,,,,,,202.7533,213.7742,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,159.1832,5/2/2013
7,07,,,,,,162.7055,163.5322,,,,,,,,,,,,202.7537,213.7896,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,158.5429,5/2/2013
8,08,,,,,,162.7106,163.8516,,,,,,,,164.657,,,,202.9013,213.7655,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,,,,65.595,65.595,,158.5887,5/2/2013
9,09,,,,,,162.7176,163.8557,,,,,,,,164.657,,,,202.9584,213.827,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,,,,65.595,65.595,,157.935,5/2/2013
10,10,,,,,,162.7221,163.8155,166.2005,173.5277,,,,,,164.657,,,,202.9292,213.7927,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,,,,65.595,65.595,,157.9763,5/2/2013
11,11,,,,,,162.7306,163.8787,166.1859,165.7079,,,,,,164.657,,,,202.8636,213.5437,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,,165.054,,65.595,65.595,,158.2589,5/2/2013
12,12,,,,,,162.7365,163.8919,,165.7906,,,,,,164.657,,,,202.8716,214.0244,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,,165.054,,65.595,65.595,,157.9992,5/2/2013
13,13,,178.2825,,,,163.25,163.9032,166.0383,165.7702,,,,,,164.657,,,,202.8697,214.0475,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.631,5/2/2013
14,14,,172.2123,177.0835,,,163.6761,163.969,166.1265,165.7727,,,,,,164.657,,,,202.8571,213.7634,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.7769,5/2/2013
15,15,,172.2591,173.7432,,,163.0745,164.1759,166.6597,165.7637,,,,,,164.657,,,,202.851,213.43,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9031,5/2/2013
16,16,,174.3528,173.0927,,,162.7304,164.0739,166.3187,165.7384,,,,,,164.657,,,,202.8382,213.5453,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9031,5/2/2013
17,17,,187.9323,182.2048,,,162.7284,163.9287,165.9672,165.6317,,,,,,164.657,,,,202.818,213.5416,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,158.1512,5/2/2013
18,18,,174.623,174.125,182.582,,162.7355,163.9103,165.9685,165.2469,,,,,,164.657,,,,202.8168,213.5165,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.8304,5/2/2013
19,19,,172.5985,172.696,179.6463,,162.74,163.8696,165.9721,165.2623,,,,,,164.657,,,,202.7956,213.5527,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.8369,5/2/2013
20,20,,183.0306,181.7288,,,162.7361,163.6569,165.9716,165.4369,,,,,,164.657,,,,202.7723,213.6798,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.8033,5/2/2013
21,21,,,,,,162.7564,163.6594,,172.7872,,,,,,164.657,,,,202.8528,213.714,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,,165.054,,65.595,65.595,,157.7195,5/2/2013
22,22,,,,,,162.7434,168.9783,,,,,,,,164.657,,,,202.7936,213.9406,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,157.9162,5/2/2013
23,23,,,,,,162.7396,,,,,,,,,,,,,202.6062,213.8762,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,158.054,5/2/2013
0,00,,,,,,166.0534,,,,,,,,,,,,,202.6932,213.9444,,50,33.486,163.086,,,,,64.199,64.199,,,,,,,65.595,65.595,,160.1727,6/2/2013
1,01,,,,,,,,,,,,,,,,,,,202.6327,213.6103,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,,160.5303,6/2/2013
2,02,,,,,,,,,,,,,,,,,,,202.6528,213.684,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,,163.1082,6/2/2013
3,03,,,,,,,,,,,,,,,,,,,202.6362,213.708,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,,159.5099,6/2/2013
4,04,,,,,,164.1079,,,,,,,,,,,,,202.6419,213.6253,,50,33.486,163.086,,,,,64.199,64.199,,,,,,,65.595,65.595,,158.4687,6/2/2013
5,05,,,,,,162.6839,174.5234,,,,,,,,,,,,202.6808,213.558,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,157.7393,6/2/2013
6,06,,,,,,162.6865,163.5911,,,,,,,,,,,,202.6423,213.7987,,50,33.486,163.086,,,,,64.199,64.199,,,,,,,65.595,65.595,,158.5492,6/2/2013
7,07,,,,,,162.7002,163.6189,,172.6561,,,,,,164.657,,,,202.7684,213.7896,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,157.7802,6/2/2013
8,08,,,,,,162.7116,174.6415,166.2811,165.5255,,,,,,164.657,,,,202.7702,213.8094,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.8962,6/2/2013
9,09,,180.6811,,,,163.3866,,166.0313,165.9555,,,,,,164.657,,,,202.8955,213.8212,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.8903,6/2/2013
10,10,,172.1241,188.727,,,163.632,,166.2109,165.395,,,,,,164.657,,,,202.8505,213.8114,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.8958,6/2/2013
11,11,,172.2717,175.1483,,,163.61,,166.5776,165.5374,,,,,,164.657,,,,202.8155,213.4417,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9424,6/2/2013
12,12,,172.2868,173.6297,,,163.6033,,166.6355,165.2331,,,,,,164.657,,,,202.831,213.1973,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9659,6/2/2013
13,13,,172.3804,173.6751,,,163.8316,,166.7254,165.323,,,,,,164.657,,,,202.8774,213.3621,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9682,6/2/2013
14,14,,172.3914,173.8273,,,163.6776,,166.7186,165.7431,,,,,,164.657,,,,202.8448,213.2341,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9682,6/2/2013
15,15,,172.3385,173.8814,,,163.1921,,166.0391,165.679,,,,,,164.657,,,,202.8901,213.0788,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9682,6/2/2013
16,16,,172.3851,177.1754,,,162.759,,166.0146,165.2068,,,,,,164.657,,,,202.7929,213.3024,,50,33.486,163.086,163.086,165,165,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9682,6/2/2013
17,17,,181.288,,,,162.7472,167.0143,166.0083,164.8214,,,,,,164.657,,,,202.7264,213.2981,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,158.7561,6/2/2013
18,18,,,,,,162.7521,163.6242,166.0479,164.8255,,,,,,164.657,,,,202.6681,213.3196,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,158.3408,6/2/2013
19,19,,,,,,162.7348,163.6452,166.3048,165.2631,,,,,,164.657,,,,202.6119,213.5121,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,166.507,165.054,,65.595,65.595,,157.9982,6/2/2013
20,20,,,,,,162.7247,163.6489,,170.2303,,,,,,164.657,,,,202.6208,213.7463,,50,33.486,163.086,163.086,165,,,64.199,64.199,,,,,165.054,,65.595,65.595,,157.9328,6/2/2013
21,21,,,,,,162.7279,163.6531,,178.864,,,,,,164.657,,,,202.6119,213.7758,,50,33.486,163.086,163.086,,,,64.199,64.199,,,,,,,65.595,65.595,,157.867,6/2/2013
