,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
13,13,,,173.7137,,,158.8684,160.0366,162.5806,160.704,,,,,,160.658,152.901,,,197.4716,207.8662,,50,33.486,153.44,153.44,160.66,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.8225,1/4/2013
14,14,,,168.9023,,,159.4961,160.0018,162.6079,160.9321,,,,,,160.658,152.901,,,197.4094,207.7753,,50,33.486,153.44,153.44,160.66,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.009,1/4/2013
15,15,,,169.0719,,,159.8958,160.1014,162.516,161.2029,,,,,,160.658,152.901,,,197.3585,207.7312,,50,33.486,153.44,153.44,160.66,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0313,1/4/2013
16,16,,,172.4888,,,159.9254,159.8625,162.0841,161.1801,,,,,,160.658,152.901,,,197.2983,207.9037,,50,33.486,153.44,153.44,160.66,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0313,1/4/2013
17,17,,,,,,159.2735,159.8509,162.1968,161.5355,,,,,,160.658,152.901,,,197.3226,208.0876,,50,33.486,153.44,,160.66,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.8697,155.1683,1/4/2013
18,18,,,,,,158.8227,159.7479,,166.2336,,,,,,160.658,152.901,,,197.3521,208.1151,,50,33.486,153.44,153.44,160.66,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.2208,154.0593,1/4/2013
19,19,,,,,,158.7967,159.7289,,162.5956,,,,,,160.658,152.901,,,197.3951,208.1421,,50,33.486,153.44,,160.66,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,154.2868,1/4/2013
20,20,,,,,,158.8063,159.6872,,172.6364,,,,,,160.658,152.901,,,197.3596,208.1755,,50,33.486,153.44,,160.66,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,154.3164,1/4/2013
21,21,,,,,,158.7932,163.182,,,,,,,,160.658,152.901,,,197.431,208.2581,,50,33.486,153.44,,160.66,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,154.3339,1/4/2013
22,22,,,,,,159.9338,185.679,,,,,,,,,152.901,,,197.4935,208.3334,,50,33.486,153.44,,,,,64.199,64.199,,,,,,,65.595,65.595,148.5156,155.1477,1/4/2013
23,23,,,,,,,,,,,,,,,,152.901,,,197.4804,208.5214,,50,33.486,153.44,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,159.7031,1/4/2013
0,00,,,,,,,,,,,,,,,,152.901,,,197.3772,207.7655,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0452,,2/4/2013
1,01,,,,,,,,,,,,,,,,152.901,,,197.45,207.6013,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.9048,,2/4/2013
2,02,,,,,,,,,,,,,,,,,,,197.5148,207.1238,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,150.2303,,2/4/2013
3,03,,,,,,,,,,,,,,,,,,,197.5542,206.8473,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,150.609,,2/4/2013
4,04,,,,,,,,,,,,,,,,152.901,,,197.5859,208.1131,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.5309,,2/4/2013
5,05,,,,,,,,,,,,,,,,152.901,,,197.5407,208.4951,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.4751,158.0341,2/4/2013
6,06,,,,,,,,,,,,,,,,152.901,,,197.5006,207.7836,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,148.6409,156.8023,2/4/2013
7,07,,,,,,160.3585,175.3006,,,,,,,,,152.901,,,197.3925,208.2408,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,154.566,2/4/2013
8,08,,,,,,159.5874,160.197,,,,,,,,160.658,152.901,,,197.4411,208.2617,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.9654,2/4/2013
9,09,,,,,,159.5955,160.0976,,,,,,,,160.658,152.901,,,197.5175,208.4253,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.9496,2/4/2013
10,10,,,,,,159.6027,160.1192,,174.47,,,,,,160.658,152.901,,,197.677,208.5524,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,153.9429,2/4/2013
11,11,,,,,,159.6162,160.0269,,163.3365,,,,,,160.658,152.901,,,197.6722,208.4739,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,154.1369,2/4/2013
12,12,,,,,,159.7085,159.9647,,161.1071,,,,,,160.658,152.901,,,197.5287,208.5715,,50,33.486,152.9,152.9,,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,154.7839,2/4/2013
13,13,,,,,,159.7898,160.0435,,161.1225,,,,,,160.658,152.901,,,197.4472,208.3692,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0984,154.1968,2/4/2013
14,14,,,,185.228,,159.8438,160.078,161.9935,161.129,,,,,,160.658,152.901,,,197.4625,208.2347,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.1171,153.9194,2/4/2013
15,15,,,,,,159.8411,160.0775,162.0319,161.1261,,,,,,160.658,152.901,,,197.3634,208.1998,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0651,153.9194,2/4/2013
16,16,,,,,,159.7706,160.0885,,162.0818,,,,,,160.658,152.901,,,197.3139,208.31,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.2473,154.1726,2/4/2013
17,17,,,,,,158.8389,159.9384,,172.7488,,,,,,160.658,152.901,,,197.3476,208.412,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.408,155.1178,2/4/2013
18,18,,,,,,158.7725,159.8029,,163.6041,,,,,,160.658,152.901,,,197.315,208.2856,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,153.8469,2/4/2013
19,19,,,,,,158.7415,159.7739,,163.8273,,,,,,160.658,152.901,,,197.3431,208.2788,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.7725,2/4/2013
20,20,,,,,,158.7622,159.7594,,,,,,,,160.658,152.901,,,197.354,208.0304,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.7725,2/4/2013
21,21,,,,,,158.767,161.3239,,,,,,,,160.658,152.901,,,197.3981,208.0143,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.7806,2/4/2013
22,22,,,,,,160.7447,175.8493,,,,,,,,,152.901,,,197.5431,208.1453,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,154.1389,2/4/2013
23,23,,,,,,,,,,,,,,,,152.901,,,197.5751,208.2024,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,155.5608,2/4/2013
0,00,,,,,,,,,,,,,,,,152.901,,,197.4834,208.034,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,157.0018,3/4/2013
1,01,,,,,,,,,,,,,,,,152.901,,,197.4733,208.1333,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0414,157.2636,3/4/2013
2,02,,,,,,,,,,,,,,,,152.901,,,197.3869,208.0513,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.2425,157.6393,3/4/2013
3,03,,,,,,,,,,,,,,,,152.901,,,197.3611,208.0346,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.1574,158.2567,3/4/2013
4,04,,,,,,,,,,,,,,,,152.901,,,197.3768,207.9442,,50,33.486,152.9,,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0799,161.1717,3/4/2013
5,05,,,,,,,,,,,,,,,,152.901,,,197.455,208.1328,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0403,155.6284,3/4/2013
6,06,,,,,,,,,,,,,,,,152.901,,,197.4639,208.258,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,154.8981,3/4/2013
7,07,,,,,,,,,,,,,,,,152.901,,,197.3825,207.9895,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.04,154.1227,3/4/2013
8,08,,,,,,159.334,162.215,,,,,,,,160.658,152.901,,,197.388,208.0943,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.9227,3/4/2013
9,09,,,,,,158.6886,159.8689,,174.4345,,,,,,160.658,152.901,,,197.4375,208.2355,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0403,154,3/4/2013
10,10,,,,,,159.224,159.9022,162.0077,162.8642,,,,,,160.658,152.901,,,197.4232,208.1976,,,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0417,153.7711,3/4/2013
11,11,176.9655,,172.2283,,,159.4685,159.922,161.8507,161.5647,,227.623,,,,160.658,152.901,,,197.4423,208.251,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.04,153.8042,3/4/2013
12,12,170.6561,,168.4471,,,159.5055,159.9196,161.9082,162.0023,,,,,,160.658,152.901,,,197.5291,208.3297,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.04,155.1965,3/4/2013
13,13,170.7827,174.0794,168.6665,,,160.2655,159.9674,161.9091,162.1297,,,,,,160.658,152.901,,,197.5126,208.3521,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0425,154.0039,3/4/2013
14,14,170.8337,168.0011,168.8293,,,160.7558,160.0997,161.9027,162.1444,,,,,,160.658,152.901,,,197.3319,208.2097,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.924,3/4/2013
15,15,172.5304,168.1583,169.1243,,,160.0577,160.1054,161.874,161.7954,,,,,,160.658,152.901,,,197.3891,208.0969,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0404,154.0493,3/4/2013
16,16,,171.4414,178.08,,,159.878,160.0686,161.8788,161.214,,,,,,160.658,152.901,,,197.4412,208.1772,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9334,3/4/2013
17,17,,,,,,159.8191,159.9205,161.8918,161.199,,,,,,160.658,152.901,,,197.4602,208.1719,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.4346,154.8861,3/4/2013
18,18,,,,,,159.6994,159.8738,161.8921,161.2287,,,,,,160.658,152.901,,,197.4165,208.1114,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.4201,153.9305,3/4/2013
19,19,,,,,,159.6683,159.8426,161.893,161.1661,,,,,,160.658,152.901,,,197.385,208.1312,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0423,153.7715,3/4/2013
20,20,,,,,,159.6762,159.7715,161.6415,161.1877,,,,,,160.658,152.901,,,197.4049,208.3666,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.1475,3/4/2013
21,21,,,,,,159.6528,159.7585,161.924,168.3383,,,,,,160.658,152.901,,,197.5197,208.2045,,50,33.486,152.9,,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,154.1475,3/4/2013
22,22,,,,,,159.6427,160.5767,,,,,,,,160.658,152.901,,,197.4318,208.1756,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,154.089,3/4/2013
23,23,,,,,,160.3823,174.3985,,,,,,,,,152.901,,,197.409,208.2313,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.8312,3/4/2013
0,00,,,,,,,,,,,,,,,,152.901,,,197.4374,208.0092,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.9138,4/4/2013
1,01,,,,,,,,,,,,,,,,152.901,,,197.4764,208.0865,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.6581,4/4/2013
2,02,,,,,,,,,,,,,,,,152.901,,,197.48,207.9681,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.1676,153.6439,4/4/2013
3,03,,,,,,160.3886,,,,,,,,,,152.901,,,197.525,207.8787,,50,33.486,152.9,,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0431,153.6485,4/4/2013
4,04,,,,,,159.5933,,,,,,,,,,152.901,,,197.5021,208.0933,,50,33.486,152.9,,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0406,154.0051,4/4/2013
5,05,,,,,,159.5675,,,,,,,,,,152.901,,,197.5104,208.0097,,50,33.486,152.9,,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.9834,4/4/2013
6,06,,,,,,159.5782,161.9885,,,,,,,,,152.901,,,197.5149,208.0075,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.04,153.7028,4/4/2013
7,07,,,,,,159.6083,159.9011,,,,,,,,160.658,152.901,,,197.486,208.0216,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.8271,4/4/2013
8,08,,,,,,159.5961,159.8992,161.924,168.3743,,,,,,160.658,152.901,,,197.5271,208.0745,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.04,154.6363,4/4/2013
9,09,,,183.9914,,,159.9132,159.8992,161.7531,161.7873,,,,,,160.658,152.901,,,197.5362,207.9567,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.8479,4/4/2013
10,10,176.595,171.1512,173.2959,,,160.5543,159.8643,162.2009,161.4914,,,,,,160.658,152.901,,,197.5499,207.966,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.8404,4/4/2013
11,11,169.4647,168.1025,169.689,,,160.2716,159.9246,162.475,161.0735,,,,,,160.658,152.901,,,197.4352,208.1094,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0421,153.8404,4/4/2013
12,12,169.9441,168.2611,169.7944,,,159.8424,159.949,162.0207,161.3625,,,,,,160.658,152.901,,,197.3188,208.2767,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9281,4/4/2013
13,13,174.6431,169.0732,173.1706,,,159.9069,160.0134,161.8922,160.7245,,,,,,160.658,152.901,,,197.4426,208.2316,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.3834,154.3781,4/4/2013
14,14,184.397,168.3577,,,,159.8952,159.9847,161.8509,160.6702,,,,,,160.658,152.901,,,197.5441,208.1634,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9281,4/4/2013
15,15,,168.4055,,,,159.9266,160.0861,161.8909,160.7575,,,,,,160.658,152.901,,,197.6007,207.9978,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9281,4/4/2013
16,16,,170.7059,,,,159.8308,159.846,161.8651,160.7387,,,,,,160.658,152.901,,,197.6158,208.0289,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9281,4/4/2013
17,17,,,,,,159.7461,159.498,161.8919,160.7378,,,,,,160.658,152.901,,,197.6619,207.9271,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9281,4/4/2013
18,18,173.9263,170.0399,171.7245,174.2241,,159.5836,159.4084,161.8755,160.7243,,227.623,,,,160.658,152.901,,,197.6686,207.9406,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0934,4/4/2013
19,19,171.6674,168.3161,170.5701,173.7788,,159.5853,159.4008,161.8895,160.7366,,,,,,160.658,152.901,,,197.5235,208.2382,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.4078,154.5917,4/4/2013
20,20,,174.9464,,,,159.6007,159.4108,161.3413,160.7551,,,,,,160.658,152.901,,,197.3225,208.6022,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.611,4/4/2013
21,21,,,,,,159.589,159.4081,162.3148,166.2101,,,,,,160.658,152.901,,,197.2845,208.658,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,153.9337,4/4/2013
22,22,,,,,,159.5974,159.4147,,,,,,,,160.658,152.901,,,197.3836,208.3354,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,154.1274,4/4/2013
23,23,,,,,,159.5807,159.4169,,,,,,,,160.658,152.901,,,197.4699,207.9883,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.3447,154.8026,4/4/2013
0,00,,,,,,159.5803,167.5601,,,,,,,,,152.901,,,197.4579,207.9104,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.2964,154.8223,5/4/2013
1,01,,,,,,159.6604,,,,,,,,,,152.901,,,197.5436,208.1302,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.724,5/4/2013
2,02,,,,,,160.3705,,,,,,,,,,152.901,,,197.522,208.2283,,50,33.486,152.9,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.2161,153.7369,5/4/2013
3,03,,,,,,160.6482,178.4327,,,,,,,,,152.901,,,197.4939,208.5781,,50,33.486,152.9,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.7369,5/4/2013
4,04,,,,,,160.6589,168.4921,,,,,,,,160.658,152.901,,,197.482,208.5624,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.1957,153.9098,5/4/2013
5,05,,,,,,160.6354,159.4208,,,,,,,,160.658,152.901,,,197.4849,208.3895,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,149.0293,155.0318,5/4/2013
6,06,,,,,,160.6303,159.6136,,,,,,,,160.658,152.901,,,197.5276,208.3231,,50,33.486,152.9,,,,,64.199,64.199,,,,,,,65.595,65.595,148.1864,154.2985,5/4/2013
7,07,,,,,,160.6629,159.6597,,,,,,,,160.658,152.901,,,197.5141,208.3432,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,153.8848,5/4/2013
8,08,,,,,,160.7277,159.6556,161.8294,166.5692,,,,,,160.658,152.901,,,197.3128,208.1229,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.8734,5/4/2013
9,09,176.4109,,175.8601,,,160.4225,159.6446,161.8605,160.9638,,,,,,160.658,152.901,,,197.1581,208.396,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0213,5/4/2013
10,10,169.5213,176.9106,169.4452,,,160.713,159.6521,161.8218,161.1837,,,,,,160.658,152.901,,,197.2276,208.3474,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0213,5/4/2013
11,11,169.5407,169.2511,169.6501,,,160.1665,159.6969,161.8272,161.1936,,,,,,160.658,152.901,,,197.3319,208.1729,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0213,5/4/2013
12,12,169.5443,169.4322,169.7897,173.9789,,159.8888,159.9067,161.8334,160.7863,,,,,,160.658,152.901,,,197.3866,208.2259,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0308,5/4/2013
13,13,169.6274,169.3988,169.8023,169.9933,,159.9327,159.9146,161.8092,160.7658,,,,,,160.658,152.901,,,197.5017,208.3659,,50,33.486,152.9,,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,154.0047,5/4/2013
14,14,169.6821,169.9125,169.466,172.5321,,159.8982,160.0743,161.8144,160.7771,,,,,,160.658,152.901,,,197.4632,208.2458,,50,33.486,152.9,,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.0398,153.9281,5/4/2013
15,15,174.5088,182.0347,171.5355,,,159.753,159.7654,161.8244,160.7419,,,,,,160.658,152.901,,,197.4837,207.9748,,50,33.486,152.9,,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.4117,155.0225,5/4/2013
16,16,,,,,,159.6575,159.4833,162.0725,167.2832,,,,,,160.658,152.901,,,197.483,208.2477,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.0398,154.5114,5/4/2013
17,17,184.397,,,,,160.2211,159.4621,,,,,,,,160.658,152.901,,,197.4614,208.1307,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,149.0181,154.9071,5/4/2013
18,18,,,,,,159.59,159.3822,161.6043,166.3014,,,,,,160.658,152.901,,,197.4864,208.1018,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,148.5068,154.9586,5/4/2013
19,19,,,,,,160.4252,159.3642,161.2513,166.746,,,,,,160.658,152.901,,,197.5336,208.3936,,50,33.486,152.9,,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,149.177,154.238,5/4/2013
20,20,,,,,,159.4029,159.3788,161.3683,,,,,,,160.658,152.901,,,197.4545,208.6901,,,33.486,152.9,152.9,159,,,64.199,64.199,,,,162.236,160.822,,65.595,65.595,149.1507,154.1944,5/4/2013
21,21,,,,,,159.3875,159.3887,162.2519,,,,,,,160.658,152.901,,,197.3649,208.5657,,,33.486,152.9,152.9,159,,,64.199,64.199,,,,,160.822,,65.595,65.595,148.375,154.7808,5/4/2013
22,22,,,,,,159.5239,164.3858,,,,,,,,,152.901,,,197.3462,208.5157,,,33.486,152.9,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.1019,154.2142,5/4/2013
23,23,,,,,,162.0581,,,,,,,,,,,,,197.3042,208.3578,,,33.486,152.9,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.1248,155.1035,5/4/2013
0,00,,,,,,,,,,,,,,,,,,,197.3099,208.0091,,,33.486,152.9,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.1308,155.5921,6/4/2013
1,01,,,,,,,,,,,,,,,,,,,197.2908,208.109,,,33.486,,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.1123,156.5381,6/4/2013
2,02,,,,,,,,,,,,,,,,,,,197.3405,208.1785,,50,33.486,,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.1302,158.6472,6/4/2013
3,03,,,,,,,,,,,,,,,,152.901,,,197.3259,208.1541,,50,33.486,,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.3591,,6/4/2013
4,04,,,,,,,,,,,,,,,,152.901,,,197.2834,208.2253,,50,33.486,,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.1145,,6/4/2013
5,05,,,,,,,,,,,,,,,,152.901,,,197.2994,208.1562,,50,33.486,,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.5094,,6/4/2013
6,06,,,,,,,,,,,,,,,,152.901,,,197.2587,208.097,,50,33.486,,152.9,,,,64.199,64.199,,,,,,,65.595,65.595,148.6177,166.7152,6/4/2013
7,07,,,,,,,,,,,,,,,,152.901,,,197.2669,207.9333,,50,33.486,152.9,152.9,159,,,64.199,64.199,,,,,,,65.595,65.595,148.0398,157.008,6/4/2013
