,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,,,,,,,,,,,150.971,,,195.0414,205.4509,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.7499,157.1389,30/12/2012
1,01,,,,,,,,,,,,,,,,150.971,,,195.0127,205.5944,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.4665,,30/12/2012
2,02,,,,,,,,,,,,,,,,150.971,,,194.7589,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.506,,30/12/2012
3,03,,,,,,,,,,,,,,,,,,,195.0222,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.1825,,30/12/2012
4,04,,,,,,161.8444,,,,,,,,,,,,,195.0414,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.1912,,30/12/2012
5,05,,,,,,157.3658,,,,,,,,,,,,,195.0414,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,147.0943,,30/12/2012
6,06,,,,,,156.6723,,,,,,,,,,,,,195.0414,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,147.3027,,30/12/2012
7,07,,,,,,156.6899,,,,,,,,,,150.971,,,195.0414,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.2946,,30/12/2012
8,08,,,,,,156.6863,,,,,,,,,,150.971,,,195.0311,205.5117,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,147.083,158.3625,30/12/2012
9,09,,,,,,156.6886,,,,,,,,,,150.971,,,194.8591,205.5761,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,147.0525,156.0459,30/12/2012
10,10,,,,,,156.684,,,,,,,,,,150.971,,,194.7978,205.5694,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.4173,154.1054,30/12/2012
11,11,,,,,,156.6897,,,,,,,,,,,,,195.0571,205.6964,,50,33.486,,159.74,,161,,64.199,64.199,,,,,,,65.595,65.595,146.3198,152.3012,30/12/2012
12,12,,,,,,156.7117,,,,,,,,,,,,,194.8273,205.6534,,50,33.486,,,,161,,64.199,64.199,,,,,,,65.595,65.595,146.357,152.4932,30/12/2012
13,13,,,,,,156.7154,,,,,,,,,,,,,195.0807,205.4792,,50,33.486,,,,161,,64.199,64.199,,,,,,,65.595,65.595,146.356,152.5991,30/12/2012
14,14,,,,,,156.857,,,,,,,,,,150.971,,,195.0463,205.5427,,50,33.486,,159.74,,161,,64.199,64.199,,,,,,,65.595,65.595,146.3029,152.8675,30/12/2012
15,15,,,,,,160.4086,,,,,,,,,,150.971,,,195.0199,205.5427,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.9292,153.4313,30/12/2012
16,16,,,,,,,,,,,,,,,,,,,194.9985,205.6112,,50,33.486,,159.74,,,,64.199,64.199,,,,,,,65.595,65.595,146.1199,153.0749,30/12/2012
17,17,,,,,,,161.7929,,,,,,,,158.739,150.971,,,194.9936,205.4527,,50,33.486,,159.74,,,,64.199,64.199,,,,,158.79,,65.595,65.595,146.1212,152.5353,30/12/2012
18,18,,,,,,157.1838,157.2974,,,,,,,,158.739,150.971,,,194.8999,205.4808,,50,33.486,,159.74,,,,64.199,64.199,,,,160.186,158.79,,65.595,65.595,146.118,152.3449,30/12/2012
19,19,,,,,,156.6869,157.3026,,,,,,,,158.739,150.971,,,195.0199,205.4808,,50,33.486,,159.74,,,,64.199,64.199,,,,160.186,158.79,,65.595,65.595,146.118,153.1839,30/12/2012
20,20,,,,,,157.4603,157.3153,,,,,,,,158.739,150.971,,,194.9955,205.5075,,50,33.486,,159.74,,,,64.199,64.199,,,,160.186,158.79,,65.595,65.595,146.118,152.9029,30/12/2012
21,21,,,,,,161.5284,157.3355,,,,,,,,158.739,150.971,,,194.9753,205.5154,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,146.118,153.0455,30/12/2012
22,22,,,,,,,167.2567,,,,,,,,,150.971,,,194.9753,205.5082,,50,33.486,,,,161,,64.199,64.199,,,,,,,65.595,65.595,146.8325,153.1118,30/12/2012
23,23,,,,,,,,,,,,,,,,150.971,,,194.9753,205.4509,,50,33.486,,,,161,,64.199,64.199,,,,,,,65.595,65.595,146.6492,157.7453,30/12/2012
