,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,,157.3701,158.8784,,,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3158,154.0178,1/7/2014
1,01,,,,,,,162.9465,186.619,,,,,,,,,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3158,153.9352,1/7/2014
2,02,,,,,,,,,,,,,,,,,,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,147.9394,156.8521,1/7/2014
3,03,,,,,,,,,,,,,,,,,,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.0362,,1/7/2014
4,04,,,,,,,,,,,,,,,,,152.3218,,,,207.969,,,,50,33.8242,161.27,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3164,159.417,1/7/2014
5,05,,,,,,,,,,,,,,,,,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3164,156.3396,1/7/2014
6,06,,,,,,,,,,,,,,,,,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3158,155.4303,1/7/2014
7,07,,,,,,,160.748,175.5816,,,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3162,153.6471,1/7/2014
8,08,,,,,,,157.357,159.0239,,,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3157,153.868,1/7/2014
9,09,,,,,,,157.3701,159.0239,,,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,,,89.5,,89.5,148.3138,153.1779,1/7/2014
10,10,,,,,,,157.3701,159.0463,,164.0799,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3132,153.0636,1/7/2014
11,11,,,,,,,157.3961,159.0686,164.3649,160.7492,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3096,153.0613,1/7/2014
12,12,,182.4519,183.769,,,,157.4482,159.0575,163.4027,160.7815,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3127,153.1781,1/7/2014
13,13,,179.6905,,,,,157.4873,158.9903,164.5033,160.394,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.313,154.0277,1/7/2014
14,14,,168.3074,175.0299,183.567,,,157.4742,158.8672,162.8365,160.3617,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3096,153.0033,1/7/2014
15,15,,167.8668,167.8568,174.2342,,,157.4742,158.9232,162.7107,160.394,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3132,153.0033,1/7/2014
16,16,,169.3493,182.5679,,,,157.5394,158.8448,162.6793,160.3402,,,,,,159.3057,152.3218,,,,207.969,,157.67,157.67,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3132,153.9212,1/7/2014
17,17,,,,,,,158.0993,158.8448,163.7999,162.8887,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3149,154.0277,1/7/2014
18,18,,183.747,183.769,183.567,,,157.7477,158.856,163.9178,165.8316,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,161.27,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3151,152.9705,1/7/2014
19,19,,168.2825,168.3465,167.7773,,,157.5784,158.9791,162.695,160.168,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3152,152.9787,1/7/2014
20,20,,168.4376,167.8882,167.8948,,,157.3701,158.7777,162.239,160.1788,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3124,152.9705,1/7/2014
21,21,,177.861,182.0658,175.0066,,,157.2789,158.8001,162.7422,160.2003,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3144,153.0033,1/7/2014
22,22,,,,,,,157.2919,158.9567,163.799,160.1895,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3129,153.4541,1/7/2014
23,23,,,,,,,157.2919,158.8896,,160.168,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.313,152.9541,1/7/2014
0,00,,,,,,,157.2398,158.5763,,160.1465,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3131,153.5305,2/7/2014
1,01,,,,,,,157.2138,158.6882,,168.7184,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3131,153.6953,2/7/2014
2,02,,,,,,,157.2138,158.6882,,,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3134,153.121,2/7/2014
3,03,,,,,,,157.2659,158.7106,,,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3096,153.2456,2/7/2014
4,04,,,,,,,157.2789,158.6882,,,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3134,153.5068,2/7/2014
5,05,,,,,,,157.2789,158.5091,,,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3093,153.3478,2/7/2014
6,06,,,,,,,157.2789,158.442,,173.837,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,161.27,161.27,,,,65.006,65.006,,,,,,89.5,,89.5,148.3137,153.466,2/7/2014
7,07,,,,,,,157.2919,158.8001,,162.3842,,,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3141,153.6958,2/7/2014
8,08,,183.747,,182.9748,,,157.2919,159.0127,163.8202,160.6523,,235.131,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3129,153.3004,2/7/2014
9,09,,169.4085,183.769,167.9765,,,157.305,158.9567,163.497,160.6416,,235.131,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3135,153.2751,2/7/2014
10,10,,167.8545,168.2797,168.0975,,,157.318,158.9232,163.3712,160.6954,,235.131,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3126,153.075,2/7/2014
11,11,,168.2094,167.9639,168.1726,,,157.3831,158.8225,163.3869,160.6631,,,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3111,153.5301,2/7/2014
12,12,,183.747,178.4866,168.6377,,,157.4482,158.8672,162.9623,160.6738,,,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3111,153.7111,2/7/2014
13,13,,180.6155,173.9029,168.4493,184.588,,157.4742,158.7553,162.695,160.6093,,,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3108,153.1168,2/7/2014
14,14,,169.0623,168.0105,168.4576,173.0767,,157.5003,158.6882,162.695,160.3402,,,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3112,153.2873,2/7/2014
15,15,,169.0449,167.983,168.1524,184.588,,157.5654,158.7665,162.695,160.3833,,,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3112,153.1537,2/7/2014
16,16,,167.8897,167.9579,168.1281,,,157.5654,158.6994,162.8208,160.4478,235.131,235.131,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,161.27,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3141,153.3318,2/7/2014
17,17,,167.8016,167.9096,168.1456,,,157.357,158.5651,163.3869,160.2541,235.131,235.131,,,,159.3057,152.3218,,,,207.969,,157.67,,50,33.8242,161.27,161.27,,163.5,,65.006,,,,,167.614,165.632,89.5,,89.5,148.3141,153.6278,2/7/2014
18,18,,167.8568,167.9079,168.1817,171.6015,184.6,157.357,158.5203,163.3712,160.2218,,235.131,,,,159.3057,152.3218,,,,207.2281,,,,50,,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3141,153.3351,2/7/2014
19,19,,168.5249,167.9173,168.182,168.9524,169.6768,157.357,158.5315,163.3555,159.6083,,,,,,159.3057,152.3218,,,,199.0158,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3136,153.19,2/7/2014
20,20,,167.8278,167.9742,168.1854,180.821,181.6589,157.357,158.6322,162.9309,160.0819,,,,,,159.3057,152.3218,,,,207.2281,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3131,153.2964,2/7/2014
21,21,,178.9354,180.2979,181.9044,184.588,,157.3831,158.7441,163.843,159.5545,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,167.614,165.632,89.5,,89.5,148.3128,153.2246,2/7/2014
22,22,,,,,,,157.3831,158.7553,163.799,159.5438,,,,,,159.3057,152.3218,,,,207.969,,,,50,33.8242,,161.27,,163.5,,65.006,65.006,,,,,,89.5,,89.5,148.3127,153.1918,2/7/2014
