,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
20,20,,165.6572,164.5556,164.5997,167.8675,173.7067,155.941,156.3281,160.1848,156.592,,,,,,157.325,,,,190.4955,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.0588,151.6725,1/11/2013
21,21,,179.5944,168.9654,170.1962,181.1986,,155.9559,156.324,160.4376,156.5874,,,,,,157.325,,,,192.6858,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6172,151.6182,1/11/2013
22,22,,,,,181.2011,,155.9303,156.2875,160.8881,159.6354,,,,,,157.325,,,,192.6971,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.6121,151.775,1/11/2013
23,23,,,,,181.2017,,155.9206,156.2954,160.7994,,,,,,,157.325,,,,192.5719,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.606,150.909,1/11/2013
0,0,,,,,181.2053,,158.6504,171.3845,,,,,,,,,,,,192.5828,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.606,153.4695,2/11/2013
1,1,,,,,181.206,,,,,,,,,,,,,,,192.4182,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,,,,66.857,66.857,145.0953,152.4524,2/11/2013
2,2,,,,,181.206,,,,,,,,,,,,,,,192.4558,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,,,,66.857,66.857,147.0783,151.7386,2/11/2013
3,3,,,,,181.206,,,,,,,,,,,,,,,192.3862,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,,,,66.857,66.857,147.3063,152.1484,2/11/2013
4,4,,,,,181.2002,,157.7964,180.2113,,,,,,,,,,,,192.361,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,,,,66.857,66.857,146.9601,150.7778,2/11/2013
5,5,,,,,181.1843,,155.8827,156.9608,,170.494,,,,,,157.325,,,,192.4419,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,,156.993,,66.857,66.857,145.7743,151.7172,2/11/2013
6,6,,,,,181.1809,,155.8681,156.4996,,159.5797,,,,,,157.325,,,,192.3168,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.7649,152.0055,2/11/2013
7,7,,,,,181.1975,,155.9055,156.5277,160.7267,156.6077,,,,,,157.325,,,,192.4523,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.6528,152.1089,2/11/2013
8,8,,,,179.0521,181.1975,,155.9448,156.4871,160.6815,156.6123,,,,,,157.325,,,,192.4379,,,106.68,106.68,,65.51,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6413,152.1815,2/11/2013
9,9,,,,165.5495,181.1894,,155.8118,156.5094,160.805,156.631,,,,,,157.325,,,,192.4836,,,106.68,106.68,,65.51,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6406,152.4399,2/11/2013
10,10,,167.663,,164.5153,181.1959,,155.9305,156.4697,161.1636,156.6262,,,,,,157.325,,,,192.5106,,,106.68,106.68,,65.51,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.607,152.1909,2/11/2013
11,11,,164.6251,,164.5031,181.2033,,156.02,156.264,161.1703,156.5965,,,,,,157.325,,,,192.5394,,,106.68,106.68,,65.51,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.614,152.3253,2/11/2013
12,12,,164.6377,,164.5099,181.2039,,156.198,156.3221,161.2219,156.632,,,,,,157.325,,,,192.6307,,,106.68,106.68,,65.51,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.8369,152.5162,2/11/2013
13,13,,167.0826,,164.508,181.206,,156.8089,156.2981,161.2094,156.6098,,,,,,157.325,,,,192.5975,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,145.4499,152.7796,2/11/2013
14,14,,,,165.779,181.2042,,156.1222,156.3032,161.3033,156.6423,,,,,,157.325,,,,192.5383,,,106.68,106.68,,,142.58,142.58,,,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6338,153.1791,2/11/2013
15,15,,,,179.5006,181.198,,155.0411,156.3008,161.2358,156.6404,,232.52,,,,157.325,,,,192.604,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6206,154.6292,2/11/2013
16,16,,,,,181.1989,,155.2127,156.3307,,156.6383,232.52,,,,,157.325,,,,192.3687,,,106.68,106.68,,,142.58,142.58,,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6188,152.4214,2/11/2013
17,17,,169.5913,170.9729,167.1808,177.4715,175.6106,155.2069,156.3146,160.806,156.6204,232.52,232.52,,,,157.325,,,,191.5802,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.606,152.6975,2/11/2013
18,18,,164.9644,165.0677,164.4978,165.6946,167.0175,155.1032,156.2748,161.1464,156.5955,232.52,,,,,157.325,,,,185.2678,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6266,152.7839,2/11/2013
19,19,,165.6461,164.5755,164.5295,165.7883,167.1287,155.0923,156.2527,161.188,156.619,,,,,,157.325,,,,190.9292,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6415,153.1553,2/11/2013
20,20,,166.0086,164.6306,164.5087,170.4711,171.7652,155.0931,156.255,160.5994,156.591,,,,,,157.325,,,,192.4644,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6177,153.2271,2/11/2013
21,21,,176.7246,166.9971,170.3813,181.2033,,155.0978,156.2633,160.7008,157.1801,,,,,,157.325,,,,192.7055,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6533,152.8411,2/11/2013
22,22,,,,,181.2055,,155.1024,156.267,,165.149,,,,,,157.325,,,,192.8517,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.606,152.4463,2/11/2013
23,23,,,,,181.2055,,155.4487,161.0857,,,,,,,,,,,,192.6616,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.6378,152.0682,2/11/2013
0,0,,,,,181.206,,,,,,,,,,,,,,,192.7628,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.7256,154.6903,3/11/2013
1,1,,,,,,,,,,,,,,,,,,,,192.7186,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.8626,,3/11/2013
2,2,,,,,,,,,,,,,,,,,,,,192.7791,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.8449,,3/11/2013
3,3,,,,,,,,,,,,,,,,,,,,192.9135,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,146.2225,,3/11/2013
4,4,,,,,,,,,,,,,,,,,,,,192.6485,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,146.4559,,3/11/2013
5,5,,,,,,,,,,,,,,,,,,,,192.6894,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.0539,155.3054,3/11/2013
6,6,,,,,,,,,,,,,,,,,,,,192.7835,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.1909,152.6536,3/11/2013
7,7,,,,,,,156.7453,,,,,,,,,157.325,,,,192.6191,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.6152,152.2498,3/11/2013
8,8,,,,,,,155.1782,,,,,,,,,157.325,,,,192.6259,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.607,153.0721,3/11/2013
9,9,,,,,,,155.115,,,,,,,,,157.325,,,,192.6533,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.6062,152.9977,3/11/2013
10,10,,,,,181.2045,,155.1141,,,,,,,,,157.325,,,,192.6526,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.617,152.631,3/11/2013
11,11,,,,,181.206,,154.7219,,,,,,,,,157.325,,,,192.5605,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.6702,153.1787,3/11/2013
12,12,,,,,181.2053,,154.5276,,,,,,,,,157.325,,,,192.5528,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,145.1876,152.5105,3/11/2013
13,13,,,,,181.2045,,157.9055,,,,,,,,,,,,,192.5733,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.1957,152.9331,3/11/2013
14,14,,,,,181.2043,,160.1093,,,,,,,,,,,,,192.5441,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.9631,153.9764,3/11/2013
15,15,,,,,181.2047,,160.1207,,,,,,,,,,,,,192.5729,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,145.2713,153.7742,3/11/2013
16,16,,,,,181.2039,,156.3032,,,,,,,,,,,,,192.662,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.6185,151.2025,3/11/2013
17,17,,172.6623,,170.7233,181.1968,,154.5148,158.818,160.8545,161.1275,,,,,,157.325,,,,192.6937,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6161,151.6759,3/11/2013
18,18,,164.5883,166.4484,164.601,181.2004,,154.5249,156.1988,161.0667,156.5733,,,,,,157.325,,,,192.6737,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6297,151.5584,3/11/2013
19,19,,164.6392,166.7982,164.4971,181.195,,154.5552,156.2213,161.1903,156.6077,,,,,,157.325,,,,192.622,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6218,151.8843,3/11/2013
20,20,,167.632,,167.0039,181.1937,,154.5326,156.1959,160.5858,156.5619,,,,,,157.325,,,,192.5818,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.6173,152.0184,3/11/2013
21,21,,,,,181.2058,,154.5538,156.2228,160.9492,161.5019,,,,,,157.325,,,,192.5026,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,158.372,156.993,,66.857,66.857,144.611,151.2721,3/11/2013
22,22,,,,,181.2035,,154.7998,174.9749,,,,,,,,157.325,,,,192.4242,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,156.993,,66.857,66.857,144.7097,151.4217,3/11/2013
23,23,,,,,181.2027,,159.9232,,,,,,,,,,,,,192.393,,,106.68,106.68,,,142.58,142.58,105.58,105.58,,65.006,65.006,,,,,,,66.857,66.857,144.6125,152.9532,3/11/2013
0,0,,,,,178.7395,,157.8385,,,,,,,,,,,,,189.4324,,,140.68,140.68,,,156.42,,140.88,,,65.006,65.006,,,,,,,66.857,66.857,143.1461,153.0189,4/11/2013
1,1,,,,,178.7422,,157.8306,,,,,,,,,,,,,189.7242,,,140.68,140.68,,,156.42,,140.88,,,65.006,65.006,,,,,,,66.857,66.857,142.39,,4/11/2013
2,2,,,,,178.746,,157.8346,,,,,,,,,,,,,189.6973,,,140.68,140.68,,,156.42,,140.88,,,65.006,65.006,,,,,,,66.857,66.857,143.4858,,4/11/2013
3,3,,,,,178.7418,,157.8229,,,,,,,,,,,,,189.767,,,140.68,140.68,,,156.42,,140.88,,,65.006,65.006,,,,,,,66.857,66.857,142.83,,4/11/2013
4,4,,,,,178.7409,,157.8205,,,,,,,,,,,,,189.7992,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,142.9857,155.0929,4/11/2013
5,5,,,,,178.746,,154.0896,160.3207,,,,,,,,155.112,,,,189.8533,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3925,149.3421,4/11/2013
6,6,,,,,178.7451,,152.9187,154.2078,,158.8194,,,,,,155.112,,,,189.8482,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3954,148.6164,4/11/2013
7,7,,,,,178.7384,,152.9148,154.2033,,154.7985,,,,,,155.112,,,,189.8625,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3934,150.0628,4/11/2013
8,8,,,,166.8838,178.7387,,152.9085,154.2121,158.7027,154.8001,,,,,,155.112,,,,189.8912,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3913,149.3639,4/11/2013
9,9,,165.2041,167.0082,162.1042,,,152.8691,154.2079,158.8434,154.8121,,,,,,155.112,,,,189.8822,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3965,149.1976,4/11/2013
10,10,,162.3677,163.1749,162.2765,170.5799,173.9532,152.87,154.2257,158.6913,154.6933,,,,,,155.112,,,,189.6468,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.4956,149.3299,4/11/2013
11,11,,162.5909,163.381,162.4396,166.8972,166.2072,152.9599,154.2702,158.2568,154.4824,,,,,,155.112,,,,189.8437,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,143.5853,149.9148,4/11/2013
12,12,,162.5366,163.4065,162.5547,,178.5014,153.5942,154.2939,158.2991,154.8342,,,,,,155.112,,,,189.7619,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.4,149.3649,4/11/2013
13,13,,162.6593,163.4853,162.5828,166.7895,,153.9265,154.4832,158.2832,154.8221,,,,,,155.112,,,,189.7712,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3994,148.8539,4/11/2013
14,14,,162.549,163.4758,162.5901,163.5851,,153.905,154.7861,158.2409,154.8371,,,,,,155.112,,,,190.0503,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.4024,149.6001,4/11/2013
15,15,,162.3495,163.0046,162.5625,170.2385,,152.9733,154.8228,158.2347,154.7606,,,,,,155.112,,,,190.1301,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.4012,148.8922,4/11/2013
16,16,,162.3731,162.2642,162.5774,,,152.9186,154.4281,158.2803,154.7771,,,,,,155.112,,,,189.7694,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3963,149.389,4/11/2013
17,17,,162.3508,162.2177,162.5231,165.8586,167.5913,152.8868,154.2495,158.2337,154.7514,,,,,,155.112,,,,186.7059,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3907,149.1325,4/11/2013
18,18,,162.3386,162.1636,162.4203,163.4587,164.8813,152.8862,154.2208,158.2401,154.4168,,,,,,155.112,,,,183.3211,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3946,148.606,4/11/2013
19,19,,162.3826,162.2056,162.3705,163.466,165.1137,152.8776,154.225,158.3937,154.3369,,,,,,155.112,,,,183.6276,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.39,149.6526,4/11/2013
20,20,,162.3933,164.5617,162.3876,165.8458,173.3847,152.8905,154.2293,157.9034,154.3308,,,,,,155.112,,,,189.7697,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3913,149.6535,4/11/2013
21,21,,169.1675,,165.8532,,,152.9117,154.2464,158.0598,154.366,,,,,,155.112,,,,189.7633,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.3946,149.4594,4/11/2013
22,22,,,,,,,152.9043,154.2303,,157.4589,,,,,,155.112,,,,189.672,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.6602,149.0866,4/11/2013
23,23,,,,,,,152.8923,154.2206,,,,,,,,155.112,,,,189.6335,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3904,149.4565,4/11/2013
0,0,,,,,,,156.2103,165.1689,,,,,,,,,,,,189.7245,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3945,148.6135,5/11/2013
1,1,,,,,,,157.8431,,,,,,,,,,,,,189.6232,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,142.3937,149.6524,5/11/2013
2,2,,,,,,,157.8152,,,,,,,,,,,,,189.5769,,,140.68,140.68,,,156.42,,140.88,,,65.006,65.006,,,,,,,66.857,66.857,142.3947,149.6965,5/11/2013
3,3,,,,,,,157.738,180.397,,,,,,,,,,,,189.5528,,,140.68,140.68,,,156.42,,140.88,,,65.006,65.006,,,,,,,66.857,66.857,142.3957,148.4508,5/11/2013
4,4,,,,,,,154.7634,157.4792,,,,,,,,155.112,,,,189.5283,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,142.9409,149.1721,5/11/2013
5,5,,,,,,,154.7272,154.2111,,,,,,,,155.112,,,,189.5381,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,143.5726,149.1119,5/11/2013
6,6,,,,,,,154.7302,154.1997,,,,,,,,155.112,,,,189.5883,,,140.68,140.68,,,156.42,,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.6269,148.884,5/11/2013
7,7,,,,,,,154.7372,154.2132,158.432,163.2883,,,,,,155.112,,,,189.5813,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3957,148.5166,5/11/2013
8,8,,168.45,,,,,155.3962,154.2448,158.4478,155.2501,,,,,,155.112,,,,189.5919,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,142.393,149.3382,5/11/2013
9,9,,163.5589,168.5498,164.7967,,,155.791,154.1554,158.2836,155.6288,,,,,,155.112,,,,189.6595,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,142.3974,149.0033,5/11/2013
10,10,,163.4497,163.4094,163.4105,166.2119,,155.4266,154.1681,158.286,155.2825,,,,,,155.112,,,,189.6703,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,,,66.857,66.857,142.4006,149.0279,5/11/2013
11,11,,162.4071,163.396,163.4156,163.5722,167.6703,154.7693,154.2873,158.2913,155.2527,,,,,,155.112,,,,189.7302,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3934,149.0693,5/11/2013
12,12,,163.3097,164.1367,164.2275,164.2697,166.8044,154.7694,154.3198,158.3003,155.2354,,,,,,155.112,,,,189.7935,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.4008,149.9495,5/11/2013
13,13,,162.9265,163.8215,163.8232,164.0082,169.483,154.7674,154.3134,158.3072,155.2789,,,,,,155.112,,,,189.826,,,140.68,140.68,,,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.4188,148.5271,5/11/2013
14,14,,162.4909,163.5066,163.4339,163.5708,164.966,155.0915,154.2112,158.1161,155.2625,,,,,,155.112,,,,189.7134,,,140.68,140.68,,64.92,156.42,156.42,140.88,140.88,,65.006,65.006,,,,,154.65,,66.857,66.857,142.3924,149.0306,5/11/2013
15,15,,162.4366,163.4838,163.3618,163.5374,167.4427,155.7702,154.5869,158.0216,154.9454,,,,,,155.112,,,,189.6346,,,140.68,140.68,,64.92,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.4014,149.7317,5/11/2013
16,16,,162.4854,164.455,162.9072,166.3135,,155.5453,154.8389,157.8195,154.8533,,,,,,155.112,,,,189.6666,,,140.68,140.68,,64.92,156.42,156.42,140.88,140.88,,65.006,65.006,,,,156.008,154.65,,66.857,66.857,142.394,149.9022,5/11/2013
