,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
11,11,,73.289,72.7868,73.1417,,77.4279,65.2668,66.2832,68.7671,67.1111,,,,,,66.2783,64.5101,,,71.2849,77.6949,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3768,62.6155,1/9/2015
12,12,,73.2716,73.6346,73.159,,78.3661,65.179,66.3511,68.7786,67.1129,,,,,,66.2783,64.5101,,,71.2821,77.6525,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.7506,62.6233,1/9/2015
13,13,,75.2526,,73.1689,,,65.3461,66.3495,68.8076,67.1129,,,,,,66.2783,64.5101,,,71.28,77.4913,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.6076,62.6542,1/9/2015
14,14,,74.1087,,73.9606,,,65.3816,66.36,69.0121,67.1289,,,,,,66.2783,64.5101,,,71.2655,77.4893,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.6958,62.596,1/9/2015
15,15,,,,,,,65.2638,66.3511,69.0255,67.0285,,,,,,66.2783,64.5101,,,70.9612,77.5877,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.374,62.5881,1/9/2015
16,16,,,,,,,65.2919,66.2756,68.9764,67.1289,,,,,,66.2783,64.5101,,,73.2946,77.6819,,,72.175,,,,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.432,62.5788,1/9/2015
17,17,,74.9997,76.301,74.9447,,,65.2593,66.2837,69.019,67.1153,119.573,119.573,,,,66.2783,64.5101,,,73.0904,77.6294,,,72.175,,,,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,66.2894,62.5679,1/9/2015
18,18,,73.2654,72.7306,73.0894,76.216,77.1905,65.0119,66.1441,69.0242,67.1058,,,,,,66.2783,64.5101,,,71.2274,73.1751,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4192,62.6117,1/9/2015
19,19,,73.249,73.0787,73.0709,75.1449,76.412,65.0038,66.0932,69.0283,67.0811,,,,,,66.2783,64.5101,,,71.2825,76.126,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3598,62.5917,1/9/2015
20,20,,73.2614,74.1618,73.0944,76.6547,78.6995,65.0068,65.9972,68.6295,67.0825,,,,,,66.2783,64.5101,,,71.2221,77.7684,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4428,62.6056,1/9/2015
21,21,,77.2573,78.911,74.504,,,64.9953,66.001,68.5713,67.0907,,,,,,66.2783,64.5101,,,73.0788,77.6563,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.6549,62.6677,1/9/2015
22,22,,,,,,,64.9964,65.9949,68.9081,67.0844,,,,,,66.2783,64.5101,,,73.6791,77.5959,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.6269,62.7855,1/9/2015
23,23,,,,,,,64.9976,65.9909,,67.1048,,,,,,66.2783,64.5101,,,73.6382,77.5646,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.9299,62.7398,1/9/2015
0,00,,,,,,,64.9929,65.979,,68.5102,,,,,,66.2783,64.5101,,,73.6421,77.5476,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.8131,62.785,2/9/2015
1,01,,,,,,,64.9918,65.9833,,,,,,,,66.2783,64.5101,,,73.6822,77.4938,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3454,62.6435,2/9/2015
2,02,,,,,,,64.9871,65.9783,,,,,,,,66.2783,64.5101,,,73.6884,77.4559,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3298,62.5825,2/9/2015
3,03,,,,,,,64.9826,65.975,,,,,,,,66.2783,64.5101,,,73.6844,77.5604,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3331,62.5465,2/9/2015
4,04,,,,,,,64.9784,66.0071,,69.9025,,,,,,66.2783,64.5101,,,73.6993,77.6483,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3338,62.5417,2/9/2015
5,05,,,,,,,64.9874,66.0813,68.9574,67.067,,,,,,66.2783,64.5101,,,73.7181,77.651,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3583,62.7306,2/9/2015
6,06,,,,,,,64.9929,66.0873,68.9698,67.066,,,,,,66.2783,64.5101,,,73.6019,77.647,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3531,62.6938,2/9/2015
7,07,,78.769,,78.634,,,64.9851,66.1766,68.7466,67.0897,,,,,,66.2783,64.5101,,,71.1244,77.6553,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3252,62.5572,2/9/2015
8,08,,73.8054,74.5087,74.2059,78.0276,,65.1357,66.2926,68.6818,67.3168,,,,,,66.2783,64.5101,,,71.2788,77.6351,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,74.009,,,,68.248,67.165,92.185,,92.185,64.3695,62.5857,2/9/2015
9,09,,73.2787,72.7505,73.0748,75.1682,,65.213,66.3073,68.6777,67.3289,,,,,,66.2783,64.5101,,,71.2762,77.6704,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,74.009,,,,68.248,67.165,92.185,,92.185,64.6646,62.6152,2/9/2015
10,10,,73.2476,72.7801,73.0809,75.1463,77.3274,65.2237,66.3142,68.7842,67.4194,,,,,,66.2783,64.5101,,,71.2784,74.985,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,,,,,,68.248,67.165,92.185,,92.185,64.4397,62.5935,2/9/2015
11,11,,73.216,72.7507,73.086,75.1274,76.429,65.3619,66.328,68.7803,67.3274,,,,,,66.2783,64.5101,,,,72.3073,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,,,,,,68.248,67.165,92.185,,92.185,64.3661,62.6336,2/9/2015
12,12,,73.228,72.7746,73.0853,75.1352,76.4388,65.6607,66.3756,68.8152,67.3762,119.573,,,,,66.2783,64.5101,,,73.884,72.245,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,,,,,,68.248,67.165,92.185,,92.185,64.365,62.6147,2/9/2015
13,13,,73.2431,72.7778,73.0889,75.1381,76.4451,65.6805,66.3843,68.8185,67.2693,119.573,119.573,,,,66.2783,64.5101,,,73.2589,72.2024,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,,,,,,68.248,67.165,92.185,,92.185,64.3593,62.6338,2/9/2015
14,14,,73.2357,72.7706,73.0879,75.1401,76.4383,65.6467,66.3642,68.7807,67.1747,119.573,,,,,66.2783,64.5101,,,71.2191,72.2109,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,74.009,,,,68.248,67.165,92.185,,92.185,64.4134,62.6341,2/9/2015
15,15,,73.2379,72.8296,73.2285,78.5065,77.0802,65.2436,66.3646,68.78,67.2894,,,,,,66.2783,64.5101,,,71.2861,74.9815,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4122,62.6348,2/9/2015
16,16,,76.0885,78.1084,74.538,,,65.2276,66.2887,68.789,67.1475,,,,,,66.2783,64.5101,,,71.7285,77.6034,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4156,62.7696,2/9/2015
17,17,,74.0744,,75.2437,,,65.231,66.264,68.7003,67.0401,,119.573,,,,66.2783,64.5101,,,71.523,77.6202,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.5332,62.6175,2/9/2015
18,18,,73.1648,73.3737,73.0865,76.3392,76.9086,65.0844,66.1193,68.6317,67.0847,,119.573,,,,66.2783,64.5101,,,71.2849,73.4395,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.359,62.6254,2/9/2015
19,19,,74.138,76.179,74.6498,77.7322,78.6839,64.9688,66.0078,68.6565,66.9703,,,,,,66.2783,64.5101,,,71.2754,75.4775,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.7042,62.8468,2/9/2015
20,20,,78.769,,,,,64.9594,65.9962,68.7677,66.8673,,,,,,66.2783,64.5101,,,71.1959,77.6149,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3094,62.6009,2/9/2015
21,21,,,,,,,64.9576,66.0008,68.8177,66.8808,,,,,,66.2783,64.5101,,,73.374,77.565,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3094,62.6125,2/9/2015
22,22,,,,,,,64.9432,66.0037,68.8002,66.8812,,,,,,66.2783,64.5101,,,73.6873,77.5872,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3429,62.5798,2/9/2015
23,23,,,,,,,64.9421,65.9932,,67.5005,,,,,,66.2783,64.5101,,,73.6901,77.5939,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4493,62.6287,2/9/2015
0,00,,,,,,,64.9448,66.2076,,69.534,,,,,,66.2783,64.5101,,,73.7628,77.8296,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.5996,62.7135,3/9/2015
1,01,,,,,,,64.9424,66.5604,,,,,,,,66.2783,64.5101,,,73.7594,77.7238,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.5732,62.7419,3/9/2015
2,02,,,,,,,64.9472,66.5909,,,,,,,,66.2783,64.5101,,,73.6978,77.6523,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.4197,62.6034,3/9/2015
3,03,,,,,,,64.9439,66.5543,,,,,,,,66.2783,64.5101,,,73.6862,77.5774,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3495,62.5796,3/9/2015
4,04,,,,,,,64.9458,66.5787,,71.2993,,,,,,66.2783,64.5101,,,73.6692,77.573,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.318,62.5591,3/9/2015
5,05,,,,,,,64.9511,66.5697,68.8405,67.4804,,,,,,66.2783,64.5101,,,73.654,77.5667,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.5356,62.6246,3/9/2015
6,06,,,,,,,64.9491,66.6096,68.8569,67.0044,,,,,,66.2783,64.5101,,,73.6569,77.5579,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.474,62.6171,3/9/2015
7,07,,74.0008,,78.634,,,65.0839,66.5684,68.5998,67.1709,,,,,,66.2783,64.5101,,,73.6798,77.5772,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.5149,62.6148,3/9/2015
8,08,,73.4764,74.2196,73.734,,,65.0495,66.5239,68.6459,67.3354,,,,,,66.2783,64.5101,,,71.623,77.6906,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4361,62.5858,3/9/2015
9,09,,73.1775,72.7244,73.0981,,,65.1877,66.5151,68.7881,67.1571,,,,,,66.2783,64.5101,,,71.288,77.7922,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.611,62.5768,3/9/2015
10,10,,73.194,72.7367,73.1065,81.174,,65.2115,66.6404,68.9806,67.1194,,,,,,66.2783,64.5101,,,71.2887,77.6869,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4325,62.6462,3/9/2015
11,11,,73.2076,72.74,73.2712,76.2233,77.7523,65.2082,66.6478,69.0122,67.1133,,,,,,66.2783,64.5101,,,71.2892,77.7232,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.6298,62.6151,3/9/2015
12,12,,73.5212,72.7427,73.5036,77.1266,81.3703,65.2326,67.0215,68.9951,67.0785,,,,,,66.2783,64.5101,,,71.2837,77.7098,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.8128,62.6026,3/9/2015
13,13,,73.6511,72.7614,73.5113,76.3332,,65.3752,67.2981,69.0005,67.0704,,,,,,66.2783,64.5101,,,71.2855,77.6342,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.5095,62.584,3/9/2015
14,14,,73.6924,72.7709,73.5149,76.3083,,65.5591,67.3321,68.9916,67.4016,,,,,,66.2783,64.5101,,,71.2982,77.4791,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.74,62.5947,3/9/2015
15,15,,75.4814,76.0804,73.8933,81.174,,65.5717,67.3812,68.9174,67.5248,,,,,,66.2783,64.5101,,,71.2215,77.6821,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.774,62.8666,3/9/2015
16,16,,78.769,,77.9454,,,65.514,67.2914,68.9095,67.4447,,,,,,66.2783,64.5101,,,73.1646,77.5673,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3096,62.6956,3/9/2015
17,17,,,,78.634,,,65.5396,66.8938,68.7179,67.3239,,,,,,66.2783,64.5101,,,72.0418,77.5113,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3514,62.5925,3/9/2015
18,18,,73.2845,75.2008,74.017,,79.8443,65.1939,66.1571,68.6261,67.3325,,,,,,66.2783,64.5101,,,71.2798,77.6105,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.6336,62.7546,3/9/2015
19,19,,72.696,78.911,74.3059,,81.737,65.1844,65.9459,68.6533,67.2132,,,,,,66.2783,64.5101,,,71.2733,77.6286,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3094,62.885,3/9/2015
20,20,,75.1929,,,,,65.1903,66.0251,68.5859,67.0109,,,,,,66.2783,64.5101,,,71.2191,77.5795,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3169,62.8621,3/9/2015
21,21,,,,,,,65.1742,66.0629,,66.8797,,,,,,66.2783,64.5101,,,73.1202,77.6055,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3754,62.8639,3/9/2015
22,22,,,,,,,65.1651,66.0533,,68.6352,,,,,,66.2783,64.5101,,,73.5897,77.6559,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4539,62.8469,3/9/2015
23,23,,,,,,,65.1648,66.0552,,68.2405,,,,,,66.2783,64.5101,,,73.7042,77.6332,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.5434,62.8682,3/9/2015
0,00,,,,,,,65.1778,66.0646,,,,,,,,66.2783,64.5101,,,73.6567,77.6544,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3403,62.6982,4/9/2015
1,01,,,,,,,65.1728,66.055,,,,,,,,66.2783,64.5101,,,73.6176,77.6894,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3653,62.5946,4/9/2015
2,02,,,,,,,65.1736,66.0619,,,,,,,,66.2783,64.5101,,,73.6638,77.6489,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,,,92.185,,92.185,64.3718,62.5462,4/9/2015
3,03,,,,,,,65.1667,66.0609,,69.1022,,,,,,66.2783,64.5101,,,73.6817,77.6372,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3566,62.5519,4/9/2015
4,04,,,,,,,65.1708,66.0516,68.7782,67.4141,,,,,,66.2783,64.5101,,,73.6917,77.6141,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3733,62.5877,4/9/2015
5,05,,78.7302,,,,,65.1729,66.0557,68.5797,66.8429,,,,,,66.2783,64.5101,,,73.6924,77.6005,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4632,62.6623,4/9/2015
6,06,,,,78.5935,,,65.1701,66.019,68.4651,66.85,,,,,,66.2783,64.5101,,,73.5955,77.5847,,,,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.334,62.6104,4/9/2015
7,07,,74.1804,77.5638,73.5985,,,65.1668,65.9834,68.5819,66.9457,,,,,,66.2783,64.5101,,,71.7495,77.6648,,,,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3565,62.8462,4/9/2015
8,08,,73.1314,72.8383,73.1276,80.6945,78.9817,65.3165,66.1133,68.8857,67.0895,,,,,,66.2783,64.5101,,,71.2764,77.6133,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3536,62.8497,4/9/2015
9,09,,73.1587,72.7376,73.1364,75.6163,76.8709,65.3962,66.1776,69.0321,67.1082,,,,,,66.2783,64.5101,,,71.2743,75.7235,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3596,62.8485,4/9/2015
10,10,,73.1559,72.7455,73.1385,75.1449,76.8748,65.4956,66.1872,69.033,67.1022,,,,,,66.2783,64.5101,,,71.272,72.2283,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3558,62.8123,4/9/2015
11,11,,73.2311,72.762,73.1345,75.1425,76.8762,65.5648,66.1952,69.0214,66.8742,,,,,,66.2783,64.5101,,,71.2765,72.2177,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3588,62.6018,4/9/2015
12,12,,73.2644,72.7536,73.1366,75.1714,76.89,65.601,66.2165,68.7902,66.8685,,,,,,66.2783,64.5101,,,71.2872,72.2274,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3353,62.6153,4/9/2015
13,13,,73.2683,72.7661,73.1383,75.1611,76.8757,65.5898,66.2224,68.9443,66.9374,,,,,,66.2783,64.5101,,,71.2891,72.1989,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3351,62.6908,4/9/2015
14,14,,73.2476,72.8027,73.1312,75.1432,76.8991,65.5827,66.2959,68.971,66.9445,,119.573,,,,66.2783,64.5101,,,71.2903,72.2964,,,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.372,62.6299,4/9/2015
15,15,,73.2092,72.8062,73.1296,75.1565,77.3324,65.5778,66.3776,68.8641,66.8777,,119.573,,,,66.2783,64.5101,,,71.2899,72.2085,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4576,62.6155,4/9/2015
16,16,,73.6804,72.8416,73.7022,76.0869,,65.581,66.3884,68.7001,66.8777,,,,,,66.2783,64.5101,,,71.2938,72.1891,,,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.779,62.7475,4/9/2015
17,17,,,77.8557,78.634,81.174,,65.5315,66.1543,68.6828,66.8766,,,,,,66.2783,64.5101,,,71.2916,72.1867,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4673,62.7429,4/9/2015
18,18,,73.454,73.317,73.6324,76.3335,77.3699,65.3163,65.9977,68.6774,66.876,,,,,,66.2783,64.5101,,,71.2861,72.2201,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.652,62.6204,4/9/2015
19,19,,72.6874,72.7213,73.1259,75.1305,77.5826,65.1515,65.9399,68.6967,66.8742,,,,,,66.2783,64.5101,,,71.2828,72.2361,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.4625,62.6052,4/9/2015
20,20,,73.0536,74.4223,74.2321,78.3251,,65.1539,65.9378,68.5382,66.8688,,,,,,66.2783,64.5101,,,71.2877,72.2472,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.5147,62.6927,4/9/2015
21,21,,78.6399,78.911,,,,65.1617,65.9481,68.5391,66.8673,,,,,,66.2783,64.5101,,,71.2842,75.8139,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.3768,62.6393,4/9/2015
22,22,,,,,,,65.163,65.9477,68.7057,66.8906,,,,,,66.2783,64.5101,,,72.4908,77.5885,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,74.009,,,,,68.248,67.165,92.185,,92.185,64.5454,62.616,4/9/2015
23,23,,,,,,,65.1594,65.9398,,69.7927,119.573,,,,,66.2783,,,,73.6828,77.6194,,72.175,72.175,,,116.9836,,,73.66,,78.759,,90.2407,87.6123,74.009,74.009,,,,,,92.185,,92.185,64.4891,62.616,4/9/2015
0,00,,,,,,,65.1553,65.9317,,,,,,,,66.2783,,,,73.6827,77.6156,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,,74.009,,,,,,92.185,,92.185,64.5318,62.6335,5/9/2015
1,01,,,,,,,65.1603,67.8757,,,,,,,,66.2783,64.5101,,,73.7013,77.6013,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,,74.009,,,,,,92.185,,92.185,64.4147,62.6316,5/9/2015
2,02,,,,,,,65.1537,67.7975,,,,119.573,,,,,64.5101,,,73.6775,77.604,,72.175,72.175,,,116.9836,,,73.66,,,,90.2407,87.6123,,74.009,,,,,,92.185,,92.185,64.431,62.6291,5/9/2015
