,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,0,,,,,,,153.5073,154.6549,,155.8653,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,65.006,65.006,,,,,,,,,144.3616,149.3204,1/6/2014
1,1,,,,,,,153.5326,154.5678,,155.8443,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.348,149.2962,1/6/2014
2,2,,,,,,,153.5199,154.5569,,155.8443,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.3614,149.166,1/6/2014
3,3,,,,,,,153.4946,154.7747,,155.8233,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.348,149.1669,1/6/2014
4,4,,,,,,,153.5326,154.8074,,155.8862,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.3619,149.1641,1/6/2014
5,5,,,,,,,153.5199,154.8182,159.9746,157.0911,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.3618,149.1653,1/6/2014
6,6,,,,,,,153.5073,154.8182,158.2099,157.2378,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.348,149.1625,1/6/2014
7,7,,,174.1507,,,,153.4566,154.5678,158.6689,157.2483,,,,,,,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.3617,149.1744,1/6/2014
8,8,,,163.8396,171.2674,,,153.4819,154.8727,158.6689,157.2693,,,,,,,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.348,149.929,1/6/2014
9,9,,,163.8601,164.7185,,,153.4946,155.0905,158.7149,157.2902,,,,,,,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.3607,149.6101,1/6/2014
10,10,,,165.4001,163.7753,,,153.4819,155.0796,158.6996,156.3996,,,,,,,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.3597,149.9169,1/6/2014
11,11,,,179.328,163.8082,,,153.5199,155.0578,158.6689,155.8967,,,,,,,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.3594,149.2281,1/6/2014
12,12,,,,166.2285,,,153.5833,154.8945,159.0821,156.0119,,,,,,,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.3594,149.5746,1/6/2014
13,13,,,,,,,153.596,154.8182,159.774,157.5395,,,,,,,148.3609,,,191.906,,,,163.66,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.3595,149.4485,1/6/2014
14,14,,,,,,,153.6213,154.742,,155.8862,,,,,,,148.3609,,,191.906,,,,163.66,50,33.8242,,155.36,,95,,,65.006,,,,,,,,,144.3588,149.9241,1/6/2014
15,15,,,,,,,153.5833,154.84,,155.8967,,,,,,155.3652,148.3609,,,191.906,,,,163.66,50,33.8242,155.36,155.36,,95,,,65.006,,,,,,,,,144.3588,149.9976,1/6/2014
16,16,,,,,,,153.5706,154.8074,,157.7714,,,,,,155.3652,148.3609,,,191.906,,,,163.66,50,33.8242,155.36,155.36,,95,,,65.006,,,,,,,,,144.3596,150.0012,1/6/2014
17,17,,,,,,,153.596,154.7856,,,,,,,,155.3652,148.3609,,,191.906,,,,163.66,50,33.8242,155.36,155.36,,95,,,65.006,,,,,,,,,144.3596,150.1094,1/6/2014
18,18,,,,,,,153.596,154.644,160.0369,163.9507,,,,,,155.3652,148.3609,,,191.906,,,,163.66,50,33.8242,155.36,155.36,,95,,,65.006,,,,,,,,,144.3595,150.0875,1/6/2014
19,19,,,,,,,153.5326,154.6658,160.2636,155.9072,,,,,,155.3652,148.3609,,,191.906,,,,163.66,50,33.8242,155.36,155.36,,95,,,65.006,,,,163.405,161.461,,,,144.3597,149.619,1/6/2014
20,20,,,,,,,153.5199,154.8182,159.8556,155.9281,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,,,,,,144.3607,149.5446,1/6/2014
21,21,,,,,,,153.5199,157.1067,159.8839,165.724,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,155.36,155.36,,95,,,65.006,,,,,,,,,144.3608,149.8117,1/6/2014
22,22,,,,,,,153.5199,,159.774,,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,155.36,,,95,,,65.006,,,,,,,,,144.3608,149.7122,1/6/2014
23,23,,,,,,,153.5073,,,,,,,,,155.3652,148.3609,,,191.906,,,,,50,33.8242,155.36,,,95,,,65.006,,,,,,,,,144.3612,149.4854,1/6/2014
0,0,,,,,,,158.665,,,,,,,,,,147.826,,,191.201,,,,,50,33.8242,154.57,,,154.83,,,65.006,,,,,,,,,143.8263,149.2383,2/6/2014
1,1,,,,,,,,,,,,,,,,,147.826,,,191.201,,,,,50,33.8242,154.57,,,154.83,,,65.006,,,,,,,,,143.8265,148.7244,2/6/2014
2,2,,,,,,,,175.5845,,,,,,,,,147.826,,,191.201,,,,,50,33.8242,154.57,,,154.83,,,65.006,,,,,,,,,143.8276,148.6406,2/6/2014
3,3,,,,,,,155.6431,155.1342,,,,,,,,,147.826,,,191.201,,,,,50,33.8242,154.57,,,154.83,,,65.006,,,,,,,,,143.8264,148.8743,2/6/2014
4,4,,,,,,,152.9155,155.0582,,,,,,,,154.833,147.826,,,191.201,,,,,50,33.8242,154.57,,,154.83,,,65.006,,,,,,,,,143.8264,148.6797,2/6/2014
5,5,,,,,,,152.9155,155.0474,159.231,163.7402,,,,,,154.833,147.826,,,191.201,,,,,50,33.8242,154.57,,,154.83,,,65.006,,,,,,,,,143.8279,148.7371,2/6/2014
6,6,,,171.5186,169.9902,,,152.9155,155.0582,159.3493,156.2597,,,,,,154.833,,,,191.201,,,,,50,33.8242,154.57,154.57,,154.83,,,65.006,,,,162.837,160.898,,,,143.3144,149.6265,2/6/2014
7,7,,,164.441,163.4305,,,152.9155,155.0582,158.8156,156.3119,,,,,,154.833,,,,191.201,,,,,50,33.8242,154.57,154.57,,154.83,,,65.006,,,,162.837,160.898,,,,143.6888,148.9059,2/6/2014
8,8,,178.7,163.8088,163.473,179.616,,152.9155,155.0582,158.8461,156.3432,,,,,,154.833,,,,191.201,,,,,50,33.8242,154.57,154.57,,154.83,,,65.006,,,,162.837,160.898,,,,144.0633,148.7754,2/6/2014
