,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
13,13,,155.7525,153.9322,157.4829,155.568,157.2669,144.7194,146.0761,149.812,146.6075,,,,,,145.8323,138.7786,,,179.0197,188.9174,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.8906,140.3213,3/10/2014
14,14,,155.0279,154.2014,156.8637,167.8202,169.0661,144.6756,146.0979,149.9103,146.5029,,,,,,145.8323,138.7786,,,179.0153,188.8793,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.8216,139.9697,3/10/2014
15,15,,160.9806,153.9939,162.0482,,,144.6624,145.9709,149.8746,146.5762,,,,,,145.8323,138.7786,,,179.0373,188.858,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,135.3585,140.093,3/10/2014
16,16,,,157.124,,,,144.6463,145.9143,149.8762,146.2457,,,,,,145.8323,138.7786,,,179.0568,188.8238,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.8144,140.0735,3/10/2014
17,17,,166.7273,166.1183,162.731,169.4271,170.173,144.2775,145.8444,149.8766,146.2124,,,,,,145.8323,138.7786,,,179.0258,188.8624,,129.25,,,,,,154.6,,154.6,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2857,139.806,3/10/2014
18,18,,156.7401,153.5206,155.2106,156.4933,157.8843,144.0601,145.6549,149.7895,146.1926,,,,,,145.8323,138.7786,,,173.5132,188.4612,,129.25,,,,,,154.6,,154.6,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2857,140.3106,3/10/2014
19,19,,155.6525,153.8572,155.749,155.1799,157.5635,144.0689,145.6464,150.0275,146.1861,,,,,,145.8323,138.7786,,,172.3362,188.4287,,129.25,,,,,,154.6,,154.6,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2857,140.6526,3/10/2014
20,20,,157.8026,156.3046,157.9418,158.9218,161.4934,144.0516,145.6325,149.5376,146.1781,,,,,,145.8323,138.7786,,,178.655,188.3023,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,135.0954,140.4095,3/10/2014
21,21,,,,,,,144.0522,145.4315,150.3344,146.822,,,,,,145.8323,138.7786,,,179.1422,188.3106,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2185,140.1708,3/10/2014
22,22,,,,,,,144.0734,147.9423,,154.7346,,,,,,145.8323,138.7786,,,178.9722,188.4765,,129.25,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2008,140.4486,3/10/2014
23,23,,,,,,,144.1576,169.1404,,,,,,,,145.8323,138.7786,,,178.8379,188.8821,,129.25,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2034,140.2019,3/10/2014
0,0,,,,,,,146.887,,,,,,,,,,138.7786,,,179.0937,188.7409,,129.25,,,,,,,,154.6,154.6,,85.0605,82.583,,,,,,89.5,,89.5,135.2282,139.9944,4/10/2014
1,1,,,,,,,,,,,,,,,,,138.7786,,,178.6437,188.8266,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2034,141.9919,4/10/2014
2,2,,,,,,,,,,,,,,,,,138.7786,,,178.9134,188.788,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2368,142.3255,4/10/2014
3,3,,,,,,,,,,,,,,,,,138.7786,,,178.93,188.8713,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.1485,144.7437,4/10/2014
4,4,,,,,,,,,,,,,,,,,138.7786,,,178.7506,188.853,,,,,,,,,,,154.6,,85.0605,82.583,,,,,,89.5,,89.5,134.2857,144.2595,4/10/2014
5,5,,,,,,,145.3615,,,,,,,,,145.8323,138.7786,,,178.7672,188.9191,,,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.2857,140.7811,4/10/2014
6,6,,,,,,,144.4949,153.0663,,,,,,,,145.8323,138.7786,,,178.797,188.7965,,,,,,,,,,,154.6,,85.0605,82.583,,,,,,89.5,,89.5,134.9735,140.3366,4/10/2014
7,7,,,,,,,144.5507,145.3401,,154.9356,,,,,,145.8323,138.7786,,,178.7334,188.6719,,,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.501,139.7421,4/10/2014
8,8,,,,,,,144.5448,145.3452,149.8627,146.4898,,,,,,145.8323,138.7786,,,178.7186,188.5402,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.8678,140.2055,4/10/2014
9,9,,,,,,,144.5711,145.3718,149.7638,146.5186,,,,,,145.8323,138.7786,,,178.7817,188.5139,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.4602,140.0965,4/10/2014
10,10,,,,,,,144.5815,145.3696,149.7557,146.464,,,,,,145.8323,138.7786,,,178.8228,188.3779,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.5678,140.4707,4/10/2014
11,11,,160.4483,,,,,144.5714,145.5329,149.8011,146.4659,,,,,,145.8323,138.7786,,,178.6911,188.3836,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2897,140.5462,4/10/2014
12,12,,162.9933,,,,,144.5837,145.5528,149.85,146.4053,,,,,,145.8323,,,,178.6589,188.44,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.3084,140.4847,4/10/2014
13,13,,159.8326,,,,,144.5885,145.5555,149.8724,146.3982,,,,,,145.8323,,,,178.6717,188.4564,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.3039,140.5262,4/10/2014
14,14,,168.543,,,,,144.5935,145.5563,149.8732,146.4425,,,,,,145.8323,138.7786,,,178.649,188.5003,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2926,140.6865,4/10/2014
15,15,,,,,,,144.5759,145.5285,150.0992,148.3074,,,,,,145.8323,138.7786,,,178.8687,188.6069,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.9974,140.6436,4/10/2014
16,16,,,,,,,144.3993,145.5375,150.037,,,,,,,145.8323,138.7786,,,178.8185,188.5346,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.987,139.93,4/10/2014
17,17,,164.8431,,168.37,,,143.9991,145.6816,150.1053,151.2335,,,,,,145.8323,138.7786,,,178.7384,188.4142,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2929,139.8034,4/10/2014
18,18,,157.3155,156.5612,160.2146,157.1669,,143.9834,145.5332,149.1412,146.4008,,,,,,145.8323,138.7786,,,178.668,188.3818,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.7716,140.2996,4/10/2014
19,19,,154.6257,156.8252,167.8899,159.1931,,144.028,145.4669,149.0724,146.5248,,,,,,145.8323,138.7786,,,178.6765,188.2928,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.8377,139.8678,4/10/2014
20,20,,162.6443,,,,,144.5389,145.3102,149.2701,146.4904,,,,,,145.8323,138.7786,,,178.688,188.2966,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,153.223,151.371,89.5,,89.5,134.2857,139.9479,4/10/2014
21,21,,,,,,,144.1159,145.2778,,148.5681,,,,,,145.8323,138.7786,,,178.7158,188.3121,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.0305,140.0564,4/10/2014
22,22,,,,,,,144.0331,148.1546,,159.03,,,,,,145.8323,138.7786,,,178.7012,188.3088,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.3179,140.2099,4/10/2014
23,23,,,,,,,144.0282,,,,,,,,,145.8323,138.7786,,,178.709,188.3427,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.2857,140.3746,4/10/2014
0,0,,,,,,,144.0031,,,,,,,,,145.8323,138.7786,,,178.6937,188.3291,,129.25,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.5657,140.1854,5/10/2014
1,1,,,,,,,143.9952,,,,,,,,,145.8323,138.7786,,,178.8149,188.4541,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.4796,139.9122,5/10/2014
2,2,,,,,,,143.9843,,,,,,,,,145.8323,138.7786,,,178.8715,188.6729,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.2903,139.9182,5/10/2014
3,3,,,,,,,143.9874,,,,,,,,,145.8323,138.7786,,,178.816,188.7029,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.4648,140.3851,5/10/2014
4,4,,,,,,,143.9863,,,,,,,,,145.8323,138.7786,,,178.8448,188.6621,,,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.2857,139.9763,5/10/2014
5,5,,,,,,,143.988,,,,,,,,,145.8323,138.7786,,,178.7753,188.6704,,,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.2857,140.3429,5/10/2014
6,6,,,,,,,144.8978,,,,,,,,,145.8323,138.7786,,,178.8414,188.6507,,129.25,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,134.6601,140.2839,5/10/2014
7,7,,,,,,,144.0365,,,,,,,,,145.8323,138.7786,,,178.8515,188.5834,,129.25,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,,134.2857,140.2232,5/10/2014
8,8,,,,,,,144.0583,,,,,,,,,145.8323,138.7786,,,178.6444,188.4127,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,,,,134.4676,140.0742,5/10/2014
9,9,,,,,,,144.0556,,,,,,,,,145.8323,138.7786,,,178.6846,188.4607,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,,,,134.2857,139.7662,5/10/2014
10,10,,,,,,,144.0719,,,,,,,,,145.8323,138.7786,,,178.5848,188.4264,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,,,,134.2857,139.8791,5/10/2014
11,11,,,,,,,144.0679,,,,,,,,,145.8323,138.7786,,,178.7564,188.4306,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,,,,134.2857,139.9638,5/10/2014
12,12,,,,,,,144.0617,,,,,,,,,145.8323,138.7786,,,178.7797,188.3863,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,,134.7406,140.3098,5/10/2014
13,13,,,,,,,144.0504,,,,,,,,,145.8323,138.7786,,,178.7722,188.4277,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,,134.7751,139.8862,5/10/2014
14,14,,,,,,,144.048,,,,,,,,,145.8323,138.7786,,,178.7845,188.4739,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.0455,140.2274,5/10/2014
15,15,,,,,,,144.043,,,,,,,,,,138.7786,,,178.7743,188.5261,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2805,140.0254,5/10/2014
16,16,,,,,,,144.0432,,,,,,,,,,138.7786,,,178.7881,188.5275,,129.25,,,,,,154.6,,,,,85.0605,82.583,,,,,,89.5,,89.5,135.2698,139.8329,5/10/2014
17,17,,,,,,,144.029,151.918,,159.03,,,,,,145.8323,138.7786,,,178.777,188.4716,,129.25,,,,,,154.6,,,154.6,,85.0605,82.583,,,,,,89.5,,89.5,135.2149,139.8928,5/10/2014
18,18,,,,,,,144.0351,145.2298,149.369,149.0903,,,,,,145.8323,138.7786,,,178.753,188.4662,,129.25,,,,,,154.6,,154.6,154.6,,85.0605,82.583,,,,,,89.5,,89.5,135.2786,139.9493,5/10/2014
