,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,149.3915,151.0948,151.724,,,,,,,151.905,144.102,,,185.6363,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.8176,146.1512,1/5/2013
1,01,,,,,,149.402,151.102,151.7556,,,,,,,151.905,144.102,,,185.7042,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,146.5087,1/5/2013
2,02,,,,,,149.4006,151.1111,151.7041,,,,,,,151.905,144.102,,,185.8489,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.4139,145.653,1/5/2013
3,03,,,,,,149.3951,151.111,152.8305,,,,,,,151.905,144.102,,,185.8099,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.3126,145.3402,1/5/2013
4,04,,,,,,149.4,151.1256,,,,,,,,151.905,144.102,,,185.7894,,,50,33.486,,,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.0418,1/5/2013
5,05,,,,,,149.407,151.1264,,,,,,,,151.905,144.102,,,185.7641,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.6511,146.6626,1/5/2013
6,06,,,,,,149.3893,151.1054,,,,,,,,151.905,144.102,,,185.693,,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,139.273,145.1208,1/5/2013
7,07,,,,,,149.408,151.2383,,,,,,,,151.905,144.102,,,185.6652,,,50,33.486,,,,,,64.199,64.199,,,,,,,65.595,65.595,139.273,145.4882,1/5/2013
8,08,,,,,,149.4274,151.3385,153.1312,,,,,,,151.905,144.102,,,185.668,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,144.8639,1/5/2013
9,09,,,,,,149.4356,151.3475,152.2577,,,,,,,151.905,144.102,,,185.6757,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.5805,1/5/2013
10,10,,,,,,149.4354,151.3516,152.2467,156.1845,,,,,,151.905,144.102,,,185.7167,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.6994,1/5/2013
11,11,,,,,,149.4677,151.3716,152.2292,152.3885,,,,,,151.905,144.102,,,185.7486,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.0798,1/5/2013
12,12,,,,,,149.5401,151.3965,152.2412,152.3938,,,,,,151.905,144.102,,,185.7788,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.5525,1/5/2013
13,13,,,,,,149.5602,151.4329,152.2479,152.3919,,,,,,151.905,144.102,,,185.7964,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.0683,1/5/2013
14,14,,,,,,149.6,151.455,152.2457,152.3772,,,,,,151.905,144.102,,,185.7876,,,50,33.486,,,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.6243,1/5/2013
15,15,,,,,,149.6021,151.4507,152.2213,152.3737,,,,,,151.905,144.102,,,185.7978,,,50,33.486,,,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.892,1/5/2013
16,16,,,,,,149.5121,151.4696,152.9335,152.3721,,,,,,151.905,144.102,,,185.75,,,50,33.486,,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.7458,1/5/2013
17,17,,,,,,149.4737,151.4416,152.9561,152.381,,,,,,151.905,144.102,,,185.7177,,,50,33.486,,,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.9219,1/5/2013
18,18,161.72,163.5582,161.5882,171.2336,,149.4022,151.3724,151.6724,152.368,,,,,,151.905,144.102,,,185.7273,,,50,33.486,,,152.98,152.98,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.1046,1/5/2013
19,19,159.3469,159.213,159.3716,162.9251,,149.4044,151.3382,151.7361,152.3495,,,,,,151.905,144.102,,,185.723,,,50,33.486,,152.98,152.98,152.98,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.1623,1/5/2013
20,20,162.291,164.5186,162.6901,,,149.4133,151.342,151.7741,152.3451,,,,,,151.905,144.102,,,185.7241,,,50,33.486,152.98,152.98,152.98,152.98,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,144.8979,1/5/2013
21,21,,,,,,149.4066,151.3322,151.7595,152.4847,,,,,,151.905,144.102,,,185.6575,,,50,33.486,152.98,152.98,,152.98,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.2694,1/5/2013
22,22,,,,,,149.409,151.3258,152.0207,159.5816,,,,,,151.905,144.102,,,185.7008,,,50,33.486,152.98,152.98,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.2297,1/5/2013
23,23,,,,,,149.3961,151.3171,153.0962,,,,,,,151.905,144.102,,,185.6648,,,50,33.486,152.98,152.98,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.184,1/5/2013
0,00,,,,,,149.4072,151.3279,,,,,,,,151.905,144.102,,,185.6652,,,50,33.486,,152.98,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.3115,2/5/2013
1,01,,,,,,149.4167,151.3361,,,,,,,,151.905,144.102,,,185.7039,,,50,33.486,152.98,152.98,,,,64.199,64.199,,,,,,,65.595,65.595,139.273,145.3115,2/5/2013
2,02,,,,,,149.406,151.3268,,,,,,,,151.905,144.102,,,185.7064,,,50,33.486,152.98,,,,,64.199,64.199,,,,,,,65.595,65.595,139.4552,145.1337,2/5/2013
3,03,,,,,,149.3839,151.3248,,,,,,,,151.905,144.102,,,185.7022,,,50,33.486,152.98,,,,,64.199,64.199,,,,,,,65.595,65.595,139.273,145.6049,2/5/2013
4,04,,,,,,149.3925,151.3161,,158.2735,,,,,,151.905,144.102,,,185.7029,,,50,33.486,152.98,152.98,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.273,145.2394,2/5/2013
5,05,,,,,,149.3948,151.3271,,152.7737,,,,,,151.905,144.102,,,185.6856,,,50,33.486,152.98,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,139.6458,146.4034,2/5/2013
6,06,,,,,,149.4032,151.3338,,152.7764,,,,,,151.905,144.102,,,185.7092,,,50,33.486,152.98,,,,,64.199,64.199,,,,,151.557,,65.595,65.595,140.0546,146.8145,2/5/2013
7,07,,,,,,149.4169,151.3497,153.1058,152.872,,,,,,151.905,144.102,,,185.7429,,,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.0557,2/5/2013
8,08,163.6776,161.8778,164.1216,166.7974,,149.4281,151.348,152.4465,152.8242,,,,,,151.905,144.102,,,185.7767,,,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,144.8657,2/5/2013
9,09,159.8593,159.2471,159.3328,160.4451,164.947,149.4173,151.3548,152.3347,152.8076,,,,,,151.905,144.102,,,180.7401,,162.576,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.0787,2/5/2013
10,10,159.3934,159.2612,159.3838,160.5083,161.8695,149.4353,151.3587,152.6563,152.7836,,,,,,151.905,144.102,,,179.5076,,162.576,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.2836,2/5/2013
11,11,159.3762,159.2594,159.3806,160.5091,161.884,149.9312,151.3534,152.85,152.8206,,,,,,151.905,144.102,,,179.548,,162.576,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.2804,145.4039,2/5/2013
12,12,159.367,159.276,159.398,160.5001,161.9418,150.0369,151.6021,152.8737,152.8379,,,,,,151.905,144.102,,,179.3006,,162.576,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,146.166,2/5/2013
13,13,159.3721,159.2206,159.4974,160.4636,161.9113,150.0518,151.9123,152.8266,152.3796,,,,,,151.905,144.102,,,179.3504,,162.576,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.6317,2/5/2013
14,14,159.3917,159.2067,159.5173,160.4544,170.3681,150.1105,151.9483,152.5776,152.3893,,,,,,151.905,144.102,,,179.4664,,162.576,50,33.486,152.98,152.98,,,,64.199,64.199,,,,152.886,151.557,,65.595,65.595,139.273,145.4084,2/5/2013
