,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
11,11,,,,,,,,,,,,,,,,,,,200.0929,210.6559,,50,33.486,,154.94,,162.036,,64.199,64.199,,,,,,,65.595,65.595,152.26,,28/3/2013
12,12,,,,,,,,,,,,,,,,,,,200.1085,210.9441,,50,33.486,,,,162.036,,64.199,64.199,,,,,,,65.595,65.595,152.1175,,28/3/2013
13,13,,,,,,,,,,,,,,,,,,,200.0838,211.0386,,50,33.486,,,,162.036,,64.199,64.199,,,,,,,65.595,65.595,151.7068,,28/3/2013
14,14,,,,,,,,,,,,,,,,,,,200.1278,210.9051,,50,33.486,,,,162.036,,64.199,64.199,,,,,,,65.595,65.595,152.1507,,28/3/2013
15,15,,,,,,,,,,,,,,,162.798,,,,200.0288,211.1154,,50,33.486,,,,162.036,,64.199,64.199,,,,,,,65.595,65.595,151.8456,,28/3/2013
16,16,,,,,,,,,,,,,,,162.798,,,,200.0849,211.1334,,50,33.486,,,,162.036,,64.199,64.199,,,,,,,65.595,65.595,151.8516,,28/3/2013
17,17,,,,,,,,,,,,,,,,,,,200.1752,211.0463,,50,33.486,,,,162.036,,64.199,64.199,,,,,,,65.595,65.595,151.9185,,28/3/2013
18,18,,,,,,,,,,,,,,,,155.052,,,200.1683,211.1656,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,151.2174,158.4567,28/3/2013
19,19,,,,,,,,,,,,,,,,155.052,,,200.1005,211.5356,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.183,156.1252,28/3/2013
20,20,,,,,,,,,,,,,,,,155.052,,,200.0246,211.4017,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.183,157.359,28/3/2013
21,21,,,,,,,,,,,,,,,,155.052,,,199.9574,211.4758,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.183,169.118,28/3/2013
22,22,,,,,,,,,,,,,,,,155.052,,,200.0018,211.5631,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,150.971,,28/3/2013
23,23,,,,,,,,,,,,,,,,,,,200.0811,211.387,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,151.1218,,28/3/2013
0,0,,,,,,,,,,,,,,,,,,,200.0678,211.1529,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,155.7837,,29/3/2013
1,1,,,,,,,,,,,,,,,,,,,200.0849,211.4803,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
2,2,,,,,,,,,,,,,,,,,,,200.0356,211.3511,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
3,3,,,,,,,,,,,,,,,,,,,200.1406,211.0449,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
4,4,,,,,,,,,,,,,,,,,,,200.2003,210.7158,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
5,5,,,,,,,,,,,,,,,,,,,200.2977,210.7213,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
6,6,,,,,,,,,,,,,,,,,,,200.3551,211.2003,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
7,7,,,,,,,,,,,,,,,,,,,200.2648,211.6108,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
8,8,,,,,,,,,,,,,,,,,,,200.3403,211.4555,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
9,9,,,,,,,,,,,,,,,,,,,200.4089,211.4061,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
10,10,,,,,,,,,,,,,,,,,,,200.4066,211.0378,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
11,11,,,,,,,,,,,,,,,,,,,200.133,211.185,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,163.34,,29/3/2013
12,12,,,,,,,,,,,,,,,,,,,200.149,211.0305,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,152.1726,,29/3/2013
13,13,,,,,,,,,,,,,,,,,,,200.1745,210.7823,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,152.3409,,29/3/2013
14,14,,,,,,,,,,,,,,,,,,,200.212,210.6558,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,151.3315,,29/3/2013
15,15,,,,,,,,,,,,,,,,,,,200.2048,211.1482,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,154.785,,29/3/2013
16,16,,,,,,,,,,,,,,,,,,,200.2105,211.4064,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,29/3/2013
17,17,,,,,,,,,,,,,,,,,,,200.2469,211.3482,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,162.492,,29/3/2013
18,18,,,,,,,,,,,,,,,,155.052,,,200.2428,211.324,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,151.1681,158.3977,29/3/2013
19,19,,,,,,,,,,,,,,,,,,,200.1395,211.088,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.2165,156.184,29/3/2013
20,20,,,,,,,,,,,,,,,,,,,200.0921,211.2436,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.1839,156.2714,29/3/2013
21,21,,,,,,,,,,,,,,,,,,,200.0246,210.969,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.1913,163.7916,29/3/2013
22,22,,,,,,,,,,,,,,,,,,,200.3088,210.7455,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,150.4407,,29/3/2013
23,23,,,,,,,,,,,,,,,,,,,200.1677,210.6642,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,159.448,,29/3/2013
0,0,,,,,,,,,,,,,,,,,,,200.0121,210.7491,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,186.128,,30/3/2013
1,1,,,,,,,,,,,,,,,,,,,200.0727,210.9225,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
2,2,,,,,,,,,,,,,,,,,,,200.0538,210.9879,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
3,3,,,,,,,,,,,,,,,,,,,200.0493,211.0854,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
4,4,,,,,,,,,,,,,,,,,,,200.0405,211.2014,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
5,5,,,,,,,,,,,,,,,,,,,200.1596,211.357,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
6,6,,,,,,,,,,,,,,,,,,,200.1797,211.1741,,50,33.486,,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
7,7,,,,,,,,,,,,,,,,,,,200.2473,211.1645,,50,33.486,,154.94,,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
8,8,,,,,,,,,,,,,,,,,,,200.2675,211.2763,,50,33.486,,154.94,,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
9,9,,,,,,,,,,,,,,,,,,,200.3547,211.1603,,50,33.486,,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
10,10,,,,,,,,,,,,,,,,,,,200.6,211.3464,,50,33.486,,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
11,11,,,,,,,,,,,,,,,,,,,200.5999,211.1812,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
12,12,,,,,,,,,,,,,,,,,,,200.4196,211.086,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,30/3/2013
13,13,,,,,,,,,,,,,,,,,,,200.0926,211.0139,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,157.0793,,30/3/2013
14,14,,,,,,,,,,,,,,,,,,,200.0607,210.8651,,50,33.486,154.94,154.94,,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.2331,,30/3/2013
15,15,,,,,,,,,,,,,,,,155.052,,,200.0303,210.7913,,50,33.486,154.94,154.94,,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.183,,30/3/2013
16,16,,,,,,,,,,,,,,,,155.052,,,200.0133,210.863,,50,33.486,154.94,,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.183,159.5867,30/3/2013
17,17,,,,,,160.6489,,,,,,,,,,155.052,,,199.9514,210.8061,,50,33.486,154.94,,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.1832,156.5753,30/3/2013
18,18,,,,,,160.2671,164.9885,,,,,,,,162.798,155.052,,,199.9446,210.6838,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.1873,156.1291,30/3/2013
19,19,,,,,,160.2577,162.5186,,,,,,,,162.798,155.052,,,200.0101,211.0206,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.1898,156.1184,30/3/2013
20,20,,,,,,162.4989,176.2849,,,,,,,,,155.052,,,200.1658,210.9643,,50,33.486,154.94,154.94,,162.036,,64.199,64.199,,,,,,,65.595,65.595,150.1886,156.0233,30/3/2013
21,21,,,,,,,,,,,,,,,,155.052,,,200.1554,211.2836,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,150.1842,156.8467,30/3/2013
22,22,,,,,,,,,,,,,,,,155.052,,,200.2818,211.0775,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,150.9046,159.8646,30/3/2013
23,23,,,,,,,,,,,,,,,,155.052,,,200.3411,210.8493,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,150.5457,,30/3/2013
0,0,,,,,,,,,,,,,,,,,,,200.0284,210.8298,,50,33.486,154.94,,,,,64.199,64.199,,,,,,,65.595,65.595,151.9487,,31/3/2013
1,1,,,,,,,,,,,,,,,,,,,200.0548,210.9009,,50,33.486,154.94,,,,,64.199,64.199,,,,,,,65.595,65.595,151.9972,,31/3/2013
2,2,,,,,,,,,,,,,,,,,,,200.0744,211.0696,,50,33.486,154.94,,,,,64.199,64.199,,,,,,,65.595,65.595,153.8511,,31/3/2013
3,3,,,,,,,,,,,,,,,,,,,200.0087,210.8692,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
4,4,,,,,,,,,,,,,,,,,,,200.0166,211.0322,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
5,5,,,,,,,,,,,,,,,,,,,199.962,211.2836,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
6,6,,,,,,,,,,,,,,,,,,,199.9027,211.3311,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
7,7,,,,,,,,,,,,,,,,,,,200.0799,211.0433,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
8,8,,,,,,,,,,,,,,,,,,,200.1539,210.8124,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
9,9,,,,,,,,,,,,,,,,,,,200.319,210.6031,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
10,10,,,,,,,,,,,,,,,,,,,200.3995,210.9057,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,,,31/3/2013
11,11,,,,,,,,,,,,,,,,,,,200.3319,210.7555,,50,33.486,154.94,154.94,162.036,162.036,,64.199,64.199,,,,,,,65.595,65.595,156.1925,,31/3/2013
12,12,,,,,,,,,,,,,,,,,,,200.3319,210.591,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,152.6672,,31/3/2013
13,13,,,,,,,,,,,,,,,,,,,200.1111,210.8098,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,152.5876,,31/3/2013
14,14,,,,,,,,,,,,,,,,,,,200.1236,210.8166,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,152.6482,,31/3/2013
15,15,,,,,,,,,,,,,,,,,,,200.154,210.774,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,152.6217,,31/3/2013
16,16,,,,,,,,,,,,,,,,,,,200.0948,210.9758,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,152.6837,,31/3/2013
17,17,,,,,,,,,,,,,,,,155.052,,,200.0512,211.0939,,50,33.486,154.94,154.94,,,,64.199,64.199,,,,,,,65.595,65.595,151.1346,,31/3/2013
18,18,,,,,,160.7429,165.1514,,,,,,,,162.798,155.052,,,200.0732,210.8193,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,150.183,157.626,31/3/2013
19,19,,,,,,160.265,162.0341,,,,,,,,162.798,155.052,,,200.219,210.8483,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,150.183,156.037,31/3/2013
20,20,,,,,,160.6427,169.8581,,,,,,,,,155.052,,,200.331,211.047,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,150.183,156.0094,31/3/2013
21,21,,,,,,164.6949,,,,,,,,,,155.052,,,200.2421,211.3121,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,150.183,156.8845,31/3/2013
22,22,,,,,,,,,,,,,,,,155.052,,,200.2568,211.3593,,50,33.486,154.94,154.94,162.036,,,64.199,64.199,,,,,,,65.595,65.595,150.3198,160.8966,31/3/2013
23,23,,,,,,,,,,,,,,,,,,,200.2363,211.2757,,50,33.486,154.94,,162.036,,,64.199,64.199,,,,,,,65.595,65.595,150.1834,,31/3/2013
