,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
18,18,169.1933,168.6919,169.1231,169.5742,169.8499,157.641,158.2409,160.1044,159.314,,,,,,158.938,151.17,,193.8501,205.6335,169.073,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.5242,152.4756,3/8/2012
19,19,166.7003,166.5043,167.9741,167.5789,168.1268,157.5709,158.239,159.511,158.9959,,,,,,158.938,151.17,,188.0412,205.8775,169.073,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2668,3/8/2012
20,20,166.6606,166.5043,168.761,168.886,168.1268,157.2745,158.2323,159.4552,158.9936,,,,,,158.938,151.17,,194.4155,205.796,169.073,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2668,3/8/2012
21,21,169.0814,166.5043,178.5859,182.1466,,157.1198,158.2486,159.4991,158.9405,,,,,,158.938,151.17,,195.2472,205.8442,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2407,3/8/2012
22,22,,,,,,157.1457,158.2596,158.9423,158.9127,,,,,,158.938,151.17,,195.2662,205.7857,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.3176,153.65,3/8/2012
23,23,,,,,,157.1558,158.2476,158.8561,167.5606,,,,,,158.938,151.17,,195.1859,205.9464,,,,158.938,158.938,158.938,158.938,,63.371,,,,,158.523,,65.6,65.6,146.317,153.8171,3/8/2012
0,0,,,,,,157.1429,158.2154,158.8158,,,,,,,158.938,151.17,,195.1699,205.8543,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.317,153.8171,4/8/2012
1,1,,,,,,157.1626,158.2347,158.8455,,,,,,,158.938,151.17,,195.1737,205.9505,,,,158.938,158.938,158.938,,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,153.8612,4/8/2012
2,2,,,,,,157.1032,158.2124,158.8252,,,,,,,158.938,151.17,,195.1941,205.8688,,,,158.938,158.938,,,,63.371,,,,159.915,158.523,,65.6,65.6,146.401,153.9572,4/8/2012
3,3,,,,,,157.0938,158.2118,158.8425,,,,,,,158.938,151.17,,195.2189,205.8749,,,,158.938,158.938,,,,63.371,,,,159.915,158.523,,65.6,65.6,146.3178,154.0999,4/8/2012
4,4,,,,,,157.0662,158.2081,158.8304,,,,,,,158.938,151.17,,195.2814,205.9719,,,,158.938,158.938,,,,63.371,,,,,158.523,,65.6,65.6,146.317,153.9198,4/8/2012
5,5,,,,,,157.0769,158.2114,159.3289,,,,,,,158.938,151.17,,195.2814,205.8575,,,,158.938,158.938,,,,63.371,,,,,158.523,,65.6,65.6,146.5188,153.8833,4/8/2012
6,6,,,,,,157.08,158.2111,,,,,,,,158.938,151.17,,195.2814,205.8498,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.317,153.4236,4/8/2012
7,7,,,,,,157.0502,158.2407,159.2787,,,,,,,158.938,151.17,,195.1151,205.7611,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.317,152.7851,4/8/2012
8,8,,,,,,158.7912,158.2148,159.269,172.1294,,,,,,158.938,151.17,,194.9929,205.7016,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,151.8246,4/8/2012
9,9,,,,183.314,,158.9419,158.2289,159.4706,161.9866,,,,,,158.938,151.17,,195.0521,205.5729,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,153.1454,4/8/2012
10,10,,,,,,158.9641,158.2347,159.7255,160.9553,,,,,,158.938,151.17,,195.126,205.6031,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,151.9796,4/8/2012
11,11,,,,183.314,,158.9769,158.243,160.1298,160.5626,,,,,,158.938,151.17,,195.083,205.6274,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,151.7808,4/8/2012
12,12,,,,,,158.986,158.2545,160.1514,160.6194,,,,,,158.938,151.17,,195.126,205.6343,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2721,4/8/2012
13,13,,,,,,158.89,158.236,160.1235,161.04,,,,,,158.938,151.17,,195.1048,205.5166,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,153.3492,4/8/2012
14,14,,,182.275,,,158.2237,158.2422,160.0955,161.218,,,,,,158.938,151.17,,195.0591,205.4994,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,153.6058,4/8/2012
15,15,,,,,,158.185,158.2714,160.1305,161.3115,,,,,,158.938,151.17,,195.1004,205.5737,,,,158.938,158.938,158.938,,,63.371,,,,159.915,158.523,,65.6,65.6,146.3176,152.3901,4/8/2012
16,16,,,,,,157.6234,158.2723,160.1286,161.3672,,,,,,158.938,151.17,,195.0941,205.7082,,,,158.938,158.938,158.938,,,63.371,,,,159.915,158.523,,65.6,65.6,146.3182,152.192,4/8/2012
17,17,,,,,,157.0772,158.2797,160.1401,170.7793,,,,,,158.938,151.17,,194.9855,205.6288,,,,158.938,158.938,158.938,,,63.371,,,,159.915,158.523,,65.6,65.6,146.3207,152.192,4/8/2012
18,18,172.1918,167.5886,169.1846,172.306,177.2624,157.0846,158.2618,160.125,162.9244,,,,,,158.938,151.17,,195.0989,205.6734,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.1291,4/8/2012
19,19,167.5301,166.8472,166.775,169.1278,170.1144,157.09,158.2461,160.131,161.7512,,,,,,158.938,151.17,,195.0845,205.6012,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.3174,152.1815,4/8/2012
20,20,166.7117,166.4252,166.7853,170.0356,182.2627,157.0891,158.2328,160.1264,160.8469,,,,,,158.938,151.17,,195.1037,205.6844,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.1906,4/8/2012
21,21,168.9628,167.7033,166.9775,182.975,,157.1006,158.2387,160.1349,160.5234,,,,,,158.938,151.17,,195.1037,205.6694,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.1906,4/8/2012
22,22,,,176.9829,,,157.0889,158.2262,160.0264,168.1474,,,,,,158.938,151.17,,195.1037,205.6537,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.1906,4/8/2012
23,23,,,,,,157.1039,158.2456,160.0552,,,,,,,158.938,151.17,,195.1037,205.6938,,,,158.938,158.938,158.938,,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.1906,4/8/2012
0,0,,,,,,157.1001,169.6009,,,,,,,,158.938,151.17,,195.1037,205.9268,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.317,152.1906,5/8/2012
1,1,,,,,,157.0931,185.262,,,,,,,,158.938,151.17,,194.9794,205.8645,,,,158.938,158.938,,,,63.371,,,,,158.523,,65.6,65.6,146.317,152.1906,5/8/2012
2,2,,,,,,157.1107,185.262,,,,,,,,158.938,151.17,,194.8755,205.8484,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.4227,153.0784,5/8/2012
3,3,,,,,,157.094,185.262,,,,,,,,158.938,151.17,,194.8822,205.8398,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.3172,152.0068,5/8/2012
4,4,,,,,,157.0966,185.262,,,,,,,,158.938,151.17,,194.8822,205.8444,,,,158.938,158.938,,,,63.371,,,,,158.523,,65.6,65.6,146.4645,152.4117,5/8/2012
5,5,,,,,,157.0987,185.262,,,,,,,,158.938,151.17,,194.948,205.785,,,,158.938,158.938,,,,63.371,,,,,158.523,,65.6,65.6,146.5266,152.4123,5/8/2012
6,6,,,,,,157.0864,185.262,,,,,,,,158.938,151.17,,195.1844,205.9236,,,,158.938,158.938,,,,63.371,,,,,158.523,,65.6,65.6,146.317,152.4123,5/8/2012
7,7,,,,,,157.0913,185.262,,,,,,,,158.938,151.17,,195.2282,205.8266,,,,158.938,158.938,158.938,,,63.371,,,,,158.523,,65.6,65.6,146.317,152.4123,5/8/2012
8,8,,,,,,157.0974,185.262,,,,,,,,158.938,151.17,,195.2368,205.709,,,,158.938,158.938,158.938,158.938,,63.371,,,,,158.523,,65.6,65.6,146.317,152.4123,5/8/2012
9,9,,,,,,157.0844,185.262,,,,,,,,158.938,151.17,,195.2717,205.7734,,,,158.938,158.938,158.938,158.938,,63.371,,,,,158.523,,65.6,65.6,146.3174,152.4452,5/8/2012
10,10,,,,,,157.0996,185.262,,,,,,,,158.938,151.17,,195.2963,205.7416,,,,158.938,158.938,158.938,158.938,,63.371,,,,,158.523,,65.6,65.6,146.317,153.822,5/8/2012
11,11,,,,,,157.1258,162.28,,,,,,,,158.938,151.17,,195.3922,205.7419,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.3172,153.8249,5/8/2012
12,12,,,,,,157.1471,158.1228,,,,,,,,158.938,151.17,,195.2935,205.7548,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.3173,153.1903,5/8/2012
13,13,,,,,,157.1693,158.1517,,,,,,,,158.938,151.17,,195.1483,205.7354,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
14,14,,,,,,157.1928,158.1611,,,,,,,,158.938,151.17,,195.1835,205.6244,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
15,15,,,,,,157.2273,158.2098,,,,,,,,158.938,151.17,,194.9858,205.5288,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
16,16,,,,,,157.2324,158.2576,,,,,,,,158.938,151.17,,195.0401,205.381,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.3172,152.2835,5/8/2012
17,17,,,,,,157.2118,158.259,160.2365,,,,,,,158.938,151.17,,195.083,205.428,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
18,18,170.3261,167.9089,168.3817,172.9457,,157.2295,158.2681,160.0101,164.7494,,,,,,158.938,151.17,,195.1135,205.5327,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
19,19,166.7061,166.4252,166.4482,167.3377,,157.2182,158.2647,160.3045,161.093,,,,,,158.938,151.17,,195.1185,205.6372,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
20,20,166.8284,166.4252,166.5712,167.5875,,157.6115,158.252,160.316,161.1013,,,,,,158.938,151.17,,195.0368,205.6449,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
21,21,168.8805,169.0856,166.949,175.622,,158.2439,158.2602,160.3179,161.1084,,,,,,158.938,151.17,,195.1041,205.7126,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
22,22,,,178.4205,,,158.2397,158.255,160.3889,166.266,,,,,,158.938,151.17,,195.2479,205.781,,,,158.938,158.938,158.938,158.938,,63.371,,,,159.915,158.523,,65.6,65.6,146.317,152.2835,5/8/2012
