,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
19,19,,,,,,,75.4476,76.6762,,,,,,,,76.8203,75.1068,,,87.4786,,,,75.815,,,50,34.1659,78.305,78.305,50,50,,85.0605,,,,,,,89.5,,89.5,71.2064,72.1245,1/2/2015
20,20,,,,,,,75.8336,77.2084,,,,,,,,76.8203,75.1068,,,87.4771,,,,75.815,,,50,34.1659,78.305,78.305,50,50,,85.0605,,,,,,,89.5,,89.5,71.233,72.1338,1/2/2015
21,21,,,,,,,,86.5841,,,,,,,,76.8203,75.1068,,,87.4935,,,,75.815,,,50,34.1659,78.305,78.305,50,50,,85.0605,,,,,,,89.5,,89.5,71.1883,72.1455,1/2/2015
22,22,,,,,,,,,,,,,,,,76.8203,,,,87.4551,,,,75.815,,,50,34.1659,78.305,78.305,50,50,,85.0605,,,,,,,89.5,,89.5,71.3693,72.6253,1/2/2015
23,23,,,,,,,,,,,,,,,,76.8203,,,,87.4224,,,,75.815,,,50,34.1659,78.305,78.305,50,50,,85.0605,,,,,,,89.5,,89.5,71.2127,74.0142,1/2/2015
0,00,,,,,,,,,,,,,,,,77.5676,,,,88.4418,,,,,,,50,34.1659,73.9,73.9,78.15,,,85.0605,,,,,,,89.5,,89.5,76.3868,76.165,2/2/2015
1,01,,,,,,,,,,,,,,,,77.5676,,,,88.452,,,,,,,50,34.1659,73.9,73.9,78.15,,,85.0605,,,,,,,89.5,,89.5,76.3971,76.1511,2/2/2015
2,02,,,,,,,,,,,,,,,,77.5676,,,,88.4467,,,,,,,50,34.1659,73.9,73.9,78.15,,,85.0605,,,,,,,89.5,,89.5,76.3668,76.175,2/2/2015
3,03,,,,,,,,,,,,,,,,77.5676,,,,88.48,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.4144,76.0666,2/2/2015
4,04,,,,,,,,,,,,,,,,77.5676,,,,88.5114,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.572,74.5939,2/2/2015
5,05,,,,,,,,,,,,,,,,77.5676,,,,88.522,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.3462,74.47,2/2/2015
6,06,,,,,,,,,,,,,,,,77.5676,,,,88.5217,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5637,74.4035,2/2/2015
7,07,,,,,,,,88.3558,,,,,,,,77.5676,75.858,,,88.5014,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.122,73.8946,2/2/2015
8,08,,,,,,,76.4923,78.0165,,,,,,,,77.5676,75.858,,,88.4991,,,76.3,,,,50,34.1659,73.9,73.9,78.15,,,85.0605,,,,,,,89.5,,89.5,76.1442,73.8879,2/2/2015
9,09,,,,,,,76.185,77.6544,,84.009,,,,,,77.5676,75.858,,,88.5436,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.0158,73.863,2/2/2015
10,10,,,,,,,76.206,77.6831,,79.9104,,,,,,77.5676,75.858,,,88.5473,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.1462,73.8392,2/2/2015
11,11,,,,,,,76.2156,77.6977,79.9506,78.0234,,,,,,77.5676,75.858,,,88.5154,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.1011,74.0423,2/2/2015
12,12,,,,,,,76.2372,77.7125,79.9835,78.0816,,,,,,77.5676,75.858,,,88.482,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.3262,74.0863,2/2/2015
13,13,,,,,,,76.2423,77.8353,79.9052,77.9374,,,,,,77.5676,75.858,,,88.4792,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.8485,73.9248,2/2/2015
14,14,,86.3397,,,,,76.2611,77.849,79.9174,77.9071,,,,,,77.5676,75.858,,,88.4729,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.2103,74.0604,2/2/2015
15,15,,87.8024,,,,,76.2553,77.6234,79.9184,77.9071,,,,,,77.5676,75.858,,,88.5113,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.3198,74.0552,2/2/2015
16,16,,,,,,,76.2543,77.563,80.2016,77.914,,,,,,77.5676,75.858,,,88.5508,,,76.3,,,,50,34.1659,73.9,73.9,78.15,,,85.0605,,,,,,79.115,89.5,,89.5,76.593,74.0315,2/2/2015
17,17,,,,,,,76.2252,77.4831,,77.9114,,,,,,77.5676,75.858,,,88.572,,,76.3,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.1626,74.0298,2/2/2015
18,18,,,,,,,76.228,77.4798,80.1227,77.9114,,,,,,77.5676,75.858,,,88.5751,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.3889,74.0357,2/2/2015
19,19,,,,,,,76.2305,77.4938,,77.9114,,,,,,77.5676,75.858,,,88.5416,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.3443,74.0498,2/2/2015
20,20,,,,,,,76.3788,77.4856,,79.4622,,,,,,77.5676,75.858,,,88.5327,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.5576,74.0332,2/2/2015
21,21,,,,,,,76.2262,77.4513,,,,,,,,77.5676,75.858,,,88.5581,,,76.3,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5394,74.0311,2/2/2015
22,22,,,,,,,77.1701,79.1526,,,,,,,,77.5676,75.858,,,88.5603,,,76.3,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.54,74.0536,2/2/2015
23,23,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5021,,,76.3,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5471,74.0457,2/2/2015
0,00,,,,,,,,,,,,,,,,77.5676,,,,88.4845,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5296,74.0614,3/2/2015
1,01,,,,,,,,,,,,,,,,77.5676,,,,88.4505,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.531,74.5833,3/2/2015
2,02,,,,,,,,,,,,,,,,77.5676,,,,88.4633,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.324,74.4288,3/2/2015
3,03,,,,,,,,,,,,,,,,77.5676,,,,88.4622,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.2163,74.4974,3/2/2015
4,04,,,,,,,,,,,,,,,,77.5676,75.858,,,88.4714,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.4982,74.2285,3/2/2015
5,05,,,,,,,,,,,,,,,,77.5676,75.858,,,88.4563,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5773,74.0893,3/2/2015
6,06,,,,,,,,,,,,,,,,77.5676,75.858,,,88.4671,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5677,74.0915,3/2/2015
7,07,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5024,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.2793,73.9656,3/2/2015
8,08,,,,,,,77.8038,78.763,,,,,,,,77.5676,75.858,,,88.545,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,75.9874,73.9643,3/2/2015
9,09,,,,,,,76.4653,77.5873,,,,,,,,77.5676,75.858,,,88.5629,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.0439,74.0655,3/2/2015
10,10,,,,,,,76.4711,77.4863,,,,,,,,77.5676,75.858,,,88.5803,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,75.9124,73.928,3/2/2015
11,11,,,,,,,76.4929,77.4508,,,,,,,,77.5676,75.858,,,88.574,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,75.9911,73.9521,3/2/2015
12,12,,,,,,,76.5137,77.4642,,,,,,,,77.5676,75.858,,,88.5682,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.0097,73.995,3/2/2015
13,13,,,,,,,76.5133,77.4753,,,,,,,,77.5676,75.858,,,88.5465,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,75.9349,73.9401,3/2/2015
14,14,,,,,,,76.5249,77.479,,84.009,,,,,,77.5676,75.858,,,88.5413,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.0301,74.0222,3/2/2015
15,15,,,,,,,76.51,77.4776,,84.009,,,,,,77.5676,75.858,,,88.5455,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.4179,74.0447,3/2/2015
16,16,,,,,,,76.5134,77.4826,,84.009,,,,,,77.5676,75.858,,,88.5361,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.4917,74.0241,3/2/2015
17,17,,,,,,,76.5199,77.4796,,84.009,,,,,,77.5676,75.858,,,88.5298,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.5517,74.0142,3/2/2015
18,18,,,,,,,76.2781,77.4501,,79.524,,,,,,77.5676,75.858,,,88.5284,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.613,74.0917,3/2/2015
19,19,,,,,,,76.2776,77.4566,,78.5313,,,,,,77.5676,75.858,,,88.5378,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.6077,74.0918,3/2/2015
20,20,,,,,,,76.2474,77.447,,83.7794,,,,,,77.5676,75.858,,,88.5793,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.4836,74.0661,3/2/2015
21,21,,,,,,,76.4626,79.7942,,,,,,,,77.5676,75.858,,,88.5544,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.4359,74.052,3/2/2015
22,22,,,,,,,78.3228,,,,,,,,,77.5676,75.858,,,88.5342,,,76.3,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.3643,74.0903,3/2/2015
23,23,,,,,,,,,,,,,,,,77.5676,,,,88.5366,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5589,75.1928,3/2/2015
0,00,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5439,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.4414,76.1622,4/2/2015
1,01,,,,,,,,,,,,,,,,77.5676,,,,88.4558,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.3426,76.1622,4/2/2015
2,02,,,,,,,,,,,,,,,,77.5676,,,,88.4913,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.3556,76.047,4/2/2015
3,03,,,,,,,,,,,,,,,,77.5676,,,,88.5056,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.3501,76.1535,4/2/2015
4,04,,,,,,,,,,,,,,,,77.5676,,,,88.5048,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.4117,76.1322,4/2/2015
5,05,,,,,,,,,,,,,,,,77.5676,,,,88.5038,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.4381,76.0895,4/2/2015
6,06,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5624,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.354,76.0596,4/2/2015
7,07,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5851,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.4453,74.061,4/2/2015
8,08,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5821,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.0772,73.8441,4/2/2015
9,09,,,,,,,76.4759,80.677,,,,,,,,77.5676,75.858,,,88.6002,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,76.08,73.8266,4/2/2015
10,10,,,,,,,76.2361,79.6442,,,,,,,,77.5676,75.858,,,88.6321,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,,,89.5,,89.5,75.983,73.8075,4/2/2015
11,11,,,,,,,76.2542,79.6976,,,,,,,,77.5676,75.858,,,88.5873,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.6723,73.7928,4/2/2015
12,12,,,,,,,76.3217,79.9277,,,,,,,,77.5676,75.858,,,88.5446,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.0852,73.9722,4/2/2015
13,13,,,,,,,76.3303,79.9257,,81.9253,,,,,,77.5676,75.858,,,88.522,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.021,73.8686,4/2/2015
14,14,,,91.636,,,,76.3275,79.3864,,81.002,,,,,,77.5676,75.858,,,88.5122,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.8343,73.9055,4/2/2015
15,15,,,91.636,,,,76.3424,79.4116,,81.002,,,,,,77.5676,75.858,,,88.5033,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.854,73.9652,4/2/2015
16,16,,,91.636,,,,76.3396,79.4233,,81.3935,,,,,,77.5676,75.858,,,88.5087,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.1707,73.9855,4/2/2015
17,17,,,,,,,76.3359,79.1399,,,,,,,,77.5676,75.858,,,88.4921,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.6321,74.0601,4/2/2015
18,18,,,,,,,76.3361,77.5928,,79.3108,,,,,,77.5676,75.858,,,88.4714,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.0815,73.8308,4/2/2015
19,19,,,,,,,76.3013,77.5838,,77.9902,,,,,,77.5676,75.858,,,88.4883,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.3832,73.8569,4/2/2015
20,20,,,,,,,76.3049,77.5821,,80.26,,,,,,77.5676,75.858,,,88.5212,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.6025,74.0053,4/2/2015
21,21,,,,,,,76.3066,77.5822,,,,,,,,77.5676,75.858,,,88.5725,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.3806,73.9932,4/2/2015
22,22,,,,,,,76.2994,81.4761,,,,,,,,77.5676,75.858,,,88.5385,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.1594,73.9545,4/2/2015
23,23,,,,,,,76.2989,,,,,,,,,77.5676,75.858,,,88.5239,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.0783,74.0894,4/2/2015
0,00,,,,,,,76.2938,,,,,,,,,77.5676,75.858,,,88.5695,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.0684,73.9856,5/2/2015
1,01,,,,,,,76.5008,,,,,,,,,77.5676,,,,88.5622,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.2926,74.0691,5/2/2015
2,02,,,,,,,,,,,,,,,,77.5676,,,,88.5629,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,75.6743,73.7085,5/2/2015
3,03,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5576,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,75.9193,73.7931,5/2/2015
4,04,,,,,,,,,,,,,,,,77.5676,75.858,,,88.4901,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.0082,73.8867,5/2/2015
5,05,,,,,,,,,,,,,,,,77.5676,75.858,,,88.5286,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,75.6574,73.7464,5/2/2015
6,06,,,,,,,76.8398,82.1063,,,,,,,,77.5676,75.858,,,88.5352,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,75.8183,73.886,5/2/2015
7,07,,,,,,,76.1888,79.764,,81.7,,,,,,77.5676,75.858,,,88.546,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.1815,74.0106,5/2/2015
8,08,,,,,,,76.1929,80.1807,,77.7638,,,,,,77.5676,75.858,,,88.5601,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,79.115,89.5,,89.5,75.9274,74.0067,5/2/2015
9,09,,,,,,,76.186,80.1258,80.3083,77.8694,,,,,,77.5676,75.858,,,88.6127,,,,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.675,73.8863,5/2/2015
10,10,,85.9338,,87.5586,,,76.224,79.9265,80.251,77.8659,,,,,,77.5676,75.858,,,88.6055,,,,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.8587,74.0474,5/2/2015
11,11,,84.3916,,85.3471,,,76.2553,80.0151,80.1559,77.8772,,,,,,77.5676,75.858,,,88.5633,,,,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.6925,73.9138,5/2/2015
12,12,,84.4403,,85.2159,,,76.3153,79.4049,79.968,77.9151,,,,,,77.5676,75.858,,,88.5266,,,,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.7443,73.9679,5/2/2015
13,13,,84.4382,86.0912,85.2267,,,76.3299,79.3127,79.9687,77.9324,,,,,,77.5676,75.858,,,88.5274,,,,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.6963,73.854,5/2/2015
14,14,,84.4492,84.3933,85.259,,,76.3341,79.5171,79.949,77.9067,,,,,,77.5676,75.858,,,88.539,,,,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.7331,73.9083,5/2/2015
15,15,,84.4991,84.3232,85.2754,,,76.3355,79.1679,79.9533,77.8874,,,,,,77.5676,75.858,,,88.501,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.183,73.9466,5/2/2015
16,16,,84.5548,86.8746,86.6576,,,76.3311,79.058,79.9503,77.8102,,,,,,77.5676,75.858,,,88.5051,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.5254,74.1506,5/2/2015
17,17,,89.4602,,,,,76.3099,78.4216,80.4296,77.676,,,,,,77.5676,75.858,,,88.5184,,,76.3,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.455,74.0643,5/2/2015
18,18,,,,,,,76.3067,77.521,80.4043,77.6494,,,,,,77.5676,75.858,,,88.5147,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.7469,73.819,5/2/2015
19,19,,,,,,,76.2878,77.5224,80.4714,77.6384,,,,,,77.5676,75.858,,,88.5562,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,75.8741,74.0623,5/2/2015
20,20,,,,,,,76.2828,77.5098,80.4433,79.7339,,,,,,77.5676,75.858,,,88.581,,,76.3,,,,50,34.1659,73.9,73.9,78.15,78.15,,85.0605,,,,,80.307,79.115,89.5,,89.5,76.3541,74.1164,5/2/2015
21,21,,,,,,,76.4541,79.9252,,,,,,,,77.5676,75.858,,,88.5887,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,79.115,89.5,,89.5,76.4126,73.9502,5/2/2015
22,22,,,,,,,77.8331,,,,,,,,,77.5676,75.858,,,88.5523,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.5228,74.075,5/2/2015
23,23,,,,,,,,,,,,,,,,77.5676,,,,88.5386,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.6502,74.2534,5/2/2015
0,00,,,,,,,,,,,,,,,,77.5676,,,,88.5587,,,76.3,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.6273,75.3393,6/2/2015
1,01,,,,,,,,,,,,,,,,77.5676,,,,88.525,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.4539,75.353,6/2/2015
2,02,,,,,,,,,,,,,,,,77.5676,,,,88.5213,,,,,,,50,34.1659,73.9,73.9,,78.15,,85.0605,,,,,,,89.5,,89.5,76.7217,74.8992,6/2/2015
3,03,,,,,,,,,,,,,,,,77.5676,,,,88.5391,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.6051,74.9474,6/2/2015
4,04,,,,,,,,,,,,,,,,77.5676,,,,88.5586,,,,,,,50,34.1659,73.9,73.9,,,,85.0605,,,,,,,89.5,,89.5,76.5926,74.1137,6/2/2015
5,05,,,,,,,,,,,,,,,,77.5676,,,,88.5589,,,,,,,50,34.1659,73.9,73.9,78.15,,,85.0605,,,,,,,89.5,,89.5,75.7637,73.821,6/2/2015
