,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
12,12,,,,,,154.8363,156.5849,,,,,,,,157.49,,,,,203.4598,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,144.9132,151.7962,24/11/2012
13,13,,,,,,154.8454,156.5875,,,,,,,,157.49,,,,,203.6995,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,144.9093,150.999,24/11/2012
14,14,,,,,,154.8834,156.59,,,,,,,,157.49,,,,,203.7011,,50,66.252,,166.73,,,,64.199,,,,,156.991,,65.595,65.595,147.0431,151.0512,24/11/2012
15,15,,,,,,154.8677,156.58,,,,,,,,157.49,,,,,203.6218,,50,66.252,,166.73,,,,64.199,,,,,156.991,,65.595,65.595,147.3009,152.1118,24/11/2012
16,16,,,,,,156.288,156.5895,,,,,,,,,,,,,203.4867,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.7143,151.8571,24/11/2012
17,17,,,,,,154.8253,156.5591,158.8091,168.6057,,,,,,157.49,,,,,203.5876,,50,66.252,,166.73,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.0829,151.4512,24/11/2012
18,18,,,,,,154.8451,156.5726,158.1521,159.4852,,,,,,157.49,,,,,203.5876,,50,66.252,,166.73,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.2816,152.2443,24/11/2012
19,19,,,,,,154.8052,156.5274,157.8578,163.8915,,,,,,157.49,,,,,203.5876,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8949,151.6816,24/11/2012
20,20,,,,,,154.7885,156.514,158.4693,,,,,,,157.49,,,,,203.8207,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.87,151.7933,24/11/2012
21,21,,,,,,154.805,156.5229,,,,,,,,157.49,,,,,203.8036,,50,66.252,,166.73,,,,64.199,,,,,156.991,,65.595,65.595,144.8831,152.1027,24/11/2012
22,22,,,,,,156.0726,168.6075,,,,,,,,,,,,,204.0458,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.7892,152.0453,24/11/2012
23,23,,,,,,,,,,,,,,,,,,,,204.0458,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.1523,156.3482,24/11/2012
0,0,,,,,,,,,,,,,,,,,,,,204.1601,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.7695,162.6256,25/11/2012
1,1,,,,,,,,,,,,,,,,,,,,204.329,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,146.5353,,25/11/2012
2,2,,,,,,,,,,,,,,,,,,,,204.0035,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,152.6449,,25/11/2012
3,3,,,,,,,,,,,,,,,,,,,,204.2891,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,161.3286,,25/11/2012
4,4,,,,,,,,,,,,,,,,,,,,203.8136,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,161.2696,,25/11/2012
5,5,,,,,,,,,,,,,,,,,,,,203.755,,50,66.252,166.73,166.73,,,,64.199,,,,,,,65.595,65.595,151.9156,,25/11/2012
6,6,,,,,,,,,,,,,,,,,,,,203.7503,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,147.5546,,25/11/2012
7,7,,,,,,,,,,,,,,,,,,,,203.5309,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.9071,159.1151,25/11/2012
8,8,,,,,,,,,,,,,,,,,,,,203.3913,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.1706,155.0678,25/11/2012
9,9,,,,,,,,,,,,,,,,,,,,203.5977,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.9026,153.7573,25/11/2012
10,10,,,,,,,,,,,,,,,,,,,,203.8627,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.9103,152.4153,25/11/2012
11,11,,,,,,156.7259,,,,,,,,,,,,,,203.9409,,50,66.252,,166.73,,,,64.199,,,,,,,65.595,65.595,144.8694,150.9297,25/11/2012
12,12,,,,,,154.8156,,,,,,,,,,,,,,203.9537,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.8792,151.1778,25/11/2012
13,13,,,,,,154.8584,,,,,,,,,,,,,,203.8837,,50,66.252,,166.73,,,,64.199,,,,,156.991,,65.595,65.595,144.8899,150.7848,25/11/2012
14,14,,,,,,155.067,,,,,,,,,,,,,,203.832,,50,66.252,,,,,,64.199,,,,,156.991,,65.595,65.595,145.1185,151.2724,25/11/2012
15,15,,,,,,158.4336,,,,,,,,,,,,,,203.8585,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.8753,150.8266,25/11/2012
16,16,,,,,,,,,,,,,,,,,,,,203.9617,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,145.4034,152.3419,25/11/2012
17,17,,,,,,155.7477,159.0771,158.9304,169.9342,,,,,,157.49,,,,,204.1167,,50,66.252,,166.73,167.7,,,64.199,,,,158.37,156.991,,65.595,65.595,145.1026,151.0582,25/11/2012
18,18,,,,,,154.8371,156.5376,157.8072,160.2605,,,,,,157.49,,,,,204.2084,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8736,151.8697,25/11/2012
19,19,,,,,,154.8231,156.521,157.9014,161.5029,,,,,,157.49,,,,,203.6516,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,144.8754,151.3038,25/11/2012
20,20,,,,,,154.8182,156.5094,158.0249,,,,,,,157.49,,,,,203.7389,,50,66.252,,166.73,,,,64.199,,,,158.37,156.991,,65.595,65.595,146.7407,151.6412,25/11/2012
21,21,,,,,,154.8312,156.7017,,,,,,,,157.49,,,,,203.5773,,50,66.252,,166.73,,,,64.199,,,,,156.991,,65.595,65.595,144.9197,152.0539,25/11/2012
22,22,,,,,,156.2467,170.7214,,,,,,,,,,,,,203.5208,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.9385,151.8548,25/11/2012
23,23,,,,,,,,,,,,,,,,,,,,203.4815,,50,66.252,,,,,,64.199,,,,,,,65.595,65.595,144.9014,154.5155,25/11/2012
0,0,,,,,,,,,,,,,,,,,,,,204.8644,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,145.6292,161.714,26/11/2012
1,1,,,,,,,,,,,,,,,,,,,,204.8163,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,145.7262,156.5844,26/11/2012
2,2,,,,,,,,,,,,,,,,,,,,204.8027,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,147.0284,153.3636,26/11/2012
3,3,,,,,,,,,,,,,,,,,,,,204.8027,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,146.2144,155.2079,26/11/2012
4,4,,,,,,,,,,,,,,,,,,,,204.8027,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,146.5203,153.1238,26/11/2012
5,5,,,,,,156.1305,176.8622,,,,,,,,,,,,,204.8027,,50,33.486,,166.59,,,,64.199,,,,,157.775,,65.595,65.595,145.9255,151.883,26/11/2012
6,6,,,,,,155.605,164.313,,,,,,,,,,,,,204.8027,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.2209,152.2052,26/11/2012
7,7,,,,,,155.5999,157.4032,,,,,,,,158.23,,,,,204.8027,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,145.6248,152.357,26/11/2012
8,8,,,,,,155.5934,157.4135,159.6592,168.2991,,,,,,158.23,,,,,204.7306,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6298,151.4683,26/11/2012
9,9,,,,,,155.5983,157.4273,159.1514,159.5581,,,,,,158.23,,,,,204.7761,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6374,151.8654,26/11/2012
10,10,169.3996,170.4067,170.1916,,,155.5995,157.4436,159.3889,159.6107,,,,,,158.23,,,,,204.8461,,50,33.486,,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,146.0602,151.7714,26/11/2012
11,11,165.7846,165.6354,166.9932,,,155.6187,157.4095,159.4125,159.6387,,,,,,158.23,,,,,204.5646,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.7249,151.7184,26/11/2012
12,12,165.8729,165.7096,167.6195,,,155.6118,157.4606,,159.6139,,,,,,158.23,,,,,204.7996,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6133,152.2892,26/11/2012
13,13,165.8559,165.6765,168.0889,,,155.6162,157.4927,,159.5992,,,,,,158.23,,,,,204.4321,,50,33.486,,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6156,151.5066,26/11/2012
14,14,165.8221,165.7136,167.9478,,171.591,155.6317,157.5152,,159.5526,,,,,,158.23,,,,,204.5,,50,33.486,166.59,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6211,151.2868,26/11/2012
15,15,165.7885,165.6792,167.0026,,168.165,155.6631,157.5055,,159.5684,,,,,,158.23,,,,,204.4847,,50,33.486,166.59,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6132,151.6362,26/11/2012
16,16,165.8151,165.7043,166.9878,,168.2947,155.6416,157.3537,159.1499,159.5678,,,,,,158.23,,,,,204.2989,,50,33.486,166.59,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6204,152.5122,26/11/2012
17,17,165.8078,165.6803,167.0113,174.6655,168.3047,155.647,157.2496,158.7587,159.6068,,,,,,158.23,,,,,199.0545,168.35,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6193,151.5689,26/11/2012
18,18,165.8088,165.6351,167.038,169.3417,168.2871,155.5756,157.2058,158.721,159.6397,,,,,,158.23,,,,,190.8731,168.35,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6237,152.3519,26/11/2012
19,19,165.7798,166.9446,167.0975,172.607,168.306,155.5915,157.214,158.7264,159.7302,,,,,,158.23,,,,,197.3245,168.35,50,33.486,166.59,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6179,152.0394,26/11/2012
20,20,165.9944,168.9647,169.4137,,172.3219,155.5797,157.1996,158.1148,159.6987,,,,,,158.23,,,,,204.9799,,50,33.486,,166.59,166.59,,,64.199,,,,159.161,157.775,,65.595,65.595,146.15,152.748,26/11/2012
21,21,174.5036,,,,,155.5998,157.2359,158.1312,162.9051,,,,,,158.23,,,,,204.7338,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,146.2918,152.4317,26/11/2012
22,22,,,,,,155.5828,157.2455,158.6656,,,,,,,158.23,,,,,204.7113,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6544,152.5992,26/11/2012
23,23,,,,,,155.597,164.0166,,,,,,,,158.23,,,,,204.7113,,50,33.486,,166.59,,,,64.199,,,,,157.775,,65.595,65.595,146.2513,152.2527,26/11/2012
0,0,,,,,,155.5885,,,,,,,,,,,,,,204.6049,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,145.6199,151.5617,27/11/2012
1,1,,,,,,155.5751,,,,,,,,,,,,,,204.6672,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,145.6119,151.4851,27/11/2012
2,2,,,,,,155.6122,,,,,,,,,,,,,,204.8187,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,146.1792,152.5389,27/11/2012
3,3,,,,,,159.0928,,,,,,,,,,,,,,204.8015,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,147.949,151.8527,27/11/2012
4,4,,,,,,156.0007,165.5934,,,,,,,,,,,,,204.7,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,145.7047,152.2799,27/11/2012
5,5,,,,,,155.5491,157.1232,,,,,,,,158.23,,,,,204.7651,,50,33.486,,,166.59,,,64.199,,,,,157.775,,65.595,65.595,145.7521,152.0497,27/11/2012
6,6,,,,,,155.5279,157.2352,,,,,,,,158.23,,,,,204.8381,,50,33.486,,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.937,151.6137,27/11/2012
7,7,,,,,,155.5413,157.3469,159.1569,170.5031,,,,,,158.23,,,,,204.8607,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6204,151.5503,27/11/2012
8,8,181.2905,169.5409,176.4382,,,155.6829,157.5074,159.3344,159.4958,,,,,,158.23,,,,,204.7951,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6266,151.5008,27/11/2012
9,9,168.4407,165.6249,166.7095,,175.6971,156.0474,157.4997,159.4015,159.6768,,,,,,158.23,,,,,205.0525,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6246,151.4703,27/11/2012
10,10,167.0611,165.6614,167.0549,172.0168,168.0178,156.0317,157.514,159.4163,159.575,,,,,,158.23,,,,,205.1713,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6226,151.959,27/11/2012
11,11,167.0754,165.7223,167.06,169.3556,168.2733,155.9791,157.449,159.4469,159.4005,,,,,,158.23,,,,,205.1707,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6933,152.1655,27/11/2012
12,12,167.0723,165.7347,167.1569,176.9447,168.2394,155.5568,157.4968,159.4059,159.6386,,,,,,158.23,,,,,204.9207,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6306,151.6802,27/11/2012
13,13,167.0561,165.8293,167.2671,,168.3237,155.5888,157.525,159.4195,159.8651,,,,,,158.23,,,,,204.7421,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.7734,152.0456,27/11/2012
14,14,168.0186,165.9206,167.3627,,168.432,155.5625,157.5218,159.4035,160.0176,,,,,,158.23,,,,,204.7421,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.7596,151.4802,27/11/2012
15,15,167.0934,165.6753,167.2247,,168.2004,155.5599,157.5189,159.3941,159.7909,,,,,,158.23,,,,,204.7753,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6224,151.8331,27/11/2012
16,16,167.0434,165.6367,167.3079,,168.2054,155.5377,157.3748,159.1441,159.1872,,,,,,158.23,,,,,204.9052,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,146.1068,152.6695,27/11/2012
17,17,167.0879,165.6563,167.3311,,168.1865,155.5513,157.2611,158.7678,159.2491,,,,,,158.23,,,,,204.8644,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,146.0893,151.9964,27/11/2012
18,18,167.0519,165.6244,167.3054,,170.0135,155.5321,157.2498,158.7257,159.2694,,,,,,158.23,,,,,204.8644,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.8012,152.0787,27/11/2012
19,19,166.9758,165.6552,167.3094,,,155.5384,157.2532,158.7286,159.2504,,,,,,158.23,,,,,205.1503,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6958,151.9075,27/11/2012
20,20,169.5396,168.8109,170.8223,,,155.5618,157.2545,158.2628,160.0834,,,,,,158.23,,,,,205.2633,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,146.1068,152.2083,27/11/2012
21,21,,,,,,155.5554,157.2551,158.2592,167.1136,,,,,,158.23,,,,,205.2633,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.617,151.7016,27/11/2012
22,22,,,,,,155.543,157.2427,158.4432,,,,,,,158.23,,,,,205.2633,,50,33.486,,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.8275,152.4026,27/11/2012
23,23,,,,,,155.5545,157.2525,159.7654,,,,,,,158.23,,,,,205.2633,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.18,152.2553,27/11/2012
0,0,,,,,,155.5416,157.2435,,,,,,,,158.23,,,,,205.2633,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.0034,152.4543,28/11/2012
1,1,,,,,,155.7651,157.2415,,,,,,,,,,,,,205.2787,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,146.0525,152.9323,28/11/2012
2,2,,,,,,157.7252,167.2304,,,,,,,,,,,,,205.3677,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,146.3553,153.0244,28/11/2012
3,3,,,,,,156.9062,,,,,,,,,,,,,,205.045,,50,33.486,,166.59,,,,64.199,,,,,,,65.595,65.595,145.6223,151.3613,28/11/2012
4,4,,,,,,156.122,160.3962,,,,,,,,158.23,,,,,204.9659,,50,33.486,,166.59,,,,64.199,,,,,157.775,,65.595,65.595,145.6595,151.4678,28/11/2012
5,5,,,,,,156.1294,157.2517,,,,,,,,158.23,,,,,204.9261,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,145.8783,152.0596,28/11/2012
6,6,,,,,,156.1298,157.2407,,,,,,,,158.23,,,,,204.8513,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.5514,152.272,28/11/2012
7,7,,,181.478,,,156.135,157.3877,159.31,171.3382,,,,,,158.23,,,,,204.9212,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.8084,151.3625,28/11/2012
8,8,170.3477,170.3164,170.0367,,,156.1363,157.7084,159.2328,161.022,,,,,,158.23,,,,,204.9344,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,146.2055,152.4168,28/11/2012
9,9,167.5687,167.4271,167.1437,,,156.1342,157.7516,159.3331,159.2244,,,,,,158.23,,,,,205.0619,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.7387,151.7092,28/11/2012
10,10,167.0339,166.9032,167.1219,,172.3742,156.1419,157.755,159.3679,159.1765,,,,,,158.23,,,,,204.9506,,50,33.486,166.59,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6365,151.3289,28/11/2012
11,11,167.0651,166.9207,167.1914,,168.2457,156.1594,157.7514,159.1524,159.2463,,,,,,158.23,,,,,205.0484,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6349,152.0557,28/11/2012
12,12,167.0557,166.9018,167.1704,,170.9646,156.2769,157.5659,159.3833,159.2472,,,,,,158.23,,,,,204.9911,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,146.558,152.7722,28/11/2012
13,13,168.5383,174.0726,167.171,,,156.35,157.7908,160.0154,159.2225,,,,,,158.23,,,,,204.978,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,146.0695,151.8023,28/11/2012
14,14,,,167.1773,,,156.2747,157.7793,160.0117,159.2875,,,,,,158.23,,,,,204.8927,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6215,151.5266,28/11/2012
15,15,,,167.1572,,,156.2238,157.7705,159.984,159.3261,,,,,,158.23,,,,,204.7634,,50,33.486,,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.8299,152.0822,28/11/2012
16,16,,,167.1694,,,155.7287,157.3262,159.648,159.1258,,,,,,158.23,,,,,204.7421,,50,33.486,,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6899,151.517,28/11/2012
17,17,169.8479,170.2781,167.15,,173.2756,155.7351,157.2738,159.3563,159.2505,,,,,,158.23,,,,,204.7421,,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.656,151.5768,28/11/2012
18,18,168.2468,166.8221,167.0461,,168.1437,155.7363,157.251,159.3373,159.2233,,,,,,158.23,,,,,204.7421,,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6124,151.5275,28/11/2012
19,19,168.2871,167.9747,167.5131,,170.8996,155.5483,157.2607,159.3666,159.2203,,,,,,158.23,,,,,204.7421,,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6098,151.5294,28/11/2012
20,20,171.8181,170.1459,167.3539,,,155.5532,157.2772,158.8685,159.2324,,,,,,158.23,,,,,205.0338,,50,33.486,166.59,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6119,151.4793,28/11/2012
21,21,,,174.5999,,,155.5594,157.277,159.2323,164.8518,,,,,,158.23,,,,,205.0869,,50,33.486,166.59,,,,,64.199,,,,159.161,157.775,,65.595,65.595,146.3456,152.4154,28/11/2012
22,22,,,,,,155.5427,158.349,,,,,,,,158.23,,,,,204.6426,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.8309,152.983,28/11/2012
23,23,,,,,,155.5336,171.0294,,,,,,,,,,,,,204.6088,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,146.0789,152.2874,28/11/2012
0,0,,,,,,157.7937,,,,,,,,,,,,,,204.6,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,145.8136,152.1975,29/11/2012
1,1,,,,,,,,,,,,,,,,,,,,204.5413,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,145.6378,151.8862,29/11/2012
2,2,,,,,,,,,,,,,,,,,,,,204.6187,,50,33.486,166.59,,,,,64.199,,,,,,,65.595,65.595,147.8532,151.4185,29/11/2012
3,3,,,,,,157.5941,,,,,,,,,,,,,,204.6187,,50,33.486,166.59,,,,,64.199,,,,,,,65.595,65.595,146.8717,151.3386,29/11/2012
4,4,,,,,,155.5383,160.0847,,,,,,,,,,,,,204.6187,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,147.0576,153.4443,29/11/2012
5,5,,,,,,155.5335,157.7987,,,,,,,,,,,,,204.6004,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,146.0759,155.1457,29/11/2012
6,6,,,,,,155.5387,157.6154,,,,,,,,,,,,,204.3542,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,145.8086,153.1208,29/11/2012
7,7,,,,,,155.925,157.575,,,,,,,,158.23,,,,,204.4111,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.0037,151.9274,29/11/2012
8,8,,,,,,156.9538,157.631,159.2978,171.801,,,,,,158.23,,,,,204.4926,,50,33.486,166.59,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6279,151.4179,29/11/2012
9,9,,,173.2871,,,156.9358,157.7407,159.2335,163.048,,,,,,158.23,,,,,204.6975,,50,33.486,166.59,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6213,151.8753,29/11/2012
10,10,170.7952,,168.6569,,,156.9587,157.7612,159.9537,159.4179,,,,,,158.23,,,,,204.6951,,50,33.486,166.59,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6324,151.406,29/11/2012
11,11,166.6867,,167.987,,,157.0605,157.7706,159.9322,159.8353,,,,,,158.23,,,,,204.8331,,50,33.486,166.59,,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6201,151.2667,29/11/2012
12,12,165.83,,168.1267,,,156.6185,157.7763,159.9284,159.7703,,,,,,158.23,,,,,204.8953,,50,33.486,166.59,,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6171,151.854,29/11/2012
13,13,165.8757,171.108,168.2387,,,156.771,157.8653,159.9481,159.36,,,,,,158.23,,,,,204.8953,,50,33.486,166.59,,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6156,151.7467,29/11/2012
14,14,165.8622,166.9114,167.2407,,172.4593,157.0533,157.879,159.8226,159.2854,,,,,,158.23,,,,,204.8953,,50,33.486,166.59,,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6237,151.569,29/11/2012
15,15,165.8704,166.9742,167.2211,,168.2519,157.1241,157.8664,159.9332,159.2733,,,,,,158.23,,,,,204.8953,,50,33.486,166.59,,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.628,152.6456,29/11/2012
16,16,165.8297,166.9996,166.6169,,175.0715,155.7501,157.7937,159.9021,159.2732,,,,,,158.23,,,,,204.909,,50,33.486,166.59,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.6333,152.2734,29/11/2012
17,17,165.8222,166.9317,166.0086,173.4135,170.644,155.567,157.5528,159.3482,159.2126,,,,,,158.23,,,,,204.7393,168.35,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6224,151.6421,29/11/2012
18,18,165.8151,166.9078,166.0148,169.3374,168.2129,155.5639,157.5311,158.7418,159.2144,,,,,,158.23,,,,,204.7864,168.35,50,33.486,166.59,166.59,166.59,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6226,152.2929,29/11/2012
19,19,165.7755,166.9576,166.6875,172.3659,171.8837,155.5965,157.5457,158.7038,159.2363,,,,,,158.23,,,,,204.8336,168.35,50,33.486,166.59,166.59,,166.59,,64.199,,,,159.161,157.775,,65.595,65.595,145.6225,151.7358,29/11/2012
20,20,165.8011,168.779,166.6586,,,155.5949,157.5381,158.1331,159.1978,,,,,,158.23,,,,,204.6063,,50,33.486,166.59,166.59,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.7512,151.5154,29/11/2012
21,21,170.7901,178.3538,173.8744,,,155.5761,157.5244,158.5744,162.0959,,,,,,158.23,,,,,204.6535,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.7146,152.6739,29/11/2012
22,22,,,,,,155.5567,157.5234,,,,,,,,158.23,,,,,204.6804,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,145.7432,151.7252,29/11/2012
23,23,,,,,,155.5574,157.5272,,,,,,,,158.23,,,,,204.6804,,50,33.486,,166.59,,,,64.199,,,,,157.775,,65.595,65.595,145.6672,152.1579,29/11/2012
0,0,,,,,,155.5413,157.5132,,,,,,,,158.23,,,,,204.6937,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.3593,152.609,30/11/2012
1,1,,,,,,155.538,163.4874,,,,,,,,,,,,,204.7594,,50,33.486,,,,,,64.199,,,,,,,65.595,65.595,146.5101,152.5242,30/11/2012
2,2,,,,,,155.5557,168.6881,,,,,,,,,,,,,204.8494,,50,33.486,,166.59,,,,64.199,,,,,157.775,,65.595,65.595,145.6718,151.4839,30/11/2012
3,3,,,,,,155.5489,157.532,,,,,,,,,,,,,204.6767,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,145.6963,151.4333,30/11/2012
4,4,,,,,,155.5439,157.4439,,,,,,,,,,,,,204.748,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,145.7176,152.2714,30/11/2012
5,5,,,,,,155.5443,157.4929,,,,,,,,,,,,,204.5819,,50,33.486,,166.59,,,,64.199,,,,,157.775,,65.595,65.595,146.1088,152.4534,30/11/2012
6,6,,,,,,155.6229,157.5813,,,,,,,,,,,,,204.5845,,50,33.486,,,,,,64.199,,,,,157.775,,65.595,65.595,146.352,152.4462,30/11/2012
7,7,,,,,,155.673,157.564,159.6414,,,,,,,158.23,,,,,204.6187,,50,33.486,,,,,,64.199,,,,159.161,157.775,,65.595,65.595,145.7166,151.8138,30/11/2012
