,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
13,13,164.2833,164.0955,165.9455,165.5103,167.7671,154.8687,156.0117,157.8059,158.8863,,,,,,156.654,,,,192.1697,202.8165,166.737,50,66.029,,165.62,,165.62,,64.199,,,,157.477,156.106,,,65.595,144.093,150.1035,13/11/2012
14,14,164.2854,164.09,165.9223,165.5003,167.797,154.8837,156.1615,157.6774,158.878,,,,,,156.654,,,,192.0691,202.7824,166.737,50,66.029,,165.62,,165.62,,64.199,,,,157.477,,,,65.595,144.0929,150.3251,13/11/2012
15,15,164.2405,164.0681,165.9217,165.4717,171.0726,154.8698,156.2988,157.3799,158.8264,,,,,,156.654,,,,191.9517,202.7079,166.737,50,66.029,,165.62,,165.62,,64.199,,,,157.477,156.106,,,65.595,144.0476,150.8369,13/11/2012
16,16,164.2066,164.0812,165.6451,175.6214,,154.8835,156.1649,157.1319,158.7444,,,,,,156.654,,,,192.2415,202.5507,166.737,50,66.029,,165.62,,,,64.199,,,,157.477,156.106,,,65.595,144.0917,150.9606,13/11/2012
17,17,164.2404,164.091,164.8355,170.9265,170.9744,154.6795,156.2438,157.1308,158.263,,,,,,156.654,,,,191.2746,202.6716,166.737,50,66.029,,165.62,165.62,165.62,,64.199,,,,157.477,156.106,,,65.595,144.5323,150.6969,13/11/2012
18,18,164.2388,164.029,164.5667,165.2933,167.7833,154.6828,156.1956,157.1352,158.2045,,,,,,156.654,,,,191.9834,202.7292,166.737,50,66.029,,165.62,165.62,165.62,,64.199,,,,157.477,156.106,,,65.595,144.3411,151.1448,13/11/2012
19,19,164.1865,164.0494,164.5156,165.4167,173.006,154.6866,156.1883,157.0872,158.1842,,,,,,156.654,,,,192.1172,202.7893,166.737,50,66.029,,165.62,,165.62,,64.199,,,,157.477,156.106,,,65.595,144.3757,149.9323,13/11/2012
20,20,164.2468,164.4697,165.7505,175.5204,,154.6475,156.1869,156.5233,158.6572,,,,,,156.654,,,,192.1252,202.5786,166.737,50,66.029,,165.62,,165.62,,64.199,,,,157.477,156.106,,,65.595,144.363,151.0639,13/11/2012
21,21,173.6902,173.7173,177.9514,180.7728,,154.6358,156.1835,156.4857,159.7933,,,,,,156.654,,,,192.124,202.5681,,50,66.029,,165.62,,,,64.199,,,,157.477,156.106,,,65.595,144.7833,150.3982,13/11/2012
22,22,,,178.1886,180.7665,,154.6241,156.183,156.4428,166.5088,,,,,,156.654,,,,192.1796,202.4972,,50,66.029,,165.62,,,,64.199,,,,157.477,156.106,,,65.595,144.8059,151.087,13/11/2012
23,23,,,179.6986,180.7646,,154.6211,156.1788,156.4369,,,,,,,156.654,,,,192.199,202.4719,,50,66.029,,165.62,,,,64.199,,,,,156.106,,,65.595,144.9268,151.3896,13/11/2012
0,0,,,179.6976,180.7637,,154.6227,165.2898,156.4711,,,,,,,156.654,,,,192.1879,202.5647,,50,66.029,,,,,,64.199,,,,,156.106,,,65.595,145.1077,151.1672,14/11/2012
1,1,,,179.6953,180.764,,154.6218,,156.4516,,,,,,,156.654,,,,192.1632,202.8577,,50,66.029,,,,,,64.199,,,,,156.106,,,65.595,144.1835,150.0852,14/11/2012
2,2,,,179.6984,180.7669,,154.6212,,156.4398,,,,,,,156.654,,,,191.8898,203.0498,,50,66.029,,,,,,64.199,,,,,156.106,,,65.595,145.2599,150.574,14/11/2012
3,3,,,179.6947,180.7655,,154.6345,,156.4785,,,,,,,,,,,191.8898,202.5741,,50,66.029,,,,,,64.199,,,,,156.106,,,65.595,144.1645,150.0218,14/11/2012
4,4,,,179.6965,180.7696,,154.6006,,156.4359,,,,,,,156.654,,,,191.8898,202.5035,,50,66.029,165.62,,,,,64.199,,,,,156.106,,,65.595,144.1398,150.1299,14/11/2012
5,5,,,179.694,180.7648,,154.5817,,156.4227,,,,,,,156.654,,,,191.8898,202.5404,,50,66.029,165.62,,,,,64.199,,,,,156.106,,,65.595,144.1409,149.7283,14/11/2012
6,6,,,179.6986,180.7635,,154.5806,167.2183,156.4788,,,,,,,156.654,,,,191.8898,202.4796,,50,66.029,165.62,,,,,64.199,,,,,156.106,,,65.595,144.2451,150.7172,14/11/2012
7,7,,,179.6976,180.7648,,154.5982,157.7135,157.7473,,,,,,,156.654,,,,191.8898,202.2077,,50,66.029,,,,,,64.199,,,,,156.106,,,65.595,145.3304,151.4353,14/11/2012
8,8,167.1915,,179.6988,180.7692,,154.5975,158.6519,157.7396,163.4442,,,,,,156.654,,,,192.0035,202.2399,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,,65.595,144.0713,150.3789,14/11/2012
9,9,165.4051,168.4628,169.9181,180.7681,,154.6011,158.5488,157.7218,159.3539,,,,,,156.654,,,,192.0792,202.6523,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,,65.595,144.0641,150.3828,14/11/2012
10,10,165.418,165.2993,165.6499,180.7689,,154.6229,158.4276,157.7694,159.4018,,,,,,156.654,,,,192.0866,202.5726,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,,65.595,144.0665,150.564,14/11/2012
11,11,165.4,165.3136,165.6696,180.7717,,154.6877,157.0733,157.4023,159.4241,,,,,,156.654,,,,192.0983,202.3629,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,,65.595,144.0924,150.1028,14/11/2012
12,12,165.3644,165.3171,165.6802,180.7697,,154.7703,156.2547,157.4144,159.4711,,,,,,156.654,,,,192.1208,202.24,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,,65.595,144.0825,150.3475,14/11/2012
13,13,165.3742,165.3401,165.7407,180.7719,,154.907,156.2925,157.5902,159.4436,,,,,,156.654,,,,192.1517,202.3222,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0651,149.948,14/11/2012
14,14,165.4304,165.3577,165.8061,180.7696,,154.9423,156.3559,157.6269,159.0326,,,,,,156.654,,,,192.1517,202.3152,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0906,150.4184,14/11/2012
15,15,165.4269,165.3382,165.7919,180.2438,,154.9411,156.3584,157.5363,160.0042,,,,,,156.654,,,,192.1517,202.48,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0796,150.0613,14/11/2012
16,16,165.8097,174.5025,165.7695,179.2509,,154.8564,156.3391,157.1232,158.9742,,,,,,156.654,,,,192.1059,202.2403,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.8017,151.1384,14/11/2012
17,17,164.6301,167.5468,165.5764,176.4923,,154.6317,156.292,157.1111,158.1757,,,,,,156.654,,,,192.2105,202.3268,166.737,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.0478,150.5085,14/11/2012
18,18,164.188,165.2332,164.6761,173.0919,,154.5941,156.2067,157.0995,158.1844,,,,,,156.654,,,,192.1086,202.362,166.737,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.0442,149.9439,14/11/2012
19,19,164.244,165.5511,164.6845,180.7702,,154.5935,156.1988,157.0941,158.4071,,,,,,156.654,,,,192.1519,202.4145,,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.0767,149.8445,14/11/2012
20,20,166.6442,176.609,164.7677,,,154.6013,156.1779,156.4799,158.7158,,,,,,156.654,,,,192.2279,202.7311,,50,66.029,165.62,,,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.1321,149.8859,14/11/2012
21,21,,,177.9002,,181.339,154.5889,160.2421,156.809,161.0728,,,,,,156.654,,,,192.3267,202.6955,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.9296,150.9843,14/11/2012
22,22,,,179.6988,,,154.5599,182.451,156.4249,,,,,,,156.654,,,,192.3267,202.6955,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.3514,150.251,14/11/2012
23,23,,,179.6975,,,154.5702,,156.4285,,,,,,,156.654,,,,192.3267,202.6342,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.8343,151.1277,14/11/2012
0,0,,,179.6964,,,154.5622,,157.4741,,,,,,,,,,,192.2129,202.5874,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.4406,150.6955,15/11/2012
1,1,,,179.6962,,,154.9829,,,,,,,,,,,,,192.1281,202.7644,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.1622,150.7434,15/11/2012
2,2,,,179.6957,,,154.5814,,,,,,,,,156.654,,,,191.9897,203.0559,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,146.1354,150.3285,15/11/2012
3,3,,,179.6975,,,154.5829,,,,,,,,,156.654,,,,192.031,202.9615,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.532,150.4115,15/11/2012
4,4,,,179.6933,,,154.5679,,,,,,,,,156.654,,,,192.0427,202.847,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1752,150.0588,15/11/2012
5,5,,,179.6929,,,154.5639,,,,,,,,,156.654,,,,192.0427,202.847,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.5232,150.4241,15/11/2012
6,6,,,179.6979,,,154.5597,,157.1892,,,,,,,156.654,,,,192.0427,202.847,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.5346,150.8331,15/11/2012
7,7,,,179.6973,,,155.0409,,156.891,,,,,,,156.654,,,,192.0427,202.3891,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1725,150.1156,15/11/2012
8,8,167.5966,,179.6994,,,155.3932,,157.8018,163.5322,,,,,,156.654,,,,192.0912,202.4427,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1595,150.3242,15/11/2012
9,9,165.4329,168.6933,170.2515,,,155.3836,,157.8074,159.3742,,,,,,156.654,,,,191.9907,202.4922,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1553,150.9162,15/11/2012
10,10,165.4227,165.1276,165.7083,,,155.3786,,157.2124,159.3535,,,,,,156.654,,,,191.9965,202.4054,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1471,150.0759,15/11/2012
11,11,165.1512,165.2955,165.6978,169.1354,,155.4317,,157.1382,159.3544,,,,,,156.654,,,,192.2474,202.4174,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1388,149.8926,15/11/2012
12,12,164.2267,165.2788,165.6992,166.5631,,155.5281,,157.0995,159.3947,,,,,,156.654,,,,192.2616,202.341,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1449,150.1011,15/11/2012
13,13,164.2223,165.3218,165.9196,166.5571,,155.5546,,157.7039,159.4984,,,,,,156.654,,,,192.2569,202.2292,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1529,149.8766,15/11/2012
14,14,164.2303,165.3141,165.884,166.5655,,155.0526,172.8712,157.8705,160.6242,,,,,,156.654,,,,192.2467,202.604,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1632,149.7308,15/11/2012
15,15,164.1689,165.5745,165.8173,169.7725,,154.5992,159.9539,157.7796,159.2219,,,,,,156.654,,,,192.1344,202.604,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1394,150.6705,15/11/2012
16,16,164.2054,175.2107,165.8161,,,154.5909,156.1844,157.5543,158.7942,,,,,,156.654,,,,192.0713,202.6393,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1434,150.036,15/11/2012
17,17,164.2237,167.4099,165.7195,168.7803,,154.591,155.9888,157.1686,158.7756,,,,,,156.654,,,,192.1025,202.7258,166.737,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.1551,150.0831,15/11/2012
18,18,164.2259,165.2375,165.0809,166.5568,,154.5712,155.8744,157.1095,158.7694,,,,,,156.654,,,,192.1306,202.786,166.737,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.1454,149.8883,15/11/2012
19,19,164.2132,165.237,164.7805,168.6933,,154.5883,155.6999,157.131,158.8017,,,,,,156.654,,,,192.1306,202.6018,166.737,50,,165.62,,,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.1507,149.8883,15/11/2012
20,20,164.2554,166.6768,164.6541,,,154.597,155.9268,156.5123,158.8101,,,,,,156.654,,,,192.1306,202.5893,,50,,165.62,,,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.1558,149.9538,15/11/2012
21,21,173.0841,179.7349,168.6212,,,154.5729,155.9696,156.4686,161.4496,,,,,,156.654,,,,192.1534,202.6467,,50,,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1379,150.2044,15/11/2012
22,22,,,,,,154.578,171.7354,156.457,,,,,,,156.654,,,,192.1957,202.726,,50,,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1149,150.4804,15/11/2012
23,23,,,,,,154.5837,,156.787,,,,,,,156.654,,,,192.1957,202.726,,50,,,,,,,64.199,,,,,156.106,,65.595,65.595,144.1473,151.2363,15/11/2012
0,0,,179.905,,,,154.8608,,158.0951,,,,,,,,,,,192.1957,202.726,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1278,149.8064,16/11/2012
1,1,,,,,,155.0426,,,,,,,,,,,,,192.0836,202.6035,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1449,150.3069,16/11/2012
2,2,,,,,,154.5645,,,,,,,,,,,,,191.9643,202.298,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,145.3476,150.4088,16/11/2012
3,3,,,,,,154.556,,157.7092,,,,,,,,,,,191.8082,202.5948,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1518,149.6334,16/11/2012
4,4,,,,,,154.5617,,156.4534,,,,,,,156.654,,,,191.8466,202.8775,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1452,150.0836,16/11/2012
5,5,,,,,,154.5527,,156.4128,,,,,,,156.654,,,,191.8466,202.6897,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.3163,150.6519,16/11/2012
6,6,,,,,,154.5626,,156.4531,,,,,,,156.654,,,,191.8499,202.7,,50,66.029,,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.7083,152.0027,16/11/2012
7,7,,,,,,154.573,,157.2495,,,,,,,156.654,148.875,,,191.9867,202.7159,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.5092,151.4947,16/11/2012
8,8,,,177.3225,,,155.2137,163.6927,157.7875,162.4744,,,,,,156.654,148.875,,,192.2147,202.5201,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.1045,151.3822,16/11/2012
9,9,168.5025,176.6466,164.8935,,,155.3646,156.2314,157.7542,159.3605,,,,,,156.654,148.875,,,192.1732,202.7495,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0514,151.3074,16/11/2012
10,10,164.2459,164.2247,164.4878,,,155.3699,156.378,157.7968,159.3529,,,,,,156.654,148.875,,,192.1486,202.3081,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.2861,151.7635,16/11/2012
11,11,167.4049,164.1013,164.5114,,,155.3516,157.0956,157.7646,159.7907,,,,,,156.654,148.875,,,192.1717,202.5311,,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.169,150.2237,16/11/2012
12,12,173.9478,168.7562,164.7268,,,155.4486,157.0799,157.9936,159.3733,,,,,,156.654,148.875,,,192.1909,202.4525,,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.0596,150.1063,16/11/2012
13,13,164.1925,166.4018,164.768,171.2277,,155.5547,156.6759,158.4468,159.4771,,,,,,156.654,148.875,,,192.1957,202.4202,166.737,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.0502,150.2012,16/11/2012
14,14,164.2621,164.1563,164.8449,166.5618,171.7171,155.7201,156.0942,158.4618,159.4569,,,,,,156.654,148.875,,,192.1425,202.7521,166.737,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0477,150.0494,16/11/2012
15,15,164.2664,164.1508,164.876,167.0007,169.9264,155.7278,156.2144,158.503,159.456,,,,,,156.654,148.875,,,192.0983,202.7555,166.737,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0538,150.4415,16/11/2012
16,16,164.241,169.5698,170.5542,178.3321,,154.8909,156.0618,158.2057,159.411,,,,,,156.654,148.875,,,192.0756,202.6571,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0303,150.1061,16/11/2012
17,17,164.2821,166.4536,167.1744,175.4676,,154.6472,156.0599,158.4252,159.4005,,,,,,156.654,148.875,,,192.1254,202.468,,50,66.029,165.62,165.62,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,149.8893,16/11/2012
18,18,164.2512,163.9942,164.3943,168.6707,,154.5454,156.2254,158.4126,159.3582,,,,,,156.654,148.875,,,192.0866,202.7255,,50,66.029,165.62,165.62,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,149.7939,16/11/2012
19,19,164.5634,164.0658,166.6167,,,154.5857,156.2356,158.4131,159.3613,,,,,,156.654,148.875,,,192.0866,202.5764,,50,66.029,165.62,165.62,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,149.7857,16/11/2012
20,20,164.5614,165.6537,,,,154.5886,156.1082,157.9372,159.3848,,,,,,156.654,148.875,,,192.2523,202.6883,,50,66.029,165.62,165.62,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.1349,16/11/2012
21,21,169.9611,,,,,154.9908,155.9429,157.909,159.9608,,,,,,156.654,148.875,,,192.1172,202.356,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.8449,16/11/2012
22,22,,,,,,154.5781,155.9241,158.0039,166.3327,,,,,,156.654,148.875,,,192.1121,202.6835,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.387,151.9962,16/11/2012
23,23,,,,,,154.5724,155.9148,,,,,,,,156.654,,,,192.0866,202.726,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.0542,150.3957,16/11/2012
0,0,,,,,,154.5893,155.9349,,,,,,,,156.654,,,,192.2331,202.726,,50,,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.0672,150.6985,17/11/2012
1,1,,,,,,154.5766,155.9293,,,,,,,,,,,,192.1692,202.6794,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.0697,149.9137,17/11/2012
2,2,,,,,,154.5804,155.921,,,,,,,,,,,,192.059,202.5296,,50,66.029,165.62,,,,,64.199,,,,,,,65.595,65.595,144.0711,150.8086,17/11/2012
3,3,,,,,,154.5789,155.9225,,,,,,,,,148.875,,,192.0267,202.3915,,50,66.029,165.62,,,,,64.199,,,,,,,65.595,65.595,144.2512,149.9961,17/11/2012
4,4,,,,,,154.5779,155.9148,,,,,,,,156.654,148.875,,,191.9776,202.3915,,50,66.029,165.62,,,,,64.199,,,,,,,65.595,65.595,144.4296,150.5156,17/11/2012
5,5,,,,,,154.5638,155.9173,,,,,,,,156.654,148.875,,,191.9776,202.6151,,50,66.029,165.62,,,,,64.199,,,,,,,65.595,65.595,144.375,151.915,17/11/2012
6,6,,,,,,154.5689,155.9131,,,,,,,,156.654,148.875,,,191.9776,202.786,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.6283,151.4532,17/11/2012
7,7,,,,,,154.5747,156.0874,158.3455,,,,,,,156.654,148.875,,,192.0488,202.786,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.7144,151.9085,17/11/2012
8,8,,,,,,154.5838,156.1825,158.4463,166.709,,,,,,156.654,148.875,,,192.1122,202.7729,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,151.7865,17/11/2012
9,9,,,167.4421,,,154.5975,156.2076,158.4355,158.6242,,,,,,156.654,148.875,,,192.1243,202.786,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.5706,152.4723,17/11/2012
10,10,,,179.152,,,154.5892,156.1818,158.4198,158.4573,,,,,,156.654,148.875,,,192.2909,202.786,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,151.4602,17/11/2012
11,11,,,,,,154.6251,156.177,158.2239,158.3234,,,,,,156.654,148.875,,,192.3096,202.7331,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,151.6895,17/11/2012
12,12,,,,,,154.623,156.1826,157.8348,158.9373,,,,,,156.654,148.875,,,192.3267,202.7346,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.718,17/11/2012
13,13,,,,,,154.6417,156.1817,157.8162,160.2779,,,,,,156.654,148.875,,,192.3267,202.4534,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.9269,17/11/2012
14,14,,,,,,154.6565,156.2645,157.7791,169.7952,,,,,,156.654,148.875,,,192.3267,202.422,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.1192,17/11/2012
15,15,,,,180.7711,,154.7263,156.295,157.5774,,,,,,,156.654,148.875,,,192.3267,202.558,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,151.4092,17/11/2012
16,16,,,,180.776,,154.6916,156.1856,157.7876,,,,,,,156.654,148.875,,,192.3304,202.5733,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,151.3202,17/11/2012
17,17,170.363,173.8713,167.6221,180.776,,154.6407,155.9136,157.8045,164.258,,,,,,156.654,148.875,,,192.2981,202.4711,,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,149.8666,17/11/2012
18,18,165.3393,163.8361,164.1956,,,154.6835,155.8356,157.8115,158.0803,,,,,,156.654,148.875,,,192.2827,202.5735,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.0296,150.3868,17/11/2012
19,19,174.9481,164.0525,166.7815,,,154.6725,155.7278,157.7626,158.2112,,,,,,156.654,148.875,,,192.2308,202.5629,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.3651,17/11/2012
20,20,,167.4411,,,,154.6428,155.7315,157.2133,158.1806,,,,,,156.654,148.875,,,192.0043,202.5688,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.029,150.844,17/11/2012
21,21,,,,,,154.624,155.7427,157.232,163.7008,,,,,,156.654,148.875,,,191.9996,202.7551,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.4323,150.7893,17/11/2012
22,22,,,,,,154.6244,155.7628,157.6276,,,,,,,156.654,148.875,,,191.9996,202.362,,50,66.029,165.62,,,,,64.199,,,,157.477,156.106,,65.595,65.595,144.5684,150.397,17/11/2012
23,23,,,,,,154.6063,155.7487,,,,,,,,156.654,148.875,,,191.9996,202.362,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.1937,150.0626,17/11/2012
0,0,,,,,,154.5631,162.4207,,,,,,,,,,,,191.9996,202.362,,50,66.029,,,,,,64.199,,,,,156.106,,65.595,65.595,144.4817,151.2638,18/11/2012
1,1,,,,,,157.2611,182.559,,,,,,,,156.654,,,,192.0176,202.362,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,145.1102,153.4849,18/11/2012
2,2,,,,,,,182.559,,,,,,,,156.654,,,,192.2055,202.5854,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,144.3851,155.6485,18/11/2012
3,3,,,,,,,182.559,,,,,,,,156.654,,,,192.2616,202.422,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,145.2085,156.9338,18/11/2012
4,4,,,,,,,182.559,,,,,,,,,,,,192.2616,202.422,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,145.1402,156.0323,18/11/2012
5,5,,,,,,,182.559,,,,,,,,,,,,192.0321,202.6653,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,144.9722,156.8479,18/11/2012
6,6,,,,,,,182.559,,,,,,,,,,,,191.9556,202.7168,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,144.5607,161.2458,18/11/2012
7,7,,,,,,155.5726,182.559,,,,,,,,,,,,192.0846,202.7085,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,144.0654,155.0641,18/11/2012
8,8,,,,,,154.5651,182.559,,,,,,,,,,,,192.094,202.8511,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,144.3798,151.9757,18/11/2012
9,9,,,,,,154.5776,182.559,,,,,,,,,,,,192.2584,202.8453,,50,66.029,,,,,,64.199,,,,,,,65.595,65.595,144.2133,151.1202,18/11/2012
10,10,,,,,,154.5768,182.559,,,,,,,,,,,,192.2616,202.8077,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1989,150.435,18/11/2012
11,11,,,,,,154.448,182.559,,,,,,,,156.654,,,,192.3911,202.4877,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1989,150.3606,18/11/2012
12,12,,,,,,154.5855,182.559,,,,,,,,156.654,,,,192.4357,202.4932,,50,66.029,165.62,,165.62,,,64.199,,,,,156.106,,65.595,65.595,144.2021,150.1802,18/11/2012
13,13,,,,,,154.6069,182.559,,,,,,,,156.654,,,,192.4402,202.5575,,50,66.029,165.62,,165.62,,,64.199,,,,,156.106,,65.595,65.595,144.1846,150.3385,18/11/2012
14,14,,,,,,154.6245,182.559,,,,,,,,156.654,,,,192.4213,202.5982,,50,66.029,165.62,,165.62,,,64.199,,,,,156.106,,65.595,65.595,144.1678,149.9184,18/11/2012
15,15,,,,,,154.1755,182.559,,,,,,,,156.654,,,,192.4549,202.7337,,50,66.029,165.62,,165.62,,,64.199,,,,,156.106,,65.595,65.595,144.1106,150.5155,18/11/2012
16,16,,,,,,154.0595,182.559,,,,,,,,156.654,148.875,,,192.3949,202.6674,,50,66.029,165.62,,,,,64.199,,,,,156.106,,65.595,65.595,144.1405,150.143,18/11/2012
17,17,,,,,,154.0632,173.4832,,,,,,,,156.654,148.875,,,192.3038,202.6877,,50,66.029,165.62,,165.62,,,64.199,,,,157.477,156.106,,65.595,65.595,144.2627,150.464,18/11/2012
18,18,,,,,,154.0593,155.6755,157.8145,,,,,,,156.654,148.875,,,192.3706,202.604,,50,66.029,165.62,,165.62,165.62,,64.199,,,,157.477,156.106,,65.595,65.595,144.0319,150.4996,18/11/2012
