,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,0,,,,,,,,,,,,,,,,,149.749,,,193.0696,,,114.55,,50,33.824,110.99,110.99,145.09,145.09,,65.006,65.006,,,,,,,66.857,66.857,146.0189,155.0452,1/1/2014
1,1,,,,,,,,,,,,,,,,,149.749,,,193.0814,,,114.55,,50,33.824,110.99,110.99,,145.09,,65.006,65.006,,,,,,,66.857,66.857,146.2152,155.1234,1/1/2014
2,2,,,,,,,,,,,,,,,,,149.749,,,193.0634,,,114.55,,50,33.824,110.99,110.99,,,,65.006,65.006,,,,,,,66.857,66.857,146.1649,157.4979,1/1/2014
3,3,,,,,,,,,,,,,,,,,,,,193.0916,,,114.55,,50,33.824,110.99,110.99,,,,65.006,65.006,,,,,,,66.857,66.857,146.6417,,1/1/2014
4,4,,,,,,,,,,,,,,,,,,,,193.1272,,,114.55,,50,33.824,110.99,110.99,,,,65.006,65.006,,,,,,,66.857,66.857,151.1671,,1/1/2014
5,5,,,,,,,,,,,,,,,,,,,,193.1645,,,114.55,,50,33.824,110.99,110.99,,,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
6,6,,,,,,,,,,,,,,,,,,,,193.1611,,,114.55,,50,33.824,110.99,110.99,,,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
7,7,,,,,,,,,,,,,,,,,,,,193.1747,,,114.55,,50,33.824,110.99,,,,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
8,8,,,,,,,,,,,,,,,,,,,,193.1492,,,114.55,,50,33.824,110.99,110.99,,,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
9,9,,,,,,,,,,,,,,,,,,,,193.2077,,,114.55,,50,33.824,110.99,110.99,,145.09,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
10,10,,,,,,,,,,,,,,,,,,,,193.1817,,,114.55,,50,33.824,110.99,110.99,,145.09,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
11,11,,,,,,,,,,,,,,,,,,,,193.1835,,,114.55,,50,33.824,110.99,110.99,145.09,145.09,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
12,12,,,,,,,,,,,,,,,,,,,,193.1667,,,114.55,,50,33.824,110.99,110.99,145.09,145.09,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
13,13,,,,,,,,,,,,,,,,,,,,193.1535,,,114.55,,50,33.824,110.99,110.99,145.09,145.09,,65.006,65.006,,,,,,,66.857,66.857,177.8456,,1/1/2014
14,14,,,,,,,,,,,,,,,,,,,,193.1147,,,114.55,,50,33.824,110.99,110.99,145.09,145.09,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
15,15,,,,,,,,,,,,,,,,,,,,193.0773,,,114.55,,50,33.824,110.99,110.99,145.09,145.09,,65.006,65.006,,,,,,,66.857,66.857,,,1/1/2014
