,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,,,,,,,,,,,65.5076,,,,,76.4911,,67.17,,,42.66,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,63.9481,62.3943,1/12/2015
1,01,,,,,,,,,,,,,,,,,,,,,76.526,,67.17,,,44.49,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,63.9975,62.4359,1/12/2015
2,02,,,,,,,,,,,,,,,,,,,,,76.5211,,67.17,,,44.54,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,64.0271,62.4604,1/12/2015
3,03,,,,,,,,,,,,,,,,,,,,,76.5042,,67.17,,,44.56,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,64.3749,62.2204,1/12/2015
4,04,,,,,,,,72.9513,,,,,,,,,,,,,76.5038,,67.17,,,42.77,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,64.0242,62.0082,1/12/2015
5,05,,,,,,,64.9901,65.9841,,,111.847,,,,,65.5076,,,,,76.5215,,67.17,,,45,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,63.8373,62.0026,1/12/2015
6,06,,,,,,,64.4082,65.4107,,,,,,,,,63.7355,,,,76.5296,,67.17,,,44.3,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,64.0402,62.2372,1/12/2015
7,07,,,73.3751,,,,64.43,65.4285,,,,,,,,65.5076,63.7355,,,,76.507,,67.17,,,42.43,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,63.6588,61.8614,1/12/2015
8,08,,,71.9551,,79.6391,,64.7193,65.4197,,69.8849,,111.847,,,,65.5076,63.7355,,,,76.5006,,67.17,,,45,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,63.5566,61.834,1/12/2015
9,09,,,71.9544,,75.1717,,64.7315,65.4811,,66.3716,,,,,,65.5076,63.7355,,,,76.5308,,67.17,,,45,116.9836,114.7363,,71.37,,,,90.2407,87.6123,,,,,,67.425,66.349,92.185,,92.185,63.8846,61.9281,1/12/2015
10,10,,,71.9721,,74.818,76.0719,64.7186,65.5374,68.0693,66.2791,,,,,,65.5076,63.7355,,,,76.5445,,67.17,,,,116.9836,114.7363,,71.37,,,,90.2407,87.6123,,,,,,67.425,66.349,92.185,,92.185,63.5567,61.8273,1/12/2015
11,11,,,71.9601,,74.8004,75.3895,64.7075,65.5395,67.9981,66.2793,,,,,,65.5076,63.7355,,,,76.504,,67.17,,,,116.9836,114.7363,,71.37,,,,90.2407,87.6123,,69.27,,,,67.425,66.349,92.185,,92.185,63.6158,61.875,1/12/2015
12,12,,,72.0188,,74.8096,75.2994,64.8,65.5629,68.0064,66.3048,,,,,,65.5076,63.7355,,,,76.508,,67.17,,,,116.9836,114.7363,,71.37,,,,90.2407,87.6123,,69.27,,,,67.425,66.349,92.185,,92.185,64.1619,61.908,1/12/2015
13,13,,,72.0055,,74.7962,75.3109,64.7894,65.5675,68.0036,66.3026,,,,,,65.5076,63.7355,,,,76.4522,,67.17,67.17,,45,116.9836,114.7363,71.37,71.37,,,,90.2407,87.6123,,69.27,,,,67.425,66.349,92.185,,92.185,63.6232,61.8257,1/12/2015
14,14,,,72.0076,,74.8019,75.2994,64.7842,65.5974,68.0175,66.2727,,,,,,65.5076,63.7355,,,,76.3941,,67.17,67.17,,,116.9836,114.7363,71.37,71.37,72.96,,,90.2407,87.6123,69.27,69.27,,,,67.425,66.349,92.185,,92.185,63.5376,61.8703,1/12/2015
15,15,,,71.9996,,74.7962,76.0092,64.4833,65.6546,68.0047,66.0618,,,,,,65.5076,63.7355,,,,76.4327,,67.17,67.17,,,116.9836,114.7363,71.37,71.37,72.96,,,90.2407,87.6123,69.27,69.27,,,,67.425,66.349,92.185,,92.185,63.5376,61.8897,1/12/2015
16,16,,,71.9888,,77.7027,,64.4267,65.7071,68.0011,65.9592,,,,,,65.5076,63.7355,,,,76.4165,,67.17,67.17,,,116.9836,114.7363,71.37,71.37,72.96,,,90.2407,87.6123,69.27,69.27,,,,67.425,66.349,92.185,,92.185,63.5376,61.8905,1/12/2015
