,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,MTL,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
4,4,,,,,,,,,,,,,,,,,,,,54.4262,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.606,47.6281,17/2/2016
5,5,,,,,,,,,,,,,,,,,49.9614,,,54.4157,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.3644,47.5676,17/2/2016
6,6,,,,,,,52.0039,,,,,,,,,,49.9614,,,54.3999,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.4244,47.6055,17/2/2016
7,7,,,,,,,50.8007,54.8723,,,,,,,,,49.9614,,,54.3909,,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.3722,47.7146,17/2/2016
8,8,,,,,,,50.69,51.606,,,,,,,,52.0351,49.9614,,,54.3879,,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3707,47.6209,17/2/2016
9,9,,,,,,,50.804,51.5392,,,,,,,,52.0351,49.9614,,,54.3939,,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3752,47.5947,17/2/2016
10,10,,,,,,,50.8045,51.6337,,52.7805,,,,,,52.0351,49.9614,,,54.4404,,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3781,47.6277,17/2/2016
11,11,,,,,,,50.8925,51.6817,,51.8125,,,,,,52.0351,49.9614,,,54.4214,,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3996,47.6431,17/2/2016
12,12,,,,,,,50.9318,51.6442,,51.838,,,,,,52.0351,49.9614,,,54.3961,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.6881,17/2/2016
13,13,,,,,,,50.9365,51.6515,,51.9293,,,,,,52.0351,49.9614,,,54.3716,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.3591,47.5924,17/2/2016
14,14,,,,,,,50.9509,51.6916,,51.9648,,,,,,52.0351,49.9614,,,54.3687,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.3587,47.5876,17/2/2016
15,15,,,,,,,50.9483,51.6041,,51.9648,,,,,,52.0351,49.9614,,,54.3758,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.3624,47.6275,17/2/2016
16,16,,,,,,,50.9279,51.646,,52.5501,,,,,,52.0351,49.9614,,,54.3755,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.3574,47.6979,17/2/2016
17,17,,,,,,,50.9181,51.636,,,,,,,,52.0351,49.9614,,,54.3561,57.4066,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.56,47.6011,17/2/2016
18,18,,,,,,,50.9084,51.588,,52.2512,,,,,,52.0351,49.9614,,,54.3379,57.2883,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.681,47.5777,17/2/2016
19,19,,,,,,,50.9068,51.6048,,51.7014,,,,,,52.0351,49.9614,,,54.37,57.1595,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.6924,47.5876,17/2/2016
20,20,,,,,,,50.861,51.6106,,52.4226,,,,,,52.0351,49.9614,,,54.391,57.2883,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,52.624,,94.9506,,94.9506,49.5536,47.6007,17/2/2016
21,21,,,,,,,50.7085,51.5934,,,,,,,,52.0351,49.9614,,,54.3903,57.3547,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.4274,47.5867,17/2/2016
22,22,,,,,,,51.2438,54.7638,,,,,,,,52.0351,49.9614,,,54.3829,57.4137,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.5681,47.6085,17/2/2016
23,23,,,,,,,,,,,,,,,,,49.9614,,,54.3755,57.3947,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.636,47.6971,17/2/2016
0,0,,,,,,,,,,,,,,,,,,,,54.3961,57.3278,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.6986,47.8155,18/2/2016
1,1,,,,,,,,,,,,,,,,,,,,54.3945,57.2883,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.7378,47.7567,18/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.338,57.2672,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.6685,47.7771,18/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.3371,57.2492,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.661,47.6462,18/2/2016
4,4,,,,,,,,,,,,,,,,,,,,54.3491,57.2281,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.6619,47.5837,18/2/2016
5,5,,,,,,,,,,,,,,,,,49.9614,,,54.3292,57.2696,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.4881,47.576,18/2/2016
6,6,,,,,,,51.3297,,,,,,,,,,49.9614,,,54.3531,57.287,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.518,47.7335,18/2/2016
7,7,,,,,,,50.5942,55.699,,,,,,,,,49.9614,,,54.3535,57.2769,44.69,,,,,,,114.7363,50.51,50.51,,,,92.9479,90.2407,,50.77,,,,,,94.9506,,94.9506,49.3578,47.5651,18/2/2016
8,8,,,,,,,50.6057,51.6543,,,,,,,,52.0351,49.9614,,,54.3643,57.2695,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.5837,18/2/2016
9,9,,,,,,,50.6042,51.6724,,,,,,,,52.0351,49.9614,,,54.3749,57.2643,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3948,47.5944,18/2/2016
10,10,,,,,,,50.6379,51.6839,,,,,,,,52.0351,49.9614,,,54.3455,57.2657,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3652,47.5651,18/2/2016
11,11,,,,,,,50.651,51.6997,,,,,,,,52.0351,49.9614,,,54.3523,57.2583,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3715,47.5677,18/2/2016
12,12,,,,,,,50.6538,51.7066,,,,,,,,52.0351,49.9614,,,54.3452,57.2517,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.6039,47.5739,18/2/2016
13,13,,,,,,,50.8619,51.7076,,52.8876,,,,,,52.0351,49.9614,,,54.3581,57.2451,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,,,94.9506,49.4039,47.6052,18/2/2016
14,14,,,,,,,50.6752,51.7121,,51.768,,,,,,52.0351,49.9614,,,54.3486,57.2351,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,,,94.9506,49.6913,47.737,18/2/2016
15,15,,,,,,,50.6705,51.7078,,52.4353,,,,,,52.0351,49.9614,,,54.3543,57.2175,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.6897,47.737,18/2/2016
16,16,,,,,,,50.8532,51.6821,,,,,,,,52.0351,49.9614,,,54.3793,57.216,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.6917,47.737,18/2/2016
17,17,,,,,,,50.757,51.6111,,,,,,,,52.0351,49.9614,,,54.3371,57.2136,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.6962,47.737,18/2/2016
18,18,,,,,,,50.648,51.5546,,52.5502,,92.199,,,,52.0351,49.9614,,,54.3533,57.2132,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.4061,47.6069,18/2/2016
19,19,,,,,,,50.6298,51.5246,,53.3282,,,,,,52.0351,49.9614,,,54.3559,57.2072,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.556,18/2/2016
20,20,,,,,,,50.6285,51.5661,,,,,,,,52.0351,49.9614,,,54.3707,57.2235,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3772,47.5745,18/2/2016
21,21,,,,,,,50.6257,52.5521,,,,,,,,52.0351,49.9614,,,54.38,57.2376,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.5369,47.5868,18/2/2016
22,22,,,,,,,51.0439,,,,,,,,,52.0351,49.9614,,,54.3756,57.2281,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.817,47.5835,18/2/2016
23,23,,,,,,,,,,,,,,,,,49.9614,,,54.3536,57.196,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.8224,47.6493,18/2/2016
0,0,,,,,,,,,,,,,,,,,,,,54.367,57.2051,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.6718,47.7107,19/2/2016
1,1,,,,,,,,,,,,,,,,,,,,54.4105,57.2309,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,51.0432,47.6137,19/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.3538,57.263,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.7052,19/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.3595,57.288,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.7068,19/2/2016
4,4,,,,,,,,,,,,,,,,,,,,54.3537,57.2885,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,51.5584,47.6929,19/2/2016
5,5,,,,,,,,,,,,,,,,,,,,54.3515,57.2745,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.7074,47.5762,19/2/2016
6,6,,,,,,,,,,,,,,,,,,,,54.3583,57.29,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.9055,47.6437,19/2/2016
7,7,,,,,,,52.067,,,,,,,,,,49.9614,,,54.3617,57.2981,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.5047,47.6146,19/2/2016
8,8,,,,,,,51.0764,53.9836,,,,,,,,52.0351,49.9614,,,54.3555,57.286,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3883,47.6155,19/2/2016
9,9,,,,,,,50.8381,51.5925,,,,,,,,52.0351,49.9614,,,54.3758,57.2871,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.3844,47.592,19/2/2016
10,10,,,,,,,50.8439,51.651,,,,,,,,52.0351,49.9614,,,54.3819,57.2492,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.3772,47.5998,19/2/2016
11,11,,,,,,,50.865,51.6756,,,,,,,,52.0351,49.9614,,,54.3583,57.2306,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.3914,47.607,19/2/2016
12,12,,,,,,,50.8674,51.6253,,,,,,,,52.0351,49.9614,,,54.367,57.2052,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.9156,47.6478,19/2/2016
13,13,,,,,,,50.8778,51.6317,,,,,,,,52.0351,49.9614,,,54.3674,57.1591,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.7623,47.6348,19/2/2016
14,14,,,,,,,50.8931,51.644,,,,,,,,52.0351,49.9614,,,54.3564,57.1414,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.3791,47.6004,19/2/2016
15,15,,,,,,,50.8916,51.5811,,,,,,,,52.0351,49.9614,,,54.3626,57.2339,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.3988,47.6106,19/2/2016
16,16,,,,,,,50.7531,51.5683,,,,,,,,52.0351,49.9614,,,54.385,57.2713,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.418,47.6623,19/2/2016
17,17,,,,,,,50.6353,51.6151,,,,,,,,52.0351,49.9614,,,54.3774,57.2694,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.6237,47.6801,19/2/2016
18,18,,,,,,,50.6121,51.5121,,,,,,,,52.0351,49.9614,,,54.3716,57.2871,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3575,47.5795,19/2/2016
19,19,,,,,,,50.5999,51.455,,,,,,,,52.0351,49.9614,,,54.3748,57.296,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.586,19/2/2016
20,20,,,,,,,50.5999,51.4282,,,,,,,,52.0351,49.9614,,,54.3659,57.3019,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.5944,19/2/2016
21,21,,,,,,,50.5957,52.8054,,,,,,,,52.0351,49.9614,,,54.361,57.2973,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.546,47.6598,19/2/2016
22,22,,,,,,,51.1434,,,,,,,,,52.0351,49.9614,,,54.3596,57.3121,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.6861,47.7843,19/2/2016
23,23,,,,,,,,,,,,,,,,,49.9614,,,54.3623,57.3059,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.8763,47.7872,19/2/2016
0,0,,,,,,,,,,,,,,,,,,,,54.3654,57.3221,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.755,47.7622,20/2/2016
1,1,,,,,,,,,,,,,,,,,,,,54.3907,57.3574,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.7666,47.8003,20/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.3547,57.3354,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.7715,47.9262,20/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.3732,57.3268,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.7693,47.8785,20/2/2016
4,4,,,,,,,,,,,,,,,,,,,,54.3987,57.3337,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.8719,47.8384,20/2/2016
5,5,,,,,,,,,,,,,,,,,,,,54.4277,57.3251,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.9355,47.7365,20/2/2016
6,6,,,,,,,,,,,,,,,,,,,,54.4326,57.3329,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.934,47.7509,20/2/2016
7,7,,,,,,,,,,,,,,,,,,,,54.3709,57.239,44.69,,,,,,116.9836,114.7363,50.51,,,,,,90.2407,,50.77,,,,,,94.9506,,94.9506,49.6465,47.7298,20/2/2016
8,8,,,,,,,,,,,,,,,,,49.9614,,,54.3429,57.2597,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3639,47.8074,20/2/2016
9,9,,,,,,,51.2385,,,,,,,,,,49.9614,,,54.3818,57.229,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.781,20/2/2016
10,10,,,,,,,50.8025,,,,,,,,,,49.9614,,,54.372,57.183,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3574,47.7735,20/2/2016
11,11,,,,,,,50.8369,55.9837,,,,,,,,,49.9614,,,54.2996,57.1998,44.69,,51.6,,,40,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.3666,47.7716,20/2/2016
12,12,,,,,,,50.8422,51.6738,,,,,,,,,49.9614,,,54.3,57.2052,44.69,,51.6,,,40,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.4618,47.7957,20/2/2016
13,13,,,,,,,50.8452,51.6719,,,,,,,,,49.9614,,,54.2998,57.1865,44.69,,51.6,,,40,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.7087,47.8303,20/2/2016
14,14,,,,,,,50.8485,53.2342,,,,,,,,,49.9614,,,54.3117,57.169,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.7698,47.842,20/2/2016
15,15,,,,,,,51.7589,,,,,,,,,,49.9614,,,54.3258,57.1906,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.7273,47.8707,20/2/2016
16,16,,,,,,,,,,,,,,,,,49.9614,,,54.3095,57.185,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.7277,47.8707,20/2/2016
17,17,,,,,,,,,,,,,,,,52.0351,49.9614,,,54.3066,57.1475,44.69,,,,,,116.9836,114.7363,50.51,50.51,,,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.7275,47.8707,20/2/2016
18,18,,,,,,,50.8455,53.5854,,52.8545,,,,,,52.0351,49.9614,,,54.3077,57.1549,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,,90.2407,50.77,50.77,,,,52.624,51.682,94.9506,,94.9506,49.437,47.7836,20/2/2016
19,19,,,,,,,50.5909,51.4146,,52.9415,,,,,,52.0351,49.9614,,,54.3052,57.1741,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,,90.2407,50.77,50.77,,,,52.624,51.682,94.9506,,94.9506,49.5851,47.7785,20/2/2016
20,20,,,,,,,50.596,51.4224,,,,,,,,52.0351,49.9614,,,54.3021,57.1759,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.4634,47.7982,20/2/2016
21,21,,,,,,,50.85,52.5503,,,,,,,,52.0351,49.9614,,,54.2942,57.2006,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.679,47.8154,20/2/2016
22,22,,,,,,,,,,,,,,,,52.0351,49.9614,,,54.2982,57.1688,44.69,,,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,,94.9506,,94.9506,49.7318,47.844,20/2/2016
23,23,,,,,,,,,,,,,,,,,,,,54.3103,57.1843,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.7858,47.853,20/2/2016
0,0,,,,,,,,,,,,,,,,,,,,54.2961,57.4082,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,50.212,47.813,21/2/2016
1,1,,,,,,,,,,,,,,,,,,,,54.2911,,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.799,21/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.2884,,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.9117,21/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.2894,,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.9213,21/2/2016
4,4,,,,,,,,,,,,,,,,,,,,54.2905,,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.9183,21/2/2016
5,5,,,,,,,,,,,,,,,,,,,,54.3011,,44.69,,,,,40,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,,47.8657,21/2/2016
6,6,,,,,,,,,,,,,,,,,,,,54.317,,44.69,,,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,56.9777,47.7943,21/2/2016
7,7,,,,,,,,,,,,,,,,,,,,54.3706,,,,51.6,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,50.3495,47.7709,21/2/2016
8,8,,,,,,,,,,,,,,,,,,,,54.3369,,,,51.6,,,,116.9836,114.7363,,,,52.035,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.6167,47.7843,21/2/2016
9,9,,,,,,,,,,,,,,,,,,,,54.3508,,44.69,,,,,,116.9836,114.7363,,,,52.035,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.5635,47.7865,21/2/2016
10,10,,,,,,,,,,,,,,,,,,,,54.3583,,44.69,,,,,,116.9836,114.7363,,,,52.035,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.6188,47.7723,21/2/2016
11,11,,,,,,,,,,,,,,,,,,,,54.3481,,44.69,,,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.4372,47.7516,21/2/2016
12,12,,,,,,,,,,,,,,,,,,,,54.3598,,44.69,,,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.4052,47.7368,21/2/2016
13,13,,,,,,,,,,,,,,,,,,,,54.2986,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.4516,47.7525,21/2/2016
14,14,,,,,,,,,,,,,,,,,,,,54.3681,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.8191,47.7839,21/2/2016
15,15,,,,,,,,,,,,,,,,,,,,54.3408,,44.69,,51.6,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.7315,47.7686,21/2/2016
16,16,,,,,,,,,,,,,,,,,,,,54.3643,,44.69,,51.6,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.5611,47.7709,21/2/2016
17,17,,,,,,,,,,,,,,,,52.0351,49.9614,,,54.3519,,44.69,,51.6,,,,116.9836,114.7363,50.51,,,52.035,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.6233,47.7704,21/2/2016
18,18,,,,,,,50.8017,52.2643,,,,,,,,52.0351,49.9614,,,54.332,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.4028,47.7891,21/2/2016
19,19,,,,,,,50.6026,51.4302,,,,,,,,52.0351,49.9614,,,54.3228,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.3749,47.8404,21/2/2016
20,20,,,,,,,50.582,51.4249,,,,,,,,52.0351,49.9614,,,54.3259,,44.69,,51.6,,,,116.9836,114.7363,50.51,50.51,,52.035,,92.9479,90.2407,50.77,50.77,,,,,51.682,94.9506,,94.9506,49.391,47.8341,21/2/2016
