,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,MTL,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
11,11,,,,,,,,52.9009,,,,,,,,53.3005,51.233,,,56.0432,58.9732,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.6405,49.0175,12/2/2016
12,12,,,,,,,,52.8862,,,,,,,,53.3005,51.233,,,56.0149,58.9637,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.9864,49.1162,12/2/2016
13,13,,,,,,,53.374,52.8929,,,,,,,,53.3005,51.233,,,55.9958,58.9366,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.7014,49.0625,12/2/2016
14,14,,,,,,,52.3802,52.8834,,,,,,,,53.3005,51.233,,,55.9786,58.8984,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.7903,49.0889,12/2/2016
15,15,,,,,,,52.4457,52.7802,,,,,,,,53.3005,51.233,,,55.9738,58.8918,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.6339,49.056,12/2/2016
16,16,,,,,,,,52.7489,,,,,,,,53.3005,51.233,,,55.987,58.926,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.799,49.0597,12/2/2016
17,17,,,,,,,,52.7489,,,,,,,,53.3005,51.233,,,55.9586,58.8893,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,51.0374,49.1659,12/2/2016
18,18,,,,,,,52.1978,52.7288,,,,,,,,53.3005,51.233,,,55.9703,58.9474,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.644,49.0276,12/2/2016
19,19,,,,,,,52.0695,52.7167,,,,,,,,53.3005,51.233,,,55.9886,58.9628,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.63,49.0275,12/2/2016
20,20,,,,,,,,52.7172,,,,,,,,53.3005,51.233,,,55.9908,58.9977,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.6825,49.027,12/2/2016
21,21,,,,,,,,54.5133,,,,,,,,53.3005,51.233,,,56.0058,59.016,,,,,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,53.021,94.9506,,94.9506,50.6861,49.0294,12/2/2016
22,22,,,,,,,,,,,,,,,,53.3005,51.233,,,56.0185,59.0505,,,,,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.6976,49.1771,12/2/2016
23,23,,,,,,,,,,,,,,,,,,,,56.0065,59.0731,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7094,49.1873,12/2/2016
0,0,,,,,,,,,,,,,,,,,,,,56.0211,59.1047,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.9268,49.2005,13/2/2016
1,1,,,,,,,,,,,,,,,,,,,,56.001,59.0171,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,52.795,49.2791,13/2/2016
2,2,,,,,,,,,,,,,,,,,,,,55.9893,59.0181,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,,49.2777,13/2/2016
3,3,,,,,,,,,,,,,,,,,,,,55.9899,59.0047,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,54.8934,49.2125,13/2/2016
4,4,,,,,,,,,,,,,,,,,,,,55.9916,59.0285,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.9202,49.2189,13/2/2016
5,5,,,,,,,,,,,,,,,,,,,,55.9793,58.9328,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.9204,49.2189,13/2/2016
6,6,,,,,,,,,,,,,,,,,,,,55.9784,59.0785,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.1975,49.2274,13/2/2016
7,7,,,,,,,,,,,,,,,,,,,,55.9867,58.9161,,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.084,49.2038,13/2/2016
8,8,,,,,,,,,,,,,,,,,51.233,,,55.9783,58.9704,,,,,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.7689,49.1801,13/2/2016
9,9,,,,,,,,,,,,,,,,,51.233,,,55.9875,59.0151,,,,,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.7309,49.1993,13/2/2016
10,10,,,,,,,,52.8964,,,,,,,,,51.233,,,55.9655,58.9082,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.7309,49.1475,13/2/2016
11,11,,,,,,,,52.8964,,,,,,,,,51.233,,,55.9778,58.8847,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.7309,49.0794,13/2/2016
12,12,,,,,,,,52.8964,,,,,,,,,51.233,,,55.9921,58.9144,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.7177,49.1697,13/2/2016
13,13,,,,,,,,,,,,,,,,,51.233,,,55.9969,58.9567,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,53.021,94.9506,,94.9506,50.7309,49.0426,13/2/2016
14,14,,,,,,,,,,,,,,,,,51.233,,,55.9941,58.9443,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.717,49.0855,13/2/2016
15,15,,,,,,,,,,,,,,,,,51.233,,,56.01,58.9095,,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7055,49.094,13/2/2016
16,16,,,,,,,,,,,,,,,,,51.233,,,55.9878,58.9553,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.8888,49.1155,13/2/2016
17,17,,,,,,,,,,,,,,,,53.3005,51.233,,,55.9928,58.9348,44.69,,,52.035,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.832,49.0592,13/2/2016
18,18,,,,,,,52.2195,54.8706,,55.8454,,95.02,,,,53.3005,51.233,,,55.9804,58.9278,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,,94.9506,,94.9506,50.7193,49.003,13/2/2016
19,19,,,,,,,51.8578,52.7657,,55.3506,,,,,,53.3005,51.233,,,55.994,58.9719,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,53.975,,94.9506,,94.9506,50.7044,49.022,13/2/2016
20,20,,,,,,,51.859,52.7719,,56.6764,,,,,,53.3005,51.233,,,55.9807,59.0053,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7256,49.036,13/2/2016
21,21,,,,,,,51.9055,53.6961,,,,,,,,53.3005,51.233,,,55.9832,59.0243,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7309,49.0431,13/2/2016
22,22,,,,,,,53.0465,,,,,,,,,53.3005,51.233,,,55.9802,59.0305,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7409,49.0541,13/2/2016
23,23,,,,,,,,,,,,,,,,,,,,55.9824,59.0435,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.763,49.122,13/2/2016
0,0,,,,,,,,,,,,,,,,,,,,56.0059,59.071,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.1506,49.0683,14/2/2016
1,1,,,,,,,,,,,,,,,,,,,,55.9944,59.0284,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.2447,49.1019,14/2/2016
2,2,,,,,,,,,,,,,,,,,,,,55.9615,58.9531,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.2434,49.1256,14/2/2016
3,3,,,,,,,,,,,,,,,,,,,,55.9794,58.9598,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.239,49.1233,14/2/2016
4,4,,,,,,,,,,,,,,,,,,,,55.9755,58.9732,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.2372,49.0979,14/2/2016
5,5,,,,,,,,,,,,,,,,,,,,56.062,58.9541,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.2412,49.1739,14/2/2016
6,6,,,,,,,,,,,,,,,,,,,,55.9824,58.9401,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,51.2347,49.1692,14/2/2016
7,7,,,,,,,,,,,,,,,,,,,,55.9793,58.9561,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.9684,49.1836,14/2/2016
8,8,,,,,,,,,,,,,,,,,,,,55.9714,58.9853,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8781,49.1862,14/2/2016
9,9,,,,,,,,,,,,,,,,,,,,56.0061,58.9547,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8726,49.2017,14/2/2016
10,10,,,,,,,,,,,,,,,,,,,,56.0467,59.0289,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8781,49.1969,14/2/2016
11,11,,,,,,,,,,,,,,,,,,,,56.1044,59.1153,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8728,49.1835,14/2/2016
12,12,,,,,,,,,,,,,,,,,,,,56.1001,59.0706,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8664,49.197,14/2/2016
13,13,,,,,,,,,,,,,,,,,,,,56.1042,59.0704,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8766,49.2018,14/2/2016
14,14,,,,,,,,,,,,,,,,,,,,56.1071,59.0559,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8767,49.2108,14/2/2016
15,15,,,,,,,,,,,,,,,,,,,,56.1023,59.0447,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8643,49.0985,14/2/2016
16,16,,,,,,,,,,,,,,,,,,,,56.1091,59.0176,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.8722,49.147,14/2/2016
17,17,,,,,,,53.3438,,,,,,,,,53.3005,,,,56.0702,59.0406,44.69,,,,,,116.9836,114.7363,50.624,,,,,92.9479,87.6123,,50.83,,,,,,94.9506,,94.9506,50.9101,49.099,14/2/2016
18,18,,,,,,,51.9171,53.9883,,,,,,,,53.3005,51.233,,,56.0807,59.0046,44.69,,52.035,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7339,49.1256,14/2/2016
19,19,,,,,,,51.8664,52.688,,,,,,,,53.3005,51.233,,,56.0052,58.9784,44.69,,52.035,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7309,49.1089,14/2/2016
20,20,,,,,,,51.8659,52.7214,,,,,,,,53.3005,51.233,,,55.9859,58.9372,44.69,,52.035,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.7309,49.1484,14/2/2016
21,21,,,,,,,52.3025,57.3918,,,,,,,,53.3005,51.233,,,55.9904,58.952,44.69,,52.035,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.8731,49.1596,14/2/2016
22,22,,,,,,,,,,,,,,,,53.3005,,,,55.9963,58.9533,44.69,,,52.035,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,51.0642,49.1478,14/2/2016
23,23,,,,,,,,,,,,,,,,,,,,55.9917,58.9561,44.69,,,,,,116.9836,114.7363,50.624,50.624,,,,92.9479,87.6123,50.83,50.83,,,,,,94.9506,,94.9506,50.8561,49.1388,14/2/2016
0,0,,,,,,,,,,,,,,,,,,,,54.3323,57.2114,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.5769,47.9036,15/2/2016
1,1,,,,,,,,,,,,,,,,,,,,54.3249,57.2197,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5844,47.8282,15/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.3021,57.2047,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5789,47.8882,15/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.3067,57.214,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5829,47.8642,15/2/2016
4,4,,,,,,,,,,,,,,,,,,,,54.2988,57.2054,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5803,47.8859,15/2/2016
5,5,,,,,,,,,,,,,,,,,,,,54.2946,57.1904,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5843,47.7679,15/2/2016
6,6,,,,,,,,,,,,,,,,,,,,54.3056,57.2139,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5809,47.8118,15/2/2016
7,7,,,,,,,,,,,,,,,,52.0351,49.9614,,,54.2971,57.2246,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.5406,47.7744,15/2/2016
8,8,,,,,,,,54.625,,,,,,,,52.0351,49.9614,,,54.3281,57.2325,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4532,47.8069,15/2/2016
9,9,,,,,,,,51.6574,,,,,,,,52.0351,49.9614,,,54.3243,57.2392,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4596,47.7689,15/2/2016
10,10,,,,,,,,51.657,,,,,,,,52.0351,49.9614,,,54.3151,57.2459,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4596,47.7377,15/2/2016
11,11,,,,,,,50.964,51.666,,53.6889,,,,,,52.0351,49.9614,,,54.3149,57.2143,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4477,47.7612,15/2/2016
12,12,,,,,,,50.6368,51.612,,51.8163,,,,,,52.0351,49.9614,,,54.314,57.2073,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4494,47.8792,15/2/2016
13,13,,,,,,,50.6446,51.6163,,51.8059,,,,,,52.0351,49.9614,,,54.3258,57.1953,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4562,47.796,15/2/2016
14,14,,,,,,,50.6527,51.6371,,51.8196,,,,,,52.0351,49.9614,,,54.3365,57.1503,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4596,47.8104,15/2/2016
15,15,,,,,,,50.6443,51.6904,,51.8532,,,,,,52.0351,49.9614,,,54.3398,57.1859,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4596,47.7207,15/2/2016
16,16,,,,,,,50.6385,51.6731,,52.4442,,,,,,52.0351,49.9614,,,54.3163,57.1791,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4596,47.6608,15/2/2016
17,17,,,,,,,50.6811,51.6284,,,,,,,,52.0351,49.9614,,,54.3176,57.3414,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4428,47.6805,15/2/2016
18,18,,,,,,,51.5843,51.5429,53.8856,52.6772,,,,,,52.0351,49.9614,,,53.3821,57.2333,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,49.96,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4414,47.5899,15/2/2016
19,19,,,,,,,,51.5125,53.9238,51.6009,,,,,,52.0351,49.9614,,,54.3562,57.2647,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,49.96,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4999,47.6059,15/2/2016
20,20,,,,,,,,51.5013,53.929,52.4172,,,,,,52.0351,49.9614,,,54.3347,57.43,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4596,47.6152,15/2/2016
21,21,,,,,,,,51.5098,,55.528,,,,,,52.0351,49.9614,,,54.3385,,44.69,,51.6,51.6,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.6129,47.6201,15/2/2016
22,22,,,,,,,,53.0645,,,,,,,,52.0351,49.9614,,,54.3468,,44.69,,,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4596,47.7788,15/2/2016
23,23,,,,,,,,,,,,,,,,,49.9614,,,54.3231,,44.69,,,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4847,47.7115,15/2/2016
0,0,,,,,,,,,,,,,,,,,,,,54.313,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.7607,47.6955,16/2/2016
1,1,,,,,,,,,,,,,,,,,,,,54.2632,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.6459,47.6837,16/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.2923,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.8976,47.7057,16/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.3122,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.892,47.7165,16/2/2016
4,4,,,,,,,,59.151,,,,,,,,,49.9614,,,54.3094,,,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.4677,47.5816,16/2/2016
5,5,,,,,,,,55.0055,,,,,,,,,49.9614,,,54.3061,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.4596,47.5706,16/2/2016
6,6,,,,,,,,53.5762,,,,,,,,52.0351,49.9614,,,54.3221,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.4828,47.6017,16/2/2016
7,7,,,,,,,,51.7383,,,,,,,,52.0351,49.9614,,,54.3327,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,52.624,,94.9506,,94.9506,49.4807,47.6573,16/2/2016
8,8,,,,,,,,51.7091,,,,,,,,52.0351,49.9614,,,54.3291,,44.69,,,,,,116.9836,114.7363,49.56,49.56,,49.96,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4058,47.6156,16/2/2016
9,9,,,,,,,,51.675,,53.6936,,,,,,52.0351,49.9614,,,54.3594,,44.69,,,,,,116.9836,114.7363,49.56,49.56,,49.96,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4195,47.5834,16/2/2016
10,10,,,,,,,,51.6418,,51.8085,,,,,,52.0351,49.9614,,,54.3874,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,49.96,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4496,47.6387,16/2/2016
11,11,,,,,,,,51.6659,53.8574,51.8085,,92.199,,,,52.0351,49.9614,,,53.192,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.375,47.565,16/2/2016
12,12,,,,,,,,51.6881,53.8404,51.8421,92.199,92.199,,,,52.0351,49.9614,,,52.4156,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.3813,47.5694,16/2/2016
13,13,,61.9266,58.5749,61.3154,,,,51.7167,54.0087,51.9091,92.199,92.199,,,,52.0351,49.9614,,,52.6008,,44.69,,51.6,,,,116.9836,,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.396,47.5687,16/2/2016
14,14,,59.0516,57.9778,59.4051,,,,51.7293,54.0002,51.9457,,,,,,52.0351,49.9614,,,52.5919,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.5254,47.583,16/2/2016
15,15,,58.1708,58.2315,,,,,51.7302,53.997,51.9591,,,,,,52.0351,49.9614,,,52.5952,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4772,47.6056,16/2/2016
16,16,,59.0923,60.4986,,,,50.8997,51.6769,53.898,51.9392,,,,,,52.0351,49.9614,,,52.4622,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4744,47.6647,16/2/2016
17,17,,,,,,,50.6201,51.7254,53.8332,51.7216,,,,,,52.0351,49.9614,,,54.114,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.754,47.685,16/2/2016
18,18,,,,,,,50.6283,51.602,,51.7057,,,,,,52.0351,49.9614,,,53.1223,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4371,47.6645,16/2/2016
19,19,,,,,,,50.626,51.5747,,51.706,,,,,,52.0351,49.9614,,,52.346,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4255,47.6364,16/2/2016
20,20,,,,,,,50.6215,51.6026,,51.8906,,,,,,52.0351,49.9614,,,52.7321,,44.69,,51.6,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.3868,47.577,16/2/2016
21,21,,,,,,,50.6271,51.5379,,53.9525,,,,,,52.0351,49.9614,,,54.4277,,44.69,,,,,,116.9836,114.7363,49.56,49.56,,,,92.9479,90.2407,49.76,49.76,,,,52.624,,94.9506,,94.9506,49.4039,47.594,16/2/2016
22,22,,,,,,,50.6265,51.5361,,,,,,,,52.0351,49.9614,,,54.3818,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,49.76,,,,,,94.9506,,94.9506,49.4055,47.6978,16/2/2016
23,23,,,,,,,50.7925,53.6576,,,,,,,,,,,,54.3878,,44.69,,,,,,116.9836,114.7363,49.56,,,,,92.9479,90.2407,49.76,,,,,,,94.9506,,94.9506,49.6924,47.6965,16/2/2016
0,0,,,,,,,52.067,,,,,,,,,,49.9614,,,54.417,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.6392,47.6494,17/2/2016
1,1,,,,,,,,,,,,,,,,,49.9614,,,54.3889,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.6557,47.6685,17/2/2016
2,2,,,,,,,,,,,,,,,,,,,,54.4273,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,,,,,,,,94.9506,,94.9506,49.6875,47.7108,17/2/2016
3,3,,,,,,,,,,,,,,,,,,,,54.4172,,44.69,,,,,,116.9836,114.7363,50.51,,,,,92.9479,90.2407,50.77,,,,,,,94.9506,,94.9506,49.8242,47.6896,17/2/2016
