,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
18,18,167.9539,167.6467,167.8528,171.052,171.9123,159.1536,159.0886,164.38,159.4946,240.915,,,,,160.323,152.278,,,191.0913,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.965,5/9/2013
19,19,167.9438,167.6541,167.7849,169.8373,171.2718,159.086,159.0348,164.3238,159.4503,240.915,,,,,160.323,152.278,,,190.0097,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.965,5/9/2013
20,20,169.0021,167.6795,167.793,169.8262,171.3151,159.1046,159.0686,163.8367,159.5124,,,,,,160.323,152.278,,,191.1516,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9381,5/9/2013
21,21,169.0761,167.7164,167.7913,173.2233,174.4702,159.1083,159.061,163.8334,159.4576,,,,,,160.323,152.278,,,196.5461,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9006,5/9/2013
22,22,178.5388,170.9229,170.9428,,,159.0806,159.0395,163.976,159.4605,,,,,,160.323,152.278,,,196.5389,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,161.574,,,66.857,66.857,148.044,156.8411,5/9/2013
23,23,,,,,,159.0635,159.1501,164.1965,159.4471,,,,,,160.323,,,,196.561,,,,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0375,156.5458,5/9/2013
0,00,,,,,,159.0812,159.0176,164.0076,159.4641,,,,,,160.323,152.278,,,196.65,,,,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0641,156.332,6/9/2013
1,01,,,,,,159.0632,159.0068,,159.4789,,,,,,160.323,152.278,,,196.7051,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.9608,6/9/2013
2,02,,,,,,159.0452,158.9945,,159.4597,,,,,,,152.278,,,196.6768,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0653,155.7789,6/9/2013
3,03,,,,,,159.0617,159.0118,,159.4613,,,,,,,152.278,,,196.6547,,,,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,156.5997,6/9/2013
4,04,,,,,,159.0506,158.991,,159.4248,,,,,,,152.278,,,196.6331,,,,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.951,6/9/2013
5,05,,,,,,159.0315,158.9813,,159.4392,,,,,,,152.278,,,196.6481,,,,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.0659,6/9/2013
6,06,,,,,,159.0526,159.0014,,159.4358,,,,,,160.323,152.278,,,196.5519,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.0528,6/9/2013
7,07,,,,,,159.0449,159.1082,163.7684,159.8523,,,,,,160.323,152.278,,,196.5094,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0528,6/9/2013
8,08,170.6683,171.7962,172.2765,,,159.0642,159.2686,164.399,159.9598,,,,,,160.323,152.278,,,196.5344,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0528,6/9/2013
9,09,167.6167,167.3103,168.6093,172.5473,176.1531,159.0659,159.3214,164.1671,160.3653,,,,,,160.323,152.278,,,196.5755,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0528,6/9/2013
10,10,167.7795,167.5803,168.8772,169.888,171.3268,159.1425,159.3514,164.3845,160.4562,,,,,,160.323,152.278,,,196.5509,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0528,6/9/2013
11,11,167.794,167.6745,168.8679,169.8312,171.2871,159.1252,159.323,164.3674,160.1538,,,,,,160.323,152.278,,,196.5941,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0528,6/9/2013
12,12,167.8845,167.7366,168.8772,169.8586,171.3189,159.1386,159.1561,164.3263,160.0474,,,,,,160.323,152.278,,,196.6864,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.7849,6/9/2013
13,13,167.8791,167.7643,168.8691,169.8626,171.2935,159.1175,159.173,164.3134,160.0429,,,,,,160.323,152.278,,,196.6921,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0844,6/9/2013
14,14,167.8429,167.6207,168.1438,169.8821,171.3062,159.1126,159.3822,164.3557,159.9958,,,,,,160.323,152.278,,,196.7048,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9133,6/9/2013
15,15,167.7651,167.6248,167.7753,169.8734,173.24,159.1486,159.4066,164.3817,160.0154,,,,,,160.323,152.278,,,196.7361,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9079,6/9/2013
16,16,,169.2616,167.8957,181.8172,185.102,159.0897,159.183,164.3668,159.9264,,,,,,160.323,152.278,,,196.7036,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.9935,6/9/2013
17,17,,,167.6825,184.5386,,159.0474,159.1824,164.3628,159.6559,,,,,,160.323,152.278,,,196.6679,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0196,6/9/2013
18,18,,169.1964,167.7057,171.4589,172.4654,159.0653,159.0963,164.3509,159.5014,,,,,,160.323,152.278,,,191.3172,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0014,6/9/2013
19,19,,167.5678,167.7146,168.7443,173.7195,159.0137,159.0503,164.3057,159.4814,,,,,,160.323,152.278,,,191.3386,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0956,6/9/2013
20,20,,172.6709,168.9157,182.9424,,159.0399,159.0157,163.5933,159.4923,,,,,,160.323,152.278,,,196.5475,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0886,6/9/2013
21,21,,,181.4842,184.5319,,159.0513,159.0306,163.8674,159.492,,,,,,160.323,152.278,,,196.3504,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.1164,6/9/2013
22,22,,,,184.5286,,159.0252,159.0224,163.7557,159.4775,,,,,,160.323,152.278,,,196.384,,,147.609,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.9048,6/9/2013
23,23,,,,184.5306,,159.0465,159.0226,163.7611,164.4783,,,,,,,152.278,,,196.378,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.0805,6/9/2013
0,00,,,,184.5266,,159.0277,159.016,,,,,,,,,152.278,,,196.4641,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3018,7/9/2013
1,01,,,,184.5104,,159.0418,159.0283,,,,,,,,,152.278,,,196.457,,,147.609,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
2,02,,,,184.518,,159.0316,159.0228,,,,,,,,,152.278,,,196.444,,,147.609,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0596,155.3099,7/9/2013
3,03,,,,184.5287,,159.028,159.0091,,,,,,,,,,,,196.3926,,,147.609,147.609,,,149.77,149.77,,,,64.199,64.199,,,,,,,66.857,66.857,148.0785,155.3099,7/9/2013
4,04,,,,184.5346,,159.028,159.0218,,,,,,,,,152.278,,,196.3657,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
5,05,,,,184.5286,,159.046,159.0413,,,,,,,,160.323,152.278,,,196.3383,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
6,06,,,,184.5272,,159.0332,159.0167,,,,,,,,160.323,152.278,,,196.3089,,,147.609,147.609,,,149.77,149.77,,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
7,07,,,,184.5237,,159.0338,159.0324,,173.789,,,,,,160.323,152.278,,,196.339,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
8,08,,,,184.5203,,159.0477,159.0603,,162.032,,,,,,,152.278,,,196.3568,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
9,09,,,,184.5297,,159.0654,159.0551,,159.4319,,,,,,160.323,152.278,,,196.3852,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3099,7/9/2013
10,10,,,,184.5293,,159.0977,159.0592,,159.4419,,,,,,160.323,152.278,,,196.4441,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3037,7/9/2013
11,11,,,,184.5192,,159.1099,159.0914,,159.6368,,,,,,160.323,152.278,,,196.459,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.2913,7/9/2013
12,12,,,,184.5283,,159.19,159.1135,,159.8901,,,,,,160.323,152.278,,,196.4999,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.2913,7/9/2013
13,13,,,,184.5257,,159.1714,159.1257,,159.8666,,,,,,160.323,152.278,,,196.5113,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.2803,7/9/2013
14,14,,,,184.5325,,159.1656,159.1406,,159.8399,,,,,,160.323,152.278,,,196.4698,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.0704,7/9/2013
15,15,,,,184.531,,159.1714,159.2125,,159.9019,,,,,,,152.278,,,196.489,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.8271,7/9/2013
16,16,,,,184.524,,159.118,159.3452,,159.93,,,,,,,152.278,,,196.4999,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.9085,7/9/2013
17,17,,,,184.5343,,158.5517,159.1346,163.7594,159.8415,,,,,,160.323,152.278,,,196.4236,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,155.0885,7/9/2013
18,18,171.3562,170.9991,169.6172,175.686,,158.404,159.1065,164.1591,159.4319,,,,,,160.323,152.278,,,196.4042,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.5017,7/9/2013
19,19,169.8258,170.1613,167.8813,184.4251,,159.117,159.096,164.3402,159.4583,,,,,,160.323,152.278,,,196.4079,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.4759,7/9/2013
20,20,,,175.4685,184.5261,,159.0809,159.0909,163.7972,160.0064,,,,,,160.323,152.278,,,196.326,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.6824,7/9/2013
21,21,,,,184.5346,,159.0884,159.0822,163.8505,163.4343,,,,,,160.323,152.278,,,196.3022,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,153.8486,7/9/2013
22,22,,,,184.532,,159.1295,159.0634,163.7598,,,,,,,160.323,152.278,,,196.2988,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.093,155.4663,7/9/2013
23,23,,,,184.5271,,159.102,159.0516,163.7595,,,,,,,160.323,,,,196.3494,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0579,155.7247,7/9/2013
0,00,,,,184.5306,,159.1309,167.2233,,,,,,,,,,,,196.365,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.0338,155.556,8/9/2013
1,01,,,,184.5332,,159.1142,,,,,,,,,160.323,,,,196.3713,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,,64.199,,,,,,,66.857,,148.0348,154.9786,8/9/2013
2,02,,,,184.5359,,159.1185,,,,,,,,,,,,,196.3863,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,,64.199,,,,,,,66.857,,148.0261,154.5926,8/9/2013
3,03,,,,184.5292,,159.1289,,,,,,,,,,,,,196.3346,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,,64.199,,,,,,,66.857,,147.9908,154.9418,8/9/2013
4,04,,,,184.5343,,159.0775,,,,,,,,,,,,,196.3152,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,147.9619,155.01,8/9/2013
5,05,,,,184.5311,,159.1069,,,,,,,,,,,,,196.1792,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.3612,155.9678,8/9/2013
6,06,,,,184.5157,,159.0476,,,,,,,,,,,,,196.3297,,,147.609,147.609,,,149.77,,162.78,162.78,,64.199,64.199,,,,,,,66.857,,149.3521,155.8868,8/9/2013
7,07,,,,184.5174,,159.0904,163.4505,,,,,,,,,,,,196.2525,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.0035,154.9308,8/9/2013
8,08,,,,184.5374,,159.1254,159.5162,,,,,,,,160.323,,,,196.2581,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.0593,154.581,8/9/2013
9,09,,,,184.539,,159.1012,159.4463,,,,,,,,160.323,,,,196.3241,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.0638,154.9846,8/9/2013
10,10,,,,,,159.1165,159.5687,,166.9652,,,,,,160.323,,,,196.3997,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,147.9413,154.9643,8/9/2013
11,11,,,,,,159.1474,159.4711,,160.1716,,,,,,160.323,,,,196.4842,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.1043,156.1914,8/9/2013
12,12,,,,,,159.1577,159.3526,,160.3388,,,,,,,,,,196.5512,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.1062,156.5776,8/9/2013
13,13,,,,,,159.1555,159.1682,,172.0052,,,,,,,,,,196.5468,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,,148.1072,155.1586,8/9/2013
14,14,,,,,,159.277,,,,,,,,,,,,,196.5217,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.1027,153.3456,8/9/2013
15,15,,,,,,159.165,,,,,,,,,,152.278,,,196.4652,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0552,153.6399,8/9/2013
16,16,,,,,,159.169,174.6135,,,,,,,,,152.278,,,196.4254,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,153.8038,8/9/2013
17,17,,,,,,159.1852,159.0188,,168.1168,,,,,,160.323,152.278,,,196.424,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,154.1023,8/9/2013
18,18,170.9017,171.4325,169.8765,172.8295,,159.1659,158.9695,163.7755,159.7837,,,,,,160.323,152.278,,,196.4146,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,154.4297,8/9/2013
19,19,168.0639,167.4773,172.5571,176.6549,,159.1977,158.9846,163.7041,159.9591,,,,,,160.323,152.278,,,196.3917,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,153.4103,8/9/2013
20,20,172.7843,170.0609,,,,159.0853,158.9654,163.4724,159.5538,,,,,,160.323,152.278,,,196.3669,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,153.6749,8/9/2013
21,21,,,,,,159.1023,158.9922,163.9886,163.4049,,,,,,160.323,152.278,,,196.316,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,161.574,,,66.857,66.857,148.0786,153.6734,8/9/2013
22,22,,,,,,159.0875,158.9937,,,,,,,,160.323,152.278,,,196.3542,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.1088,8/9/2013
23,23,,,,,,159.0877,165.9127,,,,,,,,,152.278,,,196.339,,,147.609,147.609,,,149.77,149.77,162.78,162.78,,64.199,64.199,,,,,,,66.857,66.857,148.0786,155.3597,8/9/2013
0,00,,,,,,162.0468,,,,,,,,,,153.915,,,198.484,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.7151,157.051,9/9/2013
1,01,,,,,,,,,,,,,,,,153.915,,,198.4805,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.7151,157.4369,9/9/2013
2,02,,,,,,,,,,,,,,,,153.915,,,198.4846,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.8307,156.9872,9/9/2013
3,03,,,,,,,,,,,,,,,,153.915,,,198.4738,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.6993,156.9872,9/9/2013
4,04,,,,,,,,,,,,,,,,153.915,,,198.4677,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.7151,156.9872,9/9/2013
5,05,,,,,,162.0332,174.8307,,,,,,,,,153.915,,,198.4892,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.7151,156.9872,9/9/2013
6,06,,,,,,160.7292,163.2544,,,,,,,,,153.915,,,198.4632,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.7151,156.9872,9/9/2013
7,07,,,,,,160.7513,163.2487,,168.8173,,,,,,161.952,153.915,,,198.5215,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.7151,156.0415,9/9/2013
8,08,,,,,,160.7548,162.9922,165.5151,162.0038,,,,,,161.952,153.915,,,198.5527,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.7151,154.9472,9/9/2013
9,09,173.5264,,,,,160.7358,163.4974,165.3606,162.0641,,,,,,161.952,153.915,,,198.6808,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.7151,155.3065,9/9/2013
10,10,173.5617,176.1555,177.8112,,,160.7286,164.9252,165.4058,162.0289,,,,,,161.952,153.915,,,198.7662,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.7151,155.4155,9/9/2013
11,11,,171.7236,173.8821,,,160.7513,163.4621,165.3489,162.01,,,,,,161.952,153.915,,,198.8032,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.5186,156.513,9/9/2013
12,12,,,,,,160.7546,161.1648,165.3343,162.0357,,,,,,161.952,153.915,,,198.8438,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.3013,156.8347,9/9/2013
13,13,,,,,,160.7572,161.2079,165.7626,162.1096,,,,,,161.952,153.915,,,198.8849,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.6504,156.0483,9/9/2013
14,14,,,,,,160.769,161.2113,,162.0603,,,,,,161.952,153.915,,,198.8752,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.4533,9/9/2013
15,15,,,,,,160.7564,161.2105,,162.0071,,,,,,161.952,153.915,,,198.8257,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.8276,155.9942,9/9/2013
16,16,,,,,,160.772,165.2805,,161.5295,,,,,,161.952,153.915,,,198.8148,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.659,156.9078,9/9/2013
17,17,183.6118,179.3563,185.355,,,160.7336,160.9714,165.418,161.2954,,,,,,161.952,153.915,,,198.8057,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.4586,155.7514,9/9/2013
18,18,170.6448,169.5205,171.9237,174.375,175.6943,160.7263,160.8438,165.8137,161.0515,,,,,,161.952,153.915,,,198.7577,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.3613,9/9/2013
19,19,170.8666,170.7542,171.821,171.8101,175.2521,160.7612,160.8667,166.0455,161.0469,,,,,,161.952,153.915,,,198.7204,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.7895,156.5087,9/9/2013
20,20,171.6636,169.9496,173.607,181.6023,,160.7966,160.9391,165.573,161.1033,,,,,,161.952,153.915,,,198.6471,,,,,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.693,9/9/2013
21,21,,182.3896,,,,160.7595,161.1021,165.7465,163.7454,,,,,,161.952,153.915,,,198.6149,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.2022,9/9/2013
22,22,,,,,,160.7701,164.7343,165.7652,,,,,,,161.952,153.915,,,198.6111,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,155.3112,9/9/2013
23,23,,,,,,161.526,188.3651,165.5476,,,,,,,,153.915,,,198.5267,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,155.36,9/9/2013
0,00,,,,,,,,,,,,,,,,153.915,,,198.4722,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,157.4548,10/9/2013
1,01,,,,,,,,,,,,,,,,153.915,,,198.4609,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,158.0215,10/9/2013
2,02,,,,,,,,,,,,,,,,153.915,,,198.4571,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.3906,159.4625,10/9/2013
3,03,,,,,,,,,,,,,,,,153.915,,,198.4364,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.3785,159.4908,10/9/2013
4,04,,,,,,,,,,,,,,,,153.915,,,198.4658,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,157.0802,10/9/2013
5,05,,,,,,161.2376,163.4206,,,,,,,,,153.915,,,198.4798,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,155.7067,10/9/2013
6,06,,,,,,160.7347,160.8378,,,,,,,,,153.915,,,198.5286,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.24,156.2463,10/9/2013
7,07,,,,,,160.7496,160.8694,,167.7858,,,,,,161.952,153.915,,,198.5233,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,,,,66.857,66.857,149.6478,156.4169,10/9/2013
8,08,,171.5893,,,,161.2645,160.8952,165.851,161.849,,,,,,161.952,153.915,,,198.5143,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,155.9388,10/9/2013
9,09,183.2803,169.3507,172.2696,,,161.8284,160.8941,166.0829,161.9807,,,,,,161.952,153.915,,,198.5802,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.2789,10/9/2013
10,10,170.5802,169.3686,170.5767,184.6628,,161.7926,160.8717,166.0821,161.9877,,,,,,161.952,153.915,,,198.5814,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.1827,10/9/2013
11,11,170.694,170.5225,169.9597,173.1598,,161.1496,160.8815,166.1124,161.9983,,,,,,161.952,153.915,,,198.6123,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,150.0613,156.0088,10/9/2013
12,12,177.8338,174.4593,172.0557,185.2703,,160.7032,160.919,166.1065,162.0335,,,,,,161.952,153.915,,,198.6228,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,150.1511,156.9152,10/9/2013
13,13,,,172.5156,,,160.7014,160.9508,166.108,162.0218,,,,,,161.952,153.915,,,198.6348,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,156.0132,10/9/2013
14,14,,,169.143,,,160.6607,160.9313,166.1099,162.0667,,,,,,161.952,153.915,,,198.6441,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.24,155.802,10/9/2013
15,15,,,169.2604,,,160.6369,160.8942,166.107,162.0962,,,,,,161.952,153.915,,,198.5554,,,138.6,138.6,,,149.24,149.24,149.24,149.24,,64.199,64.199,,,,163.314,,,66.857,66.857,149.2558,155.2211,10/9/2013
