,HORA,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,CEN,EEC20,PCHN,PNI1,PNI2,GSR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
21,21,,,,,,182.0136,183.6773,,191.8297,,,,,183.988,176.711,,229.3271,242.1247,,50,33.151,171.854,171.854,181.654,181.654,63.371,63.371,,,,,,,61.885,61.885,171.854,177.1011,1/4/2012
22,22,,,,,,182.0128,190.5252,,,,,,,183.988,176.711,,229.3055,242.1247,,50,33.151,,,181.654,181.654,63.371,63.371,,,,,,,61.885,61.885,172.7013,177.6099,1/4/2012
23,23,,,,,,183.5832,,,,,,,,183.988,176.711,,229.2991,242.1586,,50,33.151,171.854,171.854,181.654,181.654,63.371,63.371,,,,,,,61.885,61.885,171.8738,177.1725,1/4/2012
0,00,,,,,,,,,,,,,,,176.294,,229.0493,241.6086,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7601,2/4/2012
1,01,,,,,,,,,,,,,,,176.294,,229.0774,241.6984,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,177.6789,2/4/2012
2,02,,,,,,,,,,,,,,,176.294,,228.9824,241.7385,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4415,177.2235,2/4/2012
3,03,,,,,,,,,,,,,,,176.294,,228.9899,241.6895,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7524,2/4/2012
4,04,,,,,,,,,,,,,,,176.294,,228.9899,241.6845,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7524,2/4/2012
5,05,,,,,,184.8617,,,,,,,,,176.294,,228.9899,241.7524,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6708,2/4/2012
6,06,,,,,,181.4891,,,,,,,,,176.294,,228.9899,241.6414,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7331,2/4/2012
7,07,,,,,,181.4886,,,188.1479,,,,,183.573,176.294,,228.9899,241.4683,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7349,2/4/2012
8,08,,,,,,181.4861,187.3576,,184.3954,,,,,183.573,176.294,,228.9899,241.4683,,50,33.151,,,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7214,2/4/2012
9,09,,196.9502,,,,181.4684,183.6122,,184.3972,,,,,183.573,176.294,,228.971,241.5926,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.4441,2/4/2012
10,10,,196.8491,,,,181.4812,183.7083,,184.4799,,,,,183.573,176.294,,228.8987,241.4208,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6588,2/4/2012
11,11,,,,,,181.6463,183.7848,,184.5682,,,,,183.573,176.294,,228.9056,241.4293,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6465,2/4/2012
12,12,,,,,,181.7455,183.8607,,184.5642,,,,,183.573,176.294,,228.9529,241.4293,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6465,2/4/2012
13,13,,194.5808,,,,181.828,183.7311,,184.6388,,,,,183.573,176.294,,229.0209,241.508,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6465,2/4/2012
14,14,,192.5566,,,,181.8086,183.7936,,184.6125,,,,,183.573,176.294,,229.0648,241.5724,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6465,2/4/2012
15,15,200.7289,192.5652,,,,182.257,183.8034,,184.5147,,,,,183.573,176.294,,229.0877,241.5444,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6465,2/4/2012
16,16,196.5307,192.575,,195.499,,181.8136,184.104,,184.5058,,,,,183.573,176.294,,229.0331,241.3382,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6677,2/4/2012
17,17,,192.5405,,193.4285,,181.7998,184.084,,184.5061,,,,,183.573,176.294,,229.047,241.2549,,50,33.151,171.432,171.432,,,63.371,63.371,,,,187.305,,,61.885,61.885,172.2296,177.3107,2/4/2012
18,18,196.9482,192.5676,195.1134,193.4326,,181.7061,183.979,,184.4406,,,,,183.573,176.294,,228.6995,241.2211,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.4411,176.6426,2/4/2012
19,19,194.1723,192.5561,192.9306,193.4238,,181.5433,183.8612,,184.2443,,,,,183.573,176.294,,228.7665,241.2211,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6824,2/4/2012
20,20,196.8023,192.5716,192.9476,193.4464,,181.5733,183.9003,,184.2848,,,,,183.573,176.294,,229.0648,241.2211,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6831,2/4/2012
21,21,,194.5591,201.1783,197.5635,,181.588,183.9333,,184.417,,,,,183.573,176.294,,229.0648,241.2211,,50,33.151,171.432,171.432,,,63.371,63.371,,,,187.305,,,61.885,61.885,171.4392,176.6831,2/4/2012
22,22,,210.6374,,,,181.572,183.9157,,185.3625,,,,,183.573,176.294,,229.0648,241.2211,,50,33.151,171.432,171.432,,,63.371,63.371,,,,187.305,,,61.885,61.885,171.6386,176.9789,2/4/2012
23,23,,,,,,181.5626,183.9059,,195.9504,,,,,183.573,,,229.0648,241.2211,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4689,176.8932,2/4/2012
0,00,,,,,,181.565,198.211,,,,,,,183.573,,,229.0648,241.2538,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4714,176.7293,3/4/2012
1,01,,,,,,181.5535,,,,,,,,183.573,,,229.0671,241.518,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4629,176.7293,3/4/2012
2,02,,,,,,181.5757,,,,,,,,183.573,,,229.0367,241.2986,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4503,176.7293,3/4/2012
3,03,,,,,,181.5397,,,,,,,,183.573,,,229.0367,241.2818,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.445,176.7293,3/4/2012
4,04,,,,,,181.468,195.2829,,,,,,,183.573,,,229.0367,241.6763,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4666,176.7293,3/4/2012
5,05,,,,,,181.4785,183.8459,,,,,,,183.573,176.294,,229.1262,241.6364,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.5575,176.8348,3/4/2012
6,06,,,,,,181.4298,183.8498,,,,,,,183.573,176.294,,229.0367,241.6114,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.6789,177.6876,3/4/2012
7,07,,,,,,181.9182,183.8601,,,,,,,183.573,176.294,,229.0671,241.5529,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.4399,176.8822,3/4/2012
8,08,,,,,,182.1387,183.886,,187.1328,,,,,183.573,176.294,,229.0929,241.1782,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.4413,176.6908,3/4/2012
9,09,,,,,,181.7961,183.9778,,184.8955,,,,,183.573,176.294,,228.986,241.104,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.4399,176.6908,3/4/2012
10,10,,205.1474,,,,181.3946,184.2159,,184.7392,,,,,183.573,176.294,,229.0294,241.6388,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.4404,176.6908,3/4/2012
11,11,,193.6779,,,,181.5797,184.3922,,184.4437,,,,,183.573,176.294,,228.8983,241.8619,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.4429,176.6813,3/4/2012
12,12,,192.6125,,,,181.6708,184.2026,,184.663,,,,,183.573,176.294,,228.882,241.9267,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6546,3/4/2012
13,13,,193.2586,,,,182.0278,184.0505,,184.3409,,,,,183.573,176.294,,228.8588,241.8326,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6523,3/4/2012
14,14,,192.6101,196.1356,,,181.8152,184.1858,,184.3412,,,,,183.573,176.294,,228.8588,241.8326,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6523,3/4/2012
15,15,,192.7014,193.0516,,,181.5824,184.5397,,184.6064,,,,,183.573,176.294,,228.8588,241.8326,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6454,3/4/2012
16,16,,198.2415,195.4411,,,181.5552,184.5794,,184.6419,,,,,183.573,176.294,,228.8753,241.8326,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,187.305,,,61.885,61.885,172.4861,177.6829,3/4/2012
17,17,,,,,,181.5685,184.1013,,194.1327,,,,,183.573,176.294,,228.8953,241.786,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4661,176.6957,3/4/2012
18,18,,196.1404,,,,181.4643,183.9358,184.9593,185.7992,,,,,183.573,176.294,,228.9126,241.6505,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6696,3/4/2012
19,19,,193.0721,,,,181.4492,183.8834,184.2464,184.3272,,,,,183.573,176.294,,228.9056,241.6505,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.4397,176.6696,3/4/2012
20,20,,207.1709,,,,181.4459,183.9052,186.0047,184.2833,,,,,183.573,176.294,,228.9056,241.6505,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6696,3/4/2012
21,21,,,,,,181.448,183.9129,,191.0477,,,,,183.573,176.294,,228.9056,241.6505,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.4482,176.6696,3/4/2012
22,22,,,,,,181.4357,183.895,,,,,,,183.573,176.294,,229.1131,241.955,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.6053,177.9286,3/4/2012
23,23,,,,,,181.4501,183.9013,,,,,,,183.573,,,229.52,242.1189,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.5007,176.671,3/4/2012
0,00,,,,,,181.4205,190.9098,,,,,,,183.573,176.294,,229.2596,241.7214,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.6484,176.6908,4/4/2012
1,01,,,,,,181.4301,,,,,,,,183.573,176.294,,228.8511,241.6953,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6908,4/4/2012
2,02,,,,,,181.4512,,,,,,,,183.573,176.294,,228.6872,241.5541,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,179.0179,4/4/2012
3,03,,,,,,181.427,,,,,,,,183.573,176.294,,228.855,241.6602,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,180.2843,4/4/2012
4,04,,,,,,181.4139,,,,,,,,183.573,176.294,,228.9337,241.9617,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,180.2892,4/4/2012
5,05,,,,,,181.4249,,,,,,,,183.573,176.294,,228.8112,241.9107,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,178.6409,4/4/2012
6,06,,,,,,181.4221,,,,,,,,183.573,176.294,,228.8001,241.0249,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.4575,177.6567,4/4/2012
7,07,,,,,,181.4351,207.8398,,,,,,,183.573,176.294,,228.7745,241.7927,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6812,4/4/2012
8,08,,,,,,181.4376,185.6446,,,,,,,183.573,176.294,,228.7745,241.9107,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6812,4/4/2012
9,09,,,,,,181.4559,185.301,,,,,,,183.573,176.294,,228.9506,241.9107,,50,33.151,171.432,171.432,177.89,177.89,,63.371,,,,,,,61.885,61.885,171.439,176.6812,4/4/2012
10,10,,,,,,181.4943,185.361,,195.7642,,,,,183.573,176.294,,229.1401,241.8912,,50,33.151,171.432,171.432,177.89,177.89,,63.371,,,,,,,61.885,61.885,171.439,176.6812,4/4/2012
11,11,,,,,,181.5169,186.9872,,185.2478,,,,,183.573,176.294,,229.1959,241.9107,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.4551,176.6812,4/4/2012
12,12,,,,,,181.5656,187.3367,,187.917,,,,,183.573,176.294,,229.1959,241.9107,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.4782,176.6812,4/4/2012
13,13,,,,,,181.5775,187.5354,,199.4277,,,,,183.573,176.294,,229.2139,241.8326,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.5939,4/4/2012
14,14,,,,,,182.2301,185.9011,,200.758,,,,,183.573,176.294,,229.0929,241.3018,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.5722,4/4/2012
15,15,,,,,,181.7458,185.3383,,200.758,,,,,183.573,176.294,,229.0929,241.2966,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,178.1655,4/4/2012
16,16,,,,,,181.5902,198.6181,,,,,,,183.573,176.294,,229.0621,241.6671,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.7319,177.4584,4/4/2012
17,17,,,,,,181.5751,215.623,,190.8224,,,,,183.573,176.294,,229.1678,241.8439,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.6475,176.6716,4/4/2012
18,18,,,,,,181.5319,187.0436,185.4274,184.6692,,,,,183.573,176.294,,229.0095,242.223,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6716,4/4/2012
19,19,,,,,,181.4329,183.5434,186.1554,184.3305,,,,,183.573,176.294,,229.1678,242.223,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6872,4/4/2012
20,20,,,,,,181.4717,186.5808,,190.2379,,,,,183.573,176.294,,229.1678,242.2074,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.664,4/4/2012
21,21,,,,,,181.437,211.2013,,,,,,,183.573,176.294,,229.1678,241.1821,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.6919,176.6677,4/4/2012
22,22,,,,,,182.1978,,,,,,,,,176.294,,229.1678,241.1821,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.9251,176.6677,4/4/2012
23,23,,,,,,186.9356,,,,,,,,,176.294,,229.1678,241.1821,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,4/4/2012
0,00,,,,,,,,,,,,,,,176.294,,229.1678,241.5691,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,5/4/2012
1,01,,,,,,,,,,,,,,183.573,176.294,,229.1678,241.6943,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,5/4/2012
2,02,,,,,,,,,,,,,,183.573,176.294,,229.111,241.3577,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,5/4/2012
3,03,,,,,,,,,,,,,,183.573,176.294,,229.0929,241.5509,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,5/4/2012
4,04,,,,,,,,,,,,,,,176.294,,229.0929,241.4085,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,5/4/2012
5,05,,,,,,,,,,,,,,,176.294,,229.0929,241.2211,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6677,5/4/2012
6,06,,,,,,,,,,,,,,,176.294,,229.0929,241.2211,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,172.5955,177.9876,5/4/2012
7,07,,,,,,,,,,,,,,,176.294,,229.0929,241.2211,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,172.7482,178.0705,5/4/2012
8,08,,,,,,,,,,,,,,,176.294,,229.0929,241.2523,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,172.7725,177.0292,5/4/2012
9,09,,,,,,,,186.359,,,,,,,176.294,,229.0342,241.3853,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,172.7444,176.6757,5/4/2012
10,10,,,,,,,,,,,,,,,176.294,,228.8494,241.2289,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,172.7711,176.6658,5/4/2012
11,11,,,,,,,,,,,,,,,176.294,,229.0724,241.1762,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,172.7334,176.6658,5/4/2012
12,12,,,,,,,,,,,,,,,176.294,,229.093,241.3423,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.6667,176.6658,5/4/2012
13,13,,,,,,,,,,,,,,,176.294,,228.822,241.1231,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6658,5/4/2012
14,14,,,,,,,,,,,,,,,176.294,,228.915,241.1443,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6658,5/4/2012
15,15,,,,,,182.3381,,,,,,,,183.573,176.294,,229.0623,241.2209,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7759,5/4/2012
16,16,,,,,,181.401,,,,,,,,183.573,176.294,,229.04,241.104,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,,,171.439,177.5354,5/4/2012
17,17,,,,,,181.3913,,,,,,,,183.573,176.294,,229.0467,241.104,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,5/4/2012
18,18,,,,,,181.3911,186.0174,,186.0986,,,,,183.573,176.294,,229.0929,241.1615,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6966,5/4/2012
19,19,,,,,,181.3803,183.1841,,184.3327,,,,,183.573,176.294,,229.0896,241.3187,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6966,5/4/2012
20,20,,,,,,181.4153,183.2184,,184.3234,,,,,183.573,176.294,,229.0648,241.3725,,,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,187.305,,,61.885,61.885,171.439,176.6966,5/4/2012
21,21,,,,,,181.3867,183.187,,188.2382,,,,,183.573,176.294,,229.1202,241.4336,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,5/4/2012
22,22,,,,,,181.407,183.2283,,,,,,,183.573,176.294,,229.1678,241.4293,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,5/4/2012
23,23,,,,,,181.4046,188.0045,,,,,,,183.573,176.294,,229.1678,241.5086,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,5/4/2012
0,00,,,,,,182.9059,,,,,,,,,176.294,,229.179,241.5073,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,6/4/2012
1,01,,,,,,,,,,,,,,,176.294,,229.1726,241.5073,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,6/4/2012
2,02,,,,,,,,,,,,,,,176.294,,229.1117,241.3631,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,6/4/2012
3,03,,,,,,,,,,,,,,,176.294,,229.1117,241.4683,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,6/4/2012
4,04,,,,,,,,,,,,,,,176.294,,229.1117,241.6804,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,6/4/2012
5,05,,,,,,,,,,,,,,,176.294,,229.1117,241.6752,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6966,6/4/2012
6,06,,,,,,,,,,,,,,,176.294,,229.1117,241.6505,,50,33.151,171.432,171.432,,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6809,6/4/2012
7,07,,,,,,,,,,,,,,,176.294,,228.9985,241.459,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7944,6/4/2012
8,08,,,,,,,,,,,,,,,176.294,,228.9243,241.3128,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.4394,178.535,6/4/2012
9,09,,,,,,,,,,,,,,,176.294,,228.7239,241.3247,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.7988,6/4/2012
10,10,,,,,,,,,,,,,,,176.294,,228.8051,241.2107,,50,33.151,171.432,171.432,177.89,,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6908,6/4/2012
11,11,,,,,,,,,,,,,,,176.294,,228.7745,241.76,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.6908,6/4/2012
12,12,,,,,,,,,,,,,,,176.294,,228.7745,241.6895,,50,33.151,171.432,171.432,177.89,177.89,63.371,63.371,,,,,,,61.885,61.885,171.439,176.803,6/4/2012
