,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,,,,,164.077,,,,,,,,,,184.95,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,139.0385,,1/4/2014
1,01,,,,,,,,,,164.077,,,,,,,,,,184.9086,,,,,50,33.8242,133.66,,,,,65.006,65.006,,,,,,67.701,,67.701,139.5146,,1/4/2014
2,02,,,,,,,,,,164.077,,,,,,,,,,184.9428,,,,,50,33.8242,133.66,,,,,65.006,65.006,,,,,,67.701,,67.701,139.8182,,1/4/2014
3,03,,,,,,,,,,164.077,,,,,,,,,,184.9458,,,,,50,33.8242,133.66,,,,,65.006,65.006,,,,,,67.701,,67.701,139.787,,1/4/2014
4,04,,,,,,,,,,164.077,,,,,,,,,,184.9359,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,138.9235,150.1908,1/4/2014
5,05,,,,,,,,,,164.077,,,,,,,143.394,,,184.9485,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,139.0885,146.0726,1/4/2014
6,06,,,,,,,152.3582,,,164.077,,,,,,150.424,143.394,,,184.9583,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,138.8863,144.4362,1/4/2014
7,07,,,,,,,148.5696,163.1779,,164.077,,,,,,150.424,,,,185.0378,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,138.885,144.6815,1/4/2014
8,08,,,,,,,148.7245,150.2295,,164.077,,,,,,150.424,,,,185.0427,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,138.885,144.4756,1/4/2014
9,09,,,,,,,149.0466,150.0392,,164.077,,,,,,150.424,,,,185.0718,,,,,50,33.8242,133.66,133.66,,,,65.006,65.006,,,,,,67.701,,67.701,138.8854,144.4067,1/4/2014
