,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,,51.7904,,,,,,,,,52.421,50.5811,,,55.3801,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.552,48.95,1/1/2016
1,01,,,,,,,52.5596,,,,,,,,,,50.5811,,,55.3642,,,,,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.9371,49.0468,1/1/2016
2,02,,,,,,,,,,,,,,,,,,,,55.3599,,,,,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.8228,49.1207,1/1/2016
3,03,,,,,,,,,,,,,,,,,,,,55.3563,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,51.6912,49.0878,1/1/2016
4,04,,,,,,,,,,,,,,,,,,,,55.3667,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,,49.0436,1/1/2016
5,05,,,,,,,,,,,,,,,,,,,,55.3634,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,48.985,1/1/2016
6,06,,,,,,,,,,,,,,,,,,,,55.3674,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,49.0698,1/1/2016
7,07,,,,,,,,,,,,,,,,,,,,55.3725,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,48.9557,1/1/2016
8,08,,,,,,,,,,,,,,,,,,,,55.3724,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,48.9168,1/1/2016
9,09,,,,,,,,,,,,,,,,,,,,55.3829,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,52.0645,48.9437,1/1/2016
10,10,,,,,,,,,,,,,,,,,,,,55.3656,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,54.3125,49.0236,1/1/2016
11,11,,,,,,,,,,,,,,,,,,,,55.3851,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,54.8297,49.0791,1/1/2016
12,12,,,,,,,,,,,,,,,,,,,,55.3818,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,54.8054,48.9949,1/1/2016
13,13,,,,,,,,,,,,,,,,,,,,55.3822,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,54.7288,48.9349,1/1/2016
14,14,,,,,,,,,,,,,,,,,,,,55.3775,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,54.7678,49.0113,1/1/2016
15,15,,,,,,,,,,,,,,,,,,,,55.3825,,,,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,55.1146,48.9998,1/1/2016
16,16,,,,,,,,,,,,,,,,,,,,55.4094,,,,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,48.9746,1/1/2016
17,17,,,,,,,52.3816,56.9503,,,,,,,,52.421,50.5811,,,55.3607,,,,50.445,,,116.9836,114.7363,50.581,,,52.75,,90.2407,87.6123,,,,,,,,92.185,,92.185,52.0924,48.9118,1/1/2016
18,18,,,,,,,51.4739,52.3016,,,,,,,,52.421,50.5811,,,55.356,,,,50.445,,,116.9836,114.7363,50.581,,,52.75,,90.2407,87.6123,,50.445,,,,53.447,52.498,92.185,,92.185,50.459,48.9562,1/1/2016
19,19,,,,,,,51.3824,52.2939,,,,,,,,52.421,50.5811,,,55.3497,,,,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,50.448,48.9807,1/1/2016
20,20,,,,,,,51.377,52.2557,,,,,,,,52.421,50.5811,,,55.3603,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,50.4742,49.0352,1/1/2016
21,21,,,,,,,51.9616,55.5417,,,,,,,,52.421,50.5811,,,55.3416,,,,50.445,,40,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,50.5093,49.087,1/1/2016
22,22,,,,,,,,,,,,,,,,52.421,50.5811,,,55.3847,,,,50.445,,,116.9836,114.7363,,50.581,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,50.831,49.0803,1/1/2016
23,23,,,,,,,,,,,,,,,,,,,,55.3429,,,,50.445,,,116.9836,114.7363,,50.581,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,50.7345,49.1298,1/1/2016
0,00,,,,,,,,,,,,,,,,,,,,55.3178,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,50.445,,,,,,92.185,,92.185,50.7405,49.1342,2/1/2016
1,01,,,,,,,,,,,,,,,,,,,,55.3509,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,51.0353,49.1212,2/1/2016
2,02,,,,,,,,,,,,,,,,,,,,55.3815,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,58.2492,49.0046,2/1/2016
3,03,,,,,,,,,,,,,,,,,,,,55.396,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,49.0271,2/1/2016
4,04,,,,,,,,,,,,,,,,,,,,55.3817,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,,48.9581,2/1/2016
5,05,,,,,,,,,,,,,,,,,,,,55.3482,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,51.3526,48.9593,2/1/2016
6,06,,,,,,,,,,,,,,,,,,,,55.3621,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.7296,49.0482,2/1/2016
7,07,,,,,,,,,,,,,,,,,,,,55.4158,,,,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.8305,48.9468,2/1/2016
8,08,,,,,,,,,,,,,,,,,,,,55.4342,,,50.445,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.9442,48.9132,2/1/2016
9,09,,,,,,,,,,,,,,,,,,,,55.373,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.8215,48.909,2/1/2016
10,10,,,,,,,,,,,,,,,,,,,,55.3653,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4803,48.9402,2/1/2016
11,11,,,,,,,,,,,,,,,,,50.5811,,,55.3773,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.463,48.9206,2/1/2016
12,12,,,,,,,,,,,,,,,,,50.5811,,,55.3726,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4804,48.9477,2/1/2016
13,13,,,,,,,,,,,,,,,,,50.5811,,,55.3719,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4629,48.9312,2/1/2016
14,14,,,,,,,,,,,,,,,,,50.5811,,,55.3721,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.736,48.966,2/1/2016
15,15,,,,,,,,,,,,,,,,,50.5811,,,55.3843,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.8333,49.0833,2/1/2016
16,16,,,,,,,,,,,,,,,,,,,,55.3791,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.9521,49.1445,2/1/2016
17,17,,,,,,,52.863,60.064,,,,,,,,52.421,50.5811,,,55.3837,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,52.75,52.75,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.8406,49.1007,2/1/2016
18,18,,,,,,,51.4675,52.7637,,,,,,,,52.421,50.5811,,,55.379,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,52.75,52.75,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4324,48.9365,2/1/2016
19,19,,,,,,,51.3919,52.2774,,,,,,,,52.421,50.5811,,,55.3679,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,52.75,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4315,48.9001,2/1/2016
20,20,,,,,,,51.3928,52.2759,,,,,,,,52.421,50.5811,,,55.3879,,,50.445,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4472,48.9339,2/1/2016
21,21,,,,,,,51.4995,53.5988,,,,,,,,52.421,50.5811,,,55.3935,,,50.445,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4728,48.9883,2/1/2016
22,22,,,,,,,52.6259,,,,,,,,,52.421,50.5811,,,55.3564,,,50.445,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,,,,,,,92.185,,92.185,50.4315,48.9466,2/1/2016
23,23,,,,,,,,,,,,,,,,,,,,55.3388,,,50.445,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,,,,,,,92.185,,92.185,50.4723,49.0341,2/1/2016
0,00,,,,,,,,,,,,,,,,,,,,55.3806,,,50.445,50.445,,,116.9836,114.7363,,,,,,90.2407,87.6123,50.445,,,,,,,92.185,,92.185,50.647,49.022,3/1/2016
1,01,,,,,,,,,,,,,,,,,,,,55.381,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,50.445,,,,,,,92.185,,92.185,50.6508,49.0793,3/1/2016
2,02,,,,,,,,,,,,,,,,,,,,55.369,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.5371,49.014,3/1/2016
3,03,,,,,,,,,,,,,,,,,,,,55.3997,,,,,,,116.9836,114.7363,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.506,49.0675,3/1/2016
4,04,,,,,,,,,,,,,,,,,50.5811,,,55.3621,,,,,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,50.4528,48.9217,3/1/2016
5,05,,,,,,,52.863,,,,,,,,,,50.5811,,,55.3399,,,,,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4315,49.0673,3/1/2016
6,06,,,,,,,51.9625,,,,,,,,,,50.5811,,,55.3704,,,,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.483,49.1119,3/1/2016
7,07,,,,,,,,,,,,,,,,,50.5811,,,55.3391,,,,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.5876,49.1057,3/1/2016
8,08,,,,,,,,,,,,,,,,,50.5811,,,55.336,,,,50.445,,,116.9836,114.7363,50.581,,,,,90.2407,87.6123,50.445,,,,,,,92.185,,92.185,50.4917,48.9252,3/1/2016
9,09,,,,,,,,,,,,,,,,,50.5811,,,55.3702,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4581,48.9334,3/1/2016
10,10,,,,,,,,57.1034,,,,,,,,,50.5811,,,55.4146,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4505,48.9191,3/1/2016
11,11,,,,,,,52.2082,52.3686,,,,,,,,,50.5811,,,55.4346,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4392,48.9209,3/1/2016
12,12,,,,,,,51.4081,52.2971,,,,,,,,52.421,50.5811,,,55.3557,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4315,49.0801,3/1/2016
13,13,,,,,,,51.4338,52.3083,,,,,,,,52.421,50.5811,,,55.3623,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4332,48.9819,3/1/2016
14,14,,,,,,,51.4291,52.3536,,,,,,,,52.421,50.5811,,,55.374,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4602,48.9452,3/1/2016
15,15,,,,,,,51.428,52.3828,,,,,,,,52.421,50.5811,,,55.3867,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.5935,49.0397,3/1/2016
16,16,,,,,,,51.4271,52.3783,,,,,,,,52.421,50.5811,,,55.4183,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.7758,49.1427,3/1/2016
17,17,,,,,,,51.4323,52.3665,,,,,,,,52.421,50.5811,,,55.405,,,,50.445,,,116.9836,114.7363,50.581,50.581,52.75,52.75,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.6559,49.0801,3/1/2016
18,18,,,,,,,51.433,52.3437,,,,,,,,52.421,50.5811,,,55.349,,,,50.445,,,116.9836,114.7363,50.581,50.581,52.75,52.75,,90.2407,87.6123,50.445,50.445,,,,53.447,52.498,92.185,,92.185,50.468,48.9451,3/1/2016
19,19,,,,,,,51.4347,52.2817,,,,,,,,52.421,50.5811,,,55.3559,,,,50.445,,,116.9836,114.7363,50.581,50.581,52.75,52.75,,90.2407,87.6123,50.445,50.445,,,,53.447,52.498,92.185,,92.185,50.4895,48.989,3/1/2016
20,20,,,,,,,51.4339,52.247,,,,,,,,52.421,50.5811,,,55.3495,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,53.447,52.498,92.185,,92.185,50.5032,49.0165,3/1/2016
21,21,,,,,,,51.4281,52.6028,,,,,,,,52.421,50.5811,,,55.3558,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.5214,48.9845,3/1/2016
22,22,,,,,,,51.8942,59.0181,,,,,,,,52.421,50.5811,,,55.3601,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.5674,48.9648,3/1/2016
23,23,,,,,,,,,,,,,,,,,50.5811,,,55.3494,,,,50.445,,,116.9836,114.7363,50.581,50.581,,,,90.2407,87.6123,50.445,50.445,,,,,,92.185,,92.185,50.4315,49.031,3/1/2016
0,00,,,,,,,52.7307,56.2671,,,,,,,,,51.4376,,,56.4959,,,,51.438,,,116.9836,114.7363,,,,,,90.2407,87.6123,50.55,50.55,,,,,53.4,92.185,,92.185,51.3273,49.7672,4/1/2016
