,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
10,10,,,,,,,122.8349,136.0176,,,,194.621,,,,123.9021,122.4335,,,149.7925,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,117.6861,118.205,1/11/2014
11,11,,,,,,,122.6902,123.914,,,,,,,,123.9021,122.4335,,,149.8574,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,117.6861,118.2738,1/11/2014
12,12,,,,,,,122.7076,123.8626,,,,,,,,123.9021,122.4335,,,149.8706,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,117.6861,118.5449,1/11/2014
13,13,,,,,,,122.7193,123.8228,,,,,,,,123.9021,122.4335,,,149.8375,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,128.159,89.5,,89.5,117.6861,118.3837,1/11/2014
14,14,,,,,,,122.6473,123.7893,,134.93,,,,,,123.9021,122.4335,,,149.8562,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,128.159,89.5,,89.5,117.6861,118.834,1/11/2014
15,15,,,,,,,122.6337,123.7472,,134.93,,,,,,123.9021,122.4335,,,149.8165,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,117.6861,118.5788,1/11/2014
16,16,,,,,,,122.9384,125.4052,,134.93,,,,,,123.9021,122.4335,,,149.8562,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.4466,118.7853,1/11/2014
17,17,,141.2673,138.8631,137.2377,,,123.172,126.5614,127.8013,129.8845,194.621,194.621,,,,123.9021,122.4335,,,149.747,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,129.799,128.159,89.5,,89.5,118.1793,118.2708,1/11/2014
18,18,,142.6282,133.412,137.1645,,,122.2192,123.4701,127.0217,124.1621,,,,,,123.9021,122.4335,,,149.7438,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,129.799,128.159,89.5,,89.5,119.2971,118.7995,1/11/2014
19,19,,,,,,,122.2133,123.4148,127.7268,127.4946,,,,,,123.9021,122.4335,,,149.7245,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.2011,118.536,1/11/2014
20,20,,,,,,,122.213,126.1499,,,,,,,,123.9021,122.4335,,,149.8146,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.3763,118.834,1/11/2014
21,21,,,,,,,123.4579,144.5289,,,,,,,,123.9021,122.4335,,,149.9018,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.0769,118.7482,1/11/2014
22,22,,,,,,,,,,,,,,,,123.9021,,,,149.9406,,,104.25,104.25,97.02,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,119.2607,118.8848,1/11/2014
23,23,,,,,,,,,,,,,,,,,,,,149.9932,,,104.25,104.25,115,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,120.8925,1/11/2014
0,0,,,,,,,,,,,,,,,,,,,,149.8381,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,121.223,2/11/2014
1,1,,,,,,,,,,,,,,,,,,,,149.7772,,,,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,122.8231,2/11/2014
2,2,,,,,,,,,,,,,,,,,,,,149.7951,,,,104.25,116,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,122.2658,2/11/2014
3,3,,,,,,,,,,,,,,,,,,,,149.7987,,,,104.25,116,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,120.6988,2/11/2014
4,4,,,,,,,,,,,,,,,,,,,,149.7724,,,,104.25,116,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,121.048,2/11/2014
5,5,,,,,,,,,,,,,,,,,,,,149.7787,,,,104.25,116,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,122.8437,2/11/2014
6,6,,,,,,,,,,,,,,,,,,,,149.7612,,,,,116,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,122.5954,2/11/2014
7,7,,,,,,,,,,,,,,,,,,,,149.7317,,,,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,119.7705,2/11/2014
8,8,,,,,,,,,,,,,,,,,,,,149.7251,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,125.0069,119.6511,2/11/2014
9,9,,,,,,,,,,,,,,,,,,,,149.792,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,122.3422,120.6298,2/11/2014
10,10,,,,,,,,,,,,,,,,,,,,149.7944,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,142.6932,119.5421,2/11/2014
11,11,,,,,,,,,,,,,,,,,,,,149.8443,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,120.0197,119.7806,2/11/2014
12,12,,,,,,,,,,,,,,,,,,,,149.8194,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,124.3417,119.2721,2/11/2014
13,13,,,,,,,,,,,,,,,,,,,,149.8939,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,120.6118,2/11/2014
14,14,,,,,,,,,,,,,,,,,,,,149.9179,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,120.5821,2/11/2014
15,15,,,,,,,,,,,,,,,,,,,,149.996,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,120.8666,2/11/2014
16,16,,,,,,,,,,,,,,,,,,,,149.9412,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,,122.5484,2/11/2014
17,17,,,,,,,123.9556,128.5475,,134.6691,,,,,,123.9021,122.4335,,,149.8197,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,121.5716,119.3281,2/11/2014
18,18,,,,,,,122.2306,123.4582,,133.8017,,,,,,123.9021,122.4335,,,149.8092,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,117.7876,118.8144,2/11/2014
19,19,,,,,,,122.2265,123.4117,,,,,,,,123.9021,122.4335,,,149.8165,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.1761,118.5267,2/11/2014
20,20,,,,,,,123.5926,129.4932,,,,,,,,123.9021,122.4335,,,149.8336,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.4074,118.6344,2/11/2014
21,21,,,,,,,,,,,,,,,,123.9021,,,,149.8907,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.264,120.5783,2/11/2014
22,22,,,,,,,,,,,,,,,,123.9021,,,,149.8752,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,118.1366,119.555,2/11/2014
23,23,,,,,,,,,,,,,,,,,,,,149.8104,,,104.25,104.25,,,,,102.81,102.81,102.81,102.81,,85.0605,82.583,,,,,,89.5,,89.5,121.1202,119.4043,2/11/2014
0,0,,,,,,,,,,,,,,,,,,,,149.9121,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,122.9209,3/11/2014
1,1,,,,,,,,,,,,,,,,,,,,149.8738,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,3/11/2014
2,2,,,,,,,,,,,,,,,,,,,,149.8798,,,,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,3/11/2014
3,3,,,,,,,,,,,,,,,,,,,,149.8983,,,,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,3/11/2014
4,4,,,,,,,,,,,,,,,,,,,,149.9379,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,3/11/2014
5,5,,,,,,,,,,,,,,,,,,,,149.9303,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,122.6389,3/11/2014
6,6,,,,,,,,,,,,,,,,,,,,149.9053,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,120.5768,3/11/2014
7,7,,,,,,,,,,,,,,,,,,,,149.9068,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,122.9959,118.6317,3/11/2014
8,8,,,,,,,123.0178,,,,,,,,,123.946,122.477,,,149.8861,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.1557,118.3888,3/11/2014
9,9,,,,,,,122.194,,,,,,,,,123.946,122.477,,,149.9651,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.0972,118.7638,3/11/2014
10,10,,,,,,,122.2266,,,,,,,,,123.946,122.477,,,149.9401,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.73,118.6158,3/11/2014
11,11,,,,,,,122.2221,,,,,,,,,123.946,122.477,,,149.9393,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.0316,118.4566,3/11/2014
12,12,,,,,,,122.2377,,,,,,,,,123.946,122.477,,,149.9586,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.7319,118.8054,3/11/2014
13,13,,,,,,,122.2529,,,,,,,,,123.946,122.477,,,149.9512,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.73,118.4105,3/11/2014
14,14,,,,,,,122.2611,,,,,,,,,123.946,122.477,,,149.9362,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.8161,118.3035,3/11/2014
15,15,,,,,,,122.2604,,,,,,,,,123.946,122.477,,,149.9902,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.73,118.7019,3/11/2014
16,16,,,,,,,122.2654,,,,,,,,,123.946,122.477,,,149.9693,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.73,118.3789,3/11/2014
17,17,,,,,,,122.278,128.3138,127.7939,131.1971,,,,,,123.946,122.477,,,149.9849,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,128.205,89.5,,89.5,118.0121,118.4489,3/11/2014
18,18,,,,,,,122.2745,123.8433,127.6452,127.7226,,,,,,123.946,122.477,,,149.9784,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,128.205,89.5,,89.5,118.2376,118.7129,3/11/2014
19,19,,,,,,,122.258,124.8104,,,,,,,,123.946,122.477,,,149.9371,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.8158,118.8228,3/11/2014
20,20,,,,,,,122.2257,135.0514,,,,,,,,123.946,122.477,,,149.9,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.047,118.6677,3/11/2014
21,21,,,,,,,124.5813,,,,,,,,,123.946,122.477,,,149.8094,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.7737,119.3795,3/11/2014
22,22,,,,,,,,,,,,,,,,123.946,,,,149.8309,,,103.92,103.92,116,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,121.8137,122.3931,3/11/2014
23,23,,,,,,,,,,,,,,,,,,,,149.8114,,,103.92,103.92,116,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,122.933,3/11/2014
0,0,,,,,,,,,,,,,,,,,,,,149.822,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,4/11/2014
1,1,,,,,,,,,,,,,,,,,,,,149.909,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,4/11/2014
2,2,,,,,,,,,,,,,,,,,,,,149.86,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,4/11/2014
3,3,,,,,,,,,,,,,,,,,,,,149.8351,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,4/11/2014
4,4,,,,,,,,,,,,,,,,,,,,149.7952,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,121.6416,4/11/2014
5,5,,,,,,,,,,,,,,,,,,,,149.8772,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,121.3398,4/11/2014
6,6,,,,,,,,,,,,,,,,,,,,149.9532,,,103.92,103.92,116,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,123.1297,120.2633,4/11/2014
7,7,,,,,,,123.7057,,,,,,,,,,122.477,,,149.9543,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.5627,118.9168,4/11/2014
8,8,,,,,,,122.1901,129.4638,,129.4094,,,,,,123.946,122.477,,,150.0419,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.3973,118.573,4/11/2014
9,9,,,,,145.28,,122.2075,124.3952,,128.2352,,,,,,123.946,122.477,,,149.8968,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.3107,118.7392,4/11/2014
10,10,,,,,,,122.2131,124.0808,,130.9279,,,,,,123.946,122.477,,,149.9512,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.2653,118.4363,4/11/2014
11,11,,,,,,,122.2437,124.2331,,128.331,,193.63,,,,123.946,122.477,,,149.9668,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.1397,118.4831,4/11/2014
12,12,,,,,,,122.2694,124.356,,125.2478,,,,,,123.946,122.477,,,150.0102,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.1017,118.8354,4/11/2014
13,13,,,,,,,122.2918,124.2621,127.9193,125.2401,,,,,,123.946,122.477,,,150.013,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.9965,118.5558,4/11/2014
14,14,,,,,,,122.29,124.1122,127.9111,128.5286,,,,,,123.946,122.477,,,150.0466,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.0269,118.5595,4/11/2014
15,15,,143.845,,,,,122.2704,124.0641,127.0891,124.6283,,193.63,,,,123.946,122.477,,,150.0656,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,117.73,118.4537,4/11/2014
16,16,,,143.913,,,,122.2535,123.8861,127.0658,124.4195,,193.63,,,,123.946,122.477,,,150.0441,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,118.1531,118.4392,4/11/2014
17,17,,136.5363,141.3901,133.971,138.4268,140.3729,122.242,123.9539,126.6698,124.1822,,193.63,,,,123.946,122.477,,,148.0205,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,117.73,118.157,4/11/2014
18,18,,133.7118,132.7206,132.2233,134.6736,136.493,122.2477,123.8227,126.8471,124.1845,,,,,,123.946,122.477,,,146.3372,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,118.2736,118.3922,4/11/2014
19,19,,136.1527,133.128,132.2364,,,122.2587,123.8282,126.861,124.1845,,193.63,,,,123.946,122.477,,,149.9597,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,117.9848,118.4509,4/11/2014
20,20,,135.2042,132.7224,133.3491,,,122.2519,123.8216,126.6539,124.2172,,,,,,123.946,122.477,,,149.9156,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,118.5503,118.8389,4/11/2014
21,21,,,142.9501,140.8096,,,122.2487,123.8214,127.9395,125.6097,,,,,,123.946,122.477,,,150.0115,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.5352,118.7205,4/11/2014
22,22,,,,,,,123.0077,127.5954,,134.978,,,,,,123.946,122.477,,,149.9939,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.7217,118.7112,4/11/2014
23,23,,,,,,,122.7045,,,,193.63,193.63,,,,123.946,122.477,,,149.9735,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.1809,118.5276,4/11/2014
0,0,,,,,,,124.3311,,,,,,,,,,122.477,,,149.9763,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.6461,118.5933,5/11/2014
1,1,,,,,,,,,,,,,,,,,,,,149.8934,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.2296,118.6961,5/11/2014
2,2,,,,,,,,,,,193.63,193.63,,,,,,,,149.8467,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,128.3632,120.1746,5/11/2014
3,3,,,,,,,,,,,,,,,,,,,,149.8866,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,124.2061,118.6449,5/11/2014
4,4,,,,,,,,,,,,,,,,,,,,149.9124,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,122.6508,119.2199,5/11/2014
5,5,,,,,,,,,,,193.63,193.63,,,,,,,,149.7852,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,122.3331,118.9789,5/11/2014
6,6,,,,,,,,,,,,,,,,,,,,149.8812,,,103.92,103.92,116,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.8971,119.1833,5/11/2014
7,7,,,,,,,,,,,,,,,,,,,,149.9028,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,119.2082,119.4877,5/11/2014
8,8,,,,,,,123.2887,128.9029,,,,,,,,123.946,122.477,,,149.8946,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.9591,118.7283,5/11/2014
9,9,,,,,,,122.6456,124.1715,,,,,,,,123.946,122.477,,,149.8954,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.4362,118.766,5/11/2014
10,10,,,,,,,122.6885,124.1858,,,,,,,,123.946,122.477,,,149.764,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.8028,118.4599,5/11/2014
11,11,,,,,,,122.6854,124.1783,,132.9586,,,,,,123.946,122.477,,,149.7708,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.0671,118.3876,5/11/2014
12,12,,,,,,,122.7068,124.1884,,128.5047,,,,,,123.946,122.477,,,149.7368,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.2395,118.5584,5/11/2014
13,13,,,,,,,122.7238,124.0854,,126.155,,,,,,123.946,122.477,,,149.7912,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.2905,118.5093,5/11/2014
14,14,,,,,,,122.7227,124.3476,,124.6693,,,,,,123.946,122.477,,,149.7829,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,129.845,,89.5,,89.5,117.73,118.5049,5/11/2014
15,15,,,,,,,122.362,124.0285,,126.4732,,,,,,123.946,122.477,,,149.8597,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.4722,118.4105,5/11/2014
16,16,,,,,,,122.2506,124.3816,,,,,,,,123.946,122.477,,,149.7909,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.533,118.5867,5/11/2014
17,17,,,,,,,122.2415,123.7881,127.9054,129.2673,,,,,,123.946,122.477,,,149.8263,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.9874,118.4603,5/11/2014
18,18,,,,,,,122.2362,123.7865,127.5123,125.7483,,,,,,123.946,122.477,,,149.9079,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.4916,118.706,5/11/2014
19,19,,,,,,,122.2495,123.7963,,131.9243,,,,,,123.946,122.477,,,149.9685,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,117.947,118.5404,5/11/2014
20,20,,,,,,,122.2509,126.0035,,,,,,,,123.946,122.477,,,149.9203,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.579,118.8183,5/11/2014
21,21,,,,,,,122.8937,,,,,,,,,123.946,122.477,,,149.9722,,,103.92,103.92,,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.5169,118.4644,5/11/2014
22,22,,,,,,,,,,,,,,,,123.946,,,,149.9174,,,103.92,103.92,116,,,33.824,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,118.6107,119.6247,5/11/2014
23,23,,,,,,,,,,,,,,,,,,,,149.7232,,,103.92,103.92,115.5,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,126.1243,,5/11/2014
0,0,,,,,,,,,,,,,,,,,,,,149.7485,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,,89.5,,89.5,,,6/11/2014
1,1,,,,,,,,,,,,,,,,,,,,149.777,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,128.205,89.5,,89.5,,,6/11/2014
2,2,,,,,,,,,,,,,,,,,,,,149.7665,,,103.92,103.92,,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,128.205,89.5,,89.5,,,6/11/2014
3,3,,,,,,,,,,,,,,,,,,,,149.7801,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,128.205,89.5,,89.5,,,6/11/2014
4,4,,,,,,,,,,,,,,,,,,,,149.8085,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,128.205,89.5,,89.5,126.4474,,6/11/2014
5,5,,,,,,,,,,,,,,,,,,,,149.7742,,,103.92,103.92,115,,,,102.9,102.9,102.9,102.9,,85.06,82.583,,,,,128.205,89.5,,89.5,123.6074,121.8788,6/11/2014
