,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,00,,,,,,,149.8569,150.7302,,157.9572,,223.144,,,,151.256,144.2304,,,185.916,196.2848,,181.1,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,145.0774,1/8/2014
1,01,,,,,,,149.867,150.9297,155.5397,152.3794,223.144,,,,,151.256,144.2304,,,185.9738,196.3042,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,139.7478,145.2463,1/8/2014
2,02,,,,,,,149.8769,150.9453,154.5766,152.3881,,,,,,151.256,144.2304,,,185.9967,196.3414,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.624,146.0891,1/8/2014
3,03,,,,,,,149.8173,150.9175,,154.1665,,,,,,151.256,144.2304,,,186.0481,196.5141,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.6082,145.8277,1/8/2014
4,04,,,,,,,149.8156,157.2752,,,,,,,,151.256,144.2304,,,186.0886,196.5342,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.5928,145.5379,1/8/2014
5,05,,,,,,,149.8148,,,,,,,,,151.256,144.2304,,,186.0854,196.1121,,,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.1297,145.7899,1/8/2014
6,06,,,,,,,149.8008,,,,,,,,,151.256,144.2304,,,186.0262,196.0989,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.2435,145.9581,1/8/2014
7,07,,,,,,,149.8173,154.0659,,,,,,,,151.256,144.2304,,,186.0171,196.1976,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,146.1987,1/8/2014
8,08,,,,,,,149.8411,151.2003,,160.6634,,,,,,151.256,144.2304,,,185.9957,195.9861,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7605,145.6387,1/8/2014
9,09,,,,,,,149.8874,151.1394,,152.5962,,,,,,151.256,144.2304,,,186.0402,196.0999,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.9169,145.5852,1/8/2014
10,10,,,,,,,149.9048,150.9308,155.6043,152.4142,,,,,,151.256,144.2304,,,185.9646,196.0014,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,145.4394,1/8/2014
11,11,,,163.3085,,,,149.9457,151.0007,155.0224,152.4606,,,,,,151.256,144.2304,,,185.9068,195.9901,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.0535,1/8/2014
12,12,,,160.893,,,,150.0418,151.0646,155.2396,152.611,,,,,,151.256,144.2304,,,185.9734,196.117,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.8579,145.7965,1/8/2014
13,13,,,161.7352,,,,150.0405,151.1767,155.3008,152.8154,,,,,,151.256,144.2304,,,186.0136,196.1526,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.1071,1/8/2014
14,14,,,159.3861,164.9117,,,149.9852,151.3419,155.2863,152.9381,,,,,,151.256,144.2304,,,185.9491,196.0357,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.3838,1/8/2014
15,15,,,162.3681,160.123,,,149.784,151.3302,155.3012,152.8739,,,,,,151.256,144.2304,,,185.8766,195.9603,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.3237,1/8/2014
16,16,,,,162.9028,,,149.6988,151.3342,155.3538,153.2181,,,,,,151.256,144.2304,,,185.8843,195.9041,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,140.6219,145.976,1/8/2014
17,17,,,,,,,149.5967,151.1089,,160.804,,,,,,151.256,144.2304,,,185.8405,195.7841,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.4016,145.5734,1/8/2014
18,18,,170.6797,166.0408,164.6777,,,149.4948,150.8937,154.967,153.8567,,,,,,151.256,144.2304,,,185.7515,195.6849,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.0755,1/8/2014
19,19,,165.0944,159.3987,160.8104,,,149.4399,150.9651,154.6926,152.0789,,,,,,151.256,,,,185.78,195.7666,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7562,145.3664,1/8/2014
20,20,,,159.3995,160.759,,,149.4563,150.7979,155.1166,152.0928,,,,,,151.256,,,,185.8392,195.7738,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7298,145.1702,1/8/2014
21,21,,,163.4015,166.4014,,,149.4525,150.7028,155.1003,153.0015,,,,,,151.256,144.2304,,,185.7896,195.9383,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7354,145.6989,1/8/2014
22,22,,,,,,,149.4502,150.7256,155.6731,160.724,,,,,,151.256,144.2304,,,185.8173,196.1146,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7989,145.1423,1/8/2014
23,23,,,,,,,149.4116,150.7126,,164.991,,,,,,151.256,144.2304,,,185.9491,196.2021,,,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,145.0615,1/8/2014
0,00,,,,,,,149.4137,150.7151,,,,,,,,151.256,144.2304,,,185.9903,196.1864,,,,50,,,,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.1197,2/8/2014
1,01,,,,,,,149.4048,151.0037,,,,,,,,151.256,,,,186.0241,196.1742,,,,50,,,,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7478,145.426,2/8/2014
2,02,,,,,,,149.3816,154.2494,,,,,,,,151.256,144.2304,,,185.9208,196.1795,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.2518,145.7818,2/8/2014
3,03,,,,,,,149.3796,177.088,,,,,,,,151.256,144.2304,,,185.9065,196.114,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,139.7316,145.1597,2/8/2014
4,04,,,,,,,149.3629,157.9815,,,,,,,,151.256,,,,185.897,196.1202,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.2822,145.603,2/8/2014
5,05,,,,,,,149.3636,151.9039,,,,,,,,151.256,,,,185.9058,196.1242,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.7907,145.7415,2/8/2014
6,06,,,,,,,149.3365,161.9553,,,,,,,,151.256,144.2304,,,185.9055,196.1151,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.0881,145.1668,2/8/2014
7,07,,,,,,,149.361,152.4922,,164.8734,,,,,,151.256,144.2304,,,185.8787,196.0824,,,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.287,145.2648,2/8/2014
8,08,,,,,,,149.3646,153.3109,,153.5806,,,,,,151.256,,,,185.8949,196.0327,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.3103,145.6396,2/8/2014
9,09,,,,,,,149.4006,151.1919,,152.0019,,,,,,151.256,,,,185.9986,196.0269,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.6439,145.6083,2/8/2014
10,10,,,,,,,149.4269,151.1889,155.078,152.034,,,,,,151.256,,,,185.9745,196.046,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.765,145.3053,2/8/2014
11,11,,,,,,,149.4486,151.2305,155.0673,152.1042,,,,,,151.256,,,,185.9579,195.9783,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7745,145.3621,2/8/2014
12,12,,,,,,,149.5988,151.3687,155.2684,152.6608,,,,,,151.256,144.2304,,,185.9462,196.0141,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7679,145.3299,2/8/2014
13,13,,,,,,,149.6098,151.564,155.2486,152.7635,,,,,,151.256,144.2304,,,185.9173,195.9462,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7518,145.1855,2/8/2014
14,14,,,,,,,149.6187,151.5261,155.2645,152.8056,,,,,,151.256,144.2304,,,185.9089,195.9344,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.436,2/8/2014
15,15,,,,,,,149.6141,151.2743,155.7503,152.907,,,,,,151.256,144.2304,,,185.9776,195.8939,,181.1,,50,,181.81,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,145.1303,2/8/2014
16,16,,,,,,,149.6213,151.2573,,152.8688,,,,,,151.256,144.2304,,,185.9037,195.933,,181.1,,50,,181.81,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,145.0804,2/8/2014
17,17,,174.3488,,,,,149.6057,150.9807,,152.7128,,,,,,151.256,144.2304,,,185.8956,195.864,,181.1,,50,,181.81,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.7175,145.1188,2/8/2014
18,18,,168.0926,163.4985,164.2398,166.2565,166.9046,149.5492,151.1576,155.3724,151.9552,,,,,,151.256,144.2304,,,184.9002,195.7866,,181.1,,50,,181.81,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.0889,2/8/2014
19,19,,159.7028,159.3675,160.2251,160.838,162.1464,149.4502,151.0956,154.5645,152.0019,,,,,,151.256,144.2304,,,179.595,195.7817,,181.1,,50,,181.81,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.2713,2/8/2014
20,20,,159.491,159.3786,160.2129,160.8766,162.2055,149.4004,150.9158,154.25,152.0019,,,,,,151.256,144.2304,,,179.7268,195.7914,,181.1,,50,,181.81,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.6133,2/8/2014
21,21,,159.6379,159.3652,162.0725,162.75,163.7916,149.3912,150.9791,154.1737,152.0019,,,,,,151.256,144.2304,,,185.6048,195.8291,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.8847,2/8/2014
22,22,,159.6116,163.8142,,,,149.3879,150.7931,154.1648,152.0019,,,,,,151.256,144.2304,,,186.1862,196.0712,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.4318,2/8/2014
23,23,,159.5933,,,,,149.3898,150.7221,154.162,152.0019,,,,,,151.256,144.2304,,,186.0763,196.0608,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,146.3111,2/8/2014
0,00,,162.1015,,,,,149.3763,150.7128,154.1742,152.0019,,,,,,151.256,144.2304,,,186.1767,196.0704,,,,50,,,,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.987,146.3235,3/8/2014
1,01,,,,,,,149.3451,150.6904,154.1682,152.0019,,,,,,151.256,144.2304,,,186.2883,195.9608,,,,50,,,,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,145.8748,3/8/2014
2,02,,,,,,,149.3401,150.7044,154.1692,152.0019,,,,,,151.256,144.2304,,,186.3446,196.0161,,,,50,,,,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,139.7175,146.0705,3/8/2014
3,03,,,,,,,149.3557,150.7035,154.4501,152.0019,,,,,,151.256,144.2304,,,186.1085,196.1358,,,,50,,,,,,,87.7702,85.1371,,,,159.016,157.112,,,89.5,140.1033,146.7328,3/8/2014
4,04,,,,,,,149.3534,150.6857,,153.0358,,,,,,151.256,144.2304,,,186.1076,196.1107,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.1047,145.462,3/8/2014
5,05,,,,,,,149.3335,150.7132,,153.8412,,,,,,151.256,144.2304,,,186.0974,196.1135,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.1961,145.5562,3/8/2014
6,06,,,,,,,149.4188,150.717,,154.2262,,,,,,151.256,144.2304,,,186.0255,196.0686,,,,50,,,,,,,87.7702,85.1371,,,,,,,,89.5,140.3744,145.3727,3/8/2014
7,07,,,,,,,149.9497,150.7701,,152.9358,,,,,,151.256,144.2304,,,185.9523,196.0171,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,140.24,145.5232,3/8/2014
8,08,,,,,,,149.9778,151.1586,155.577,153.6249,,,,,,151.256,144.2304,,,186.0026,195.9863,,181.1,,50,,,181.81,,,,87.7702,85.1371,,,,,,,,89.5,139.743,145.5539,3/8/2014
