,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,C.CONT,C.OPOR,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PHL1,PHL2,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
11,11,,78.5553,78.6857,78.955,80.8949,81.3343,70.4797,71.5264,74.1528,72.1829,125.21,125.21,,,,71.5042,,,,77.9598,79.0072,,,86.52,122.2129,,,,,108.25,,,,90.2407,87.6123,89.11,,,162.016,,73.83,72.697,,,92.185,69.7999,67.7527,1/10/2015
12,12,,78.6355,78.6919,78.9386,80.9463,81.3677,70.4656,71.5597,74.22,72.1415,125.21,125.21,,,,71.5042,69.7631,,,77.9606,78.95,,,86.52,122.1529,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.6912,67.7303,1/10/2015
13,13,,78.6478,78.6992,78.941,80.9092,81.3735,70.5751,71.5699,74.3886,72.1424,125.21,125.21,,,,71.5042,69.7631,,,77.9619,79.0095,,,86.52,122.1729,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.5958,67.7483,1/10/2015
14,14,,78.6565,78.6895,78.9579,80.9109,81.3603,70.6627,71.7564,74.3814,72.1317,125.21,125.21,,,,71.5042,69.7631,,,77.9606,78.9996,,,86.52,122.6429,,,,,108.25,,,,90.2407,87.6123,89.11,,,162.016,,73.83,72.697,,,92.185,69.5664,67.7424,1/10/2015
15,15,,78.6467,78.7103,78.9616,80.9069,81.3598,70.626,71.5584,74.3731,72.1317,125.21,125.21,,,,71.5042,69.7631,,,77.9624,78.9937,,,86.52,122.5729,,,,,108.25,,,,90.2407,87.6123,89.11,,,162.016,,73.83,72.697,,,92.185,69.6223,67.7751,1/10/2015
16,16,,78.6244,78.7133,78.9181,80.9114,82.2236,70.7669,71.4267,74.1757,72.1317,125.21,125.21,,,,71.5042,69.7631,,,77.965,79.0074,,,86.52,122.6529,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.7178,67.7719,1/10/2015
17,17,,78.5127,78.6934,78.685,80.9291,83.2695,70.4462,71.4123,74.0311,72.1114,125.21,125.21,,,,71.5042,69.7631,,,77.9604,79.025,,,86.52,123.3729,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.596,67.8786,1/10/2015
18,18,,78.3072,78.6915,78.5101,80.9051,81.3137,70.4346,71.3585,73.9841,71.9942,125.21,125.21,,,,71.5042,69.7631,,,77.9527,79.0013,,,86.52,122.6429,,,,,108.25,124.68,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.5719,67.7345,1/10/2015
19,19,,78.1678,78.6802,78.5255,80.9069,81.3259,70.4423,71.3449,74.0544,71.9867,125.21,125.21,,,,71.5042,69.7631,,,77.9502,78.9704,,,86.52,122.5229,,,,,108.25,124.68,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.6143,67.7759,1/10/2015
20,20,,78.0208,78.6642,78.5247,81.0976,82.2685,70.4366,71.326,73.8969,72.0392,125.21,125.21,,,,71.5042,69.7631,,,77.958,78.9661,,,86.52,122.7929,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.6627,67.8251,1/10/2015
21,21,,78.036,78.6663,78.7155,86.6508,,70.4076,71.315,73.9623,71.9976,,,,,,71.5042,69.7631,,,77.9567,79.6876,,,,122.5329,,,,,,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.7851,67.8746,1/10/2015
22,22,,78.0129,78.7665,78.6972,82.0663,,70.3879,71.2825,74.0668,71.9856,,,,,,71.5042,69.7631,,,77.9535,82.6359,,,,,,,,,,124.68,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7062,68.2515,1/10/2015
23,23,,79.0898,84.0162,79.3936,86.6202,,70.182,71.257,73.9681,71.9938,,125.21,,,,71.5042,69.7631,,,77.9012,84.942,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7426,68.349,1/10/2015
0,00,,84.666,,80.2498,,,70.1348,71.305,73.9609,73.2259,,125.21,,,,71.5042,69.7631,,,77.8333,84.9001,,,,,61.36,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.8143,68.1888,2/10/2015
1,01,,,,78.5563,,,70.1339,71.397,73.8211,,,,,,,71.5042,69.7631,,,77.9417,84.8562,,,,,61.3,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.8804,67.7848,2/10/2015
2,02,,,,78.5295,,,70.1265,71.3272,73.8068,,,,,,,71.5042,69.7631,,,77.9485,84.9142,,,,,61.29,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.9923,67.9183,2/10/2015
3,03,,,,78.5486,,,70.1366,71.2744,73.845,,,,,,,71.5042,69.7631,,,77.9566,84.7773,,,,,61.48,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,70.0097,68.0845,2/10/2015
4,04,,,,78.5411,,,70.1283,71.265,73.8396,,,,,,,71.5042,69.7631,,,77.9565,84.8116,,,,,61.36,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7302,67.8752,2/10/2015
5,05,,79.3475,79.331,78.541,,,70.1287,71.2707,73.8374,,,125.21,,,,71.5042,69.7631,,,77.9583,84.7997,,,,,63,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7817,67.8741,2/10/2015
6,06,,78.5269,78.6085,78.5364,,,70.1269,71.2873,73.8334,73.9733,,,,,,71.5042,69.7631,,,77.9596,84.8183,,,,,63,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,70.0023,68.0598,2/10/2015
7,07,,78.5121,78.6281,78.5165,,85.5851,70.1334,71.2992,74.0356,72.0867,,,,,,71.5042,69.7631,,,77.9598,82.7624,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5432,67.7557,2/10/2015
8,08,,78.5012,78.6062,78.4939,82.4112,81.3376,70.1413,71.3143,74.2432,72.1172,125.21,125.21,,,,71.5042,69.7631,,,77.9597,79.0199,,,86.52,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5432,67.7189,2/10/2015
9,09,,78.0576,78.6355,78.4979,80.9151,81.3418,70.1623,71.317,74.3783,72.1612,125.21,125.21,,,,71.5042,69.7631,,,77.9585,79.0009,,,86.52,122.3929,,,,108.25,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6691,67.7724,2/10/2015
10,10,,78.0507,78.6439,78.5009,80.9265,81.3476,70.3576,71.384,74.3491,71.8638,125.21,125.21,,,,71.5042,69.7631,,,77.9582,78.9817,,,86.52,122.4629,,,,108.25,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5625,67.7846,2/10/2015
11,11,,78.0495,78.6308,78.5066,80.9089,81.3333,70.2831,71.4459,74.0913,71.7807,,125.21,,,,71.5042,69.7631,,,77.9514,79.0144,,,86.52,122.2929,,,,108.25,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5507,67.7687,2/10/2015
12,12,,78.132,78.623,78.5245,80.9146,83.3174,70.1884,71.4968,74.0113,71.7817,,,,,,71.5042,69.7631,,,77.9554,79.0162,,,86.52,122.1829,,,,108.25,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5476,67.8452,2/10/2015
13,13,,78.1313,78.6757,78.5254,81.2926,83.8874,70.2085,71.5781,74.2577,71.7756,,125.21,,,,71.5042,69.7631,,,77.956,79.0262,,,86.52,122.2029,,,,108.25,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5484,68.0483,2/10/2015
14,14,,78.1057,78.5809,78.5242,81.8099,82.2982,70.2044,71.6897,74.274,71.7662,,,,,,71.5042,69.7631,,,77.9553,79.0662,,,86.52,122.4729,,,,108.25,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7419,68.0722,2/10/2015
15,15,,78.1301,78.815,78.5313,80.8832,85.9443,70.2143,71.5991,74.2924,71.9796,125.21,,,,,71.5042,69.7631,,,77.9577,78.9616,,,86.52,122.6629,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5752,68.0322,2/10/2015
16,16,,78.1199,80.1722,78.5283,82.3008,,70.213,71.4591,74.0637,71.988,,,,,,71.5042,69.7631,,,77.9567,79.0143,,,86.52,122.7329,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.6092,68.0393,2/10/2015
17,17,,78.1126,81.4447,78.5276,83.4329,84.8831,70.2028,71.4018,74.0251,71.7869,125.21,125.21,,,,71.5042,69.7631,,,77.9573,78.992,,,86.52,124.9429,,,,,,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.7816,67.9282,2/10/2015
18,18,,78.0408,78.5811,78.5151,81.0009,81.3063,70.1892,71.3732,74.0186,71.6241,125.21,125.21,,,,71.5042,69.7631,,,77.9505,79.024,,,86.52,121.8629,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.5942,67.7578,2/10/2015
19,19,,78.0601,78.6262,78.5148,81.3848,81.336,70.173,71.3123,74.0002,71.6188,125.21,125.21,,,,71.5042,69.7631,,,77.9449,78.9699,,,86.52,122.5429,,,,,108.25,124.68,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.5802,67.8858,2/10/2015
20,20,,78.0722,78.6304,78.508,81.2947,81.3487,70.1747,71.2287,73.8567,71.6127,125.21,125.21,,,,71.5042,69.7631,,,77.9519,79.0691,,,86.52,122.6129,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.6322,68.0627,2/10/2015
21,21,,78.0847,78.6319,78.5226,82.7955,84.011,70.168,71.2145,73.8894,71.6127,,,,,,71.5042,69.7631,,,77.9307,83.3279,,,,121.0629,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5999,67.9607,2/10/2015
22,22,,78.0574,78.7474,78.5191,82.8242,,70.1695,71.2224,73.8753,71.6236,,,,,,71.5042,69.7631,,,77.7388,84.8629,,,,,61.39,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,70.1058,68.1163,2/10/2015
23,23,,78.0522,80.0355,78.5152,86.5214,,70.1677,71.2,73.8714,71.6127,,,,,,71.5042,,,,77.5957,84.8572,,,,,61,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,70.1533,68.277,2/10/2015
0,00,,78.0111,,78.5148,,,70.1564,71.1854,73.862,71.6228,,,,,,71.5042,,,,77.5863,84.924,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7534,68.0599,3/10/2015
1,01,,78.0105,,78.4985,,,70.1576,71.1887,73.8881,71.6203,,,,,,71.5042,,,,79.9778,84.8422,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7919,68.0711,3/10/2015
2,02,,78.0233,,79.5189,,,70.1576,71.1897,73.8737,71.6203,,,,,,71.5042,69.7631,,,80.4537,84.8028,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.8175,68.1515,3/10/2015
3,03,,78.0327,,,,,70.3508,71.1937,73.8675,71.6203,,,,,,71.5042,69.7631,,,80.4918,84.8239,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5526,68.1212,3/10/2015
4,04,,78.0271,,81.5293,,,70.3754,71.1888,73.856,71.6203,,,,,,71.5042,69.7631,,,80.4782,84.829,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5526,68.0488,3/10/2015
5,05,,78.053,,79.0079,,,70.38,71.1881,73.8674,71.6203,,,,,,71.5042,69.7631,,,80.5087,84.8319,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6384,68.1183,3/10/2015
6,06,,78.1072,,78.9611,,,70.3765,71.1941,74.129,71.6203,,,,,,71.5042,69.7631,,,80.5238,84.7938,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6156,68.2127,3/10/2015
7,07,,78.5485,79.2729,78.9613,,,70.374,71.2649,74.1623,71.719,,,,,,71.5042,69.7631,,,78.5067,82.1954,,,,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5475,68.038,3/10/2015
8,08,,78.5672,78.6271,78.9813,82.358,82.5696,70.3541,71.3999,74.1861,71.7806,,,,,,71.5042,69.7631,,,77.8795,78.9642,,,,,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5432,67.9961,3/10/2015
9,09,,78.5648,78.6296,78.9762,80.897,81.3243,70.3624,71.4156,74.1985,71.7768,,,,,,71.5042,69.7631,,,77.9266,78.9915,,,,,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5453,68.0436,3/10/2015
10,10,,78.5611,78.6462,78.9752,80.8497,81.3661,70.3821,71.3457,74.2087,71.7806,,,,,,71.5042,69.7631,,,77.9466,78.9889,,,,122.63,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5573,68.0126,3/10/2015
11,11,,78.5762,78.6682,79.0093,80.3805,81.3847,70.4008,71.4527,74.1212,71.7806,,,,,,71.5042,69.7631,,,77.9482,79.0847,,,86.52,122.41,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6675,68.0407,3/10/2015
12,12,,78.5979,78.8956,78.9802,82.6278,83.7892,70.4028,71.4823,74.0084,71.7836,,,,,,71.5042,69.7631,,,77.8797,83.3572,,,86.52,122.36,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.9252,68.3707,3/10/2015
13,13,,78.6025,78.6532,78.9721,81.2112,,70.3982,71.4677,74.0078,71.7767,,,,,,71.5042,69.7631,,,77.9488,85.1455,,,86.52,,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.5549,68.301,3/10/2015
14,14,,78.6091,78.6851,78.9693,81.3764,,70.4106,71.4788,74.0022,71.7767,,,,,,71.5042,69.7631,,,77.9518,85.1259,,,86.52,,,,,,108.25,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.645,68.1356,3/10/2015
15,15,,78.6316,78.6541,78.9523,,,70.4209,71.531,74.0223,71.7767,,,,,,71.5042,69.7631,,,77.851,85.1344,,,86.52,,,,,,,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.6153,68.0518,3/10/2015
16,16,,78.6195,78.6254,78.9476,,,70.4159,71.635,73.8817,71.7767,,,,,,71.5042,69.7631,,,77.6021,85.164,,,86.52,,,,,,,,,,90.2407,87.6123,89.11,,,,,73.83,72.697,,,92.185,69.5456,68.0297,3/10/2015
17,17,,78.6097,78.6181,78.5477,81.8192,82.1776,70.4042,71.4982,73.7104,71.7613,125.21,,,,,71.5042,69.7631,,,77.9472,82.5606,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5906,68.0274,3/10/2015
18,18,,78.467,78.6165,78.5167,80.4116,81.3402,70.2934,71.2883,73.8781,71.6654,125.21,125.21,,,,71.5042,69.7631,,,77.9555,79.0097,,,86.52,122.9586,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6291,68.063,3/10/2015
19,19,,78.0452,78.6328,78.5161,80.4216,81.3783,70.3956,71.2808,73.9677,71.6744,125.21,125.21,,,,71.5042,69.7631,,,77.9554,79.0019,,,86.52,122.9986,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6284,68.06,3/10/2015
20,20,,78.0419,78.6102,78.4952,80.4215,81.3661,70.385,71.3521,73.749,71.6689,125.21,125.21,,,,71.5042,69.7631,,,77.9564,78.9676,,,86.52,122.9886,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6231,68.0502,3/10/2015
21,21,,78.0305,78.6053,78.7153,80.4204,81.5893,70.3689,71.3297,73.5753,71.6699,,,,,,71.5042,69.7631,,,77.9528,81.5394,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,,,92.185,69.5995,68.0576,3/10/2015
22,22,,78.0367,78.6362,78.7624,81.5163,86.7537,70.1772,71.3465,73.61,71.6548,,,,,,71.5042,69.7631,,,77.8871,84.8796,,,86.52,,,,,,,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,,,92.185,69.7546,68.0588,3/10/2015
23,23,,78.0297,79.6212,78.6793,86.983,,70.1748,71.3241,73.5892,71.6585,,,,,,71.5042,69.7631,,,79.0228,84.8882,,,,,,,,,,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,,,92.185,69.7784,68.034,3/10/2015
0,00,,78.0431,84.802,82.1487,,,70.1731,71.3099,73.6182,71.6585,,,,,,71.5042,69.7631,,,80.6988,84.9307,,,,,61.17,,,,,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,,,92.185,69.6266,68.3137,4/10/2015
1,01,,79.2335,,,,,70.1698,71.3051,73.7378,71.6535,,,,,,71.5042,69.7631,,,80.608,85.0073,,,,,61.19,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6767,68.2404,4/10/2015
2,02,,84.666,,,,,70.1713,71.3105,73.6291,71.6282,,,,,,71.5042,69.7631,,,80.5482,84.9805,,,,,61.07,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.7781,68.1107,4/10/2015
3,03,,,,,,,70.3214,71.3166,73.9483,71.6356,,,,,,71.5042,69.7631,,,80.5349,85.0101,,,,,61.07,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6466,68.1011,4/10/2015
4,04,,,,,,,70.408,71.3088,74.2789,71.6356,,,,,,71.5042,69.7631,,,80.5307,84.9207,,,,,61.11,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5694,68.0487,4/10/2015
5,05,,,84.802,,,,70.4082,71.2088,74.3448,71.6448,,,,,,71.5042,69.7631,,,80.5056,84.9129,,,,,61.16,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.8932,68.2651,4/10/2015
6,06,,,84.802,,,,70.4068,71.2076,74.2405,72.3068,,,,,,71.5042,69.7631,,,80.5084,84.9211,,,,,63,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5432,68.0607,4/10/2015
7,07,,,84.802,,,,70.5818,71.2796,74.1351,72.5327,,,,,,71.5042,69.7631,,,79.3365,84.8555,,,,,63,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5432,68.0085,4/10/2015
8,08,,84.2211,,80.239,,,70.5286,71.3847,73.7773,72.5378,,,,,,71.5042,69.7631,,,77.9408,84.8573,,,,,63,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5671,68.0283,4/10/2015
9,09,,78.4747,,79.5646,,,70.5874,71.4238,73.7807,72.545,,,,,,71.5042,69.7631,,,77.9489,84.8273,,,86.52,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.8467,68.2524,4/10/2015
10,10,,78.0478,,,,,70.6928,71.4403,73.9065,72.7489,,,,,,71.5042,69.7631,,,77.949,84.857,,,86.52,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5432,68.2169,4/10/2015
11,11,,78.0843,,81.0112,,,70.7573,71.4724,73.9017,72.7541,,,,,,71.5042,69.7631,,,77.9479,84.8748,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.558,68.0363,4/10/2015
12,12,,78.1775,,78.9151,,,70.9312,71.5211,73.8964,72.7541,,,,,,71.5042,69.7631,,,77.9474,84.8744,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5462,68.0363,4/10/2015
13,13,,78.1863,,79.3598,,,70.9584,71.5704,73.9164,71.9307,,,,,,71.5042,69.7631,,,77.9469,84.9504,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6057,68.0363,4/10/2015
14,14,,78.2521,,79.6206,,,70.956,71.5551,73.8854,71.7654,,,,,,71.5042,69.7631,,,77.941,84.9654,,,86.52,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.569,68.0363,4/10/2015
15,15,,78.3035,,80.3405,,,70.9413,71.5412,73.8695,71.6427,,,,,,71.5042,69.7631,,,77.9458,84.9738,,,86.52,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.6256,68.0563,4/10/2015
16,16,,78.2619,,,,,70.8672,71.4907,73.8587,71.6149,,,,,,71.5042,69.7631,,,77.9444,84.9602,,,86.52,,,,,,,,,,90.2407,87.6123,,,,,,73.83,72.697,,,92.185,69.5467,68.0558,4/10/2015
17,17,,78.1748,80.0222,80.3416,82.6215,83.8525,70.4573,71.2993,73.7072,71.6089,,,,,,71.5042,69.7631,,,77.9473,83.4944,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,,,92.185,69.544,68.0208,4/10/2015
18,18,,78.1292,78.1316,79.8081,80.4198,81.4181,70.1889,71.263,73.7141,71.6293,,,,,,71.5042,69.7631,,,77.9543,79.5022,,,86.52,,,,,,108.25,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,92.185,,92.185,69.6324,68.0738,4/10/2015
19,19,,78.1079,78.1501,79.3291,80.995,84.3296,70.1834,71.2158,73.7573,71.6318,,,,,,71.5042,69.7631,,,77.9506,84.4385,,,86.52,121.27,,,,,108.25,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,92.185,,92.185,69.6766,67.9957,4/10/2015
20,20,,78.1012,78.1427,78.9365,81.6789,,70.1819,71.2109,73.6258,71.6654,,,,,,71.5042,69.7631,,,77.9538,84.9826,,,86.52,121.1,,,,,108.25,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,92.185,,92.185,69.5746,68.0291,4/10/2015
21,21,,80.1592,79.4613,83.3044,86.983,,70.1916,71.2177,73.6718,71.6627,,,,,,71.5042,69.7631,,,78.2107,85.0059,,,,,,,,,,,,,90.2407,87.6123,,89.11,,,,73.83,72.697,92.185,,92.185,70.0244,68.1575,4/10/2015
22,22,,,,84.5153,,,70.1797,73.5143,,74.8254,,,,,,71.5042,69.7631,,,80.5878,84.9682,,,,,62.97,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,69.9836,68.1855,4/10/2015
23,23,,,,84.528,,,70.1842,72.8138,,,125.21,,,,,71.5042,69.7631,,,80.6627,84.9994,,,,,61.09,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,69.8883,68.0833,4/10/2015
0,00,,,,,,,68.9728,70.2518,,,,,,,,70.2886,68.5412,,,78.9557,83.3105,,,,,61,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,69.0164,66.9753,5/10/2015
1,01,,,,,,,68.9812,70.2453,,,,,,,,70.2886,68.5412,,,78.9659,83.3355,,,,,61,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,68.697,66.8402,5/10/2015
2,02,,,,,,,68.9734,70.1074,,,,,,,,70.2886,68.5412,,,78.9787,83.3342,,,,,,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,68.4444,66.8126,5/10/2015
3,03,,,,,,,68.9783,70.0057,,,,,,,,70.2886,68.5412,,,78.9833,83.3443,,,,,60.97,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,68.6628,66.9091,5/10/2015
4,04,,,,,,,68.9774,70.0077,,,,,,,,70.2886,68.5412,,,78.8913,83.2771,,,,,61.41,,,,,,,,90.2407,87.6123,,,,,,,,92.185,,92.185,68.5096,66.9131,5/10/2015
