,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
0,0,,,,,,,157.86,,,,,,,,,154.054,,,,189.5216,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.6452,148.6115,1/3/2014
1,1,,,,,,,,,,,,,,,,,,,,189.5398,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.5201,148.493,1/3/2014
2,2,,,,,,,,,,,,,,,,,,,,189.5748,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.5241,148.3593,1/3/2014
3,3,,,,,,,,,,,,,,,,,,,,189.5765,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.0533,1/3/2014
4,4,,,,,,,154.9287,,,,,,,,,,,,,189.6674,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.5194,148.0214,1/3/2014
5,5,,,,,,,153.7301,,,,,,,,,,147.043,,,189.7005,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.1318,1/3/2014
6,6,,,,,,,154.5144,,,,,,,,,,147.043,,,189.7206,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.2225,148.7469,1/3/2014
7,7,,,,,,,,,,,,,,,,,147.043,,,189.7066,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.519,149.53,1/3/2014
8,8,,,,,,,154.2687,,,,,,,,,154.054,147.043,,,189.7062,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.4844,1/3/2014
9,9,,,,,,,153.7651,,,,,,,,,154.054,147.043,,,189.6908,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.9995,1/3/2014
10,10,,,,,,,153.7507,,,,,,,,,154.054,147.043,,,189.64,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.9995,1/3/2014
11,11,,,,,,,153.7564,,,,,,,,,154.054,147.043,,,189.6196,,,,,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.9796,1/3/2014
12,12,,,,,,,153.8019,,,,,,,,,154.054,147.043,,,189.6796,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.0316,1/3/2014
13,13,,,,,,,153.7757,,,,,,,,,154.054,147.043,,,189.7009,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.0086,1/3/2014
14,14,,,,,,,152.7343,,,,,,,,,154.054,147.043,,,189.6757,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.0716,1/3/2014
15,15,,,,,,,152.8101,,,,,,,,,154.054,147.043,,,189.68,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.0553,1/3/2014
16,16,,,,,,,155.7007,,,,,,,,,,147.043,,,189.7224,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.6577,148.768,1/3/2014
17,17,,,,,,,,,,,,,,,,,147.043,,,189.7651,,,,134.52,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.5055,149.4594,1/3/2014
18,18,,,,,,,152.8194,155.8518,,,,,,,,154.054,147.043,,,189.7691,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.6227,148.4498,1/3/2014
19,19,,,,,,,153.1331,158.7236,,,,,,,,154.054,147.043,,,189.7468,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.9849,148.6485,1/3/2014
20,20,,,,,,,,,,,,,,,,154.054,147.043,,,189.7307,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.3611,1/3/2014
21,21,,,,,,,,,,,,,,,,154.054,147.043,,,189.6523,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.724,148.2571,1/3/2014
22,22,,,,,,,,,,,,,,,,,147.043,,,189.5794,,,,134.52,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.4931,148.3919,1/3/2014
23,23,,,,,,,,,,,,,,,,,147.043,,,189.5547,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.4527,150.6303,1/3/2014
0,0,,,,,,,,,,,,,,,,,147.043,,,189.5151,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.0036,,2/3/2014
1,1,,,,,,,,,,,,,,,,,,,,189.5435,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,144.2259,,2/3/2014
2,2,,,,,,,,,,,,,,,,,,,,189.491,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,144.0375,,2/3/2014
3,3,,,,,,,,,,,,,,,,,,,,189.4956,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,144.0025,,2/3/2014
4,4,,,,,,,,,,,,,,,,,,,,189.4787,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,155.1696,,2/3/2014
5,5,,,,,,,,,,,,,,,,,,,,189.4859,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,154.8707,,2/3/2014
6,6,,,,,,,,,,,,,,,,,,,,189.4881,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,144.9779,,2/3/2014
7,7,,,,,,,,,,,,,,,,,,,,189.4659,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,144.5544,,2/3/2014
8,8,,,,,,,,,,,,,,,,,,,,189.5518,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,142.8524,,2/3/2014
9,9,,,,,,,,,,,,,,,,,,,,189.56,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.5227,,2/3/2014
10,10,,,,,,,,,,,,,,,,,147.043,,,189.5859,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.5329,,2/3/2014
11,11,,,,,,,,,,,,,,,,,147.043,,,189.5467,,,,,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,143.093,,2/3/2014
12,12,,,,,,,,,,,,,,,,,147.043,,,189.4956,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,150.4708,2/3/2014
13,13,,,,,,,153.3495,,,,,,,,,154.054,147.043,,,189.4669,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.8429,2/3/2014
14,14,,,,,,,152.366,,,,,,,,,154.054,147.043,,,189.4274,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.8218,2/3/2014
15,15,,,,,,,152.3958,,,,,,,,,154.054,147.043,,,189.4336,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.8218,2/3/2014
16,16,,,,,,,152.4053,,,,,,,,,154.054,147.043,,,189.425,,,,134.52,50,33.824,132.17,132.17,154.24,,,65.006,65.006,,,,,,67.701,,67.701,142.6159,147.9288,2/3/2014
17,17,,,,,,,154.586,,,,,,,,,154.054,147.043,,,189.458,,,,134.52,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.3548,149.1165,2/3/2014
18,18,,,,,,,152.5758,155.4966,,,,,,,,154.054,147.043,,,189.4993,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.0771,2/3/2014
19,19,,,,,,,152.9065,153.4708,,,,,,,,154.054,147.043,,,189.57,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.519,148.418,2/3/2014
20,20,,,,,,,152.9157,157.6027,,,,,,,,,147.043,,,189.6375,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.519,147.8471,2/3/2014
21,21,,,,,,,156.7544,,,,,,,,,,147.043,,,189.7131,,,,134.52,50,33.824,132.17,132.17,154.24,154.24,,65.006,65.006,,,,,,67.701,,67.701,142.9596,148.9977,2/3/2014
22,22,,,,,,,,,,,,,,,,,147.043,,,189.7537,,,,134.52,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,143.4823,153.6266,2/3/2014
23,23,,,,,,,,,,,,,,,,,147.043,,,189.6657,,,,,50,33.824,132.17,132.17,,,,65.006,65.006,,,,,,67.701,,67.701,144.3087,,2/3/2014
0,0,,,,,,,,,,,,,,,,,,,,190.3126,,,,,50,33.8242,134.21,134.21,,,,65.006,65.006,,,,,,67.701,,67.701,145.0331,,3/3/2014
1,1,,,,,,,,,,,,,,,,,,,,190.1954,,,,,50,33.8242,134.21,134.21,154.56,,,65.006,65.006,,,,,,67.701,,67.701,,,3/3/2014
2,2,,,,,,,,,,,,,,,,,,,,190.1136,,,,,50,33.8242,134.21,,154.56,,,65.006,65.006,,,,,,67.701,,67.701,,,3/3/2014
3,3,,,,,,,,,,,,,,,,,,,,190.1161,,,,,50,33.8242,134.21,,154.56,,,65.006,65.006,,,,,,67.701,,67.701,,,3/3/2014
4,4,,,,,,,,,,,,,,,,,,,,190.1114,,,,,50,33.8242,134.21,134.21,154.56,,,65.006,65.006,,,,,,67.701,,67.701,,,3/3/2014
5,5,,,,,,,,,,,,,,,,,,,,190.0952,,,,,50,33.8242,134.21,134.21,154.56,154.56,,65.006,65.006,,,,,,67.701,,67.701,148.9422,,3/3/2014
6,6,,,,,,,,,,,,,,,,,,,,190.0384,,,,,50,33.8242,134.21,134.21,154.56,154.56,,65.006,65.006,,,,,,67.701,,67.701,144.7204,,3/3/2014
7,7,,,,,,,,,,,,,,,,,147.56,,,190.0573,,,,,50,33.8242,134.21,134.21,154.56,154.56,,65.006,65.006,,,,,,67.701,,67.701,143.4966,150.5507,3/3/2014
