,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
4,04,,,,,,,147.1183,168.2402,,,,,,,,149.0895,,,,183.0957,193.0896,,,,,,178.58,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.89,143.2781,2/9/2014
5,05,,,,,,,147.1327,152.0183,,,,,,,,149.0895,,,,183.1044,193.1536,,,,,,178.58,178.58,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5741,143.0335,2/9/2014
6,06,,,,,,,147.1432,148.9403,,,,,,,,149.0895,,,,183.1305,193.1559,,,,,,178.58,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.7066,143.105,2/9/2014
7,07,,,,,,,147.1512,148.8967,,161.4793,,,,,,149.0895,,,,183.0043,193.0481,,,161.03,,,178.58,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.4699,143.3068,2/9/2014
8,08,,,,,,,147.2084,148.9192,153.2299,151.6988,,,,,,149.0895,,,,183.1225,193.0736,,,161.03,,,178.58,,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5483,143.2638,2/9/2014
9,09,,161.2847,,,,,147.2236,148.9867,152.8978,150.5228,,,,,,149.0895,,,,183.1416,193.0709,,,161.03,,,178.58,,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.7361,143.3094,2/9/2014
10,10,,158.4174,,163.3844,,,147.7659,149.1328,153.573,150.6786,,,,,,149.0895,,,,183.1596,192.9759,,,161.03,,,178.58,,,279.94,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,138.6828,143.0531,2/9/2014
11,11,,158.5321,,160.239,,,147.7585,149.2237,153.5116,150.5676,,,,,,149.0895,,,,183.1859,193.0824,,,158.75,,,168.33,,,168.33,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.7917,143.3008,2/9/2014
12,12,,158.684,163.1179,163.6041,166.5484,,147.7742,149.2535,153.1135,150.7869,,,,,,149.0895,,,,183.1776,193.1728,,,158.75,,,168.33,,,168.33,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5513,143.0204,2/9/2014
13,13,,159.2693,158.3291,160.7056,158.4034,161.6892,147.9587,149.3756,153.1069,150.7137,,,,,,149.0895,,,,180.4109,191.5886,,,158.75,,,168.33,,,168.33,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5477,143.2323,2/9/2014
14,14,,158.6568,158.3581,159.631,158.4213,159.8545,147.9644,149.4006,153.1208,150.6907,,,,,,149.0895,,,,176.9951,180.1758,,158.75,158.75,,,168.33,,,168.33,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5477,143.3221,2/9/2014
15,15,,161.3079,158.3933,160.6885,160.0726,162.2999,147.9665,149.4178,153.1421,150.0874,,,,,,149.0895,,,,177.5499,186.1391,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,138.2934,143.6941,2/9/2014
16,16,,162.3664,164.5309,171.6329,173.231,,147.9178,149.3934,153.2897,149.7301,,,,,,149.0895,,,,183.1675,193.0766,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,138.2012,143.3375,2/9/2014
17,17,,,,,,,147.7963,149.375,,149.5038,,,,,,149.0895,,,,183.198,193.0703,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,138.1361,143.0676,2/9/2014
18,18,,161.2465,160.657,,160.7294,,147.7463,149.2707,153.0056,149.4775,,,,,,149.0895,,,,183.0902,193.0403,,158.75,158.75,,,168.33,168.33,168.33,168.33,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,138.0047,143.0541,2/9/2014
19,19,,158.3709,160.9903,,158.4278,,147.6857,149.1742,152.9904,149.4556,,,,,,149.0895,,,,183.2505,193.1854,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,138.552,143.0115,2/9/2014
20,20,,167.63,,,158.4413,,147.2413,149.2164,152.7009,149.4595,,,,,,149.0895,,,,183.2314,192.7017,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.561,143.1081,2/9/2014
21,21,,172.219,,,159.1036,,147.2427,149.4023,152.3872,149.3318,,,,,,149.0895,,,,183.2732,193.0049,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5936,143.2098,2/9/2014
22,22,,,,,158.4408,,147.2153,149.3946,152.0224,149.3042,,,,,,149.0895,,,,183.2591,193.068,,,,,,168.33,,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.7512,143.0875,2/9/2014
23,23,,,,,165.4596,,147.2008,149.312,152.4713,149.3076,,,,,,149.0895,,,,183.1842,193.1777,,,,,,168.33,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.7479,143.2768,2/9/2014
0,00,,,,,,,147.2078,149.1971,152.7328,149.3076,,,,,,149.0895,,,,183.1961,193.1223,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.2772,143.4871,3/9/2014
1,01,,,,,,,147.2556,149.2118,153.6378,149.3076,,,,,,149.0895,,,,183.0635,192.999,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.3952,143.488,3/9/2014
2,02,,,,,,,147.5024,149.1786,,149.3076,,,,,,149.0895,,,,183.0386,192.8559,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,139.1646,143.2458,3/9/2014
3,03,,,,,,,147.7653,149.1487,,149.6356,,,,,,149.0895,,,,183.0635,192.9354,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.9503,143.3137,3/9/2014
4,04,,,,,,,147.7692,149.1504,153.4698,150.1468,,,,,,149.0895,,,,183.1412,192.9479,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.0396,143.0889,3/9/2014
5,05,,,,,,,147.7764,149.1745,152.6157,150.1979,,,,,,149.0895,,,,183.0563,192.7553,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.2015,143.5764,3/9/2014
6,06,,,161.7562,,,,147.7769,149.2856,152.6756,150.1617,,,,,,149.0895,142.0526,,,182.9901,192.8102,,,,,,168.33,,,,,85.0605,82.583,,,,156.702,,89.5,,89.5,137.5836,143.2962,3/9/2014
7,07,,161.4483,158.5496,,163.6505,,147.7509,149.4004,153.3561,150.2025,,,,,,149.0895,142.0526,,,183.0376,192.9288,,,158.75,,,168.33,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5929,143.1224,3/9/2014
8,08,,159.5892,158.3194,161.8098,158.4701,162.7427,148.1932,149.4117,153.0299,150.3038,,,,,,149.0895,142.0526,,,183.0365,193.1093,,,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,138.3034,143.2611,3/9/2014
9,09,,159.612,158.3897,159.2474,158.4653,159.775,148.4596,149.0589,153.6459,150.2618,,,,,,149.0895,142.0526,,,178.7305,193.0752,,,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,137.8969,143.3392,3/9/2014
10,10,,159.5987,158.4015,159.2631,158.4857,159.9305,148.4476,149.2328,153.6803,150.296,,,,,,149.0895,142.0526,,,177.0199,192.931,,,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,137.9502,143.3149,3/9/2014
11,11,,159.6088,158.3795,159.3105,158.4929,159.7975,148.4179,149.2275,153.0579,149.8543,,,,,,149.0895,142.0526,,,178.0987,192.9658,,,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,138.8891,143.2627,3/9/2014
12,12,,162.6846,158.3815,159.313,158.4683,159.7857,148.4238,149.2359,153.0353,149.7657,,,,,,149.0895,142.0526,,,183.1134,192.9985,,,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,137.6182,142.9599,3/9/2014
13,13,,,158.3991,161.4256,158.4719,159.8058,148.4954,149.183,153.5826,149.7791,,,,,,149.0895,142.0526,,,183.1919,192.9691,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,137.9271,143.5175,3/9/2014
14,14,,,,,,,148.4354,149.2635,153.1466,149.7489,,,,,,149.0895,142.0526,,,183.0262,192.9595,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.685,143.4281,3/9/2014
15,15,,,,,,,148.453,149.3051,153.1801,149.5815,,,,,,149.0895,142.0526,,,183.0561,193.1407,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.6575,143.0651,3/9/2014
16,16,,171.9787,,,,,147.6487,149.2432,153.0429,149.2805,,,,,,149.0895,142.0526,,,183.068,193.0534,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5477,143.0883,3/9/2014
17,17,,160.6825,,162.6361,,,147.0904,149.2505,153.0547,149.3351,,,,,,149.0895,142.0526,,,183.1877,192.8622,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5477,143.0304,3/9/2014
18,18,,158.7429,,158.5918,,,147.0719,149.1891,153.0111,149.3114,,,,,,149.0895,142.0526,,,182.9688,192.8429,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,143.3351,3/9/2014
19,19,,158.7009,,158.6218,,,147.0682,149.1741,152.9569,149.3467,,,,,,149.0895,142.0526,,,183.3475,192.8608,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,143.0475,3/9/2014
20,20,,159.2899,,158.659,,,147.0986,149.1608,152.5524,149.3573,,,,,,149.0895,142.0526,,,183.1002,192.8608,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5967,143.3184,3/9/2014
21,21,,168.3875,,164.242,,,147.0968,149.1308,153.0133,152.1647,,,,,,149.0895,142.0526,,,183.0791,192.933,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,154.819,89.5,,89.5,138.5413,143.593,3/9/2014
22,22,,,,,,,147.0966,159.8647,,,,,,,,149.0895,142.0526,,,183.0582,192.9041,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.0856,143.193,3/9/2014
23,23,,,,,,,147.1016,,,,,,,,,149.0895,142.0526,,,183.0441,192.8728,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.5726,3/9/2014
0,00,,,,,,,147.0939,,,,,,,,,149.0895,142.0526,,,183.1672,192.7389,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.1346,4/9/2014
1,01,,,,,,,147.0952,174.522,,,,,,,,149.0895,142.0526,,,183.0223,192.7057,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.2469,4/9/2014
2,02,,,,,,,147.0978,,,,,,,,,149.0895,142.0526,,,182.9712,193.1786,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.2932,4/9/2014
3,03,,,,,,,147.0888,162.5129,,,,,,,,149.0895,142.0526,,,182.9723,193.169,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5724,143.0668,4/9/2014
4,04,,,,,,,147.095,149.0772,,,,,,,,149.0895,142.0526,,,183.0174,193.1675,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.066,143.2659,4/9/2014
5,05,,,,,,,147.1014,149.2063,,153.4367,,,,,,149.0895,142.0526,,,183.0357,193.0828,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.8489,143.6588,4/9/2014
6,06,,,,,,,147.0918,149.4366,,150.8801,,,,,,149.0895,142.0526,,,183.1604,193.0962,,158.75,158.75,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.103,143.5398,4/9/2014
7,07,,165.9416,,167.0764,,,147.0977,149.4216,153.3542,151.1163,,,,,,149.0895,142.0526,,,183.0275,193.145,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.6728,143.1617,4/9/2014
8,08,,158.6376,,159.3161,,,147.1022,149.3086,153.0114,150.3595,,,,,,149.0895,142.0526,,,183.0337,193.1559,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,154.819,89.5,,89.5,138.1241,143.3396,4/9/2014
9,09,,158.4394,161.5608,159.2702,161.907,164.4921,147.1537,149.4276,153.5008,150.3066,,,,,,149.0895,142.0526,,,183.0622,193.2413,,158.75,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.7886,143.0375,4/9/2014
10,10,,158.4734,158.8571,161.163,158.5099,162.3586,147.386,149.4434,153.6977,150.2713,,,,,,149.0895,142.0526,,,183.0985,193.3567,,158.75,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,138.2383,143.3878,4/9/2014
11,11,,158.4491,158.3143,162.4671,158.4846,,147.2509,149.5746,153.095,150.1969,,,,,,149.0895,142.0526,,,183.187,193.3969,,158.75,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.6085,143.22,4/9/2014
12,12,,158.4871,158.4701,162.1134,163.9617,,147.2753,149.9096,153.0516,150.1996,,,,,,149.0895,142.0526,,,183.2491,193.3883,,158.75,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,138.1287,143.4935,4/9/2014
13,13,,158.4385,158.4762,161.3948,160.0253,,147.36,150.0637,153.0333,150.2323,,,,,,149.0895,142.0526,,,183.247,193.328,,158.75,158.75,,,168.33,,,168.33,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.9496,143.0505,4/9/2014
14,14,,160.5708,161.9026,161.7709,161.7126,170.5362,147.8017,149.3068,153.033,150.2407,,,,,,149.0895,142.0526,,,183.247,193.328,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,154.819,89.5,,89.5,138.2887,143.3902,4/9/2014
15,15,,,,,,,147.7972,149.3631,153.0576,150.2489,,,,,,149.0895,142.0526,,,183.2716,193.4651,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,137.926,143.143,4/9/2014
16,16,,,,,,,147.7891,149.3846,153.474,150.1154,,,,,,149.0895,142.0526,,,183.2893,193.5894,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,137.6143,143.2291,4/9/2014
17,17,,,,,,,147.6941,149.3754,,156.9285,,,,,,149.0895,142.0526,,,183.3055,193.3985,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,137.9863,143.0957,4/9/2014
18,18,,,,,,,147.6696,149.2282,153.1008,151.016,,,,,,149.0895,142.0526,,,183.2962,193.2818,,158.75,158.75,,,168.33,168.33,168.33,168.33,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,142.9554,4/9/2014
19,19,,,,,,,147.6397,149.1852,153.0037,149.4601,,,,,,149.0895,142.0526,,,183.1478,192.9252,,158.75,158.75,,,168.33,168.33,168.33,168.33,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.5477,142.9554,4/9/2014
20,20,,,,,,,147.6498,149.1277,153.0688,151.0719,,,,,,149.0895,142.0526,,,183.0656,192.9571,,158.75,158.75,,,168.33,168.33,168.33,168.33,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.761,143.2664,4/9/2014
21,21,,,,,,,147.6654,150.8692,,159.9103,,,,,,149.0895,142.0526,,,182.9911,192.9913,,,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,138.4877,143.4518,4/9/2014
22,22,,,,,,,147.6591,169.3161,,,,,,,,149.0895,142.0526,,,183.0012,192.9291,,,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.3415,4/9/2014
23,23,,,,,,,147.6734,,,,,,,,,149.0895,142.0526,,,183.0182,192.8945,,,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.4257,4/9/2014
0,00,,,,,,,147.6603,,,,,,,,,149.0895,142.0526,,,183.0504,192.9407,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.2977,5/9/2014
1,01,,,,,,,147.6697,,,,,,,,,149.0895,142.0526,,,182.9702,192.9633,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5937,143.0508,5/9/2014
2,02,,,,,,,147.6663,,,,,,,,,149.0895,142.0526,,,182.9083,192.8477,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.5268,143.1844,5/9/2014
3,03,,,,,,,147.6519,,,,,,,,,149.0895,142.0526,,,182.9258,192.9157,,,,,,,,168.33,,,85.0605,82.583,,,,,,89.5,,89.5,137.5865,143.0083,5/9/2014
4,04,,,,,,,147.6382,,,,,,,,,149.0895,142.0526,,,182.9127,192.8954,,,,,,168.33,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.5477,143.2299,5/9/2014
5,05,,,,,,,147.6427,155.5867,,,,,,,,149.0895,142.0526,,,183.006,192.7798,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.9543,143.4392,5/9/2014
6,06,,,,,,,147.6594,149.0955,,,,,,,,149.0895,142.0526,,,182.9532,192.9841,,,,,,,,,,,85.0605,82.583,,,,,,89.5,,89.5,138.5237,143.2826,5/9/2014
7,07,,,,,,,147.9701,149.0371,153.364,153.5302,,,,,,149.0895,142.0526,,,182.963,192.853,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,,89.5,,89.5,137.8224,143.3062,5/9/2014
8,08,,,,,,,148.3672,149.1563,152.9837,150.2275,,,,,,149.0895,142.0526,,,183.2708,193.1545,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,143.2269,5/9/2014
9,09,,162.8771,,162.376,,,148.3705,149.1745,152.8111,150.2051,,,,,,149.0895,142.0526,,,183.2011,192.9846,,158.75,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,143.0036,5/9/2014
10,10,,159.5916,165.4614,159.2538,,,148.3765,149.1834,153.0187,149.8539,,,,,,149.0895,142.0526,,,183.1984,193.0375,,158.75,158.75,,,168.33,,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,138.2186,143.108,5/9/2014
11,11,,159.626,158.2833,159.2761,,,148.2034,149.0948,153.0169,149.8153,,,,,,149.0895,142.0526,,,183.2016,192.9851,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.729,143.0265,5/9/2014
12,12,,159.639,158.4165,159.2728,172.9284,,147.7499,149.0661,153.0288,149.7587,,,,,,149.0895,142.0526,,,183.2724,192.9349,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,143.1451,5/9/2014
13,13,,159.5865,158.3785,159.2601,159.6802,163.1065,147.803,149.0521,152.9753,149.7618,,,,,,149.0895,142.0526,,,183.291,192.8612,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.5477,143.0283,5/9/2014
14,14,,159.6444,158.4165,159.2631,158.468,159.8283,147.5297,149.0958,153.0096,149.7779,,,,,,149.0895,142.0526,,,183.272,192.696,,158.75,158.75,,,168.33,168.33,168.33,,,85.0605,82.583,,,,,154.819,89.5,,89.5,137.7339,143.2335,5/9/2014
15,15,,160.8418,162.5299,159.2663,169.0985,168.5203,147.3025,149.068,153.0067,149.8008,,,,,,149.0895,142.0526,,,183.2394,192.7476,,158.75,158.75,,,168.33,,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,138.5107,143.5538,5/9/2014
16,16,,,172.254,163.9523,,,147.2688,149.0088,152.9669,149.6422,,,,,,149.0895,142.0526,,,183.3084,192.932,,158.75,158.75,,,168.33,168.33,,,,85.0605,82.583,,,,156.702,154.819,89.5,,89.5,137.8276,143.111,5/9/2014
