,HORA,ABR,PCG1,PCG2,PCG3,PCG4,PCG5,PCG6,PCG7,PCG8,PCG9,PHC1,PHC2,AMY1,AMY2,PBP,CEN,EEC20,EOL,PCHN,PNI1,PNI2,GSR,HPA1,HPA2,MTR,NSL,PCA1,PCA2,PCF1,PCF2,PEN1 y 2,PEN3,PEN4,PLB1,PLB2,PMG3,PMG4,PMG5,PMT1,PMT2,PMT3,EEC,TPC,Date
17,17,,166.6124,164.1796,171.0926,177.899,,153.0126,156.0667,158.1081,153.9616,,,,,,154.35,146.274,,,188.6865,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.1099,2/12/2013
18,18,,161.61,161.7956,162.6985,165.2199,,152.9722,154.8361,158.2955,153.9285,,,,,,154.35,146.274,,,188.6843,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.2259,2/12/2013
19,19,,162.6219,161.7739,162.7085,162.9143,,152.9647,154.7267,158.249,153.9405,,,,,,154.35,146.274,,,188.6578,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.8361,2/12/2013
20,20,,165.6223,162.9923,165.115,173.4405,,152.9494,154.6816,158.2693,153.9449,,,,,,154.35,146.274,,,188.6355,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.9312,2/12/2013
21,21,,,176.1004,,,,152.9896,157.1768,157.9078,156.7475,,,,,,154.35,146.274,,,188.6194,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.8484,2/12/2013
22,22,,,,,,,152.9666,174.8263,157.7541,,,,,,,154.35,146.274,,,188.5999,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.7697,2/12/2013
23,23,,,,,,,154.2004,,,,,,,,,154.35,146.274,,,188.5924,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.8981,2/12/2013
0,0,,,,,,,,,,,,,,,,154.35,146.274,,,188.5998,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,150.6829,3/12/2013
1,1,,,,,,,,,,,,,,,,,146.274,,,188.6413,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,152.7094,3/12/2013
2,2,,,,,,,,,,,,,,,,154.35,146.274,,,188.5771,,,126.54,126.54,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,152.7094,3/12/2013
3,3,,,,,,,,,,,,,,,,154.35,146.274,,,188.5814,,,126.54,126.54,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,,141.627,152.7094,3/12/2013
4,4,,,,,,,,,,,,,,,,,146.274,,,188.5921,,,126.54,126.54,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,,141.627,149.1914,3/12/2013
5,5,,,,,,,153.5687,,,,,,,,,,146.274,,,188.6002,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,,141.627,147.9029,3/12/2013
6,6,,,,,,,152.9019,160.3419,,,,,,,,,146.274,,,188.5967,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,147.4651,3/12/2013
7,7,,,,,,,152.9366,156.0826,,163.6077,,,,,,154.35,146.274,,,188.627,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,147.6666,3/12/2013
8,8,,,,,,,152.9656,156.0782,,154.5377,,,,,,154.35,146.274,,,188.6449,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,148.0443,3/12/2013
9,9,,,,164.521,,,152.9434,156.0447,,155.1047,,,,,,154.35,146.274,,,188.6753,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,,141.627,147.8463,3/12/2013
10,10,,,,162.6515,,,152.942,156.5756,158.0739,154.9791,,,,,,154.35,146.274,,,188.6738,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,147.4969,3/12/2013
11,11,,164.6705,,162.6686,,,152.9843,157.7213,158.2444,154.9069,,,,,,154.35,146.274,,,188.6883,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.1458,3/12/2013
12,12,,162.7867,,162.6516,,,152.9819,157.8741,158.2695,154.9028,,,,,,154.35,146.274,,,188.7033,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,149.0542,3/12/2013
13,13,,162.7478,167.6486,162.65,,,152.9918,158.0556,158.2542,154.4741,,,,,,154.35,146.274,,,188.6947,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.1176,3/12/2013
14,14,,162.7847,161.7069,162.6815,,,153.0138,158.4091,158.2029,154.4124,,,,,,154.35,146.274,,,188.824,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,147.7956,3/12/2013
15,15,,161.6001,161.6655,162.7159,166.3796,,153.0438,157.685,158.2197,154.4216,,,,,,154.35,146.274,,,188.7322,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.2636,3/12/2013
16,16,,161.5774,161.7273,162.7068,162.7231,,153.0546,156.2036,158.2827,153.8601,,,,,,154.35,146.274,,,188.774,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,149.0628,3/12/2013
17,17,,161.5682,161.6743,162.7093,162.7391,174.6287,153.0404,155.4378,158.2616,153.4192,,235.463,,,,154.35,146.274,,,187.1617,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.0906,3/12/2013
18,18,,161.5684,161.6794,162.7092,162.7196,164.192,153.0581,154.8074,158.2582,153.4288,,,,,,154.35,146.274,,,182.9252,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.6884,3/12/2013
19,19,,161.628,161.6688,162.7034,162.7159,167.5167,153.0747,154.7782,158.2552,153.4186,,,,,,154.35,146.274,,,188.7757,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.6386,3/12/2013
20,20,,161.6128,161.6445,162.7687,167.4005,,153.0071,154.6712,158.271,153.4045,,,,,,154.35,146.274,,,188.7278,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.7715,3/12/2013
21,21,,166.4309,164.9251,170.7701,,,152.9999,154.6945,158.1547,153.6919,,,,,,154.35,146.274,,,188.6367,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.5818,3/12/2013
22,22,,,,,,,152.9715,154.6423,158.0988,163.1867,,,,,,154.35,146.274,,,188.5714,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.4412,3/12/2013
23,23,,,,,,,152.9583,154.5759,158.0461,,,,,,,154.35,146.274,,,188.5845,,,126.54,,50,33.8242,133.25,133.25,,,,65.006,65.006,,,,,153.844,,66.857,,141.627,147.5443,3/12/2013
0,0,,,,,,,152.9515,154.5629,,,,,,,,,146.274,,,188.5349,,,126.54,,50,33.8242,133.25,133.25,,,,65.006,65.006,,,,,153.844,,66.857,,141.627,147.3639,4/12/2013
1,1,,,,,,,152.9391,154.5684,,,,,,,,,146.274,,,188.4884,,,126.54,,50,33.8242,133.25,133.25,,,,65.006,65.006,,,,,153.844,,66.857,,141.627,147.3734,4/12/2013
2,2,,,,,,,152.9289,154.5252,,,,,,,,,146.274,,,188.4148,,,126.54,,50,33.8242,133.25,133.25,,,,65.006,65.006,,,,,,,66.857,,141.627,147.5898,4/12/2013
3,3,,,,,,,152.9212,154.5317,,,,,,,,,146.274,,,188.4084,,,126.54,,50,33.8242,133.25,133.25,,,,65.006,65.006,,,,,,,66.857,,141.627,147.4065,4/12/2013
4,4,,,,,,,152.944,154.7167,,,,,,,,,146.274,,,188.3962,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,,141.627,147.3651,4/12/2013
5,5,,,,,,,152.9218,154.5633,,,,,,,,,146.274,,,188.4472,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,,141.627,148.0638,4/12/2013
6,6,,,,,,,152.9328,154.6065,,,,,,,,,146.274,,,188.5155,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.7194,4/12/2013
7,7,,,,,,,152.9407,154.622,,,,,,,,154.35,146.274,,,188.5037,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,147.851,4/12/2013
8,8,,,,,,,152.9415,154.8977,,166.9343,,,,,,154.35,146.274,,,188.5338,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,147.8605,4/12/2013
9,9,,,,,,,153.3815,156.3485,,156.1287,,,,,,154.35,146.274,,,188.7046,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.0418,4/12/2013
10,10,,,,,,,154.0196,156.2369,,153.9837,,,,,,154.35,146.274,,,188.745,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,147.7251,4/12/2013
11,11,,,,,,,154.0209,156.2289,158.1763,153.958,,,,,,154.35,146.274,,,188.7097,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,147.5878,4/12/2013
12,12,,,,,,,154.0098,156.5186,158.2581,154.0589,,,,,,154.35,146.274,,,188.6818,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.1452,4/12/2013
13,13,,,,,,,153.9988,162.3888,158.2622,154.0531,,,,,,154.35,146.274,,,188.5507,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,147.9775,4/12/2013
14,14,,165.6296,,,,,154.0477,157.3722,158.2923,154.0561,,,,,,154.35,146.274,,,188.5732,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.5794,4/12/2013
15,15,,163.232,,,,,154.0352,156.7556,158.2784,154.0374,,,,,,154.35,146.274,,,188.5803,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,149.3448,4/12/2013
16,16,,,,,,,154.0578,157.1733,157.7534,154.0336,,235.463,,,,154.35,146.274,,,188.567,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.8259,4/12/2013
17,17,,166.3647,175.4319,,,,153.5047,156.9977,158.0034,153.9576,,,,,,154.35,146.274,,,188.586,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,148.5592,4/12/2013
18,18,,164.4668,,,,,153.8349,155.7998,158.1701,153.5812,,,,,,154.35,146.274,,,188.6324,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,153.844,,66.857,,141.627,149.0205,4/12/2013
19,19,,,,,,,152.9793,155.9353,,153.5614,,,,,,154.35,146.274,,,188.5624,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.959,4/12/2013
20,20,,,,,,,153.1472,170.0137,,153.5404,,,,,,154.35,146.274,,,188.5352,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.5617,4/12/2013
21,21,,,,,,,153.004,,,160.8113,,,,,,154.35,146.274,,,188.5717,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,153.844,,66.857,,141.627,148.6419,4/12/2013
22,22,,,,,,,153.7638,,,,,,,,,,146.274,,,188.5557,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,142.1321,149.6415,4/12/2013
23,23,,,,,,,,,,,,,,,,,,,,188.5352,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.6623,152.2534,4/12/2013
0,0,,,,,,,,,,,,,,,,,,,,188.6149,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.7359,,5/12/2013
1,1,,,,,,,,,,,,,,,,,,,,188.5623,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,66.857,142.9121,,5/12/2013
2,2,,,,,,,,,,,,,,,,154.35,146.274,,,188.5256,,,126.54,,50,33.8242,133.25,133.25,,,,65.006,65.006,,,,,,,66.857,66.857,141.9501,,5/12/2013
3,3,,,,,,,,,,,,,,,,154.35,146.274,,,188.5098,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.8187,,5/12/2013
4,4,,,,,,,,,,,,,,,,,,,,188.4962,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.6339,,5/12/2013
5,5,,,,,,,,,,,,,,,,,146.274,,,188.6281,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.6283,,5/12/2013
6,6,,,,,,,,,,,,,,,,,146.274,,,188.7431,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,152.9008,5/12/2013
7,7,,,,,,,153.1629,,,,,,,,,154.35,146.274,,,188.7083,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,148.3734,5/12/2013
8,8,,,170.16,,,,153.3468,,,,,,,,,154.35,146.274,,,188.6467,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,147.895,5/12/2013
9,9,,,162.1864,,173.2298,,153.9478,,,159.3303,,,,,,154.35,146.274,,,188.6038,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,149.0821,5/12/2013
10,10,,,161.6928,,164.1532,172.77,153.8779,,,162.4189,,,,,,154.35,146.274,,,188.6521,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,148.1035,5/12/2013
11,11,,,161.6875,,162.7936,166.0908,153.4992,,,,,,,,,154.35,146.274,,,188.6868,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,148.2358,5/12/2013
12,12,,,161.7061,,162.858,164.1267,153.2091,,,167.225,,,,,,154.35,146.274,,,188.6521,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,148.5059,5/12/2013
13,13,,,161.9098,,162.8615,164.1096,152.705,168.2941,,156.6721,,,,,,154.35,146.274,,,188.6334,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.627,148.02,5/12/2013
14,14,,,162.0299,,162.7642,164.0827,152.4467,155.6451,,154.4256,,,,,,154.35,146.274,,,188.6184,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.627,148.8053,5/12/2013
15,15,,,161.7134,,162.8415,164.0461,152.9189,155.5539,,154.2151,,,,,,154.35,146.274,,,188.6199,,,126.54,,50,33.8242,133.25,133.25,,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.627,148.0522,5/12/2013
16,16,,,164.7579,,165.5477,166.6726,152.3301,155.6873,,154.2371,,,,,,154.35,146.274,,,188.6117,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.627,148.0766,5/12/2013
17,17,,166.6993,165.8179,166.9953,166.3343,,152.1423,155.6397,158.1515,154.1353,,,,,,154.35,146.274,,,188.5931,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.627,148.5349,5/12/2013
18,18,,161.6408,162.0007,165.4297,166.3263,,152.1499,155.666,158.2585,154.0949,,,,,,154.35,146.274,,,188.5956,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,142.1035,148.4738,5/12/2013
19,19,,171.352,172.4972,,,,152.1331,155.4711,158.2562,154.0941,,,,,,154.35,146.274,,,188.5988,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.91,147.8869,5/12/2013
20,20,,176.958,,,,,152.1336,159.828,158.0855,154.0878,,,,,,154.35,146.274,,,188.6173,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,155.194,,,66.857,66.857,141.7755,148.4677,5/12/2013
21,21,,,,,,,152.1701,,,159.2075,,,,,,154.35,146.274,,,188.617,,,126.54,,50,33.8242,133.25,133.25,146.27,146.27,,65.006,65.006,,,,,,,66.857,66.857,141.627,148.7606,5/12/2013
